player,isHome,shotType,situation,playerCoordinates,bodyPart,goalMouthLocation,goalMouthCoordinates,id,time,addedTime,timeSeconds,draw,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,blockCoordinates,goalType
"{'name': 'Veljko Radosavljević', 'firstName': 'Veljko Radosavljevic', 'slug': 'veljko-radosavljevic', 'shortName': 'V. Radosavljević', 'position': 'M', 'jerseyNumber': '86', 'userCount': 35, 'gender': 'M', 'id': 1595518, 'fieldTranslations': {'nameTranslation': {'ar': 'فيلجكو رادوسافليفيتش'}, 'shortNameTranslation': {'ar': 'ف. رادوسافليفيتش'}}}",True,miss,free-kick,"{'x': 22.5, 'y': 29.7, 'z': 0}",right-foot,high,"{'x': 0, 'y': 53.4, 'z': 76.4}",5517324,90,5.0,5697,"{'start': {'x': 29.7, 'y': 22.5}, 'end': {'x': 46.6, 'y': 0}, 'goal': {'x': 46.6, 'y': 23.6}}",1,603,297,shot,,
"{'name': 'Milan Pavkov', 'slug': 'milan-pavkov', 'shortName': 'M. Pavkov', 'position': 'F', 'jerseyNumber': '50', 'userCount': 375, 'gender': 'M', 'id': 804183, 'fieldTranslations': {'nameTranslation': {'ar': 'ميلان بافكوف', 'bn': 'মিলান পাভকভ', 'hi': 'मिलन पावकोव'}, 'shortNameTranslation': {'ar': 'م. بافكوف', 'bn': 'এম. পাভকোভ', 'hi': 'एम. पावकोव'}}}",True,miss,assisted,"{'x': 10.1, 'y': 46, 'z': 0}",head,right,"{'x': 0, 'y': 40.3, 'z': 22.2}",5517320,90,3.0,5564,"{'start': {'x': 46, 'y': 10.1}, 'end': {'x': 59.7, 'y': 0}, 'goal': {'x': 59.7, 'y': 77.8}}",1,736,164,shot,,
"{'name': 'Milan Pavkov', 'slug': 'milan-pavkov', 'shortName': 'M. Pavkov', 'position': 'F', 'jerseyNumber': '50', 'userCount': 375, 'gender': 'M', 'id': 804183, 'fieldTranslations': {'nameTranslation': {'ar': 'ميلان بافكوف', 'bn': 'মিলান পাভকভ', 'hi': 'मिलन पावकोव'}, 'shortNameTranslation': {'ar': 'م. بافكوف', 'bn': 'এম. পাভকোভ', 'hi': 'एम. पावकोव'}}}",True,miss,regular,"{'x': 25.1, 'y': 59.7, 'z': 0}",right-foot,left,"{'x': 0, 'y': 71.9, 'z': 6.9}",5517313,90,,5384,"{'start': {'x': 59.7, 'y': 25.1}, 'end': {'x': 28.1, 'y': 0}, 'goal': {'x': 28.1, 'y': 93.1}}",1,16,2684,shot,,
"{'name': 'Nenad Tomović', 'slug': 'nenad-tomovic', 'shortName': 'N. Tomović', 'position': 'D', 'jerseyNumber': '4', 'userCount': 82, 'gender': 'M', 'id': 38574, 'fieldTranslations': {'nameTranslation': {'ar': 'نيناد توموفيتش', 'bn': 'নেনাদ তোমোভিচ', 'hi': 'नेनाद तोमोविक'}, 'shortNameTranslation': {'ar': 'ن. توموفيتش', 'bn': 'এন. তোমোভিচ', 'hi': 'एन. तोमोविक'}}}",True,save,assisted,"{'x': 24.8, 'y': 67.1, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 49.7, 'z': 1.3}",5517311,88,,5268,"{'start': {'x': 67.1, 'y': 24.8}, 'block': {'x': 51.3, 'y': 0.90000000000001}, 'end': {'x': 50.3, 'y': 0}, 'goal': {'x': 50.3, 'y': 98.7}}",3,132,2568,shot,"{'x': 0.90000000000001, 'y': 51.3, 'z': 0}",
"{'name': 'Milan Đoković', 'firstName': '', 'lastName': '', 'slug': 'milan-dokovic', 'shortName': 'M. Đoković', 'position': 'D', 'jerseyNumber': '26', 'userCount': 25, 'gender': 'M', 'id': 1392796, 'fieldTranslations': {'nameTranslation': {'ar': 'ميلان جوكوفيتش'}, 'shortNameTranslation': {'ar': 'م. جوكوفيتش'}}}",True,save,assisted,"{'x': 27.9, 'y': 46.2, 'z': 0}",left-foot,high-left,"{'x': 0, 'y': 53.5, 'z': 22.2}",5517310,87,,5210,"{'start': {'x': 46.2, 'y': 27.9}, 'block': {'x': 46.4, 'y': 3.2}, 'end': {'x': 46.5, 'y': 0}, 'goal': {'x': 46.5, 'y': 77.8}}",4,190,2510,shot,"{'x': 3.2, 'y': 46.4, 'z': 0}",
"{'name': 'Milan Pavkov', 'slug': 'milan-pavkov', 'shortName': 'M. Pavkov', 'position': 'F', 'jerseyNumber': '50', 'userCount': 375, 'gender': 'M', 'id': 804183, 'fieldTranslations': {'nameTranslation': {'ar': 'ميلان بافكوف', 'bn': 'মিলান পাভকভ', 'hi': 'मिलन पावकोव'}, 'shortNameTranslation': {'ar': 'م. بافكوف', 'bn': 'এম. পাভকোভ', 'hi': 'एम. पावकोव'}}}",True,miss,assisted,"{'x': 15.6, 'y': 50.9, 'z': 0}",head,high,"{'x': 0, 'y': 53.6, 'z': 66.7}",5517307,85,,5056,"{'start': {'x': 50.9, 'y': 15.6}, 'end': {'x': 46.4, 'y': 0}, 'goal': {'x': 46.4, 'y': 33.3}}",6,344,2356,shot,,
"{'name': 'Milan Pavkov', 'slug': 'milan-pavkov', 'shortName': 'M. Pavkov', 'position': 'F', 'jerseyNumber': '50', 'userCount': 375, 'gender': 'M', 'id': 804183, 'fieldTranslations': {'nameTranslation': {'ar': 'ميلان بافكوف', 'bn': 'মিলান পাভকভ', 'hi': 'मिलन पावकोव'}, 'shortNameTranslation': {'ar': 'م. بافكوف', 'bn': 'এম. পাভকোভ', 'hi': 'एम. पावकोव'}}}",True,block,assisted,"{'x': 7.4, 'y': 57.7, 'z': 0}",head,low-centre,"{'x': 0, 'y': 50.4, 'z': 19}",5517299,80,,4769,"{'start': {'x': 57.7, 'y': 7.4}, 'block': {'x': 54, 'y': 5.9}, 'end': {'x': 49.6, 'y': 0}, 'goal': {'x': 49.6, 'y': 81}}",11,631,2069,shot,"{'x': 5.9, 'y': 54, 'z': 0}",
"{'name': 'Milan Pavkov', 'slug': 'milan-pavkov', 'shortName': 'M. Pavkov', 'position': 'F', 'jerseyNumber': '50', 'userCount': 375, 'gender': 'M', 'id': 804183, 'fieldTranslations': {'nameTranslation': {'ar': 'ميلان بافكوف', 'bn': 'মিলান পাভকভ', 'hi': 'मिलन पावकोव'}, 'shortNameTranslation': {'ar': 'م. بافكوف', 'bn': 'এম. পাভকোভ', 'hi': 'एम. पावकोव'}}}",True,miss,assisted,"{'x': 16.4, 'y': 53.2, 'z': 0}",head,right,"{'x': 0, 'y': 39.8, 'z': 31.9}",5517288,79,,4699,"{'start': {'x': 53.2, 'y': 16.4}, 'end': {'x': 60.2, 'y': 0}, 'goal': {'x': 60.2, 'y': 68.1}}",12,701,1999,shot,,
"{'name': 'Veljko Radosavljević', 'firstName': 'Veljko Radosavljevic', 'slug': 'veljko-radosavljevic', 'shortName': 'V. Radosavljević', 'position': 'M', 'jerseyNumber': '86', 'userCount': 35, 'gender': 'M', 'id': 1595518, 'fieldTranslations': {'nameTranslation': {'ar': 'فيلجكو رادوسافليفيتش'}, 'shortNameTranslation': {'ar': 'ف. رادوسافليفيتش'}}}",True,miss,set-piece,"{'x': 14.5, 'y': 54.6, 'z': 0}",head,right,"{'x': 0, 'y': 34.5, 'z': 9.7}",5517269,75,,4492,"{'start': {'x': 54.6, 'y': 14.5}, 'block': {'x': 59.4, 'y': 8}, 'end': {'x': 65.5, 'y': 0}, 'goal': {'x': 65.5, 'y': 90.3}}",16,908,1792,shot,"{'x': 8, 'y': 59.4, 'z': 0}",
"{'name': 'Veljko Radosavljević', 'firstName': 'Veljko Radosavljevic', 'slug': 'veljko-radosavljevic', 'shortName': 'V. Radosavljević', 'position': 'M', 'jerseyNumber': '86', 'userCount': 35, 'gender': 'M', 'id': 1595518, 'fieldTranslations': {'nameTranslation': {'ar': 'فيلجكو رادوسافليفيتش'}, 'shortNameTranslation': {'ar': 'ف. رادوسافليفيتش'}}}",True,miss,assisted,"{'x': 10.5, 'y': 44.6, 'z': 0}",head,left,"{'x': 0, 'y': 62.4, 'z': 27.8}",5517219,60,,3543,"{'start': {'x': 44.6, 'y': 10.5}, 'end': {'x': 37.6, 'y': 0}, 'goal': {'x': 37.6, 'y': 72.2}}",31,1857,843,shot,,
