player,isHome,shotType,situation,playerCoordinates,bodyPart,goalMouthLocation,goalMouthCoordinates,blockCoordinates,goalkeeper,id,time,timeSeconds,draw,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,goalType
"{'name': 'Bojica Nikčević', 'slug': 'nikcevic-bojica', 'shortName': 'B. Nikčević', 'position': 'M', 'jerseyNumber': '17', 'userCount': 28, 'gender': 'M', 'id': 988549, 'fieldTranslations': {'nameTranslation': {'ar': 'نيكشيفيتش، بوييتسا', 'bn': 'নিকেভিচ, বোজিকা', 'hi': 'निक्केविक, बोजिका'}, 'shortNameTranslation': {'ar': 'ب. نيكشيفيتش', 'bn': 'বি. নিকেভিচ', 'hi': 'बी. निक्केविक'}}}",True,block,assisted,"{'x': 19.6, 'y': 46.9, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 51.4, 'z': 19}","{'x': 17.2, 'y': 47.1, 'z': 0}","{'name': 'Kadir Gicić', 'firstName': 'Kadir Gicic', 'slug': 'kadir-gicic', 'shortName': 'K. Gicić', 'position': 'G', 'jerseyNumber': '12', 'userCount': 15, 'gender': 'M', 'id': 1957264, 'fieldTranslations': {'nameTranslation': {'ar': 'كادير غيجيش'}, 'shortNameTranslation': {'ar': 'ك. غيجيش'}}}",6260811,90,5341,"{'start': {'x': 46.9, 'y': 19.6}, 'block': {'x': 47.1, 'y': 17.2}, 'end': {'x': 48.6, 'y': 0}, 'goal': {'x': 48.6, 'y': 81}}",1,59,2641,shot,
"{'name': 'Sankara Karamoko', 'firstName': 'Sankara Karamoko', 'lastName': '', 'slug': 'sankara-karamoko', 'shortName': 'S. Karamoko', 'position': 'F', 'jerseyNumber': '50', 'userCount': 259, 'gender': 'M', 'id': 1444568, 'fieldTranslations': {'nameTranslation': {'ar': 'سانكارا كاراموكو'}, 'shortNameTranslation': {'ar': 'س. كاراموكو'}}}",False,save,assisted,"{'x': 3.5, 'y': 39.7, 'z': 0}",head,high-left,"{'x': 0, 'y': 53.1, 'z': 20.3}","{'x': 1.1, 'y': 45.8, 'z': 0}","{'name': 'Lazar Kaličanin', 'firstName': 'Lazar Kalicanin', 'lastName': '', 'slug': 'lazar-kalicanin', 'shortName': 'L. Kaličanin', 'position': 'G', 'jerseyNumber': '12', 'userCount': 140, 'gender': 'M', 'id': 1165958, 'fieldTranslations': {'nameTranslation': {'ar': 'لازار كاليشانتش'}, 'shortNameTranslation': {'ar': 'ل. كاليشانتش'}}}",6260816,89,5314,"{'start': {'x': 39.7, 'y': 3.5}, 'block': {'x': 45.8, 'y': 1.1}, 'end': {'x': 46.9, 'y': 0}, 'goal': {'x': 46.9, 'y': 79.7}}",2,86,2614,shot,
"{'name': 'Oriyomi Lebi', 'firstName': 'Oriyomi Lebi', 'slug': 'oriyomi-lebi', 'shortName': 'O. Lebi', 'position': 'F', 'jerseyNumber': '19', 'userCount': 51, 'gender': 'M', 'id': 1917883, 'fieldTranslations': {'nameTranslation': {'ar': 'أوريومي ليبي'}, 'shortNameTranslation': {'ar': 'أ. ليبي'}}}",False,goal,set-piece,"{'x': 8.1, 'y': 56.3, 'z': 0}",right-foot,low-left,"{'x': 0, 'y': 53.7, 'z': 5.1}",,"{'name': 'Lazar Kaličanin', 'firstName': 'Lazar Kalicanin', 'lastName': '', 'slug': 'lazar-kalicanin', 'shortName': 'L. Kaličanin', 'position': 'G', 'jerseyNumber': '12', 'userCount': 140, 'gender': 'M', 'id': 1165958, 'fieldTranslations': {'nameTranslation': {'ar': 'لازار كاليشانتش'}, 'shortNameTranslation': {'ar': 'ل. كاليشانتش'}}}",6260756,84,5037,"{'start': {'x': 56.3, 'y': 8.1}, 'end': {'x': 46.3, 'y': 0}, 'goal': {'x': 46.3, 'y': 94.9}}",7,363,2337,shot,regular
"{'name': 'Moussa Sissako', 'firstName': '', 'lastName': '', 'slug': 'sissako-moussa', 'shortName': 'M. Sissako', 'position': 'D', 'jerseyNumber': '5', 'userCount': 221, 'gender': 'M', 'id': 904998, 'fieldTranslations': {'nameTranslation': {'ar': 'سيساكو، موسى', 'bn': 'সিসাকো, মুসা', 'hi': 'सिसाको, मूसा'}, 'shortNameTranslation': {'ar': 'م. سيساكو', 'bn': 'এম. সিসাকো', 'hi': 'एम. सिसाको'}}}",False,block,set-piece,"{'x': 7.9, 'y': 51.7, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 50, 'z': 19}","{'x': 5.9, 'y': 51.3, 'z': 0}","{'name': 'Lazar Kaličanin', 'firstName': 'Lazar Kalicanin', 'lastName': '', 'slug': 'lazar-kalicanin', 'shortName': 'L. Kaličanin', 'position': 'G', 'jerseyNumber': '12', 'userCount': 140, 'gender': 'M', 'id': 1165958, 'fieldTranslations': {'nameTranslation': {'ar': 'لازار كاليشانتش'}, 'shortNameTranslation': {'ar': 'ل. كاليشانتش'}}}",6260793,84,5034,"{'start': {'x': 51.7, 'y': 7.9}, 'block': {'x': 51.3, 'y': 5.9}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 81}}",7,366,2334,shot,
"{'name': 'Marko Jevtić', 'firstName': '', 'lastName': '', 'slug': 'marko-jevtic', 'shortName': 'M. Jevtić', 'position': 'D', 'jerseyNumber': '14', 'userCount': 9, 'gender': 'M', 'id': 886182, 'fieldTranslations': {'nameTranslation': {'ar': 'ماركو ييفتيتش'}, 'shortNameTranslation': {'ar': 'م. ييفتيتش'}}}",False,miss,corner,"{'x': 2.3, 'y': 57.9, 'z': 0}",head,high,"{'x': 0, 'y': 50.3, 'z': 70.8}",,"{'name': 'Lazar Kaličanin', 'firstName': 'Lazar Kalicanin', 'lastName': '', 'slug': 'lazar-kalicanin', 'shortName': 'L. Kaličanin', 'position': 'G', 'jerseyNumber': '12', 'userCount': 140, 'gender': 'M', 'id': 1165958, 'fieldTranslations': {'nameTranslation': {'ar': 'لازار كاليشانتش'}, 'shortNameTranslation': {'ar': 'ل. كاليشانتش'}}}",6260740,83,4940,"{'start': {'x': 57.9, 'y': 2.3}, 'end': {'x': 49.7, 'y': 0}, 'goal': {'x': 49.7, 'y': 29.2}}",8,460,2240,shot,
"{'name': 'Nikola Glišić', 'firstName': '', 'lastName': '', 'slug': 'nikola-glisic', 'shortName': 'N. Glišić', 'position': 'D', 'jerseyNumber': '7', 'userCount': 60, 'gender': 'M', 'id': 1111990, 'fieldTranslations': {'nameTranslation': {'ar': 'نيكولا غليشيتش'}, 'shortNameTranslation': {'ar': 'ن. غليشيتش'}}}",False,miss,corner,"{'x': 6.4, 'y': 36.4, 'z': 0}",head,close-right,"{'x': 0, 'y': 41.8, 'z': 9.7}","{'x': 1.9, 'y': 58.8, 'z': 0}","{'name': 'Lazar Kaličanin', 'firstName': 'Lazar Kalicanin', 'lastName': '', 'slug': 'lazar-kalicanin', 'shortName': 'L. Kaličanin', 'position': 'G', 'jerseyNumber': '12', 'userCount': 140, 'gender': 'M', 'id': 1165958, 'fieldTranslations': {'nameTranslation': {'ar': 'لازار كاليشانتش'}, 'shortNameTranslation': {'ar': 'ل. كاليشانتش'}}}",6260771,83,4937,"{'start': {'x': 36.4, 'y': 6.4}, 'block': {'x': 58.8, 'y': 1.9}, 'end': {'x': 58.2, 'y': 0}, 'goal': {'x': 58.2, 'y': 90.3}}",8,463,2237,shot,
"{'name': 'Olivier Thill', 'slug': 'olivier-thill', 'shortName': 'O. Thill', 'position': 'M', 'userCount': 110, 'gender': 'M', 'id': 797763, 'fieldTranslations': {'nameTranslation': {'ar': 'أوليفييه ثيل', 'bn': 'অলিভিয়ার থিল', 'hi': 'ओलिवियर थिल'}, 'shortNameTranslation': {'ar': 'أ. ثيل', 'bn': 'ও. থিল', 'hi': 'ओ. थिल'}}}",False,save,throw-in-set-piece,"{'x': 21.3, 'y': 34.6, 'z': 0}",right-foot,low-left,"{'x': 0, 'y': 53.8, 'z': 8.2}","{'x': 1.2, 'y': 46.9, 'z': 0}","{'name': 'Lazar Kaličanin', 'firstName': 'Lazar Kalicanin', 'lastName': '', 'slug': 'lazar-kalicanin', 'shortName': 'L. Kaličanin', 'position': 'G', 'jerseyNumber': '12', 'userCount': 140, 'gender': 'M', 'id': 1165958, 'fieldTranslations': {'nameTranslation': {'ar': 'لازار كاليشانتش'}, 'shortNameTranslation': {'ar': 'ل. كاليشانتش'}}}",6260763,82,4909,"{'start': {'x': 34.6, 'y': 21.3}, 'block': {'x': 46.9, 'y': 1.2}, 'end': {'x': 46.2, 'y': 0}, 'goal': {'x': 46.2, 'y': 91.8}}",9,491,2209,shot,
"{'name': 'Moussa Sissako', 'firstName': '', 'lastName': '', 'slug': 'sissako-moussa', 'shortName': 'M. Sissako', 'position': 'D', 'jerseyNumber': '5', 'userCount': 221, 'gender': 'M', 'id': 904998, 'fieldTranslations': {'nameTranslation': {'ar': 'سيساكو، موسى', 'bn': 'সিসাকো, মুসা', 'hi': 'सिसाको, मूसा'}, 'shortNameTranslation': {'ar': 'م. سيساكو', 'bn': 'এম. সিসাকো', 'hi': 'एम. सिसाको'}}}",False,block,assisted,"{'x': 29.7, 'y': 51.5, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 50.2, 'z': 19}","{'x': 22.8, 'y': 51.1, 'z': 0}","{'name': 'Lazar Kaličanin', 'firstName': 'Lazar Kalicanin', 'lastName': '', 'slug': 'lazar-kalicanin', 'shortName': 'L. Kaličanin', 'position': 'G', 'jerseyNumber': '12', 'userCount': 140, 'gender': 'M', 'id': 1165958, 'fieldTranslations': {'nameTranslation': {'ar': 'لازار كاليشانتش'}, 'shortNameTranslation': {'ar': 'ل. كاليشانتش'}}}",6260718,77,4574,"{'start': {'x': 51.5, 'y': 29.7}, 'block': {'x': 51.1, 'y': 22.8}, 'end': {'x': 49.8, 'y': 0}, 'goal': {'x': 49.8, 'y': 81}}",14,826,1874,shot,
"{'name': 'Olivier Thill', 'slug': 'olivier-thill', 'shortName': 'O. Thill', 'position': 'M', 'userCount': 110, 'gender': 'M', 'id': 797763, 'fieldTranslations': {'nameTranslation': {'ar': 'أوليفييه ثيل', 'bn': 'অলিভিয়ার থিল', 'hi': 'ओलिवियर थिल'}, 'shortNameTranslation': {'ar': 'أ. ثيل', 'bn': 'ও. থিল', 'hi': 'ओ. थिल'}}}",False,miss,assisted,"{'x': 27.6, 'y': 42.8, 'z': 0}",right-foot,close-left,"{'x': 0, 'y': 56.8, 'z': 16.7}",,"{'name': 'Lazar Kaličanin', 'firstName': 'Lazar Kalicanin', 'lastName': '', 'slug': 'lazar-kalicanin', 'shortName': 'L. Kaličanin', 'position': 'G', 'jerseyNumber': '12', 'userCount': 140, 'gender': 'M', 'id': 1165958, 'fieldTranslations': {'nameTranslation': {'ar': 'لازار كاليشانتش'}, 'shortNameTranslation': {'ar': 'ل. كاليشانتش'}}}",6260668,68,4066,"{'start': {'x': 42.8, 'y': 27.6}, 'end': {'x': 43.2, 'y': 0}, 'goal': {'x': 43.2, 'y': 83.3}}",23,1334,1366,shot,
"{'name': 'Antoine Batisse', 'slug': 'antoine-batisse', 'shortName': 'A. Batisse', 'position': 'D', 'jerseyNumber': '8', 'userCount': 9, 'gender': 'M', 'id': 595042, 'fieldTranslations': {'nameTranslation': {'ar': 'أنتوان باتيس'}, 'shortNameTranslation': {'ar': 'أ. باتيس'}}}",False,miss,assisted,"{'x': 29.6, 'y': 59.5, 'z': 0}",right-foot,close-high-right,"{'x': 0, 'y': 43.2, 'z': 50}",,"{'name': 'Lazar Kaličanin', 'firstName': 'Lazar Kalicanin', 'lastName': '', 'slug': 'lazar-kalicanin', 'shortName': 'L. Kaličanin', 'position': 'G', 'jerseyNumber': '12', 'userCount': 140, 'gender': 'M', 'id': 1165958, 'fieldTranslations': {'nameTranslation': {'ar': 'لازار كاليشانتش'}, 'shortNameTranslation': {'ar': 'ل. كاليشانتش'}}}",6260648,60,3599,"{'start': {'x': 59.5, 'y': 29.6}, 'end': {'x': 56.8, 'y': 0}, 'goal': {'x': 56.8, 'y': 50}}",31,1801,899,shot,
