player,isHome,shotType,situation,playerCoordinates,bodyPart,goalMouthLocation,goalMouthCoordinates,blockCoordinates,xg,id,time,addedTime,timeSeconds,draw,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,xgot,goalType
"{'name': 'Vasilije Cavor', 'slug': 'vasilije-cavor', 'shortName': 'V. Cavor', 'position': 'F', 'jerseyNumber': '24', 'userCount': 19, 'gender': 'M', 'id': 962100, 'fieldTranslations': {'nameTranslation': {'ar': 'فاسيليي كافور'}, 'shortNameTranslation': {'ar': 'ف. كافور'}}}",True,goal,regular,"{'x': 8, 'y': 26, 'z': 0}",right-foot,low-right,"{'x': 0, 'y': 46.9, 'z': 11.4}",,0.02408,6532509,68,,4045,"{'start': {'x': 26, 'y': 8}, 'end': {'x': 53.1, 'y': 0}, 'goal': {'x': 53.1, 'y': 88.6}}",23,1355,1345,shot,0.3698,regular
"{'name': 'Ivan Vukčević', 'slug': 'ivan-vukcevic', 'shortName': 'I. Vukčević', 'position': 'M', 'jerseyNumber': '7', 'userCount': 25, 'gender': 'M', 'id': 929998, 'fieldTranslations': {'nameTranslation': {'ar': 'إيفان فوكتشيفيتش', 'hi': 'इवान वुकसेविक', 'bn': 'ইভান ভুকেভিচ'}, 'shortNameTranslation': {'ar': 'إ. فوكتشيفيتش', 'hi': 'आई. वुकसेविक', 'bn': 'আই. ভুকেভিচ'}}}",True,miss,regular,"{'x': 11, 'y': 50, 'z': 0}",head,close-high,"{'x': 0, 'y': 54.4, 'z': 43.7}",,0.1016,6532508,65,,3899,"{'start': {'x': 50, 'y': 11}, 'end': {'x': 45.6, 'y': 0}, 'goal': {'x': 45.6, 'y': 56.3}}",26,1501,1199,shot,,
"{'name': 'Nikola  Ukšanović', 'firstName': 'Nikola  Ukšanović', 'slug': 'nikola-uksanovic', 'shortName': 'N. Ukšanović', 'position': 'D', 'userCount': 0, 'id': 1800480, 'fieldTranslations': {'nameTranslation': {'ar': 'نيكولا أوكشانوفيتش'}, 'shortNameTranslation': {'ar': 'ن. أوكشانوفيتش'}}}",False,save,corner,"{'x': 23, 'y': 73, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 48.3, 'z': 1.6}",,0.02151,6532507,64,,3784,"{'start': {'x': 73, 'y': 23}, 'end': {'x': 51.7, 'y': 0}, 'goal': {'x': 51.7, 'y': 98.4}}",27,1616,1084,shot,0.04896,
"{'name': 'Stephano Almeida', 'firstName': 'Stephano', 'lastName': 'Almeida', 'slug': 'stephano-almeida', 'shortName': 'S. Almeida', 'position': 'M', 'jerseyNumber': '27', 'userCount': 14, 'gender': 'M', 'id': 978475, 'fieldTranslations': {'nameTranslation': {'ar': 'ستيفانو ألميدا', 'hi': 'स्टेफानो अल्मेडा', 'bn': 'স্টেফানো নাউমোভস্কি'}, 'shortNameTranslation': {'ar': 'س. ألميدا', 'hi': 'एस. अल्मेडा', 'bn': 'এস. নাউমোভস্কি'}}}",False,block,regular,"{'x': 13, 'y': 72, 'z': 0}",left-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}","{'x': 13, 'y': 72, 'z': 0}",0.002889,6532506,63,,3749,"{'start': {'x': 72, 'y': 13}, 'block': {'x': 72, 'y': 13}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",28,1651,1049,shot,,
"{'name': 'Anđelko Jovanović', 'firstName': '', 'lastName': '', 'slug': 'andelko-jovanovic', 'shortName': 'A. Jovanović', 'position': 'M', 'jerseyNumber': '10', 'userCount': 4, 'gender': 'M', 'id': 1030487, 'fieldTranslations': {'nameTranslation': {'ar': 'أنجيلكو يوفانوفيتش', 'hi': 'एन्डेल्को जोवानोविक', 'bn': 'আন্দ্রেকো জোভানোভিচ'}, 'shortNameTranslation': {'ar': 'أ. يوفانوفيتش', 'hi': 'ए. जोवानोविक', 'bn': 'এ. জোভানোভিচ'}}}",False,miss,regular,"{'x': 18, 'y': 35, 'z': 0}",right-foot,close-high-right,"{'x': 0, 'y': 41.5, 'z': 46}",,0.01294,6532505,56,,3320,"{'start': {'x': 35, 'y': 18}, 'end': {'x': 58.5, 'y': 0}, 'goal': {'x': 58.5, 'y': 54}}",35,2080,620,shot,,
"{'name': 'Nikola Furtula', 'firstName': '', 'lastName': '', 'slug': 'nikola-furtula', 'shortName': 'N. Furtula', 'position': 'F', 'jerseyNumber': '89', 'userCount': 16, 'gender': 'M', 'id': 878422, 'fieldTranslations': {'nameTranslation': {'ar': 'نيكولا فورتولا'}, 'shortNameTranslation': {'ar': 'ن. فورتولا'}}}",True,miss,regular,"{'x': 23, 'y': 64, 'z': 0}",right-foot,close-left,"{'x': 0, 'y': 57.9, 'z': 2.1}",,0.001842,6532504,47,,2817,"{'start': {'x': 64, 'y': 23}, 'end': {'x': 42.1, 'y': 0}, 'goal': {'x': 42.1, 'y': 97.9}}",44,2583,117,shot,,
"{'name': 'Stephano Almeida', 'firstName': 'Stephano', 'lastName': 'Almeida', 'slug': 'stephano-almeida', 'shortName': 'S. Almeida', 'position': 'M', 'jerseyNumber': '27', 'userCount': 14, 'gender': 'M', 'id': 978475, 'fieldTranslations': {'nameTranslation': {'ar': 'ستيفانو ألميدا', 'hi': 'स्टेफानो अल्मेडा', 'bn': 'স্টেফানো নাউমোভস্কি'}, 'shortNameTranslation': {'ar': 'س. ألميدا', 'hi': 'एस. अल्मेडा', 'bn': 'এস. নাউমোভস্কি'}}}",False,miss,regular,"{'x': 13, 'y': 50, 'z': 0}",right-foot,close-right,"{'x': 0, 'y': 42.7, 'z': 7.9}",,0.1012,6532503,45,2.0,2763,"{'start': {'x': 50, 'y': 13}, 'end': {'x': 57.3, 'y': 0}, 'goal': {'x': 57.3, 'y': 92.1}}",1,2637,63,shot,,
"{'name': 'Andrija Ražnatović', 'firstName': '', 'lastName': '', 'slug': 'andrija-raznatovic', 'shortName': 'A. Ražnatović', 'position': 'D', 'jerseyNumber': '22', 'userCount': 23, 'gender': 'M', 'id': 1000770, 'fieldTranslations': {'nameTranslation': {'ar': 'أندريا رازناتوفيتش', 'hi': 'एंड्रीजा रज्नाटोविक', 'bn': 'আন্দ্রিজা রাজনাতোভিচ'}, 'shortNameTranslation': {'ar': 'أ. رازناتوفيتش', 'hi': 'ए. रज्नाटोविक', 'bn': 'এ. রাজনাতোভিচ'}}}",True,block,free-kick,"{'x': 24, 'y': 78, 'z': 0}",left-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}","{'x': 24, 'y': 78, 'z': 0}",0.0005597,6532520,45,,2663,"{'start': {'x': 78, 'y': 24}, 'block': {'x': 78, 'y': 24}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",1,37,2663,shot,,
"{'name': 'Stephano Almeida', 'firstName': 'Stephano', 'lastName': 'Almeida', 'slug': 'stephano-almeida', 'shortName': 'S. Almeida', 'position': 'M', 'jerseyNumber': '27', 'userCount': 14, 'gender': 'M', 'id': 978475, 'fieldTranslations': {'nameTranslation': {'ar': 'ستيفانو ألميدا', 'hi': 'स्टेफानो अल्मेडा', 'bn': 'স্টেফানো নাউমোভস্কি'}, 'shortNameTranslation': {'ar': 'س. ألميدا', 'hi': 'एस. अल्मेडा', 'bn': 'এস. নাউমোভস্কি'}}}",False,save,regular,"{'x': 8, 'y': 65, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 50.8, 'z': 0.8}",,0.196,6532502,38,,2231,"{'start': {'x': 65, 'y': 8}, 'end': {'x': 49.2, 'y': 0}, 'goal': {'x': 49.2, 'y': 99.2}}",8,469,2231,shot,0.1513,
"{'name': 'Anđelko Jovanović', 'firstName': '', 'lastName': '', 'slug': 'andelko-jovanovic', 'shortName': 'A. Jovanović', 'position': 'M', 'jerseyNumber': '10', 'userCount': 4, 'gender': 'M', 'id': 1030487, 'fieldTranslations': {'nameTranslation': {'ar': 'أنجيلكو يوفانوفيتش', 'hi': 'एन्डेल्को जोवानोविक', 'bn': 'আন্দ্রেকো জোভানোভিচ'}, 'shortNameTranslation': {'ar': 'أ. يوفانوفيتش', 'hi': 'ए. जोवानोविक', 'bn': 'এ. জোভানোভিচ'}}}",False,miss,regular,"{'x': 20, 'y': 31, 'z': 0}",left-foot,close-high,"{'x': 0, 'y': 54.6, 'z': 59.5}",,0.01472,6532501,32,,1908,"{'start': {'x': 31, 'y': 20}, 'end': {'x': 45.4, 'y': 0}, 'goal': {'x': 45.4, 'y': 40.5}}",14,792,1908,shot,,
"{'name': 'Aleksa Golubović', 'slug': 'aleksa-golubovic', 'shortName': 'A. Golubović', 'position': 'M', 'jerseyNumber': '2', 'userCount': 6, 'gender': 'M', 'id': 1030493, 'fieldTranslations': {'nameTranslation': {'ar': 'أليكس غولوبوفيتش'}, 'shortNameTranslation': {'ar': 'أ. غولوبوفيتش'}}}",True,goal,throw-in-set-piece,"{'x': 6, 'y': 61, 'z': 0}",right-foot,low-right,"{'x': 0, 'y': 47.1, 'z': 12.9}",,0.07789,6532500,27,,1565,"{'start': {'x': 61, 'y': 6}, 'end': {'x': 52.9, 'y': 0}, 'goal': {'x': 52.9, 'y': 87.1}}",19,1135,1565,shot,0.3379,regular
"{'name': 'Balša Mrvaljević', 'firstName': 'Balša', 'lastName': 'Mrvaljević', 'slug': 'balsa-mrvaljevic', 'shortName': 'B. Mrvaljević', 'position': 'M', 'jerseyNumber': '18', 'userCount': 30, 'gender': 'M', 'id': 1149289, 'fieldTranslations': {'nameTranslation': {'ar': 'بالشا مرفالييفيتش'}, 'shortNameTranslation': {'ar': 'ب. مرفالييفيتش'}}}",False,save,penalty,"{'x': 10, 'y': 50, 'z': 0}",right-foot,low-left,"{'x': 0, 'y': 52, 'z': 11}",,0.76,6532519,21,,1220,"{'start': {'x': 50, 'y': 10}, 'end': {'x': 48, 'y': 0}, 'goal': {'x': 48, 'y': 89}}",25,1480,1220,shot,0.81,
"{'name': 'Anđelko Jovanović', 'firstName': '', 'lastName': '', 'slug': 'andelko-jovanovic', 'shortName': 'A. Jovanović', 'position': 'M', 'jerseyNumber': '10', 'userCount': 4, 'gender': 'M', 'id': 1030487, 'fieldTranslations': {'nameTranslation': {'ar': 'أنجيلكو يوفانوفيتش', 'hi': 'एन्डेल्को जोवानोविक', 'bn': 'আন্দ্রেকো জোভানোভিচ'}, 'shortNameTranslation': {'ar': 'أ. يوفانوفيتش', 'hi': 'ए. जोवानोविक', 'bn': 'এ. জোভানোভিচ'}}}",False,post,regular,"{'x': 26, 'y': 42, 'z': 0}",right-foot,high,"{'x': 0, 'y': 44.8, 'z': 39.4}",,0.04017,6532499,20,,1148,"{'start': {'x': 42, 'y': 26}, 'end': {'x': 55.2, 'y': 0}, 'goal': {'x': 55.2, 'y': 60.6}}",26,1552,1148,shot,,
"{'name': 'Balša Mrvaljević', 'firstName': 'Balša', 'lastName': 'Mrvaljević', 'slug': 'balsa-mrvaljevic', 'shortName': 'B. Mrvaljević', 'position': 'M', 'jerseyNumber': '18', 'userCount': 30, 'gender': 'M', 'id': 1149289, 'fieldTranslations': {'nameTranslation': {'ar': 'بالشا مرفالييفيتش'}, 'shortNameTranslation': {'ar': 'ب. مرفالييفيتش'}}}",False,block,regular,"{'x': 23, 'y': 41, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}","{'x': 23, 'y': 41, 'z': 0}",0.01358,6532498,18,,1071,"{'start': {'x': 41, 'y': 23}, 'block': {'x': 41, 'y': 23}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",28,1629,1071,shot,,
"{'name': 'Anđelko Jovanović', 'firstName': '', 'lastName': '', 'slug': 'andelko-jovanovic', 'shortName': 'A. Jovanović', 'position': 'M', 'jerseyNumber': '10', 'userCount': 4, 'gender': 'M', 'id': 1030487, 'fieldTranslations': {'nameTranslation': {'ar': 'أنجيلكو يوفانوفيتش', 'hi': 'एन्डेल्को जोवानोविक', 'bn': 'আন্দ্রেকো জোভানোভিচ'}, 'shortNameTranslation': {'ar': 'أ. يوفانوفيتش', 'hi': 'ए. जोवानोविक', 'bn': 'এ. জোভানোভিচ'}}}",False,block,throw-in-set-piece,"{'x': 12, 'y': 59, 'z': 0}",left-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}","{'x': 12, 'y': 59, 'z': 0}",0.0812,6532497,18,,1062,"{'start': {'x': 59, 'y': 12}, 'block': {'x': 59, 'y': 12}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",28,1638,1062,shot,,
"{'name': 'Stephano Almeida', 'firstName': 'Stephano', 'lastName': 'Almeida', 'slug': 'stephano-almeida', 'shortName': 'S. Almeida', 'position': 'M', 'jerseyNumber': '27', 'userCount': 14, 'gender': 'M', 'id': 978475, 'fieldTranslations': {'nameTranslation': {'ar': 'ستيفانو ألميدا', 'hi': 'स्टेफानो अल्मेडा', 'bn': 'স্টেফানো নাউমোভস্কি'}, 'shortNameTranslation': {'ar': 'س. ألميدا', 'hi': 'एस. अल्मेडा', 'bn': 'এস. নাউমোভস্কি'}}}",False,save,regular,"{'x': 3, 'y': 64, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 48.6, 'z': 9.2}",,0.1654,6532496,13,,731,"{'start': {'x': 64, 'y': 3}, 'end': {'x': 51.4, 'y': 0}, 'goal': {'x': 51.4, 'y': 90.8}}",33,1969,731,shot,0.2046,
"{'name': 'Balša Tošković', 'firstName': '', 'lastName': '', 'slug': 'balsa-toskovic', 'shortName': 'B. Tošković', 'position': 'F', 'jerseyNumber': '10', 'userCount': 38, 'gender': 'M', 'id': 1030465, 'fieldTranslations': {'nameTranslation': {'ar': 'بالشا توشكوفيتش'}, 'shortNameTranslation': {'ar': 'ب. توشكوفيتش'}}}",True,save,regular,"{'x': 14, 'y': 37, 'z': 0}",left-foot,low-right,"{'x': 0, 'y': 47.4, 'z': 3.2}",,0.1518,6532495,2,,84,"{'start': {'x': 37, 'y': 14}, 'end': {'x': 52.6, 'y': 0}, 'goal': {'x': 52.6, 'y': 96.8}}",44,2616,84,shot,0.5845,
"{'name': 'Vasilije Cavor', 'slug': 'vasilije-cavor', 'shortName': 'V. Cavor', 'position': 'F', 'jerseyNumber': '24', 'userCount': 19, 'gender': 'M', 'id': 962100, 'fieldTranslations': {'nameTranslation': {'ar': 'فاسيليي كافور'}, 'shortNameTranslation': {'ar': 'ف. كافور'}}}",True,block,regular,"{'x': 10, 'y': 60, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}","{'x': 10, 'y': 60, 'z': 0}",0.278,6532494,2,,76,"{'start': {'x': 60, 'y': 10}, 'block': {'x': 60, 'y': 10}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",44,2624,76,shot,,
