minute,value
0.0,0
1.0,5
2.0,13
3.0,14
4.0,18
5.0,15
6.0,-48
7.0,-27
8.0,-9
9.0,13
10.0,52
11.0,37
12.0,-29
13.0,-48
14.0,-33
15.0,-27
16.0,-15
17.0,-5
18.0,2
19.0,8
20.0,12
21.0,8
22.0,7
23.0,15
24.0,15
25.0,-44
26.0,-86
27.0,-45
28.0,-32
29.0,-18
30.0,-1
31.0,-14
32.0,-10
33.0,-10
34.0,12
35.0,5
36.0,-4
37.0,2
38.0,-4
39.0,-47
40.0,-2
41.0,2
42.0,37
43.0,24
44.0,14
45.0,3
45.5,10
46.0,-3
47.0,-6
48.0,32
49.0,29
50.0,23
51.0,15
52.0,5
53.0,7
54.0,5
55.0,9
56.0,100
57.0,100
58.0,36
59.0,62
60.0,43
61.0,19
62.0,10
63.0,8
64.0,3
65.0,-5
66.0,21
67.0,12
68.0,13
69.0,9
70.0,6
71.0,8
72.0,51
73.0,36
74.0,37
75.0,23
76.0,9
77.0,3
78.0,12
79.0,7
80.0,10
81.0,2
82.0,2
83.0,7
84.0,5
85.0,-5
86.0,-11
87.0,-11
88.0,-7
89.0,-14
90.0,-8
90.5,25
