match_id,team_side,team_id,team_name,player_id,player_name,player_slug,player_position,shirt_number,is_substitute,totalPass,accuratePass,totalLongBalls,accurateLongBalls,goalAssist,accurateOwnHalfPasses,totalOwnHalfPasses,totalCross,accurateCross,aerialLost,aerialWon,duelLost,duelWon,challengeLost,totalContest,wonContest,onTargetScoringAttempt,goals,totalClearance,outfielderBlock,interceptionWon,ballRecovery,totalTackle,wonTackle,errorLeadToAShot,ownGoals,unsuccessfulTouch,wasFouled,fouls,totalOffside,crossNotClaimed,goodHighClaim,savedShotsFromInsideTheBox,saves,totalKeeperSweeper,accurateKeeperSweeper,minutesPlayed,touches,rating,possessionLostCtrl,expectedGoals,expectedAssists,ratingVersions,totalShots,statisticsType,total_duels,aerial_duels_total,ground_duels_total,ground_duels_won,ground_duels_lost,pass_accuracy_pct,long_ball_accuracy_pct,cross_accuracy_pct,dribble_success_pct,keeper_sweeper_pct,accurateOppositionHalfPasses,totalOppositionHalfPasses,dispossessed,shotOffTarget,keyPass,blockedScoringAttempt,bigChanceCreated,bigChanceMissed
15280978,home,327162,Mladost DG,1648525,Balša  Radanović,balsa-radanovic,G,31,False,24.0,20.0,2.0,1.0,0.0,19.0,23.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,0.0,90.0,28.0,7.4,4.0,0.0,0.0,"{'original': 7.4, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",2,0,2,2,0,83.33333333333334,50.0,,,0.0,,,,,,,,
15280978,home,327162,Mladost DG,1391910,Vuko Vicković,vuko-vickovic,D,18,False,9.0,7.0,2.0,2.0,0.0,4.0,5.0,0.0,0.0,0.0,1.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,62.0,12.0,6.7,6.0,0.0,0.0,"{'original': 6.7, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",9,1,8,1,7,77.77777777777779,100.0,,,,2.0,3.0,1.0,,,,,
15280978,home,327162,Mladost DG,1036138,Jovan Vujisic,jovan-vujisic,D,5,False,40.0,31.0,11.0,4.0,0.0,21.0,23.0,0.0,0.0,2.0,4.0,6.0,11.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,19.0,0.0,0.0,1.0,0.0,0.0,4.0,1.0,0.0,,,,,,,90.0,64.0,7.1,10.0,0.0,0.0,"{'original': 7.1, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",17,6,11,7,4,77.5,36.36363636363637,,100.0,,8.0,15.0,,1.0,,,,
15280978,home,327162,Mladost DG,605370,Luka Uskoković,luka-uskokovic,D,4,False,47.0,40.0,11.0,8.0,0.0,24.0,27.0,0.0,0.0,1.0,6.0,7.0,9.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,90.0,60.0,7.6,9.0,0.21,0.0,"{'original': 7.6, 'alternative': None}",2.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",16,7,9,3,6,85.1063829787234,72.72727272727273,,,,12.0,16.0,,,,,,
15280978,home,327162,Mladost DG,1381381,Matije Badnjar,matije-badnjar,D,3,False,28.0,21.0,4.0,2.0,0.0,10.0,11.0,2.0,0.0,0.0,1.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,,,,,,,90.0,38.0,7.1,7.0,0.0,0.0,"{'original': 7.1, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",15,1,14,5,9,75.0,50.0,0.0,,,11.0,17.0,1.0,,,,,
15280978,home,327162,Mladost DG,1030487,Anđelko Jovanović,andelko-jovanovic,M,10,False,6.0,6.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,20.0,10.0,6.2,4.0,0.0,0.0,"{'original': 6.2, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",7,1,6,0,6,100.0,,,,,3.0,3.0,2.0,,,,,
15280978,home,327162,Mladost DG,929719,Davor Kontić,davor-kontic,M,8,False,28.0,25.0,5.0,3.0,0.0,18.0,19.0,0.0,0.0,0.0,0.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,6.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,,,,,,,73.0,46.0,6.5,5.0,0.0,0.0,"{'original': 6.5, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",18,0,18,6,12,89.28571428571429,60.0,,,,7.0,9.0,2.0,,,,,
15280978,home,327162,Mladost DG,978475,Stephano Almeida,stephano-almeida,M,27,False,20.0,11.0,2.0,0.0,0.0,4.0,8.0,1.0,0.0,0.0,2.0,8.0,8.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,,,,,,,90.0,36.0,7.6,14.0,0.01,0.32,"{'original': 7.6, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",16,2,14,6,8,55.00000000000001,0.0,0.0,100.0,,7.0,11.0,1.0,,3.0,,,
15280978,home,327162,Mladost DG,1163021,Nelson Augustin Cordoba,nelson-augustin-cordoba,M,28,False,30.0,21.0,7.0,1.0,0.0,10.0,12.0,1.0,0.0,1.0,0.0,12.0,6.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,,,,,,,90.0,43.0,6.4,15.0,0.0,0.0,"{'original': 6.4, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",18,1,17,6,11,70.0,14.285714285714285,0.0,,,8.0,13.0,,,,,,
15280978,home,327162,Mladost DG,1497156,Lazar Knezevic,lazar-knezevic,M,7,False,10.0,4.0,2.0,0.0,0.0,1.0,3.0,2.0,0.0,2.0,3.0,22.0,11.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,1.0,,,,,,,90.0,43.0,6.6,17.0,0.18,0.01,"{'original': 6.6, 'alternative': None}",2.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",33,5,28,8,20,40.0,0.0,0.0,100.0,,3.0,7.0,4.0,2.0,1.0,,,
15280978,home,327162,Mladost DG,871881,Rodrigo Faust,rodrigo-faust,F,9,False,10.0,3.0,3.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,,,,,,,73.0,19.0,6.7,8.0,0.0,0.0,"{'original': 6.7, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",10,1,9,3,6,30.0,33.33333333333333,,,,2.0,8.0,,,,,,
15280978,home,327162,Mladost DG,1103884,Dušan Vuković,dusan-vukovic,M,77,True,16.0,12.0,3.0,0.0,0.0,7.0,8.0,1.0,1.0,0.0,2.0,10.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,70.0,29.0,6.9,8.0,0.05,0.07,"{'original': 6.9, 'alternative': None}",2.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",13,2,11,1,10,75.0,0.0,100.0,,,5.0,8.0,1.0,,1.0,1.0,,
15280978,home,35223,Mladost DG,1648560,Nikola Pavličević,nikola-pavlicevic,D,11,True,2.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,,,,,,28.0,8.0,6.8,2.0,0.0,0.0,"{'original': 6.8, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",9,0,9,6,3,0.0,,,,,,1.0,,,,,,
15280978,home,315641,Mladost DG,1134549,Mamadou Camara,mamadou-camara,M,78,True,4.0,4.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,17.0,6.0,6.5,0.0,0.05,0.0,"{'original': 6.5, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",4,1,3,0,3,100.0,100.0,,,,3.0,3.0,,,,1.0,,
15280978,home,327162,Mladost DG,1620437,Jagoš Roganović,jagos-roganovic,F,29,True,3.0,2.0,0.0,0.0,0.0,,,0.0,0.0,1.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,17.0,6.0,6.7,1.0,0.0,0.0,"{'original': 6.7, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",6,2,4,2,2,66.66666666666666,,,,,2.0,3.0,,,,,,
15280978,home,327162,Mladost DG,931333,Petar Radulović,petar-radulovic,G,25,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,
15280978,home,327162,Mladost DG,880655,Zvonko Ceklić,zvonko-ceklic,D,6,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,
15280978,home,327162,Mladost DG,1426667,Matija Vukčević,matija-vukcevic,D,44,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,
15280978,home,327162,Mladost DG,1149286,Nikola Radusinović,nikola-radusinovic,M,16,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,
15280978,home,327162,Mladost DG,1096990,Stefan Mijović,stefan-mijovic,F,66,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,
