minute,value
1.0,9
2.0,86
3.0,56
4.0,38
5.0,26
6.0,12
7.0,-3
8.0,46
9.0,27
10.0,12
11.0,-10
12.0,-12
13.0,-65
14.0,-44
15.0,-26
16.0,-11
17.0,-12
18.0,-64
19.0,-44
20.0,-93
21.0,-100
22.0,-68
23.0,-37
24.0,-23
25.0,39
26.0,77
27.0,100
28.0,70
29.0,46
30.0,23
31.0,9
32.0,-22
33.0,-20
34.0,-8
35.0,-6
36.0,25
37.0,20
38.0,-41
39.0,-23
40.0,-14
41.0,-11
42.0,-3
43.0,2
44.0,26
45.0,40
45.5,-30
46.0,-6
47.0,25
48.0,18
49.0,-26
50.0,10
51.0,1
52.0,5
53.0,6
54.0,4
55.0,2
56.0,-36
57.0,-22
58.0,-14
59.0,-4
60.0,-8
61.0,-2
62.0,-22
63.0,-64
64.0,-79
65.0,-18
66.0,-6
67.0,-3
68.0,82
69.0,51
70.0,33
71.0,18
72.0,10
73.0,75
74.0,44
75.0,25
76.0,39
77.0,23
78.0,7
79.0,4
80.0,1
81.0,-63
82.0,-3
83.0,-8
84.0,-11
85.0,-9
86.0,-52
87.0,-40
88.0,-25
89.0,-16
90.0,-10
90.5,-25
