match_id,team_side,team_id,team_name,player_id,player_name,player_slug,player_position,shirt_number,is_substitute,totalPass,accuratePass,totalLongBalls,accurateLongBalls,goalAssist,accurateOwnHalfPasses,totalOwnHalfPasses,accurateOppositionHalfPasses,totalOppositionHalfPasses,totalCross,accurateCross,aerialLost,aerialWon,duelLost,duelWon,challengeLost,totalContest,wonContest,onTargetScoringAttempt,goals,totalClearance,outfielderBlock,interceptionWon,ballRecovery,totalTackle,wonTackle,errorLeadToAShot,ownGoals,unsuccessfulTouch,wasFouled,fouls,totalOffside,crossNotClaimed,goodHighClaim,savedShotsFromInsideTheBox,penaltySave,penaltyFaced,saves,totalKeeperSweeper,accurateKeeperSweeper,minutesPlayed,touches,rating,possessionLostCtrl,expectedGoals,expectedAssists,ratingVersions,totalShots,statisticsType,total_duels,aerial_duels_total,ground_duels_total,ground_duels_won,ground_duels_lost,pass_accuracy_pct,long_ball_accuracy_pct,cross_accuracy_pct,dribble_success_pct,keeper_sweeper_pct,penaltyConceded,blockedScoringAttempt,keyPass,shotOffTarget,dispossessed,penaltyWon,penaltyMiss,hitWoodwork
14147327,home,6224,FK Sutjeska Nikšić,1030465,Balša Tošković,balsa-toskovic,F,10,False,9.0,6.0,1.0,0.0,0.0,1.0,3.0,5.0,6.0,0.0,0.0,0.0,0.0,11.0,5.0,0.0,5.0,2.0,1.0,0.0,1.0,0.0,,4.0,2.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,,,,,,,,,46.0,25.0,6.8,5.0,0.15,0.0,"{'original': 6.8, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",16,0,16,5,11,66.66666666666666,0.0,,40.0,,,,,,1.0,,,
14147327,home,6224,FK Sutjeska Nikšić,1005621,Ognjen Đinović,ognjen-dinovic,D,16,True,12.0,8.0,2.0,2.0,0.0,5.0,5.0,3.0,7.0,1.0,1.0,0.0,0.0,5.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,44.0,17.0,6.8,6.0,0.0,0.14,"{'original': 6.8, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",7,0,7,2,5,66.66666666666666,100.0,100.0,,,,,2.0,,,,,
14147327,home,456482,FK Sutjeska Nikšić,1606671,Todor Miljanić,todor-miljanic,M,17,True,9.0,6.0,0.0,0.0,0.0,2.0,2.0,4.0,7.0,0.0,0.0,2.0,0.0,8.0,3.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,30.0,19.0,7.1,4.0,0.38,0.03,"{'original': 7.1, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",11,2,9,3,6,66.66666666666666,,,,,,,1.0,,,,,
14147327,home,6224,FK Sutjeska Nikšić,1467725,Marko Brnović,marko-brnovic,F,50,True,6.0,6.0,0.0,0.0,0.0,4.0,4.0,2.0,2.0,0.0,0.0,2.0,1.0,3.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,16.0,10.0,6.7,0.0,0.03,0.0,"{'original': 6.7, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",5,3,2,1,1,100.0,,,100.0,,,,,1.0,,,,
14147327,home,6224,FK Sutjeska Nikšić,172957,Vasko Kalezić,vasko-kalezic,F,70,True,3.0,3.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,3.0,4.0,0.0,3.0,3.0,2.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,16.0,10.0,7.2,2.0,0.09,0.0,"{'original': 7.2, 'alternative': None}",3.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",7,1,6,4,2,100.0,,,100.0,,,,,1.0,,,,
14147327,home,6224,FK Sutjeska Nikšić,1481226,Danilo Ćetković,danilo-cetkovic,M,21,True,3.0,2.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,5.0,4.0,6.2,1.0,0.0,0.0,"{'original': 6.2, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",3,0,3,0,3,66.66666666666666,,,,,,,,,,,,
14147327,home,6224,FK Sutjeska Nikšić,1032030,Stojan Vukčević,stojan-vukcevic,G,31,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,
14147327,home,53449,FK Sutjeska Nikšić,933885,Aleksandar Vlahović,aleksandar-vlahovic,D,34,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,
14147327,home,6223,FK Sutjeska Nikšić,2445108,Andrija Kecojević,andrija-kecojevic,M,30,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,
14147327,home,6224,FK Sutjeska Nikšić,2063882,Vuk Dubljević,vuk-dubljevic,,18,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,
14147327,away,327162,Mladost DG,931333,Petar Radulović,petar-radulovic,G,25,False,35.0,33.0,5.0,3.0,0.0,31.0,32.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,3.0,0.0,0.0,90.0,38.0,6.4,1.0,0.0,0.0,"{'original': 6.4, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,94.28571428571428,60.0,,,,,,,,,,,
14147327,away,481825,Mladost DG,1800480,Nikola  Ukšanović,nikola-uksanovic,D,66,False,52.0,42.0,8.0,6.0,0.0,21.0,24.0,20.0,27.0,6.0,3.0,1.0,0.0,5.0,6.0,0.0,3.0,3.0,1.0,0.0,1.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,90.0,75.0,7.0,10.0,0.02,0.1,"{'original': 7, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",11,1,10,6,4,80.76923076923077,75.0,50.0,100.0,,,,1.0,,1.0,,,
14147327,away,241802,Mladost DG,232450,Miguel Rodrigues,miguel-rodrigues,D,30,False,36.0,36.0,2.0,2.0,0.0,27.0,27.0,9.0,9.0,0.0,0.0,1.0,0.0,6.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,5.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,,,,,,,,,65.0,52.0,6.2,2.0,0.0,0.0,"{'original': 6.2, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",9,1,8,3,5,100.0,100.0,,,,,,,,,,,
14147327,away,327162,Mladost DG,605370,Luka Uskoković,luka-uskokovic,D,4,False,62.0,55.0,7.0,3.0,0.0,41.0,43.0,14.0,18.0,0.0,0.0,3.0,3.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,,10.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,,,,,,,,,90.0,86.0,6.6,6.0,0.0,0.0,"{'original': 6.6, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",15,6,9,3,6,88.70967741935483,42.857142857142854,,,,,,,,1.0,,,
14147327,away,327162,Mladost DG,880655,Zvonko Ceklić,zvonko-ceklic,D,6,False,34.0,31.0,2.0,1.0,0.0,20.0,21.0,9.0,11.0,1.0,1.0,1.0,2.0,11.0,3.0,3.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,8.0,2.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,,,,,,,,,79.0,41.0,6.2,6.0,0.0,0.01,"{'original': 6.2, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",14,3,11,1,10,91.17647058823529,50.0,100.0,,,,,1.0,,1.0,,,
14147327,away,327162,Mladost DG,1036138,Jovan Vujisic,jovan-vujisic,M,5,False,49.0,39.0,7.0,2.0,0.0,26.0,28.0,11.0,18.0,0.0,0.0,0.0,3.0,10.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,1.0,,,,,,,,,90.0,64.0,6.2,13.0,0.0,0.0,"{'original': 6.2, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",17,3,14,4,10,79.59183673469387,28.57142857142857,,,,,,,,2.0,,,
14147327,away,327162,Mladost DG,978475,Stephano Almeida,stephano-almeida,M,27,False,17.0,14.0,0.0,0.0,0.0,6.0,7.0,8.0,10.0,1.0,1.0,2.0,1.0,6.0,6.0,0.0,4.0,3.0,2.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,,,,,,,,,79.0,34.0,7.1,6.0,0.47,0.0,"{'original': 7.1, 'alternative': None}",4.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",12,3,9,5,4,82.35294117647058,,100.0,75.0,,,1.0,,1.0,,,,
14147327,away,327162,Mladost DG,1149286,Nikola Radusinović,nikola-radusinovic,M,16,False,28.0,23.0,0.0,0.0,0.0,6.0,7.0,17.0,21.0,0.0,0.0,0.0,0.0,5.0,7.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,9.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,65.0,42.0,7.1,11.0,0.0,0.24,"{'original': 7.1, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",12,0,12,7,5,82.14285714285714,,,66.66666666666666,,,,2.0,,1.0,,,
14147327,away,327162,Mladost DG,1163021,Nelson Augustin Cordoba,nelson-augustin-cordoba,M,28,False,46.0,39.0,2.0,2.0,0.0,14.0,18.0,25.0,28.0,1.0,0.0,2.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,4.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,,,,,,,,90.0,68.0,6.7,8.0,0.0,0.32,"{'original': 6.7, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",9,2,7,1,6,84.78260869565217,100.0,0.0,,,,,4.0,,1.0,,,
14147327,away,7887,Mladost DG,1149289,Balša Mrvaljević,balsa-mrvaljevic,M,18,False,28.0,19.0,1.0,0.0,0.0,7.0,9.0,12.0,19.0,3.0,1.0,3.0,0.0,10.0,12.0,0.0,6.0,5.0,3.0,1.0,0.0,0.0,,3.0,1.0,1.0,0.0,0.0,1.0,4.0,2.0,0.0,,,,,,,,,90.0,54.0,7.9,14.0,1.04,0.0,"{'original': 7.9, 'alternative': None}",4.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",22,3,19,12,7,67.85714285714286,0.0,33.33333333333333,83.33333333333334,,,1.0,,,,1.0,1.0,
14147327,away,327162,Mladost DG,1030487,Anđelko Jovanović,andelko-jovanovic,F,10,False,43.0,34.0,0.0,0.0,0.0,17.0,17.0,17.0,26.0,4.0,1.0,0.0,0.0,12.0,12.0,0.0,7.0,6.0,0.0,0.0,1.0,0.0,,3.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,,,,,,,,,85.0,78.0,7.4,9.0,0.15,0.0,"{'original': 7.4, 'alternative': None}",4.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",24,0,24,12,12,79.06976744186046,,25.0,85.71428571428571,,,1.0,,3.0,3.0,,,1.0
14147327,away,327162,Mladost DG,1620437,Jagoš Roganović,jagos-roganovic,M,29,True,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,25.0,3.0,6.4,3.0,0.21,0.0,"{'original': 6.4, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",2,1,1,0,1,,,,,,,,,,1.0,,,
14147327,away,327162,Mladost DG,871881,Rodrigo Faust,rodrigo-faust,F,9,True,8.0,5.0,0.0,0.0,0.0,3.0,3.0,2.0,5.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,,,,,,,,25.0,12.0,6.6,6.0,0.12,0.0,"{'original': 6.6, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",4,1,3,1,2,62.5,,,,,,,,,1.0,,,
14147327,away,327162,Mladost DG,1426667,Matija Vukčević,matija-vukcevic,D,44,True,7.0,6.0,1.0,0.0,0.0,3.0,3.0,3.0,3.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,11.0,9.0,6.7,1.0,0.0,0.12,"{'original': 6.7, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",2,0,2,1,1,85.71428571428571,0.0,100.0,,,,,1.0,,,,,
14147327,away,35223,Mladost DG,1648560,Nikola Pavličević,nikola-pavlicevic,M,11,True,8.0,4.0,1.0,1.0,0.0,,,4.0,8.0,1.0,0.0,0.0,0.0,1.0,4.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,11.0,18.0,6.9,6.0,0.03,0.0,"{'original': 6.9, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",5,0,5,4,1,50.0,100.0,0.0,100.0,,,1.0,,,1.0,,,
14147327,away,327162,Mladost DG,2060338,Andrej Bozovic,andrej-bozovic,M,32,True,4.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,5.0,8.0,6.9,2.0,0.0,0.03,"{'original': 6.9, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",4,1,3,2,1,50.0,0.0,,100.0,,,,1.0,,,,,
14147327,away,327162,Mladost DG,1094114,Rajko Boljević,rajko-boljevic,G,1,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,
14147327,away,327162,Mladost DG,1381381,Matije Badnjar,matije-badnjar,D,3,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,
14147327,away,37958,Mladost DG,1005618,Nikola Vukotić,nikola-vukotic,D,35,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,
14147327,away,6225,Mladost DG,804420,Zeljko Krstovic,zeljko-krstovic,M,19,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,
