match_id,team_side,team_id,team_name,player_id,player_name,player_slug,player_position,shirt_number,is_substitute,totalPass,accuratePass,totalLongBalls,accurateLongBalls,goalAssist,accurateOwnHalfPasses,totalOwnHalfPasses,accurateOppositionHalfPasses,totalOppositionHalfPasses,totalCross,accurateCross,aerialLost,aerialWon,duelLost,duelWon,challengeLost,totalContest,wonContest,onTargetScoringAttempt,goals,totalClearance,outfielderBlock,ballRecovery,totalTackle,wonTackle,errorLeadToAShot,ownGoals,unsuccessfulTouch,wasFouled,fouls,totalOffside,crossNotClaimed,goodHighClaim,savedShotsFromInsideTheBox,saves,totalKeeperSweeper,accurateKeeperSweeper,minutesPlayed,touches,rating,possessionLostCtrl,expectedGoals,expectedAssists,ratingVersions,totalShots,statisticsType,total_duels,aerial_duels_total,ground_duels_total,ground_duels_won,ground_duels_lost,pass_accuracy_pct,long_ball_accuracy_pct,cross_accuracy_pct,dribble_success_pct,keeper_sweeper_pct,interceptionWon,keyPass,blockedScoringAttempt,dispossessed,bigChanceCreated,shotOffTarget,hitWoodwork,bigChanceMissed
15281004,home,37956,FK Arsenal Tivat,957906,Igor Vukcevic,igor-vukcevic,F,9,False,16.0,12.0,1.0,0.0,0.0,2.0,2.0,10.0,14.0,0.0,0.0,13.0,17.0,21.0,19.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,0.0,,,,,,,84.0,33.0,7.3,20.0,0.6,0.0,"{'original': 7.3, 'alternative': None}",3.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",40,30,10,2,8,75.0,0.0,,,,,,,2.0,,2.0,,
15281004,home,37956,FK Arsenal Tivat,1163504,David Sim,david-sim,D,17,True,11.0,9.0,0.0,0.0,0.0,,1.0,8.0,9.0,1.0,0.0,0.0,0.0,5.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,24.0,19.0,6.5,5.0,0.0,0.0,"{'original': 6.5, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",7,0,7,2,5,81.81818181818183,,0.0,50.0,,1.0,,,1.0,,,,
15281004,home,37956,FK Arsenal Tivat,842506,Aleksandar Macanović,aleksandar-macanovic,M,20,True,18.0,15.0,1.0,0.0,0.0,5.0,6.0,9.0,11.0,1.0,1.0,1.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,24.0,23.0,6.8,3.0,0.0,0.0,"{'original': 6.8, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",5,3,2,0,2,83.33333333333334,0.0,100.0,,,1.0,1.0,,,,,,
15281004,home,37956,FK Arsenal Tivat,205970,Julian Montenegro,julian-montenegro,F,11,True,3.0,1.0,0.0,0.0,0.0,,,1.0,3.0,2.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,,,,,,24.0,6.0,6.6,5.0,0.0,0.0,"{'original': 6.6, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",4,2,2,1,1,33.33333333333333,,0.0,,,,,,,,,,
15281004,home,37956,FK Arsenal Tivat,1486747,Vladimir Kašćelan,vladimir-kascelan,M,16,True,2.0,0.0,0.0,0.0,0.0,,,,2.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,6.0,4.0,6.8,0.0,0.0,0.0,"{'original': 6.8, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",2,1,1,1,0,0.0,,0.0,100.0,,,,,,,,,
15281004,home,37956,FK Arsenal Tivat,1030480,Nikola Gluščević,nikola-gluscevic,F,21,True,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,6.0,3.0,6.5,1.0,0.0,0.0,"{'original': 6.5, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",1,0,1,1,0,,,,,,,,,,,,,
15281004,home,53449,FK Arsenal Tivat,1423516,Ivan Božinović,ivan-bozinovic,G,12,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,
15281004,home,37956,FK Arsenal Tivat,1804545,Gojko Petović,gojko-petrovic,D,5,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,
15281004,home,37956,FK Arsenal Tivat,1030485,Petar Mališić,petar-malisic,D,15,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,
15281004,home,37956,FK Arsenal Tivat,1396429,Nemanja Bojanić,nemanja-bojanic,M,18,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,
15281004,away,6226,FK Dečić Tuzi,55668,Miloš Dragojević,milos-dragojevic,G,33,False,14.0,9.0,6.0,2.0,0.0,7.0,8.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,5.0,4.0,0.0,90.0,21.0,7.9,10.0,0.0,0.0,"{'original': 7.9, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",1,0,1,1,0,64.28571428571429,33.33333333333333,,,0.0,2.0,,,,,,,
15281004,away,6226,FK Dečić Tuzi,325325,Ibrahima Mame Ndiaye,ibrahima-mame-ndiaye,D,72,False,29.0,19.0,5.0,3.0,1.0,7.0,12.0,10.0,13.0,2.0,1.0,6.0,3.0,22.0,7.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,11.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,,,,,,,86.0,41.0,6.9,13.0,0.0,0.23,"{'original': 6.9, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",29,9,20,4,16,65.51724137931035,60.0,50.0,,,2.0,1.0,,,,,,
15281004,away,6226,FK Dečić Tuzi,1063206,Leon Ujkaj,leon-ujkaj,D,17,False,17.0,7.0,6.0,3.0,0.0,6.0,10.0,,5.0,0.0,0.0,6.0,4.0,11.0,7.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,,,,,90.0,23.0,7.4,14.0,0.0,0.0,"{'original': 7.4, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",18,10,8,3,5,41.17647058823529,50.0,,,,1.0,,,,,,,
15281004,away,6226,FK Dečić Tuzi,1466922,Nikola Braunović,nikola-braunovic,D,29,False,25.0,15.0,9.0,5.0,0.0,10.0,18.0,5.0,7.0,0.0,0.0,4.0,0.0,8.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,,,,,,90.0,31.0,6.7,8.0,0.03,0.0,"{'original': 6.7, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",10,4,6,2,4,60.0,55.55555555555556,,,,,,,,,1.0,,
15281004,away,6226,FK Dečić Tuzi,1423517,Lazar Maraš,lazar-maras,D,18,False,37.0,23.0,9.0,4.0,0.0,11.0,15.0,10.0,20.0,2.0,1.0,1.0,3.0,5.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,14.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,,,,,,,90.0,42.0,6.2,24.0,0.0,0.0,"{'original': 6.2, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",9,4,5,1,4,62.16216216216216,44.44444444444444,50.0,0.0,,2.0,,,,,,,
15281004,away,6226,FK Dečić Tuzi,334115,Matija Božanović,matija-bozanovic,M,16,False,26.0,14.0,4.0,1.0,0.0,6.0,7.0,5.0,13.0,0.0,0.0,13.0,6.0,19.0,8.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,,,,,,90.0,39.0,7.0,15.0,0.0,0.0,"{'original': 7, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",27,19,8,2,6,53.84615384615385,25.0,,,,5.0,,,,,1.0,,
15281004,away,6226,FK Dečić Tuzi,1005614,Andrej Bajović,andrej-bajovic,M,14,False,23.0,12.0,4.0,1.0,0.0,4.0,8.0,8.0,14.0,0.0,0.0,3.0,6.0,12.0,8.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,13.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,,,,,,,90.0,32.0,6.6,18.0,0.0,0.0,"{'original': 6.6, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",20,9,11,2,9,52.17391304347826,25.0,,0.0,,,,,,,,,
15281004,away,6225,FK Dečić Tuzi,1131064,Balša Radusinović,balsa-radusinovic,M,32,False,14.0,8.0,2.0,0.0,0.0,1.0,1.0,6.0,12.0,0.0,0.0,3.0,1.0,9.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,,,,,,63.0,26.0,6.3,9.0,0.32,0.0,"{'original': 6.3, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",12,4,8,2,6,57.14285714285714,0.0,,0.0,,1.0,1.0,,2.0,,,,1.0
15281004,away,6226,FK Dečić Tuzi,76273,Asmir Kajević,asmir-kajevic,M,10,False,19.0,9.0,2.0,0.0,0.0,4.0,5.0,5.0,14.0,1.0,0.0,3.0,0.0,16.0,7.0,0.0,5.0,4.0,0.0,0.0,1.0,0.0,4.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,,,,,,,90.0,33.0,6.4,14.0,0.0,0.01,"{'original': 6.4, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",23,3,20,7,13,47.368421052631575,0.0,0.0,80.0,,,1.0,,3.0,,,,
15281004,away,6226,FK Dečić Tuzi,1005595,Dejan Perovic,dejan-perovic,M,44,False,17.0,8.0,1.0,1.0,0.0,2.0,4.0,6.0,13.0,2.0,1.0,1.0,0.0,12.0,7.0,1.0,2.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,1.0,,,,,,,80.0,34.0,6.6,15.0,0.01,0.32,"{'original': 6.6, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",19,1,18,7,11,47.05882352941176,100.0,50.0,100.0,,,1.0,,1.0,1.0,1.0,,
15281004,away,6226,FK Dečić Tuzi,1034556,Vuk Striković,vuk-strikovic,F,77,False,18.0,8.0,1.0,0.0,0.0,2.0,2.0,6.0,15.0,0.0,0.0,11.0,1.0,13.0,3.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,,,,,,,90.0,26.0,7.1,16.0,0.3,0.0,"{'original': 7.1, 'alternative': None}",2.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",16,12,4,2,2,44.44444444444444,0.0,,0.0,,,,,,,1.0,,
15281004,away,6226,FK Dečić Tuzi,2073399,Mark Djokaj,mark-djokaj,M,11,True,3.0,1.0,0.0,0.0,0.0,,,1.0,2.0,1.0,0.0,1.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,27.0,6.0,6.3,5.0,0.0,0.0,"{'original': 6.3, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",4,1,3,0,3,33.33333333333333,,0.0,0.0,,,,,,,,,
15281004,away,6226,FK Dečić Tuzi,1877899,Pjeter Ljuljduraj,pjeter-ljuljduraj,M,15,True,4.0,3.0,1.0,0.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,10.0,4.0,6.5,1.0,0.0,0.0,"{'original': 6.5, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,75.0,0.0,,,,,,,,,,,
15281004,away,6226,FK Dečić Tuzi,1196772,Arlind Maloku,arlind-maloku,M,8,True,1.0,1.0,0.0,0.0,0.0,,,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,4.0,2.0,,0.0,0.0,0.0,,0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",1,0,1,0,1,100.0,,,,,,,,,,,,
15281004,away,6226,FK Dečić Tuzi,1396431,Danilo Radosevic,danilo-radosevic,G,25,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,
15281004,away,6226,FK Dečić Tuzi,1799572,Halil Kajoshaj,halil-kajoshaj,D,50,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,
15281004,away,6226,FK Dečić Tuzi,1108587,Robert Gjelaj,robert-gjelaj,D,23,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,
15281004,away,241802,FK Dečić Tuzi,1865406,Ilirian Camaj,ilirian-camaj,M,34,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,
15281004,away,6226,FK Dečić Tuzi,869335,Ilir Camaj,ilir-camaj,F,9,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,
