minute,value
1.0,-5
2.0,-6
3.0,-4
4.0,11
5.0,15
6.0,8
7.0,-18
8.0,-15
9.0,44
10.0,21
11.0,4
12.0,-23
13.0,-15
14.0,36
15.0,-27
16.0,15
17.0,7
18.0,-8
19.0,-15
20.0,-4
21.0,-7
22.0,-5
23.0,-3
24.0,-12
25.0,-3
26.0,17
27.0,19
28.0,37
29.0,26
30.0,-18
31.0,-7
32.0,-44
33.0,-59
34.0,-6
35.0,-3
36.0,30
37.0,-39
38.0,-1
39.0,13
40.0,16
41.0,-24
42.0,-25
43.0,-12
44.0,-36
45.0,-17
45.5,-35
46.0,9
47.0,22
48.0,35
49.0,27
50.0,31
51.0,21
52.0,8
53.0,-18
54.0,-26
55.0,-14
56.0,-1
57.0,51
58.0,47
59.0,52
60.0,35
61.0,32
62.0,27
63.0,47
64.0,48
65.0,33
66.0,25
67.0,14
68.0,-12
69.0,-4
70.0,4
71.0,4
72.0,-14
73.0,15
74.0,13
75.0,11
76.0,100
77.0,79
78.0,79
79.0,63
80.0,64
81.0,67
82.0,46
83.0,23
84.0,17
85.0,-17
86.0,20
87.0,20
88.0,43
89.0,20
90.0,24
90.5,28
