player,isHome,shotType,situation,playerCoordinates,bodyPart,goalMouthLocation,goalMouthCoordinates,goalkeeper,id,time,timeSeconds,draw,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,blockCoordinates,goalType
"{'name': 'Dragoljub Savić', 'slug': 'dragoljub-savic', 'shortName': 'D. Savić', 'position': 'M', 'jerseyNumber': '21', 'userCount': 54, 'gender': 'M', 'id': 980796, 'fieldTranslations': {'nameTranslation': {'ar': 'دراغوليوب سافيتش', 'bn': 'ড্রাগলজুব স্যাভিক', 'hi': 'ड्रैगोलजुब सैविक'}, 'shortNameTranslation': {'ar': 'د. سافيتش', 'bn': 'ডি. স্যাভিক', 'hi': 'डी. सैविक'}}}",True,miss,assisted,"{'x': 28.2, 'y': 48.1, 'z': 0}",right-foot,right,"{'x': 0, 'y': 31.4, 'z': 11.1}","{'name': 'Dragan Rosić', 'firstName': '', 'lastName': '', 'slug': 'dragan-rosic', 'shortName': 'D. Rosić', 'position': 'G', 'jerseyNumber': '12', 'userCount': 210, 'gender': 'M', 'id': 844128, 'fieldTranslations': {'nameTranslation': {'ar': 'دراغان روسيتش', 'bn': 'ড্রাগান রোজিক', 'hi': 'ड्रेगन रोसिक'}, 'shortNameTranslation': {'ar': 'د. روسيتش', 'bn': 'ডি. রোজিক', 'hi': 'डी. रोसिच'}}}",6625398,85,5050,"{'start': {'x': 48.1, 'y': 28.2}, 'end': {'x': 68.6, 'y': 0}, 'goal': {'x': 68.6, 'y': 88.9}}",6,350,2350,shot,,
"{'name': 'Aleksa Vukanović', 'slug': 'aleksa-vukanovic', 'shortName': 'A. Vukanović', 'position': 'F', 'jerseyNumber': '9', 'userCount': 157, 'gender': 'M', 'id': 842317, 'fieldTranslations': {'nameTranslation': {'ar': 'أليكسا فوكانوفيتش', 'bn': 'আলেক্সা ভুকানোভিচ', 'hi': 'अलेक्सा वुकानोविक'}, 'shortNameTranslation': {'ar': 'أ. فوكانوفيتش', 'bn': 'এ. ভুকানোভিচ', 'hi': 'ए. वुकानोविक'}}}",False,miss,assisted,"{'x': 9.5, 'y': 54.6, 'z': 0}",right-foot,close-left,"{'x': 0, 'y': 57.5, 'z': 2.8}","{'name': 'Nikola Simić', 'slug': 'nikola-simic', 'shortName': 'N. Simić', 'position': 'G', 'jerseyNumber': '1', 'userCount': 22, 'gender': 'M', 'id': 805915, 'fieldTranslations': {'nameTranslation': {'ar': 'نيكولا سيميتش', 'bn': 'নিকোলা সিমিচ', 'hi': 'निकोला सिमिक'}, 'shortNameTranslation': {'ar': 'ن. سيميتش', 'bn': 'এন. সিমিচ', 'hi': 'एन. सिमिक'}}}",6625353,84,5020,"{'start': {'x': 54.6, 'y': 9.5}, 'end': {'x': 42.5, 'y': 0}, 'goal': {'x': 42.5, 'y': 97.2}}",7,380,2320,shot,,
"{'name': 'Andrej Petrović', 'slug': 'andrej-petrovic', 'shortName': 'A. Petrović', 'position': 'M', 'jerseyNumber': '80', 'userCount': 83, 'gender': 'M', 'id': 1406133, 'fieldTranslations': {'nameTranslation': {'ar': 'أندريه بتروفيتش'}, 'shortNameTranslation': {'ar': 'أ. بتروفيتش'}}}",True,save,regular,"{'x': 20.3, 'y': 50.7, 'z': 0}",right-foot,high-centre,"{'x': 0, 'y': 49.7, 'z': 29.1}","{'name': 'Dragan Rosić', 'firstName': '', 'lastName': '', 'slug': 'dragan-rosic', 'shortName': 'D. Rosić', 'position': 'G', 'jerseyNumber': '12', 'userCount': 210, 'gender': 'M', 'id': 844128, 'fieldTranslations': {'nameTranslation': {'ar': 'دراغان روسيتش', 'bn': 'ড্রাগান রোজিক', 'hi': 'ड्रेगन रोसिक'}, 'shortNameTranslation': {'ar': 'د. روسيتش', 'bn': 'ডি. রোজিক', 'hi': 'डी. रोसिच'}}}",6625327,80,4784,"{'start': {'x': 50.7, 'y': 20.3}, 'block': {'x': 49.5, 'y': 1.5}, 'end': {'x': 50.3, 'y': 0}, 'goal': {'x': 50.3, 'y': 70.9}}",11,616,2084,shot,"{'x': 1.5, 'y': 49.5, 'z': 0}",
"{'name': 'Milan Radin', 'firstName': '', 'lastName': '', 'slug': 'milan-radin', 'shortName': 'M. Radin', 'position': 'M', 'jerseyNumber': '7', 'userCount': 41, 'gender': 'M', 'id': 267591, 'fieldTranslations': {'nameTranslation': {'ar': 'ميلان رادين', 'bn': 'মিলান রাডিন', 'hi': 'मिलन रेडिन'}, 'shortNameTranslation': {'ar': 'م. رادين', 'bn': 'এম. রাডিন', 'hi': 'एम. रेडिन'}}}",True,miss,corner,"{'x': 10.7, 'y': 42.1, 'z': 0}",head,right,"{'x': 0, 'y': 40.7, 'z': 18.1}","{'name': 'Dragan Rosić', 'firstName': '', 'lastName': '', 'slug': 'dragan-rosic', 'shortName': 'D. Rosić', 'position': 'G', 'jerseyNumber': '12', 'userCount': 210, 'gender': 'M', 'id': 844128, 'fieldTranslations': {'nameTranslation': {'ar': 'دراغان روسيتش', 'bn': 'ড্রাগান রোজিক', 'hi': 'ड्रेगन रोसिक'}, 'shortNameTranslation': {'ar': 'د. روسيتش', 'bn': 'ডি. রোজিক', 'hi': 'डी. रोसिच'}}}",6626204,78,4669,"{'start': {'x': 42.1, 'y': 10.7}, 'block': {'x': 50.4, 'y': 5.3}, 'end': {'x': 59.3, 'y': 0}, 'goal': {'x': 59.3, 'y': 81.9}}",13,731,1969,shot,"{'x': 5.3, 'y': 50.4, 'z': 0}",
"{'name': 'Stefan Tomović', 'slug': 'stefan-tomovic', 'shortName': 'S. Tomovic', 'position': 'M', 'jerseyNumber': '42', 'userCount': 39, 'gender': 'M', 'id': 2035083, 'fieldTranslations': {'nameTranslation': {'ar': 'ستيفان توموفيتش'}, 'shortNameTranslation': {'ar': 'س. توموفيتش'}}}",True,block,assisted,"{'x': 9.7, 'y': 58.7, 'z': 0}",right-foot,low-left,"{'x': 0, 'y': 54.3, 'z': 19}","{'name': 'Dragan Rosić', 'firstName': '', 'lastName': '', 'slug': 'dragan-rosic', 'shortName': 'D. Rosić', 'position': 'G', 'jerseyNumber': '12', 'userCount': 210, 'gender': 'M', 'id': 844128, 'fieldTranslations': {'nameTranslation': {'ar': 'دراغان روسيتش', 'bn': 'ড্রাগান রোজিক', 'hi': 'ड्रेगन रोसिक'}, 'shortNameTranslation': {'ar': 'د. روسيتش', 'bn': 'ডি. রোজিক', 'hi': 'डी. रोसिच'}}}",6625291,78,4634,"{'start': {'x': 58.7, 'y': 9.7}, 'block': {'x': 53.8, 'y': 6.1}, 'end': {'x': 45.7, 'y': 0}, 'goal': {'x': 45.7, 'y': 81}}",13,766,1934,shot,"{'x': 6.1, 'y': 53.8, 'z': 0}",
"{'name': 'Andrej Petrović', 'slug': 'andrej-petrovic', 'shortName': 'A. Petrović', 'position': 'M', 'jerseyNumber': '80', 'userCount': 83, 'gender': 'M', 'id': 1406133, 'fieldTranslations': {'nameTranslation': {'ar': 'أندريه بتروفيتش'}, 'shortNameTranslation': {'ar': 'أ. بتروفيتش'}}}",True,miss,corner,"{'x': 16.1, 'y': 51.1, 'z': 0}",left-foot,high,"{'x': 0, 'y': 54.8, 'z': 63.9}","{'name': 'Dragan Rosić', 'firstName': '', 'lastName': '', 'slug': 'dragan-rosic', 'shortName': 'D. Rosić', 'position': 'G', 'jerseyNumber': '12', 'userCount': 210, 'gender': 'M', 'id': 844128, 'fieldTranslations': {'nameTranslation': {'ar': 'دراغان روسيتش', 'bn': 'ড্রাগান রোজিক', 'hi': 'ड्रेगन रोसिक'}, 'shortNameTranslation': {'ar': 'د. روسيتش', 'bn': 'ডি. রোজিক', 'hi': 'डी. रोसिच'}}}",6625670,75,4467,"{'start': {'x': 51.1, 'y': 16.1}, 'end': {'x': 45.2, 'y': 0}, 'goal': {'x': 45.2, 'y': 36.1}}",16,933,1767,shot,,
"{'name': 'Saša Jovanović', 'slug': 'sasa-jovanovic', 'shortName': 'S. Jovanović', 'position': 'F', 'jerseyNumber': '8', 'userCount': 69, 'gender': 'M', 'id': 589100, 'fieldTranslations': {'nameTranslation': {'ar': 'ساشا جوفانوفيتش', 'bn': 'সাসা জোভানোভিচ', 'hi': 'साशा जोवानोविक'}, 'shortNameTranslation': {'ar': 'س. جوفانوفيتش', 'bn': 'এস. জোভানোভিচ', 'hi': 'एस. जोवानोविक'}}}",True,save,set-piece,"{'x': 6.6, 'y': 46.6, 'z': 0}",left-foot,low-centre,"{'x': 0, 'y': 50, 'z': 6.3}","{'name': 'Dragan Rosić', 'firstName': '', 'lastName': '', 'slug': 'dragan-rosic', 'shortName': 'D. Rosić', 'position': 'G', 'jerseyNumber': '12', 'userCount': 210, 'gender': 'M', 'id': 844128, 'fieldTranslations': {'nameTranslation': {'ar': 'دراغان روسيتش', 'bn': 'ড্রাগান রোজিক', 'hi': 'ड्रेगन रोसिक'}, 'shortNameTranslation': {'ar': 'د. روسيتش', 'bn': 'ডি. রোজিক', 'hi': 'डी. रोसिच'}}}",6625274,74,4438,"{'start': {'x': 46.6, 'y': 6.6}, 'block': {'x': 47.3, 'y': 2.9}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 93.7}}",17,962,1738,shot,"{'x': 2.9, 'y': 47.3, 'z': 0}",
"{'name': 'Saša Jovanović', 'slug': 'sasa-jovanovic', 'shortName': 'S. Jovanović', 'position': 'F', 'jerseyNumber': '8', 'userCount': 69, 'gender': 'M', 'id': 589100, 'fieldTranslations': {'nameTranslation': {'ar': 'ساشا جوفانوفيتش', 'bn': 'সাসা জোভানোভিচ', 'hi': 'साशा जोवानोविक'}, 'shortNameTranslation': {'ar': 'س. جوفانوفيتش', 'bn': 'এস. জোভানোভিচ', 'hi': 'एस. जोवानोविक'}}}",True,save,penalty,"{'x': 11.5, 'y': 50, 'z': 0}",right-foot,low-left,"{'x': 0, 'y': 52.4, 'z': 5.7}","{'name': 'Dragan Rosić', 'firstName': '', 'lastName': '', 'slug': 'dragan-rosic', 'shortName': 'D. Rosić', 'position': 'G', 'jerseyNumber': '12', 'userCount': 210, 'gender': 'M', 'id': 844128, 'fieldTranslations': {'nameTranslation': {'ar': 'دراغان روسيتش', 'bn': 'ড্রাগান রোজিক', 'hi': 'ड्रेगन रोसिक'}, 'shortNameTranslation': {'ar': 'د. روسيتش', 'bn': 'ডি. রোজিক', 'hi': 'डी. रोसिच'}}}",6625273,74,4432,"{'start': {'x': 50, 'y': 11.5}, 'block': {'x': 50, 'y': 0.3}, 'end': {'x': 47.6, 'y': 0}, 'goal': {'x': 47.6, 'y': 94.3}}",17,968,1732,shot,"{'x': 0.3, 'y': 50, 'z': 0}",
"{'name': 'Milan Kolarević', 'firstName': 'Milan Kolarevic', 'slug': 'milan-kolarevic', 'shortName': 'M. Kolarević', 'position': 'M', 'jerseyNumber': '21', 'userCount': 91, 'gender': 'M', 'id': 1656646, 'fieldTranslations': {'nameTranslation': {'ar': 'ميلان كولاريفيتش'}, 'shortNameTranslation': {'ar': 'م. كولاريفيتش'}}}",False,goal,assisted,"{'x': 2.5, 'y': 47.6, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 51.2, 'z': 3.8}","{'name': 'Nikola Simić', 'slug': 'nikola-simic', 'shortName': 'N. Simić', 'position': 'G', 'jerseyNumber': '1', 'userCount': 22, 'gender': 'M', 'id': 805915, 'fieldTranslations': {'nameTranslation': {'ar': 'نيكولا سيميتش', 'bn': 'নিকোলা সিমিচ', 'hi': 'निकोला सिमिक'}, 'shortNameTranslation': {'ar': 'ن. سيميتش', 'bn': 'এন. সিমিচ', 'hi': 'एन. सिमिक'}}}",6625177,67,3972,"{'start': {'x': 47.6, 'y': 2.5}, 'end': {'x': 48.8, 'y': 0}, 'goal': {'x': 48.8, 'y': 96.2}}",24,1428,1272,shot,,regular
"{'name': 'Milan Radin', 'firstName': '', 'lastName': '', 'slug': 'milan-radin', 'shortName': 'M. Radin', 'position': 'M', 'jerseyNumber': '7', 'userCount': 41, 'gender': 'M', 'id': 267591, 'fieldTranslations': {'nameTranslation': {'ar': 'ميلان رادين', 'bn': 'মিলান রাডিন', 'hi': 'मिलन रेडिन'}, 'shortNameTranslation': {'ar': 'م. رادين', 'bn': 'এম. রাডিন', 'hi': 'एम. रेडिन'}}}",True,block,set-piece,"{'x': 19.2, 'y': 28, 'z': 0}",right-foot,low-left,"{'x': 0, 'y': 52.4, 'z': 19}","{'name': 'Dragan Rosić', 'firstName': '', 'lastName': '', 'slug': 'dragan-rosic', 'shortName': 'D. Rosić', 'position': 'G', 'jerseyNumber': '12', 'userCount': 210, 'gender': 'M', 'id': 844128, 'fieldTranslations': {'nameTranslation': {'ar': 'دراغان روسيتش', 'bn': 'ড্রাগান রোজিক', 'hi': 'ड्रेगन रोसिक'}, 'shortNameTranslation': {'ar': 'د. روسيتش', 'bn': 'ডি. রোজিক', 'hi': 'डी. रोसिच'}}}",6625101,61,3657,"{'start': {'x': 28, 'y': 19.2}, 'block': {'x': 33.8, 'y': 13.6}, 'end': {'x': 47.6, 'y': 0}, 'goal': {'x': 47.6, 'y': 81}}",30,1743,957,shot,"{'x': 13.6, 'y': 33.8, 'z': 0}",
