minute,value
1.0,-52
2.0,-38
3.0,-27
4.0,-9
5.0,33
6.0,78
7.0,75
8.0,69
9.0,89
10.0,48
11.0,18
12.0,11
13.0,3
14.0,-30
15.0,-23
16.0,-10
17.0,-32
18.0,-46
19.0,-46
20.0,-33
21.0,-31
22.0,-18
23.0,-5
24.0,-3
25.0,-3
26.0,4
27.0,7
28.0,38
29.0,22
30.0,17
31.0,10
32.0,5
33.0,41
34.0,25
35.0,15
36.0,9
37.0,6
38.0,-5
39.0,-43
40.0,-25
41.0,-10
42.0,-1
43.0,-1
44.0,8
45.0,5
45.5,-130
46.0,96
47.0,87
48.0,33
49.0,55
50.0,-40
51.0,-7
52.0,25
53.0,93
54.0,53
55.0,35
56.0,36
57.0,20
58.0,7
59.0,-5
60.0,-1
61.0,6
62.0,8
63.0,10
64.0,-80
65.0,-44
66.0,-26
67.0,-16
68.0,-10
69.0,1
70.0,6
71.0,9
72.0,6
73.0,35
74.0,1
75.0,-5
76.0,-3
77.0,-1
78.0,-2
79.0,2
80.0,2
81.0,3
82.0,3
83.0,83
84.0,60
85.0,67
86.0,51
87.0,91
88.0,49
89.0,44
90.0,30
90.5,-25
