player,isHome,shotType,situation,playerCoordinates,bodyPart,goalMouthLocation,goalMouthCoordinates,xg,id,time,addedTime,timeSeconds,draw,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,xgot,goalType,blockCoordinates
"{'name': 'Dragan Stoisavljević', 'slug': 'dragan-stoisavljevic', 'shortName': 'D. Stoisavljević', 'position': 'F', 'userCount': 32, 'gender': 'M', 'id': 1008672, 'fieldTranslations': {'nameTranslation': {'ar': 'دراغان ستوي سافليفيتش'}, 'shortNameTranslation': {'ar': 'د. سافليفيتش'}}}",True,miss,corner,"{'x': 4, 'y': 57, 'z': 0}",head,close-high-right,"{'x': 0, 'y': 41.7, 'z': 46}",0.1969,6557094,49,,2929,"{'start': {'x': 57, 'y': 4}, 'end': {'x': 58.3, 'y': 0}, 'goal': {'x': 58.3, 'y': 54}}",42,2471,229,shot,,,
"{'name': 'Savo Arambašić', 'slug': 'savo-arambasic', 'shortName': 'S. Arambašić', 'position': 'F', 'jerseyNumber': '17', 'userCount': 29, 'gender': 'M', 'id': 1046042, 'fieldTranslations': {'nameTranslation': {'ar': 'سافو أرامباشيتش'}, 'shortNameTranslation': {'ar': 'س. أرامباشيتش'}}}",True,block,regular,"{'x': 12, 'y': 59, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}",0.4365,6557093,46,,2743,"{'start': {'x': 59, 'y': 12}, 'block': {'x': 59, 'y': 12}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",45,2657,43,shot,,,"{'x': 12, 'y': 59, 'z': 0}"
"{'name': 'Viktor Živojinović', 'slug': 'viktor-zivojinovic', 'shortName': 'V. Živojinović', 'position': 'M', 'userCount': 35, 'gender': 'M', 'id': 989177, 'fieldTranslations': {'nameTranslation': {'ar': 'فيكتور زيفوجينوفيتش'}, 'shortNameTranslation': {'ar': 'ف. زيفوجينوفيتش'}}}",True,post,regular,"{'x': 14, 'y': 27, 'z': 0}",right-foot,high,"{'x': 0, 'y': 47.2, 'z': 40.3}",0.07204,6557092,46,,2738,"{'start': {'x': 27, 'y': 14}, 'end': {'x': 52.8, 'y': 0}, 'goal': {'x': 52.8, 'y': 59.7}}",45,2662,38,shot,,,
"{'name': 'Aldin Adžović', 'firstName': '', 'lastName': '', 'slug': 'aldin-adzovic', 'shortName': 'A. Adžović', 'position': 'M', 'jerseyNumber': '5', 'userCount': 3, 'gender': 'M', 'id': 797928, 'fieldTranslations': {'nameTranslation': {'ar': 'ألديـن أديـزوفيتش', 'hi': 'एल्डिन अडज़ोविक', 'bn': 'আলডিন অ্যাডজোভিচ'}, 'shortNameTranslation': {'ar': 'أ. أديـزوفيتش', 'hi': 'ए. अदज़ोविक', 'bn': 'এ. অ্যাডজোভিচ'}}}",False,miss,throw-in-set-piece,"{'x': 22, 'y': 66, 'z': 0}",left-foot,close-high-left,"{'x': 0, 'y': 56.6, 'z': 46.4}",0.001573,6557091,45,2.0,2774,"{'start': {'x': 66, 'y': 22}, 'end': {'x': 43.4, 'y': 0}, 'goal': {'x': 43.4, 'y': 53.6}}",1,2626,74,shot,,,
"{'name': 'Aldin Adžović', 'firstName': '', 'lastName': '', 'slug': 'aldin-adzovic', 'shortName': 'A. Adžović', 'position': 'M', 'jerseyNumber': '5', 'userCount': 3, 'gender': 'M', 'id': 797928, 'fieldTranslations': {'nameTranslation': {'ar': 'ألديـن أديـزوفيتش', 'hi': 'एल्डिन अडज़ोविक', 'bn': 'আলডিন অ্যাডজোভিচ'}, 'shortNameTranslation': {'ar': 'أ. أديـزوفيتش', 'hi': 'ए. अदज़ोविक', 'bn': 'এ. অ্যাডজোভিচ'}}}",False,save,regular,"{'x': 16, 'y': 44, 'z': 0}",left-foot,high-centre,"{'x': 0, 'y': 51.6, 'z': 24.5}",0.05417,6557090,39,,2326,"{'start': {'x': 44, 'y': 16}, 'end': {'x': 48.4, 'y': 0}, 'goal': {'x': 48.4, 'y': 75.5}}",7,374,2326,shot,0.03422,,
"{'name': 'Danilo Bakić', 'firstName': 'Danilo Bakic', 'lastName': '', 'slug': 'danilo-bakic', 'shortName': 'D. Bakić', 'position': 'M', 'jerseyNumber': '8', 'userCount': 8, 'gender': 'M', 'id': 1187746, 'fieldTranslations': {'nameTranslation': {'ar': 'دانييلو باكيش'}, 'shortNameTranslation': {'ar': 'د. باكيش'}}}",True,save,regular,"{'x': 26, 'y': 54, 'z': 0}",right-foot,high-centre,"{'x': 0, 'y': 50.9, 'z': 22.6}",0.04981,6557089,33,,1940,"{'start': {'x': 54, 'y': 26}, 'end': {'x': 49.1, 'y': 0}, 'goal': {'x': 49.1, 'y': 77.4}}",13,760,1940,shot,0.02617,,
"{'name': 'Đorđe Maksimović', 'slug': 'djordje-maksimovic', 'shortName': 'Đ. Maksimović', 'position': 'F', 'jerseyNumber': '44', 'userCount': 12, 'gender': 'M', 'id': 905970, 'fieldTranslations': {'nameTranslation': {'ar': 'دورجي ماكسيموفيتش'}, 'shortNameTranslation': {'ar': 'د. ماكسيموفيتش'}}}",False,miss,regular,"{'x': 14, 'y': 35, 'z': 0}",left-foot,close-right,"{'x': 0, 'y': 41.4, 'z': 0.9}",0.1017,6557088,31,,1832,"{'start': {'x': 35, 'y': 14}, 'end': {'x': 58.6, 'y': 0}, 'goal': {'x': 58.6, 'y': 99.1}}",15,868,1832,shot,,,
"{'name': 'Savo Arambašić', 'slug': 'savo-arambasic', 'shortName': 'S. Arambašić', 'position': 'F', 'jerseyNumber': '17', 'userCount': 29, 'gender': 'M', 'id': 1046042, 'fieldTranslations': {'nameTranslation': {'ar': 'سافو أرامباشيتش'}, 'shortNameTranslation': {'ar': 'س. أرامباشيتش'}}}",True,block,throw-in-set-piece,"{'x': 13, 'y': 39, 'z': 0}",left-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}",0.008549,6557087,31,,1801,"{'start': {'x': 39, 'y': 13}, 'block': {'x': 39, 'y': 13}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",15,899,1801,shot,,,"{'x': 13, 'y': 39, 'z': 0}"
"{'name': 'Danilo Pešukić', 'firstName': '', 'lastName': '', 'slug': 'danilo-pesukic', 'shortName': 'D. Pešukić', 'position': 'D', 'jerseyNumber': '29', 'userCount': 7, 'gender': 'M', 'id': 882142, 'fieldTranslations': {'nameTranslation': {'ar': 'دانييلو بيشوكيتش'}, 'shortNameTranslation': {'ar': 'د. بيشوكيتش'}}}",True,miss,regular,"{'x': 7, 'y': 57, 'z': 0}",head,close-high-left,"{'x': 0, 'y': 56.9, 'z': 43.4}",0.2469,6557086,28,,1653,"{'start': {'x': 57, 'y': 7}, 'end': {'x': 43.1, 'y': 0}, 'goal': {'x': 43.1, 'y': 56.6}}",18,1047,1653,shot,,,
"{'name': 'Abdel Osmanović', 'firstName': '', 'lastName': '', 'slug': 'abdel-osmanovic', 'shortName': 'A. Osmanović', 'position': 'D', 'jerseyNumber': '2', 'userCount': 4, 'gender': 'M', 'id': 1000154, 'fieldTranslations': {'nameTranslation': {'ar': 'عبد الإله أوسمانوفيتش'}, 'shortNameTranslation': {'ar': 'ع. أوسمانوفيتش'}}}",False,block,regular,"{'x': 25, 'y': 62, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}",0.03224,6557085,18,,1072,"{'start': {'x': 62, 'y': 25}, 'block': {'x': 62, 'y': 25}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",28,1628,1072,shot,,,"{'x': 25, 'y': 62, 'z': 0}"
"{'name': 'Aldin Adžović', 'firstName': '', 'lastName': '', 'slug': 'aldin-adzovic', 'shortName': 'A. Adžović', 'position': 'M', 'jerseyNumber': '5', 'userCount': 3, 'gender': 'M', 'id': 797928, 'fieldTranslations': {'nameTranslation': {'ar': 'ألديـن أديـزوفيتش', 'hi': 'एल्डिन अडज़ोविक', 'bn': 'আলডিন অ্যাডজোভিচ'}, 'shortNameTranslation': {'ar': 'أ. أديـزوفيتش', 'hi': 'ए. अदज़ोविक', 'bn': 'এ. অ্যাডজোভিচ'}}}",False,miss,regular,"{'x': 29, 'y': 65, 'z': 0}",right-foot,close-high,"{'x': 0, 'y': 45.1, 'z': 56.2}",0.005429,6557084,14,,832,"{'start': {'x': 65, 'y': 29}, 'end': {'x': 54.9, 'y': 0}, 'goal': {'x': 54.9, 'y': 43.8}}",32,1868,832,shot,,,
"{'name': 'Savo Arambašić', 'slug': 'savo-arambasic', 'shortName': 'S. Arambašić', 'position': 'F', 'jerseyNumber': '17', 'userCount': 29, 'gender': 'M', 'id': 1046042, 'fieldTranslations': {'nameTranslation': {'ar': 'سافو أرامباشيتش'}, 'shortNameTranslation': {'ar': 'س. أرامباشيتش'}}}",True,save,throw-in-set-piece,"{'x': 13, 'y': 45, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 50, 'z': 3.5}",0.08592,6557083,9,,532,"{'start': {'x': 45, 'y': 13}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 96.5}}",37,2168,532,shot,0.145,,
"{'name': 'Danilo Bakić', 'firstName': 'Danilo Bakic', 'lastName': '', 'slug': 'danilo-bakic', 'shortName': 'D. Bakić', 'position': 'M', 'jerseyNumber': '8', 'userCount': 8, 'gender': 'M', 'id': 1187746, 'fieldTranslations': {'nameTranslation': {'ar': 'دانييلو باكيش'}, 'shortNameTranslation': {'ar': 'د. باكيش'}}}",True,miss,throw-in-set-piece,"{'x': 27, 'y': 63, 'z': 0}",right-foot,close-high-right,"{'x': 0, 'y': 43.3, 'z': 50.6}",0.005112,6557082,8,,460,"{'start': {'x': 63, 'y': 27}, 'end': {'x': 56.7, 'y': 0}, 'goal': {'x': 56.7, 'y': 49.4}}",38,2240,460,shot,,,
"{'name': 'Dejan Boljević', 'slug': 'dejan-boljevic', 'shortName': 'D. Boljević', 'position': 'D', 'jerseyNumber': '33', 'userCount': 4, 'gender': 'M', 'id': 57339, 'fieldTranslations': {'nameTranslation': {'ar': 'ديان بوليفيتش', 'hi': 'देजान बोलजेविक', 'bn': 'দেজান বলজেভিচ'}, 'shortNameTranslation': {'ar': 'د. بوليفيتش', 'hi': 'डी. बोलजेविक', 'bn': 'ডি. বলজেভিচ'}}}",True,miss,corner,"{'x': 7, 'y': 62, 'z': 0}",head,close-right,"{'x': 0, 'y': 41.5, 'z': 3}",0.02423,6557081,7,,361,"{'start': {'x': 62, 'y': 7}, 'end': {'x': 58.5, 'y': 0}, 'goal': {'x': 58.5, 'y': 97}}",39,2339,361,shot,,,
"{'name': 'Dragan Stoisavljević', 'slug': 'dragan-stoisavljevic', 'shortName': 'D. Stoisavljević', 'position': 'F', 'userCount': 32, 'gender': 'M', 'id': 1008672, 'fieldTranslations': {'nameTranslation': {'ar': 'دراغان ستوي سافليفيتش'}, 'shortNameTranslation': {'ar': 'د. سافليفيتش'}}}",True,save,regular,"{'x': 17, 'y': 39, 'z': 0}",left-foot,low-left,"{'x': 0, 'y': 53.3, 'z': 3.1}",0.222,6557080,6,,317,"{'start': {'x': 39, 'y': 17}, 'end': {'x': 46.7, 'y': 0}, 'goal': {'x': 46.7, 'y': 96.9}}",40,2383,317,shot,0.233,,
"{'name': 'Nikola Vuković', 'slug': 'nikola-vukovic', 'shortName': 'N. Vuković', 'position': 'D', 'jerseyNumber': '11', 'userCount': 17, 'gender': 'M', 'id': 1214474, 'fieldTranslations': {'nameTranslation': {'ar': 'نيكولا فوكوفيتش', 'hi': 'निकोला वुकोविक', 'bn': 'নিকোলা ভুকোভিচ'}, 'shortNameTranslation': {'ar': 'ن. فوكوفيتش', 'hi': 'एन. वुकोविक', 'bn': 'এন. ভুকোভিচ'}}}",True,block,set-piece,"{'x': 12, 'y': 65, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}",0.02174,6557079,5,,254,"{'start': {'x': 65, 'y': 12}, 'block': {'x': 65, 'y': 12}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",41,2446,254,shot,,,"{'x': 12, 'y': 65, 'z': 0}"
"{'name': 'Hiroki Harada', 'firstName': 'Hiroki Harada', 'lastName': '', 'slug': 'hiroki-harada', 'shortName': 'H. Harada', 'position': 'M', 'jerseyNumber': '10', 'userCount': 23, 'gender': 'M', 'id': 1218103, 'fieldTranslations': {'nameTranslation': {'ar': 'هيروكي هارادا'}, 'shortNameTranslation': {'ar': 'ه. هارادا'}}}",False,block,regular,"{'x': 12, 'y': 62, 'z': 0}",left-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}",0.1843,6557078,1,,31,"{'start': {'x': 62, 'y': 12}, 'block': {'x': 62, 'y': 12}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",45,2669,31,shot,,,"{'x': 12, 'y': 62, 'z': 0}"
