minute,value
1.0,2
2.0,51
3.0,38
4.0,31
5.0,29
6.0,32
7.0,8
8.0,9
9.0,7
10.0,7
11.0,6
12.0,24
13.0,19
14.0,-20
15.0,-32
16.0,-13
17.0,37
18.0,18
19.0,19
20.0,34
21.0,25
22.0,-20
23.0,9
24.0,19
25.0,32
26.0,2
27.0,6
28.0,15
29.0,42
30.0,-28
31.0,3
32.0,-11
33.0,7
34.0,-17
35.0,-9
36.0,-1
37.0,30
38.0,30
39.0,59
40.0,41
41.0,42
42.0,85
43.0,50
44.0,27
45.0,61
45.5,-2
46.0,7
47.0,-18
48.0,-17
49.0,-6
50.0,5
51.0,5
52.0,9
53.0,11
54.0,11
55.0,24
56.0,19
57.0,19
58.0,83
59.0,59
60.0,38
61.0,27
62.0,20
63.0,11
64.0,11
65.0,11
66.0,11
67.0,11
68.0,11
69.0,11
70.0,11
71.0,15
72.0,20
73.0,37
74.0,25
75.0,16
76.0,13
77.0,14
78.0,16
79.0,5
80.0,23
81.0,68
82.0,43
83.0,27
84.0,40
85.0,60
86.0,33
87.0,22
88.0,39
89.0,59
90.0,68
90.5,-2
