player,isHome,shotType,situation,playerCoordinates,bodyPart,goalMouthLocation,goalMouthCoordinates,id,time,addedTime,timeSeconds,draw,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,blockCoordinates,goalType
"{'name': 'Marko Arnautović', 'slug': 'marko-arnautovic', 'shortName': 'M. Arnautović', 'position': 'F', 'jerseyNumber': '89', 'userCount': 8563, 'gender': 'M', 'sofascoreId': 'm.arnautovic7', 'id': 21927, 'fieldTranslations': {'nameTranslation': {'ar': 'ماركو أرناوتوفيتش', 'bn': 'মার্কো আরনাউটোভিচ', 'hi': 'मार्को अर्नौटोविक'}, 'shortNameTranslation': {'ar': 'م. أرناوتوفيتش', 'bn': 'এম. আরনাউটোভিচ', 'hi': 'एम. अर्नौटोविक'}}}",True,miss,fast-break,"{'x': 3.8, 'y': 43.6, 'z': 0}",right-foot,left,"{'x': 0, 'y': 61.5, 'z': 13.9}",5792345,90,13.0,6175,"{'start': {'x': 43.6, 'y': 3.8}, 'end': {'x': 38.5, 'y': 0}, 'goal': {'x': 38.5, 'y': 86.1}}",1,125,775,shot,,
"{'name': 'Slobodan Simović', 'slug': 'slobodan-simovic', 'shortName': 'S. Simović', 'position': 'D', 'jerseyNumber': '14', 'userCount': 37, 'gender': 'M', 'id': 79383, 'fieldTranslations': {'nameTranslation': {'ar': 'سلوبودان سيموفيتش', 'bn': 'স্লোবোদান সিমোভিচ', 'hi': 'स्लोबोदान सिमोविच'}, 'shortNameTranslation': {'ar': 'س. سيموفيتش', 'bn': 'এস. সিমোভিচ', 'hi': 'एस. सिमोविच'}}}",False,save,corner,"{'x': 9.5, 'y': 46, 'z': 0}",head,high-left,"{'x': 0, 'y': 52.6, 'z': 22.8}",5792314,90,9.0,5881,"{'start': {'x': 46, 'y': 9.5}, 'block': {'x': 50.9, 'y': 0.3}, 'end': {'x': 47.4, 'y': 0}, 'goal': {'x': 47.4, 'y': 77.2}}",1,419,481,shot,"{'x': 0.3, 'y': 50.9, 'z': 0}",
"{'name': 'Mirko Ivanić', 'slug': 'mirko-ivanic', 'shortName': 'M. Ivanić', 'position': 'M', 'jerseyNumber': '4', 'userCount': 1280, 'gender': 'M', 'id': 278763, 'fieldTranslations': {'nameTranslation': {'ar': 'ميركو إيفانيش', 'bn': 'মিরকো ইভানিচ', 'hi': 'मिर्को इवानिक'}, 'shortNameTranslation': {'ar': 'م. إيفانيش', 'bn': 'এম. ইভানিচ', 'hi': 'एम. इवानिक'}}}",True,goal,assisted,"{'x': 8.6, 'y': 48.5, 'z': 0}",head,low-centre,"{'x': 0, 'y': 48.7, 'z': 5.1}",5792296,90,6.0,5720,"{'start': {'x': 48.5, 'y': 8.6}, 'end': {'x': 51.3, 'y': 0}, 'goal': {'x': 51.3, 'y': 94.9}}",1,580,320,shot,,regular
"{'name': 'Mirko Ivanić', 'slug': 'mirko-ivanic', 'shortName': 'M. Ivanić', 'position': 'M', 'jerseyNumber': '4', 'userCount': 1280, 'gender': 'M', 'id': 278763, 'fieldTranslations': {'nameTranslation': {'ar': 'ميركو إيفانيش', 'bn': 'মিরকো ইভানিচ', 'hi': 'मिर्को इवानिक'}, 'shortNameTranslation': {'ar': 'م. إيفانيش', 'bn': 'এম. ইভানিচ', 'hi': 'एम. इवानिक'}}}",True,miss,corner,"{'x': 7.5, 'y': 42.2, 'z': 0}",head,high,"{'x': 0, 'y': 46.6, 'z': 83.3}",5792295,90,5.0,5644,"{'start': {'x': 42.2, 'y': 7.5}, 'end': {'x': 53.4, 'y': 0}, 'goal': {'x': 53.4, 'y': 16.7}}",1,656,244,shot,,
"{'name': 'Stefan Leković', 'firstName': 'Stefan Lekovic', 'slug': 'stefan-lekovic', 'shortName': 'S. Leković', 'position': 'D', 'jerseyNumber': '4', 'userCount': 892, 'gender': 'M', 'id': 1146225, 'fieldTranslations': {'nameTranslation': {'ar': 'ستيفان ليكوفيتش', 'bn': 'স্টেফান লেকোভিচ', 'hi': 'स्टीफ़न लेकोविच'}, 'shortNameTranslation': {'ar': 'س. ليكوفيتش', 'bn': 'এস. লেকোভিচ', 'hi': 'एस. लेकोविच'}}}",True,goal,assisted,"{'x': 15.8, 'y': 49.1, 'z': 0}",left-foot,low-right,"{'x': 0, 'y': 46.2, 'z': 1.3}",5792259,90,,5358,"{'start': {'x': 49.1, 'y': 15.8}, 'end': {'x': 53.8, 'y': 0}, 'goal': {'x': 53.8, 'y': 98.7}}",1,42,2658,shot,,regular
"{'name': 'Mirko Ivanić', 'slug': 'mirko-ivanic', 'shortName': 'M. Ivanić', 'position': 'M', 'jerseyNumber': '4', 'userCount': 1280, 'gender': 'M', 'id': 278763, 'fieldTranslations': {'nameTranslation': {'ar': 'ميركو إيفانيش', 'bn': 'মিরকো ইভানিচ', 'hi': 'मिर्को इवानिक'}, 'shortNameTranslation': {'ar': 'م. إيفانيش', 'bn': 'এম. ইভানিচ', 'hi': 'एम. इवानिक'}}}",True,miss,assisted,"{'x': 15.3, 'y': 50.5, 'z': 0}",right-foot,close-right,"{'x': 0, 'y': 42.9, 'z': 29.2}",5792251,89,,5281,"{'start': {'x': 50.5, 'y': 15.3}, 'end': {'x': 57.1, 'y': 0}, 'goal': {'x': 57.1, 'y': 70.8}}",2,119,2581,shot,,
"{'name': 'Nemanja Radonjić', 'firstName': '', 'lastName': '', 'slug': 'nemanja-radonjic', 'shortName': 'N. Radonjić', 'position': 'M', 'jerseyNumber': '49', 'userCount': 4708, 'gender': 'M', 'sofascoreId': 'n.radonjic7', 'id': 802665, 'fieldTranslations': {'nameTranslation': {'ar': 'نيمانيا رادونجيتش', 'bn': 'নেমাঞ্জা রাডনজিক', 'hi': 'नेमांजा राडोनजीक'}, 'shortNameTranslation': {'ar': 'ن. رادونجيتش', 'bn': 'এন. রাডনজিক', 'hi': 'एन. राडोनजीक'}}}",True,miss,fast-break,"{'x': 18.1, 'y': 54.2, 'z': 0}",left-foot,high-left,"{'x': 0, 'y': 56.5, 'z': 91.7}",5792250,88,,5220,"{'start': {'x': 54.2, 'y': 18.1}, 'end': {'x': 43.5, 'y': 0}, 'goal': {'x': 43.5, 'y': 8.3}}",3,180,2520,shot,,
"{'name': 'Rodrigão', 'slug': 'rodrigao-prado', 'shortName': 'R. Prado', 'position': 'D', 'jerseyNumber': '5', 'userCount': 864, 'gender': 'M', 'id': 867608, 'fieldTranslations': {'nameTranslation': {'ar': 'رودريغاو'}, 'shortNameTranslation': {'ar': 'رودريغاو'}}}",True,miss,assisted,"{'x': 2.7, 'y': 43.4, 'z': 0}",left-foot,high,"{'x': 0, 'y': 51.9, 'z': 91.7}",5792229,83,,4979,"{'start': {'x': 43.4, 'y': 2.7}, 'end': {'x': 48.1, 'y': 0}, 'goal': {'x': 48.1, 'y': 8.3}}",8,421,2279,shot,,
"{'name': 'Rodrigão', 'slug': 'rodrigao-prado', 'shortName': 'R. Prado', 'position': 'D', 'jerseyNumber': '5', 'userCount': 864, 'gender': 'M', 'id': 867608, 'fieldTranslations': {'nameTranslation': {'ar': 'رودريغاو'}, 'shortNameTranslation': {'ar': 'رودريغاو'}}}",True,miss,corner,"{'x': 9.6, 'y': 44.9, 'z': 0}",head,high,"{'x': 0, 'y': 46.6, 'z': 93.1}",5792212,80,,4799,"{'start': {'x': 44.9, 'y': 9.6}, 'end': {'x': 53.4, 'y': 0}, 'goal': {'x': 53.4, 'y': 6.9}}",11,601,2099,shot,,
"{'name': 'Marko Arnautović', 'slug': 'marko-arnautovic', 'shortName': 'M. Arnautović', 'position': 'F', 'jerseyNumber': '89', 'userCount': 8563, 'gender': 'M', 'sofascoreId': 'm.arnautovic7', 'id': 21927, 'fieldTranslations': {'nameTranslation': {'ar': 'ماركو أرناوتوفيتش', 'bn': 'মার্কো আরনাউটোভিচ', 'hi': 'मार्को अर्नौटोविक'}, 'shortNameTranslation': {'ar': 'م. أرناوتوفيتش', 'bn': 'এম. আরনাউটোভিচ', 'hi': 'एम. अर्नौटोविक'}}}",True,block,throw-in-set-piece,"{'x': 10.5, 'y': 55.2, 'z': 0}",head,low-centre,"{'x': 0, 'y': 49.6, 'z': 19}",5792208,80,,4775,"{'start': {'x': 55.2, 'y': 10.5}, 'block': {'x': 52.2, 'y': 3.8}, 'end': {'x': 50.4, 'y': 0}, 'goal': {'x': 50.4, 'y': 81}}",11,625,2075,shot,"{'x': 3.8, 'y': 52.2, 'z': 0}",
"{'name': 'Milson', 'slug': 'milson', 'shortName': 'Milson', 'position': 'M', 'jerseyNumber': '77', 'userCount': 4342, 'gender': 'M', 'id': 939721, 'fieldTranslations': {'nameTranslation': {'ar': 'ميلسون', 'bn': 'মিলসন', 'hi': 'मिल्सन'}, 'shortNameTranslation': {'ar': 'ميلسون', 'bn': 'মিলসন', 'hi': 'मिल्सन'}}}",True,miss,penalty,"{'x': 11.5, 'y': 50, 'z': 0}",right-foot,high,"{'x': 0, 'y': 45.5, 'z': 63.9}",5791975,58,,3439,"{'start': {'x': 50, 'y': 11.5}, 'block': {'x': 55.6, 'y': 2.8}, 'end': {'x': 54.5, 'y': 0}, 'goal': {'x': 54.5, 'y': 36.1}}",33,1961,739,shot,"{'x': 2.8, 'y': 55.6, 'z': 0}",
"{'name': 'Mirko Ivanić', 'slug': 'mirko-ivanic', 'shortName': 'M. Ivanić', 'position': 'M', 'jerseyNumber': '4', 'userCount': 1280, 'gender': 'M', 'id': 278763, 'fieldTranslations': {'nameTranslation': {'ar': 'ميركو إيفانيش', 'bn': 'মিরকো ইভানিচ', 'hi': 'मिर्को इवानिक'}, 'shortNameTranslation': {'ar': 'م. إيفانيش', 'bn': 'এম. ইভানিচ', 'hi': 'एम. इवानिक'}}}",True,block,assisted,"{'x': 7.4, 'y': 44.4, 'z': 0}",head,low-centre,"{'x': 0, 'y': 51.1, 'z': 19}",5791968,55,,3288,"{'start': {'x': 44.4, 'y': 7.4}, 'block': {'x': 45.3, 'y': 5.9}, 'end': {'x': 48.9, 'y': 0}, 'goal': {'x': 48.9, 'y': 81}}",36,2112,588,shot,"{'x': 5.9, 'y': 45.3, 'z': 0}",
"{'name': 'Ester Sokler', 'slug': 'sokler-ester', 'shortName': 'E. Sokler', 'position': 'F', 'jerseyNumber': '19', 'userCount': 203, 'gender': 'M', 'id': 862199, 'fieldTranslations': {'nameTranslation': {'ar': 'سوكلير، إيستر', 'bn': 'সোক্লার, এস্টার', 'hi': 'सोक्लर, एस्टर'}, 'shortNameTranslation': {'ar': 'س. إيستر', 'bn': 'ই. সোক্লার', 'hi': 'ई. सोक्लर'}}}",False,miss,fast-break,"{'x': 14.2, 'y': 41.5, 'z': 0}",left-foot,left,"{'x': 0, 'y': 60.3, 'z': 30.6}",5791857,47,,2790,"{'start': {'x': 41.5, 'y': 14.2}, 'end': {'x': 39.7, 'y': 0}, 'goal': {'x': 39.7, 'y': 69.4}}",44,2610,90,shot,,
