minute,value
0.0,0
1.0,1
2.0,11
3.0,6
4.0,37
5.0,46
6.0,26
7.0,18
8.0,-32
9.0,-16
10.0,-11
11.0,-7
12.0,-5
13.0,-11
14.0,-7
15.0,-9
16.0,-1
17.0,1
18.0,-25
19.0,-15
20.0,-14
21.0,10
22.0,-31
23.0,-22
24.0,30
25.0,10
26.0,10
27.0,2
28.0,1
29.0,50
30.0,63
31.0,81
32.0,53
33.0,31
34.0,19
35.0,-11
36.0,-7
37.0,-30
38.0,-24
39.0,60
40.0,62
41.0,42
42.0,26
43.0,15
44.0,4
45.0,9
45.5,-10
46.0,4
47.0,12
48.0,16
49.0,13
50.0,7
51.0,-27
52.0,-62
53.0,-49
54.0,-71
55.0,59
56.0,-22
57.0,-5
58.0,-4
59.0,-22
60.0,-19
61.0,-11
62.0,-13
63.0,-10
64.0,-1
65.0,-4
66.0,9
67.0,-7
68.0,-8
69.0,-12
70.0,-14
71.0,-16
72.0,-1
73.0,-47
74.0,-44
75.0,-78
76.0,-47
77.0,-30
78.0,-46
79.0,-48
80.0,-27
81.0,-18
82.0,-12
83.0,-7
84.0,-4
85.0,4
86.0,30
87.0,52
88.0,65
89.0,33
90.0,23
90.5,-35
