match_id,team_side,team_id,team_name,player_id,player_name,player_slug,player_position,shirt_number,is_substitute,totalPass,accuratePass,totalLongBalls,accurateLongBalls,goalAssist,accurateOwnHalfPasses,totalOwnHalfPasses,accurateOppositionHalfPasses,totalOppositionHalfPasses,totalClearance,ballRecovery,goodHighClaim,savedShotsFromInsideTheBox,penaltyFaced,saves,punches,totalKeeperSweeper,accurateKeeperSweeper,minutesPlayed,touches,rating,possessionLostCtrl,totalBallCarriesDistance,ballCarriesCount,totalProgression,bestBallCarryProgression,keeperSaveValue,ratingVersions,totalShots,passValueNormalized,dribbleValueNormalized,defensiveValueNormalized,goalkeeperValueNormalized,statisticsType,total_duels,aerial_duels_total,ground_duels_total,ground_duels_won,ground_duels_lost,pass_accuracy_pct,long_ball_accuracy_pct,cross_accuracy_pct,dribble_success_pct,keeper_sweeper_pct,aerialWon,duelLost,duelWon,totalContest,wonContest,interceptionWon,totalTackle,wonTackle,unsuccessfulTouch,fouls,aerialLost,clearanceOffLine,outfielderBlock,wasFouled,challengeLost,dispossessed,penaltyConceded,totalCross,accurateCross,shotOffTarget,onTargetScoringAttempt,totalOffside,keyPass,shotValueNormalized,goals,blockedScoringAttempt,bigChanceCreated,bigChanceMissed
14015543,home,36967,FK Spartak Subotica,1063371,Stefan Tomović,stefan-tomovic,F,70,False,29.0,18.0,6.0,2.0,0.0,8.0,12.0,10.0,17.0,,5.0,,,,,,,,90.0,42.0,6.4,21.0,178.40462579175,22.0,8.505,20.79,,"{'original': 6.4, 'alternative': 6.3}",0,0.22,0.13,0.19,,"{'sportSlug': 'football', 'statisticsType': 'player'}",5,1,4,1,3,62.06896551724138,33.33333333333333,,,,,4.0,1.0,2.0,,,1.0,,3.0,1.0,1.0,,,,,,,2.0,,,,,1.0,,,,,
14015543,home,36967,FK Spartak Subotica,1093730,Nemanja Krsmanović,nemanja-krsmanovic,D,49,True,16.0,14.0,3.0,2.0,0.0,5.0,5.0,9.0,11.0,1.0,2.0,,,,,,,,25.0,33.0,7.0,5.0,85.213568178255,10.0,52.92,20.16,,"{'original': 7, 'alternative': 6.8}",1,0.27,0.03,-0.15,,"{'sportSlug': 'football', 'statisticsType': 'player'}",6,1,5,3,2,87.5,66.66666666666666,,50.0,,1.0,2.0,4.0,2.0,1.0,,1.0,,,,,,,1.0,,1.0,,,,,,,,0.01,,1.0,,
14015543,home,36967,FK Spartak Subotica,1186164,Dario Pavković,dario-pavkovic,F,90,True,3.0,3.0,,,0.0,2.0,2.0,1.0,1.0,,3.0,,,,,,,,20.0,13.0,6.6,6.0,95.087700744826,6.0,26.565,38.85,,"{'original': 6.6, 'alternative': 6.5}",0,-0.01,0.17,0.16,,"{'sportSlug': 'football', 'statisticsType': 'player'}",4,1,3,2,1,100.0,,,,,,2.0,2.0,,,,1.0,1.0,5.0,,1.0,,,1.0,,1.0,,,,,,,,,,,,
14015543,home,36967,FK Spartak Subotica,997194,Ilija Babić,ilija-babic,F,21,True,5.0,5.0,,,0.0,1.0,1.0,4.0,4.0,,1.0,,,,,,,,20.0,11.0,6.1,6.0,23.73666356853,3.0,7.35,11.97,,"{'original': 6.1, 'alternative': 6.1}",0,0.0,-0.14,-0.01,,"{'sportSlug': 'football', 'statisticsType': 'player'}",5,0,5,0,5,100.0,,,,,,5.0,,3.0,,,,,2.0,2.0,,,,,,,,1.0,,,,,,,,,,
14015543,home,36967,FK Spartak Subotica,1063790,Brian Ramírez,brian-ramirez,M,99,True,3.0,2.0,1.0,,0.0,1.0,1.0,1.0,2.0,,,,,,,,,,11.0,5.0,6.6,1.0,15.096988398185,2.0,7.245,9.03,,"{'original': 6.6, 'alternative': 6.5}",0,0.0,0.02,0.13,,"{'sportSlug': 'football', 'statisticsType': 'player'}",3,0,3,2,1,66.66666666666666,,,,,,1.0,2.0,,,,,,,1.0,,,,2.0,,,,,,,,,,,,,,
14015543,home,37064,FK Spartak Subotica,1094065,Eldar Mehmedović,eldar-mehmedovic,M,44,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015543,home,36967,FK Spartak Subotica,948694,Nikola Kuveljić,nikola-kuveljic,M,33,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015543,home,36967,FK Spartak Subotica,1649511,Francis Ebuka Nwokeabia,francis-ebuka-nwokeabia,M,6,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015543,home,36967,FK Spartak Subotica,1515520,Nikola Grujić,nikola-grujic,G,45,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015543,home,36967,FK Spartak Subotica,1981794,Aleksa Trajković,aleksa-trajkovic,M,17,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015543,home,36967,FK Spartak Subotica,2189184,Kudu Shama Abdul,kudu-shama-abdul,D,25,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015543,home,301263,FK Spartak Subotica,1424448,Veljko Jocić,veljko-jocic,M,14,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015543,away,263360,FK TSC Bačka Topola,805915,Nikola Simić,nikola-simic,G,1,False,15.0,10.0,12.0,7.0,0.0,6.0,7.0,4.0,8.0,1.0,6.0,,1.0,,1.0,,1.0,1.0,90.0,23.0,6.8,5.0,32.772375239426,3.0,-21.42,-0.10499999999999,0.12,"{'original': 6.8, 'alternative': 6.7}",0,0.07,0.0,-0.07,0.14,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,66.66666666666666,58.333333333333336,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015543,away,263360,FK TSC Bačka Topola,879556,Stefan Jovanović,stefan-jovanovic,D,22,False,32.0,23.0,4.0,,0.0,8.0,8.0,15.0,24.0,1.0,7.0,,,,,,,,90.0,60.0,8.0,19.0,94.416520597234,15.0,-67.2,3.99,,"{'original': 8, 'alternative': 7.5}",1,0.15,0.14,-0.13,,"{'sportSlug': 'football', 'statisticsType': 'player'}",6,1,5,4,1,71.875,,,50.0,,1.0,1.0,5.0,2.0,1.0,,1.0,1.0,1.0,,,,,2.0,,,,5.0,,,1.0,,,0.55,1.0,,,
14015543,away,263360,FK TSC Bačka Topola,190665,Luka Capan,luka-capan,D,31,False,45.0,35.0,9.0,3.0,0.0,25.0,27.0,10.0,18.0,5.0,3.0,,,,,,,,90.0,56.0,6.9,10.0,78.027066587554,11.0,-45.675,2.625,,"{'original': 6.9, 'alternative': 7}",1,0.32,0.05,-0.13,,"{'sportSlug': 'football', 'statisticsType': 'player'}",3,1,2,2,0,77.77777777777779,33.33333333333333,,100.0,,1.0,,3.0,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,1.0,0.01,,1.0,1.0,
14015543,away,3398,FK TSC Bačka Topola,155961,Miloš Degenek,milos-degenek,D,32,False,48.0,44.0,5.0,2.0,0.0,30.0,31.0,14.0,17.0,3.0,3.0,,,,,,,,90.0,63.0,7.1,7.0,126.21918640631,17.0,-66.36,5.565,,"{'original': 7.1, 'alternative': 7}",0,0.3,0.07,-0.09,,"{'sportSlug': 'football', 'statisticsType': 'player'}",7,1,6,5,1,91.66666666666666,40.0,,,,1.0,1.0,6.0,,,1.0,5.0,4.0,3.0,1.0,,,,,,,,,,,,,,,,,,
14015543,away,263360,FK TSC Bačka Topola,312170,Slobodan Urošević,slobodan-urosevic,D,72,False,50.0,26.0,15.0,2.0,0.0,14.0,18.0,12.0,32.0,3.0,7.0,,,,,,,,90.0,85.0,5.7,35.0,162.86859118727,22.0,-9.0300000000001,14.7,,"{'original': 5.7, 'alternative': 5.8}",0,-0.12,0.07,-0.22,,"{'sportSlug': 'football', 'statisticsType': 'player'}",11,1,10,3,7,52.0,13.333333333333334,33.33333333333333,,,,8.0,3.0,3.0,,,2.0,,2.0,1.0,1.0,,,1.0,1.0,2.0,,3.0,1.0,,,,,,,,,
14015543,away,263360,FK TSC Bačka Topola,1619543,Aleksandar Stančić,aleksandar-stancic,M,16,False,36.0,26.0,8.0,1.0,0.0,9.0,11.0,17.0,25.0,1.0,9.0,,,,,,,,90.0,54.0,6.6,17.0,123.68139892751,14.0,-106.68,4.305,,"{'original': 6.6, 'alternative': 6.9}",1,-0.06,0.25,-0.09,,"{'sportSlug': 'football', 'statisticsType': 'player'}",9,0,9,5,4,72.22222222222221,12.5,,,,,4.0,5.0,,,,3.0,2.0,5.0,3.0,,,,2.0,1.0,,,2.0,,,,,2.0,-0.14,,1.0,,
14015543,away,263360,FK TSC Bačka Topola,267591,Milan Radin,milan-radin,M,7,False,56.0,43.0,7.0,2.0,0.0,17.0,19.0,26.0,37.0,1.0,6.0,,,,,,,,90.0,84.0,7.2,18.0,120.4358580594,15.0,-85.365,3.15,,"{'original': 7.2, 'alternative': 7.4}",3,0.16,0.21,-0.09,,"{'sportSlug': 'football', 'statisticsType': 'player'}",20,3,17,11,6,76.78571428571429,28.57142857142857,,,,3.0,6.0,14.0,1.0,,2.0,6.0,2.0,1.0,3.0,,,,5.0,1.0,1.0,,1.0,,2.0,1.0,,,0.19,,,,
14015543,away,263360,FK TSC Bačka Topola,589100,Saša Jovanović,sasa-jovanovic,M,8,False,16.0,13.0,1.0,1.0,0.0,1.0,2.0,12.0,14.0,,1.0,,,,,,,,85.0,31.0,6.6,11.0,51.472956610797,8.0,-1.89,8.82,,"{'original': 6.6, 'alternative': 7.3}",4,-0.17,-0.59,-0.08,,"{'sportSlug': 'football', 'statisticsType': 'player'}",4,1,3,1,2,81.25,100.0,16.666666666666664,,,,3.0,1.0,2.0,,1.0,1.0,,1.0,,1.0,,,,,,,6.0,1.0,1.0,3.0,4.0,2.0,0.32,1.0,,,1.0
14015543,away,263360,FK TSC Bačka Topola,1584979,Stefan Mladenović,stefan-mladenovic,M,15,False,17.0,13.0,1.0,1.0,1.0,1.0,1.0,12.0,16.0,,2.0,,,,,,,,85.0,26.0,6.1,7.0,50.260788431456,8.0,-17.325,6.51,,"{'original': 6.1, 'alternative': 6.6}",1,-0.06,0.04,-0.13,,"{'sportSlug': 'football', 'statisticsType': 'player'}",11,4,7,1,6,76.47058823529412,100.0,,,,1.0,9.0,2.0,,,,,,1.0,4.0,3.0,,,1.0,1.0,1.0,,1.0,,,,,1.0,-0.07,,1.0,,
14015543,away,263360,FK TSC Bačka Topola,980796,Dragoljub Savić,dragoljub-savic,M,21,False,16.0,10.0,,,0.0,,,10.0,16.0,1.0,,,,,,,,,89.0,35.0,6.3,13.0,158.69711563916,13.0,-71.19,7.14,,"{'original': 6.3, 'alternative': 6.5}",1,-0.02,0.09,-0.1,,"{'sportSlug': 'football', 'statisticsType': 'player'}",8,4,4,2,2,62.5,,33.33333333333333,66.66666666666666,,1.0,5.0,3.0,3.0,2.0,1.0,,,1.0,,3.0,,,,1.0,,,6.0,2.0,,,,,-0.03,,1.0,,
14015543,away,263360,FK TSC Bačka Topola,923865,Vieljeux Prestige Mboungou,vieljeux-prestige-mboungou,F,29,False,13.0,8.0,,,0.0,3.0,4.0,5.0,9.0,,,,,,,,,,67.0,27.0,5.9,13.0,85.463407693762,8.0,-33.915,10.5,,"{'original': 5.9, 'alternative': 6.1}",2,-0.14,-0.2,-0.02,,"{'sportSlug': 'football', 'statisticsType': 'player'}",8,3,5,1,4,61.53846153846154,,,,,,7.0,1.0,2.0,,,,,4.0,,3.0,,,1.0,,2.0,,,,1.0,1.0,,1.0,0.05,,,,1.0
14015543,away,263360,FK TSC Bačka Topola,888023,Andrej Todoroski,andrej-todoroski,M,10,True,5.0,3.0,,,0.0,,,3.0,5.0,,2.0,,,,,,,,23.0,12.0,6.4,6.0,26.033352329738,4.0,-6.09,1.89,,"{'original': 6.4, 'alternative': 6.4}",0,-0.11,0.05,-0.04,,"{'sportSlug': 'football', 'statisticsType': 'player'}",9,3,6,1,5,60.0,,,,,1.0,7.0,2.0,2.0,,,1.0,1.0,1.0,1.0,2.0,,1.0,,2.0,,,1.0,,,,,,,,,,
14015543,away,263360,FK TSC Bačka Topola,947036,Szabolcs Mezei,szabolcs-mezei,M,26,True,6.0,3.0,,,0.0,1.0,1.0,2.0,5.0,1.0,1.0,,,,,,,,11.0,8.0,6.6,4.0,19.944301677635,3.0,9.555,7.98,,"{'original': 6.6, 'alternative': 6.6}",0,-0.03,0.0,0.13,,"{'sportSlug': 'football', 'statisticsType': 'player'}",1,1,0,0,0,50.0,,,,,1.0,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,
14015543,away,263360,FK TSC Bačka Topola,1586205,Bogdan Petrović,bogdan-petrovic,F,9,True,2.0,2.0,,,0.0,,,2.0,2.0,,1.0,,,,,,,,11.0,3.0,6.3,1.0,3.5556885409158,1.0,3.045,3.045,,"{'original': 6.3, 'alternative': 6.3}",0,-0.03,-0.09,0.0,,"{'sportSlug': 'football', 'statisticsType': 'player'}",3,1,2,0,2,100.0,,,,,,3.0,,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,
14015543,away,263360,FK TSC Bačka Topola,1049576,Baptiste Roux,baptiste-roux,D,5,True,2.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,1.0,4.0,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",2,2,0,0,0,100.0,100.0,,,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
14015543,away,263360,FK TSC Bačka Topola,1102967,Vukašin Krstić,vukasin-krstic,D,4,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015543,away,7568,FK TSC Bačka Topola,822743,Sarpreet Singh,sarpreet-singh,M,11,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015543,away,263360,FK TSC Bačka Topola,1146245,Mihajlo Milosavić,mihajlo-milosavic,M,17,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015543,away,263360,FK TSC Bačka Topola,1005774,Bojan Dimoski,bojan-dimoski,D,20,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015543,away,382024,FK TSC Bačka Topola,851599,Tyrone Conraad,tyrone-conraad,F,77,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015543,away,263360,FK TSC Bačka Topola,2035083,Stefan Tomović,stefan-tomovic,M,42,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015543,away,263360,FK TSC Bačka Topola,964814,Nemanja Jorgić,nemanja-jorgic,G,23,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
