match_id,team_side,team_id,team_name,player_id,player_name,player_slug,player_position,shirt_number,is_substitute,totalPass,accuratePass,totalLongBalls,accurateLongBalls,goalAssist,accurateOwnHalfPasses,totalOwnHalfPasses,accurateOppositionHalfPasses,totalOppositionHalfPasses,totalClearance,ballRecovery,goodHighClaim,savedShotsFromInsideTheBox,penaltyFaced,saves,punches,totalKeeperSweeper,accurateKeeperSweeper,minutesPlayed,touches,rating,possessionLostCtrl,totalBallCarriesDistance,ballCarriesCount,totalProgression,bestBallCarryProgression,keeperSaveValue,ratingVersions,totalShots,passValueNormalized,dribbleValueNormalized,defensiveValueNormalized,goalkeeperValueNormalized,statisticsType,total_duels,aerial_duels_total,ground_duels_total,ground_duels_won,ground_duels_lost,pass_accuracy_pct,long_ball_accuracy_pct,cross_accuracy_pct,dribble_success_pct,keeper_sweeper_pct,aerialWon,duelLost,duelWon,totalContest,wonContest,interceptionWon,totalTackle,wonTackle,unsuccessfulTouch,fouls,aerialLost,clearanceOffLine,outfielderBlock,wasFouled,challengeLost,dispossessed,penaltyConceded,totalCross,accurateCross,shotOffTarget,onTargetScoringAttempt,totalOffside,keyPass,shotValueNormalized,goals,blockedScoringAttempt,bigChanceCreated,bigChanceMissed
14015543,home,36967,FK Spartak Subotica,1166185,Marin Dulić,marin-dulic,G,12,False,19.0,6.0,16.0,3.0,0.0,4.0,5.0,2.0,14.0,2.0,11.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,90.0,35.0,5.7,13.0,27.32080422716,4.0,-4.305,-0.84,0.7321,"{'original': 5.7, 'alternative': 6.7}",0,0.01,-0.05,-0.21,0.48,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,31.57894736842105,18.75,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015543,home,36967,FK Spartak Subotica,949370,Yohan Bilingi,bilingi-yohan,D,28,False,44.0,29.0,9.0,2.0,0.0,20.0,26.0,9.0,18.0,8.0,4.0,,,,,,,,90.0,63.0,6.2,18.0,103.35971983061,15.0,26.67,20.055,,"{'original': 6.2, 'alternative': 6.4}",0,0.09,0.03,-0.28,,"{'sportSlug': 'football', 'statisticsType': 'player'}",6,2,4,2,2,65.9090909090909,22.22222222222222,,100.0,,2.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,
14015543,home,36967,FK Spartak Subotica,1104740,Luka Subotić,luka-subotic,D,15,False,36.0,22.0,12.0,2.0,0.0,20.0,25.0,2.0,11.0,10.0,2.0,,,,,,,,90.0,53.0,7.1,16.0,126.74520483725,16.0,21.63,9.45,,"{'original': 7.1, 'alternative': 7.2}",0,0.05,0.02,-0.09,,"{'sportSlug': 'football', 'statisticsType': 'player'}",7,6,1,1,0,61.111111111111114,16.666666666666664,,,,4.0,2.0,5.0,,,1.0,1.0,1.0,2.0,,2.0,1.0,2.0,,,,,,,,,,,,,,,
14015543,home,36967,FK Spartak Subotica,224466,Boris Sekulić,boris-sekulic,D,2,False,33.0,31.0,1.0,,0.0,28.0,29.0,3.0,4.0,3.0,3.0,,,,,,,,90.0,43.0,6.7,2.0,115.36166004236,15.0,57.225,18.48,,"{'original': 6.7, 'alternative': 6.7}",0,0.02,0.05,-0.23,,"{'sportSlug': 'football', 'statisticsType': 'player'}",7,1,6,6,0,93.93939393939394,,,,,1.0,,7.0,,,,4.0,2.0,,,,,1.0,2.0,,,,,,,,,,,,,,
14015543,home,201203,FK Spartak Subotica,1147543,Stefan Stojanović,stefan-stojanovic,M,7,False,10.0,5.0,,,0.0,5.0,7.0,,3.0,3.0,,,,,,,,,65.0,29.0,6.7,10.0,65.001950930248,7.0,27.51,33.18,,"{'original': 6.7, 'alternative': 6.7}",0,0.01,0.05,-0.05,,"{'sportSlug': 'football', 'statisticsType': 'player'}",9,3,6,3,3,50.0,,,,,3.0,3.0,6.0,1.0,,2.0,3.0,3.0,4.0,1.0,,,,,1.0,,,,,,,,,,,,,
14015543,home,36967,FK Spartak Subotica,1030841,Leonardo Antonio,leonardo-antonio,M,27,False,32.0,23.0,3.0,,0.0,18.0,21.0,5.0,11.0,3.0,4.0,,,,,,,,90.0,50.0,6.9,11.0,57.376619615379,9.0,6.195,6.72,,"{'original': 6.9, 'alternative': 6.8}",0,0.08,-0.03,0.15,,"{'sportSlug': 'football', 'statisticsType': 'player'}",13,3,10,7,3,71.875,,,,,2.0,4.0,9.0,,,1.0,4.0,3.0,2.0,2.0,1.0,,,3.0,1.0,,,,,,,,,,,,,
14015543,home,36967,FK Spartak Subotica,124960,Muhamed Bešić,muhamed-besic,M,5,False,42.0,34.0,7.0,2.0,0.0,22.0,25.0,12.0,17.0,3.0,4.0,,,,,,,,85.0,57.0,6.3,11.0,126.52322857054,15.0,25.515,17.01,,"{'original': 6.3, 'alternative': 6.1}",0,0.1,0.07,-0.02,,"{'sportSlug': 'football', 'statisticsType': 'player'}",7,0,7,3,4,80.95238095238095,28.57142857142857,,,,,4.0,3.0,1.0,,1.0,2.0,1.0,1.0,3.0,,,1.0,1.0,,1.0,1.0,,,,,,,,,,,
14015543,home,36967,FK Spartak Subotica,1157899,Uroš Čejić,uros-cejic,M,22,False,23.0,15.0,3.0,1.0,0.0,8.0,12.0,7.0,11.0,,4.0,,,,,,,,90.0,41.0,6.3,17.0,144.4561606009,17.0,60.9,25.62,,"{'original': 6.3, 'alternative': 6.4}",0,-0.05,0.01,-0.17,,"{'sportSlug': 'football', 'statisticsType': 'player'}",8,1,7,4,3,65.21739130434783,33.33333333333333,,50.0,,,4.0,4.0,4.0,2.0,1.0,,,5.0,,1.0,,,2.0,1.0,,,2.0,,,,,,,,,,
14015543,home,36967,FK Spartak Subotica,1009837,Kwaku Bonsu Osei Gaucho,kwaku-bonsu-osei-gaucho,F,20,False,9.0,6.0,,,1.0,3.0,3.0,3.0,6.0,1.0,2.0,,,,,,,,70.0,22.0,6.6,9.0,74.85137323345,7.0,38.43,32.76,,"{'original': 6.6, 'alternative': 6.8}",2,0.22,0.3,0.13,,"{'sportSlug': 'football', 'statisticsType': 'player'}",5,1,4,0,4,66.66666666666666,,100.0,,,,5.0,,2.0,,,,,2.0,,1.0,,,,,2.0,,1.0,1.0,1.0,1.0,1.0,1.0,-0.48,,,,
14015543,home,36967,FK Spartak Subotica,905454,Lincoln,lincoln,F,9,False,17.0,12.0,2.0,1.0,0.0,9.0,12.0,3.0,5.0,1.0,2.0,,,,,,,,70.0,40.0,7.5,14.0,67.510193622788,8.0,-23.73,10.92,,"{'original': 7.5, 'alternative': 7.1}",1,0.02,0.21,-0.02,,"{'sportSlug': 'football', 'statisticsType': 'player'}",17,6,11,6,5,70.58823529411765,50.0,,60.0,,1.0,10.0,7.0,5.0,3.0,1.0,1.0,1.0,6.0,1.0,5.0,,,2.0,1.0,1.0,,,,,1.0,1.0,,0.53,1.0,,,
