minute,value
0.0,0
1.0,-4
2.0,-12
3.0,-91
4.0,-3
5.0,4
6.0,5
7.0,8
8.0,16
9.0,16
10.0,14
11.0,17
12.0,19
13.0,21
14.0,16
15.0,13
16.0,21
17.0,20
18.0,25
19.0,19
20.0,20
21.0,14
22.0,-23
23.0,-5
24.0,6
25.0,4
26.0,-73
27.0,-38
28.0,-15
29.0,14
30.0,41
31.0,33
32.0,23
33.0,31
34.0,31
35.0,24
36.0,18
37.0,74
38.0,-72
39.0,-16
40.0,69
41.0,100
42.0,70
43.0,45
44.0,20
45.0,11
45.5,-25
46.0,18
47.0,5
48.0,11
49.0,10
50.0,15
51.0,-42
52.0,-100
53.0,-61
54.0,-78
55.0,-69
56.0,-24
57.0,24
58.0,13
59.0,89
60.0,59
61.0,100
62.0,67
63.0,44
64.0,25
65.0,23
66.0,17
67.0,19
68.0,15
69.0,13
70.0,11
71.0,15
72.0,17
73.0,19
74.0,15
75.0,38
76.0,36
77.0,20
78.0,10
79.0,-32
80.0,-14
81.0,-31
82.0,-25
83.0,-11
84.0,4
85.0,4
86.0,13
87.0,-21
88.0,-4
89.0,4
90.0,10
90.5,-15
