player,isHome,shotType,goalType,situation,playerCoordinates,bodyPart,goalMouthLocation,goalMouthCoordinates,xg,xgot,id,time,timeSeconds,draw,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,blockCoordinates
"{'name': 'Andrej Bajović', 'firstName': '', 'lastName': '', 'slug': 'andrej-bajovic', 'shortName': 'A. Bajović', 'position': 'M', 'jerseyNumber': '14', 'userCount': 29, 'gender': 'M', 'id': 1005614, 'fieldTranslations': {'nameTranslation': {'ar': 'أندريه بايوفيتش'}, 'shortNameTranslation': {'ar': 'أ. بايوفيتش'}}}",False,save,,corner,"{'x': 10, 'y': 58, 'z': 0}",right-foot,low-right,"{'x': 0, 'y': 45.6, 'z': 12.1}",0.1105,0.3533,6531416,48,2862,"{'start': {'x': 58, 'y': 10}, 'end': {'x': 54.4, 'y': 0}, 'goal': {'x': 54.4, 'y': 87.9}}",43,2538,162,shot,
"{'name': 'Žarko Korać', 'firstName': 'Žarko', 'lastName': 'Korać', 'slug': 'zarko-korac', 'shortName': 'Ž. Korać', 'position': 'F', 'jerseyNumber': '11', 'userCount': 12, 'gender': 'M', 'id': 54752, 'fieldTranslations': {'nameTranslation': {'ar': 'زاركو كوراچ'}, 'shortNameTranslation': {'ar': 'ز. كوراچ'}}}",True,miss,,regular,"{'x': 8, 'y': 39, 'z': 0}",head,close-left,"{'x': 0, 'y': 57.4, 'z': 0.8}",0.171,,6531415,47,2771,"{'start': {'x': 39, 'y': 8}, 'end': {'x': 42.6, 'y': 0}, 'goal': {'x': 42.6, 'y': 99.2}}",44,2629,71,shot,
"{'name': 'Sead Dacić', 'firstName': 'Sead', 'lastName': 'Dacić', 'slug': 'sead-dacic', 'shortName': 'S. Dacić', 'position': 'M', 'jerseyNumber': '19', 'userCount': 5, 'gender': 'M', 'id': 1391886, 'fieldTranslations': {'nameTranslation': {'ar': 'سيد داسيك'}, 'shortNameTranslation': {'ar': 'س. داسيك'}}}",True,save,,regular,"{'x': 28, 'y': 59, 'z': 0}",right-foot,high-centre,"{'x': 0, 'y': 51.4, 'z': 26.7}",0.01836,0.03015,6531414,46,2739,"{'start': {'x': 59, 'y': 28}, 'end': {'x': 48.6, 'y': 0}, 'goal': {'x': 48.6, 'y': 73.3}}",45,2661,39,shot,
"{'name': 'Ilir Camaj', 'firstName': '', 'lastName': '', 'slug': 'ilir-camaj', 'shortName': 'I. Camaj', 'position': 'F', 'jerseyNumber': '9', 'userCount': 18, 'gender': 'M', 'id': 869335, 'fieldTranslations': {'nameTranslation': {'ar': 'إيلير كاما'}, 'shortNameTranslation': {'ar': 'إ. كاما'}}}",False,miss,,regular,"{'x': 11, 'y': 40, 'z': 0}",head,close-high-left,"{'x': 0, 'y': 57.2, 'z': 55.8}",0.06054,,6531413,45,2669,"{'start': {'x': 40, 'y': 11}, 'end': {'x': 42.8, 'y': 0}, 'goal': {'x': 42.8, 'y': 44.2}}",1,31,2669,shot,
"{'name': 'Žarko Tomašević', 'slug': 'zarko-tomasevic', 'shortName': 'Ž. Tomašević', 'position': 'D', 'jerseyNumber': '5', 'userCount': 40, 'gender': 'M', 'id': 78954, 'fieldTranslations': {'nameTranslation': {'ar': 'زاركو توماشيفيتش', 'hi': 'ज़ारको टोमासेविक', 'bn': 'জারকো টমাসভিচ'}, 'shortNameTranslation': {'ar': 'ز. توماشيفيتش', 'hi': 'ज़ेड. टोमासेविक', 'bn': 'টমাসভিচ'}}}",False,save,,corner,"{'x': 8, 'y': 45, 'z': 0}",head,high-right,"{'x': 0, 'y': 46.5, 'z': 29.9}",0.08365,0.4172,6531412,37,2171,"{'start': {'x': 45, 'y': 8}, 'end': {'x': 53.5, 'y': 0}, 'goal': {'x': 53.5, 'y': 70.1}}",9,529,2171,shot,
"{'name': 'Andrej Bajović', 'firstName': '', 'lastName': '', 'slug': 'andrej-bajovic', 'shortName': 'A. Bajović', 'position': 'M', 'jerseyNumber': '14', 'userCount': 29, 'gender': 'M', 'id': 1005614, 'fieldTranslations': {'nameTranslation': {'ar': 'أندريه بايوفيتش'}, 'shortNameTranslation': {'ar': 'أ. بايوفيتش'}}}",False,miss,,regular,"{'x': 6, 'y': 48, 'z': 0}",right-foot,close-high-right,"{'x': 0, 'y': 41.7, 'z': 48.8}",0.2093,,6531411,34,2037,"{'start': {'x': 48, 'y': 6}, 'end': {'x': 58.3, 'y': 0}, 'goal': {'x': 58.3, 'y': 51.2}}",12,663,2037,shot,
"{'name': 'Danis Kolić', 'firstName': 'Danis', 'lastName': 'Kolic', 'slug': 'danis-kolic', 'shortName': 'D. Kolić', 'position': 'M', 'jerseyNumber': '22', 'userCount': 8, 'gender': 'M', 'id': 1391891, 'fieldTranslations': {'nameTranslation': {'ar': 'دانيش كوليتش'}, 'shortNameTranslation': {'ar': 'د. كوليتش'}}}",True,post,,regular,"{'x': 18, 'y': 39, 'z': 0}",right-foot,left,"{'x': 0, 'y': 55.3, 'z': 12.1}",0.07307,,6531410,28,1637,"{'start': {'x': 39, 'y': 18}, 'end': {'x': 44.7, 'y': 0}, 'goal': {'x': 44.7, 'y': 87.9}}",18,1063,1637,shot,
"{'name': 'Draško Božović', 'slug': 'drasko-bozovic', 'shortName': 'D. Božović', 'position': 'M', 'jerseyNumber': '7', 'userCount': 12, 'gender': 'M', 'id': 44305, 'fieldTranslations': {'nameTranslation': {'ar': 'دراسكو بوزوفيتش', 'hi': 'ड्रास्को बोजोविक', 'bn': 'ড্রাস্কো বোজোভিচ'}, 'shortNameTranslation': {'ar': 'د. بوزوفيتش', 'hi': 'डी. बोजोविक', 'bn': 'ডি. বোজোভিচ'}}}",False,miss,,regular,"{'x': 19, 'y': 47, 'z': 0}",right-foot,close-left,"{'x': 0, 'y': 56, 'z': 21.9}",0.01814,,6531409,20,1165,"{'start': {'x': 47, 'y': 19}, 'end': {'x': 44, 'y': 0}, 'goal': {'x': 44, 'y': 78.1}}",26,1535,1165,shot,
"{'name': 'Takeru Komiya', 'firstName': '', 'lastName': '', 'slug': 'takeru-komiya', 'shortName': 'T. Komiya', 'position': 'F', 'userCount': 25, 'gender': 'M', 'id': 1391884, 'fieldTranslations': {'nameTranslation': {'ar': 'تاكيرو كومييا'}, 'shortNameTranslation': {'ar': 'ت. كومييا'}}}",True,block,,regular,"{'x': 14, 'y': 36, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}",0.05076,,6531408,18,1042,"{'start': {'x': 36, 'y': 14}, 'block': {'x': 36, 'y': 14}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",28,1658,1042,shot,"{'x': 14, 'y': 36, 'z': 0}"
"{'name': 'Balša Radusinović', 'firstName': '', 'lastName': '', 'slug': 'balsa-radusinovic', 'shortName': 'B. Radusinović', 'position': 'F', 'jerseyNumber': '32', 'userCount': 9, 'gender': 'M', 'id': 1131064, 'fieldTranslations': {'nameTranslation': {'ar': 'بالشا رادوسينوفيتش'}, 'shortNameTranslation': {'ar': 'ب. رادوسينوفيتش'}}}",False,save,,regular,"{'x': 12, 'y': 71, 'z': 0}",left-foot,low-right,"{'x': 0, 'y': 48, 'z': 8.9}",0.06491,0.05916,6531407,17,1012,"{'start': {'x': 71, 'y': 12}, 'end': {'x': 52, 'y': 0}, 'goal': {'x': 52, 'y': 91.1}}",29,1688,1012,shot,
"{'name': 'Andrej Bajović', 'firstName': '', 'lastName': '', 'slug': 'andrej-bajovic', 'shortName': 'A. Bajović', 'position': 'M', 'jerseyNumber': '14', 'userCount': 29, 'gender': 'M', 'id': 1005614, 'fieldTranslations': {'nameTranslation': {'ar': 'أندريه بايوفيتش'}, 'shortNameTranslation': {'ar': 'أ. بايوفيتش'}}}",False,block,,regular,"{'x': 26, 'y': 30, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}",0.01652,,6531406,13,743,"{'start': {'x': 30, 'y': 26}, 'block': {'x': 30, 'y': 26}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",33,1957,743,shot,"{'x': 26, 'y': 30, 'z': 0}"
