player,isHome,shotType,goalType,situation,playerCoordinates,bodyPart,goalMouthLocation,goalMouthCoordinates,xg,xgot,id,time,timeSeconds,draw,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,blockCoordinates
"{'name': 'Asmir Kajević', 'slug': 'asmir-kajevic', 'shortName': 'A. Kajević', 'position': 'M', 'jerseyNumber': '10', 'userCount': 14, 'gender': 'M', 'id': 76273, 'fieldTranslations': {'nameTranslation': {'ar': 'أسمير كايفيتش', 'hi': 'अस्मिर काजेविक', 'bn': 'আসমির কাজেভিচ'}, 'shortNameTranslation': {'ar': 'أ. كايفيتش', 'hi': 'ए. काजेविक', 'bn': 'এ. কাজেভিচ'}}}",False,goal,regular,regular,"{'x': 11, 'y': 50, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 49, 'z': 4.1}",0.2658,0.3104,6531426,82,4896,"{'start': {'x': 50, 'y': 11}, 'end': {'x': 51, 'y': 0}, 'goal': {'x': 51, 'y': 95.9}}",9,504,2196,shot,
"{'name': 'Takeru Komiya', 'firstName': '', 'lastName': '', 'slug': 'takeru-komiya', 'shortName': 'T. Komiya', 'position': 'F', 'userCount': 25, 'gender': 'M', 'id': 1391884, 'fieldTranslations': {'nameTranslation': {'ar': 'تاكيرو كومييا'}, 'shortNameTranslation': {'ar': 'ت. كومييا'}}}",True,miss,,regular,"{'x': 15, 'y': 31, 'z': 0}",right-foot,close-right,"{'x': 0, 'y': 41.1, 'z': 4}",0.01463,,6531425,79,4686,"{'start': {'x': 31, 'y': 15}, 'end': {'x': 58.9, 'y': 0}, 'goal': {'x': 58.9, 'y': 96}}",12,714,1986,shot,
"{'name': 'Ilir Camaj', 'firstName': '', 'lastName': '', 'slug': 'ilir-camaj', 'shortName': 'I. Camaj', 'position': 'F', 'jerseyNumber': '9', 'userCount': 18, 'gender': 'M', 'id': 869335, 'fieldTranslations': {'nameTranslation': {'ar': 'إيلير كاما'}, 'shortNameTranslation': {'ar': 'إ. كاما'}}}",False,miss,,regular,"{'x': 8, 'y': 54, 'z': 0}",head,close-right,"{'x': 0, 'y': 40.9, 'z': 5.6}",0.1439,,6531424,77,4579,"{'start': {'x': 54, 'y': 8}, 'end': {'x': 59.1, 'y': 0}, 'goal': {'x': 59.1, 'y': 94.4}}",14,821,1879,shot,
"{'name': 'Ilir Camaj', 'firstName': '', 'lastName': '', 'slug': 'ilir-camaj', 'shortName': 'I. Camaj', 'position': 'F', 'jerseyNumber': '9', 'userCount': 18, 'gender': 'M', 'id': 869335, 'fieldTranslations': {'nameTranslation': {'ar': 'إيلير كاما'}, 'shortNameTranslation': {'ar': 'إ. كاما'}}}",False,miss,,regular,"{'x': 10, 'y': 59, 'z': 0}",right-foot,close-high-right,"{'x': 0, 'y': 42.1, 'z': 53.7}",0.3678,,6531423,63,3779,"{'start': {'x': 59, 'y': 10}, 'end': {'x': 57.9, 'y': 0}, 'goal': {'x': 57.9, 'y': 46.3}}",28,1621,1079,shot,
"{'name': 'Petar Sekulović', 'firstName': '', 'lastName': '', 'slug': 'petar-sekulovic', 'shortName': 'P. Sekulović', 'position': 'D', 'jerseyNumber': '20', 'userCount': 4, 'gender': 'M', 'id': 1035792, 'fieldTranslations': {'nameTranslation': {'ar': 'بيتار سيكولوفيتش', 'hi': 'पीटर सेकुलोविच', 'bn': 'পেটার সেকুলোভিচ'}, 'shortNameTranslation': {'ar': 'ب. سيكولوفيتش', 'hi': 'पी. सेकुलोविच', 'bn': 'পি. সেকুলোভিচ'}}}",False,block,,regular,"{'x': 19, 'y': 48, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}",0.06989,,6531422,63,3777,"{'start': {'x': 48, 'y': 19}, 'block': {'x': 48, 'y': 19}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",28,1623,1077,shot,"{'x': 19, 'y': 48, 'z': 0}"
"{'name': 'Balša Radusinović', 'firstName': '', 'lastName': '', 'slug': 'balsa-radusinovic', 'shortName': 'B. Radusinović', 'position': 'F', 'jerseyNumber': '32', 'userCount': 9, 'gender': 'M', 'id': 1131064, 'fieldTranslations': {'nameTranslation': {'ar': 'بالشا رادوسينوفيتش'}, 'shortNameTranslation': {'ar': 'ب. رادوسينوفيتش'}}}",False,save,,regular,"{'x': 12, 'y': 70, 'z': 0}",left-foot,low-right,"{'x': 0, 'y': 46, 'z': 6.3}",0.05522,0.06213,6531421,57,3393,"{'start': {'x': 70, 'y': 12}, 'end': {'x': 54, 'y': 0}, 'goal': {'x': 54, 'y': 93.7}}",34,2007,693,shot,
"{'name': 'Draško Božović', 'slug': 'drasko-bozovic', 'shortName': 'D. Božović', 'position': 'M', 'jerseyNumber': '7', 'userCount': 12, 'gender': 'M', 'id': 44305, 'fieldTranslations': {'nameTranslation': {'ar': 'دراسكو بوزوفيتش', 'hi': 'ड्रास्को बोजोविक', 'bn': 'ড্রাস্কো বোজোভিচ'}, 'shortNameTranslation': {'ar': 'د. بوزوفيتش', 'hi': 'डी. बोजोविक', 'bn': 'ডি. বোজোভিচ'}}}",False,miss,,regular,"{'x': 18, 'y': 65, 'z': 0}",right-foot,close-high-left,"{'x': 0, 'y': 56.5, 'z': 59.1}",0.004092,,6531420,56,3352,"{'start': {'x': 65, 'y': 18}, 'end': {'x': 43.5, 'y': 0}, 'goal': {'x': 43.5, 'y': 40.9}}",35,2048,652,shot,
"{'name': 'Petar Sekulović', 'firstName': '', 'lastName': '', 'slug': 'petar-sekulovic', 'shortName': 'P. Sekulović', 'position': 'D', 'jerseyNumber': '20', 'userCount': 4, 'gender': 'M', 'id': 1035792, 'fieldTranslations': {'nameTranslation': {'ar': 'بيتار سيكولوفيتش', 'hi': 'पीटर सेकुलोविच', 'bn': 'পেটার সেকুলোভিচ'}, 'shortNameTranslation': {'ar': 'ب. سيكولوفيتش', 'hi': 'पी. सेकुलोविच', 'bn': 'পি. সেকুলোভিচ'}}}",False,save,,corner,"{'x': 18, 'y': 22, 'z': 0}",right-foot,high-centre,"{'x': 0, 'y': 49.2, 'z': 29.4}",0.007422,0.01098,6531419,55,3300,"{'start': {'x': 22, 'y': 18}, 'end': {'x': 50.8, 'y': 0}, 'goal': {'x': 50.8, 'y': 70.6}}",36,2100,600,shot,
"{'name': 'Arsenije Čepić', 'firstName': 'Arsenije', 'lastName': 'Čepić', 'slug': 'arsenije-cepic', 'shortName': 'A. Čepić', 'position': 'M', 'jerseyNumber': '15', 'userCount': 8, 'gender': 'M', 'id': 1185130, 'fieldTranslations': {'nameTranslation': {'ar': 'أرسينيي جيبيتش'}, 'shortNameTranslation': {'ar': 'أ. جيبيتش'}}}",True,block,,regular,"{'x': 26, 'y': 58, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}",0.007406,,6531418,51,3002,"{'start': {'x': 58, 'y': 26}, 'block': {'x': 58, 'y': 26}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",40,2398,302,shot,"{'x': 26, 'y': 58, 'z': 0}"
"{'name': 'Andrej Cvijović', 'firstName': '', 'lastName': '', 'slug': 'andrej-cvijovic', 'shortName': 'A. Cvijović', 'position': 'D', 'jerseyNumber': '33', 'userCount': 4, 'gender': 'M', 'id': 1131050, 'fieldTranslations': {'nameTranslation': {'ar': 'أندريه سفييوفيتش'}, 'shortNameTranslation': {'ar': 'أ. سفييوفيتش'}}}",True,miss,,regular,"{'x': 14, 'y': 72, 'z': 0}",left-foot,close-left,"{'x': 0, 'y': 56.3, 'z': 14.3}",0.03782,,6531417,49,2923,"{'start': {'x': 72, 'y': 14}, 'end': {'x': 43.7, 'y': 0}, 'goal': {'x': 43.7, 'y': 85.7}}",42,2477,223,shot,
