player,isHome,shotType,situation,playerCoordinates,bodyPart,goalMouthLocation,goalMouthCoordinates,blockCoordinates,goalkeeper,id,time,addedTime,timeSeconds,draw,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType
"{'name': 'Aleksa Cvetković', 'firstName': 'Aleksa Cvetkovic', 'lastName': '', 'slug': 'aleksa-cvetkovic', 'shortName': 'A. Cvetković', 'position': 'M', 'jerseyNumber': '8', 'userCount': 113, 'gender': 'M', 'id': 1406091, 'fieldTranslations': {'nameTranslation': {'ar': 'أليكس كفيتكوفيتش'}, 'shortNameTranslation': {'ar': 'أ. كفيتكوفيتش'}}}",False,block,set-piece,"{'x': 18.8, 'y': 47.2, 'z': 0}",right-foot,low-left,"{'x': 0, 'y': 52.3, 'z': 19}","{'x': 15.3, 'y': 47.3, 'z': 0}","{'name': 'Dragan Rosić', 'firstName': '', 'lastName': '', 'slug': 'dragan-rosic', 'shortName': 'D. Rosić', 'position': 'G', 'jerseyNumber': '12', 'userCount': 210, 'gender': 'M', 'id': 844128, 'fieldTranslations': {'nameTranslation': {'ar': 'دراغان روسيتش', 'bn': 'ড্রাগান রোজিক', 'hi': 'ड्रेगन रोसिक'}, 'shortNameTranslation': {'ar': 'د. روسيتش', 'bn': 'ডি. রোজিক', 'hi': 'डी. रोसिच'}}}",6342196,90,4.0,5582,"{'start': {'x': 47.2, 'y': 18.8}, 'block': {'x': 47.3, 'y': 15.3}, 'end': {'x': 47.7, 'y': 0}, 'goal': {'x': 47.7, 'y': 81}}",1,718,182,shot
"{'name': 'John Mary', 'slug': 'john-mary', 'shortName': 'J. Mary', 'position': 'F', 'jerseyNumber': '28', 'userCount': 155, 'gender': 'M', 'id': 795913, 'fieldTranslations': {'nameTranslation': {'ar': 'جون ماري', 'bn': 'জন মেরি', 'hi': 'जॉन मैरी'}, 'shortNameTranslation': {'ar': 'ج. ماري', 'bn': 'জে. মেরি', 'hi': 'जे. मैरी'}}}",True,miss,assisted,"{'x': 23.6, 'y': 37.7, 'z': 0}",right-foot,high-left,"{'x': 0, 'y': 56.8, 'z': 69.4}",,"{'name': 'Balša Popović', 'firstName': 'Balsa Popovic', 'lastName': '', 'slug': 'balsa-popovic', 'shortName': 'B. Popović', 'position': 'G', 'jerseyNumber': '1', 'userCount': 174, 'gender': 'M', 'id': 1126067, 'fieldTranslations': {'nameTranslation': {'ar': 'بالشا بوبوفيتش'}, 'shortNameTranslation': {'ar': 'ب. بوبوفيتش'}}}",6342172,90,1.0,5415,"{'start': {'x': 37.7, 'y': 23.6}, 'end': {'x': 43.2, 'y': 0}, 'goal': {'x': 43.2, 'y': 30.6}}",1,885,15,shot
"{'name': 'Jay Enem', 'slug': 'tyron-enem-jay-ifeanyi-junior', 'shortName': 'J. Enem', 'position': 'F', 'jerseyNumber': '42', 'userCount': 583, 'gender': 'M', 'id': 1937553, 'fieldTranslations': {'nameTranslation': {'ar': 'جاي إينيم'}, 'shortNameTranslation': {'ar': 'ج. إينيم'}}}",False,block,assisted,"{'x': 10.8, 'y': 34.7, 'z': 0}",right-foot,low-left,"{'x': 0, 'y': 53.6, 'z': 19}","{'x': 7.3, 'y': 38.4, 'z': 0}","{'name': 'Dragan Rosić', 'firstName': '', 'lastName': '', 'slug': 'dragan-rosic', 'shortName': 'D. Rosić', 'position': 'G', 'jerseyNumber': '12', 'userCount': 210, 'gender': 'M', 'id': 844128, 'fieldTranslations': {'nameTranslation': {'ar': 'دراغان روسيتش', 'bn': 'ড্রাগান রোজিক', 'hi': 'ड्रेगन रोसिक'}, 'shortNameTranslation': {'ar': 'د. روسيتش', 'bn': 'ডি. রোজিক', 'hi': 'डी. रोसिच'}}}",6342144,87,,5181,"{'start': {'x': 34.7, 'y': 10.8}, 'block': {'x': 38.4, 'y': 7.3}, 'end': {'x': 46.4, 'y': 0}, 'goal': {'x': 46.4, 'y': 81}}",4,219,2481,shot
"{'name': 'Aleksej Vukičević', 'firstName': 'Aleksej Vukicevic', 'slug': 'aleksej-vukicevic', 'shortName': 'A. Vukičević', 'position': 'D', 'jerseyNumber': '45', 'userCount': 108, 'gender': 'M', 'id': 1146082, 'fieldTranslations': {'nameTranslation': {'ar': 'أليكسي فيوكيتشيفيتش'}, 'shortNameTranslation': {'ar': 'أ. فيوكيتشيفيتش'}}}",False,save,free-kick,"{'x': 27.6, 'y': 48.4, 'z': 0}",right-foot,high-left,"{'x': 0, 'y': 52.6, 'z': 31}","{'x': 1.8, 'y': 50.4, 'z': 0}","{'name': 'Dragan Rosić', 'firstName': '', 'lastName': '', 'slug': 'dragan-rosic', 'shortName': 'D. Rosić', 'position': 'G', 'jerseyNumber': '12', 'userCount': 210, 'gender': 'M', 'id': 844128, 'fieldTranslations': {'nameTranslation': {'ar': 'دراغان روسيتش', 'bn': 'ড্রাগান রোজিক', 'hi': 'ड्रेगन रोसिक'}, 'shortNameTranslation': {'ar': 'د. روسيتش', 'bn': 'ডি. রোজিক', 'hi': 'डी. रोसिच'}}}",6342090,80,,4744,"{'start': {'x': 48.4, 'y': 27.6}, 'block': {'x': 50.4, 'y': 1.8}, 'end': {'x': 47.4, 'y': 0}, 'goal': {'x': 47.4, 'y': 69}}",11,656,2044,shot
"{'name': 'Vukan Savićević', 'slug': 'vukan-savicevic', 'shortName': 'V. Savićević', 'position': 'M', 'jerseyNumber': '8', 'userCount': 75, 'gender': 'M', 'id': 257071, 'fieldTranslations': {'nameTranslation': {'ar': 'فوكان سافييفيتش', 'bn': 'ভুকান সাভিসেভিচ', 'hi': 'वुकान सविसेविक'}, 'shortNameTranslation': {'ar': 'ف. سافييفيتش', 'bn': 'ভি. সাভিচেভিচ', 'hi': 'वी. सविसेविक'}}}",True,miss,regular,"{'x': 25.6, 'y': 48.3, 'z': 0}",right-foot,close-high-right,"{'x': 0, 'y': 42.2, 'z': 56.9}",,"{'name': 'Balša Popović', 'firstName': 'Balsa Popovic', 'lastName': '', 'slug': 'balsa-popovic', 'shortName': 'B. Popović', 'position': 'G', 'jerseyNumber': '1', 'userCount': 174, 'gender': 'M', 'id': 1126067, 'fieldTranslations': {'nameTranslation': {'ar': 'بالشا بوبوفيتش'}, 'shortNameTranslation': {'ar': 'ب. بوبوفيتش'}}}",6342063,77,,4573,"{'start': {'x': 48.3, 'y': 25.6}, 'end': {'x': 57.8, 'y': 0}, 'goal': {'x': 57.8, 'y': 43.1}}",14,827,1873,shot
"{'name': 'Milan Kolarević', 'firstName': 'Milan Kolarevic', 'slug': 'milan-kolarevic', 'shortName': 'M. Kolarević', 'position': 'M', 'jerseyNumber': '21', 'userCount': 91, 'gender': 'M', 'id': 1656646, 'fieldTranslations': {'nameTranslation': {'ar': 'ميلان كولاريفيتش'}, 'shortNameTranslation': {'ar': 'م. كولاريفيتش'}}}",True,miss,set-piece,"{'x': 26.3, 'y': 43, 'z': 0}",right-foot,high-right,"{'x': 0, 'y': 35.1, 'z': 81.9}",,"{'name': 'Balša Popović', 'firstName': 'Balsa Popovic', 'lastName': '', 'slug': 'balsa-popovic', 'shortName': 'B. Popović', 'position': 'G', 'jerseyNumber': '1', 'userCount': 174, 'gender': 'M', 'id': 1126067, 'fieldTranslations': {'nameTranslation': {'ar': 'بالشا بوبوفيتش'}, 'shortNameTranslation': {'ar': 'ب. بوبوفيتش'}}}",6342062,76,,4521,"{'start': {'x': 43, 'y': 26.3}, 'end': {'x': 64.9, 'y': 0}, 'goal': {'x': 64.9, 'y': 18.1}}",15,879,1821,shot
"{'name': 'Marko Gobeljić', 'firstName': '', 'lastName': '', 'slug': 'marko-gobeljic', 'shortName': 'M. Gobeljić', 'position': 'D', 'jerseyNumber': '77', 'userCount': 115, 'gender': 'M', 'id': 191640, 'fieldTranslations': {'nameTranslation': {'ar': 'ماركو جوبيليتش', 'bn': 'মার্কো গোবেলজিচ', 'hi': 'मार्को गोबेलजिक'}, 'shortNameTranslation': {'ar': 'م. جوبيليتش', 'bn': 'এম. গোবেলজিচ', 'hi': 'एम. गोबेलजिक'}}}",False,miss,regular,"{'x': 9.3, 'y': 70.7, 'z': 0}",right-foot,left,"{'x': 0, 'y': 65.9, 'z': 9.7}","{'x': 5.1, 'y': 56.5, 'z': 0}","{'name': 'Dragan Rosić', 'firstName': '', 'lastName': '', 'slug': 'dragan-rosic', 'shortName': 'D. Rosić', 'position': 'G', 'jerseyNumber': '12', 'userCount': 210, 'gender': 'M', 'id': 844128, 'fieldTranslations': {'nameTranslation': {'ar': 'دراغان روسيتش', 'bn': 'ড্রাগান রোজিক', 'hi': 'ड्रेगन रोसिक'}, 'shortNameTranslation': {'ar': 'د. روسيتش', 'bn': 'ডি. রোজিক', 'hi': 'डी. रोसिच'}}}",6342627,65,,3852,"{'start': {'x': 70.7, 'y': 9.3}, 'block': {'x': 56.5, 'y': 5.1}, 'end': {'x': 34.1, 'y': 0}, 'goal': {'x': 34.1, 'y': 90.3}}",26,1548,1152,shot
"{'name': 'Diogo Bezerra', 'firstName': 'Diogo Bezerra', 'lastName': '', 'slug': 'diogo-bezerra', 'shortName': 'D. Bezerra', 'position': 'M', 'jerseyNumber': '7', 'userCount': 184, 'gender': 'M', 'id': 1176881, 'fieldTranslations': {'nameTranslation': {'ar': 'دييغو بيزيرا'}, 'shortNameTranslation': {'ar': 'د. بيزيرا'}}}",False,block,assisted,"{'x': 18.9, 'y': 66.2, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 51.7, 'z': 19}","{'x': 12.7, 'y': 60.3, 'z': 0}","{'name': 'Dragan Rosić', 'firstName': '', 'lastName': '', 'slug': 'dragan-rosic', 'shortName': 'D. Rosić', 'position': 'G', 'jerseyNumber': '12', 'userCount': 210, 'gender': 'M', 'id': 844128, 'fieldTranslations': {'nameTranslation': {'ar': 'دراغان روسيتش', 'bn': 'ড্রাগান রোজিক', 'hi': 'ड्रेगन रोसिक'}, 'shortNameTranslation': {'ar': 'د. روسيتش', 'bn': 'ডি. রোজিক', 'hi': 'डी. रोसिच'}}}",6342008,64,,3793,"{'start': {'x': 66.2, 'y': 18.9}, 'block': {'x': 60.3, 'y': 12.7}, 'end': {'x': 48.3, 'y': 0}, 'goal': {'x': 48.3, 'y': 81}}",27,1607,1093,shot
"{'name': 'Milan Kolarević', 'firstName': 'Milan Kolarevic', 'slug': 'milan-kolarevic', 'shortName': 'M. Kolarević', 'position': 'M', 'jerseyNumber': '21', 'userCount': 91, 'gender': 'M', 'id': 1656646, 'fieldTranslations': {'nameTranslation': {'ar': 'ميلان كولاريفيتش'}, 'shortNameTranslation': {'ar': 'م. كولاريفيتش'}}}",True,miss,regular,"{'x': 13.8, 'y': 51.7, 'z': 0}",right-foot,left,"{'x': 0, 'y': 59.5, 'z': 8.3}",,"{'name': 'Balša Popović', 'firstName': 'Balsa Popovic', 'lastName': '', 'slug': 'balsa-popovic', 'shortName': 'B. Popović', 'position': 'G', 'jerseyNumber': '1', 'userCount': 174, 'gender': 'M', 'id': 1126067, 'fieldTranslations': {'nameTranslation': {'ar': 'بالشا بوبوفيتش'}, 'shortNameTranslation': {'ar': 'ب. بوبوفيتش'}}}",6341960,62,,3693,"{'start': {'x': 51.7, 'y': 13.8}, 'end': {'x': 40.5, 'y': 0}, 'goal': {'x': 40.5, 'y': 91.7}}",29,1707,993,shot
"{'name': 'Milutin Vidosavljević', 'slug': 'milutin-vidosavljevic', 'shortName': 'M. Vidosavljević', 'position': 'M', 'jerseyNumber': '55', 'userCount': 182, 'gender': 'M', 'id': 858238, 'fieldTranslations': {'nameTranslation': {'ar': 'ميلوتين فيدوسافليفيتش', 'bn': 'মিলুটিন ভিদোসাভলজেভিচ', 'hi': 'मिलुटिन विडोसावलेजेविक'}, 'shortNameTranslation': {'ar': 'م. فيدوسافليفيتش', 'bn': 'এম. ভিদোসাভলজেভিচ', 'hi': 'एम. विडोसावलेजेविक'}}}",True,block,regular,"{'x': 11.8, 'y': 52.4, 'z': 0}",left-foot,low-right,"{'x': 0, 'y': 46.7, 'z': 19}","{'x': 10.2, 'y': 52.5, 'z': 0}","{'name': 'Balša Popović', 'firstName': 'Balsa Popovic', 'lastName': '', 'slug': 'balsa-popovic', 'shortName': 'B. Popović', 'position': 'G', 'jerseyNumber': '1', 'userCount': 174, 'gender': 'M', 'id': 1126067, 'fieldTranslations': {'nameTranslation': {'ar': 'بالشا بوبوفيتش'}, 'shortNameTranslation': {'ar': 'ب. بوبوفيتش'}}}",6342297,62,,3691,"{'start': {'x': 52.4, 'y': 11.8}, 'block': {'x': 52.5, 'y': 10.2}, 'end': {'x': 53.3, 'y': 0}, 'goal': {'x': 53.3, 'y': 81}}",29,1709,991,shot
