minute,value
0.0,0
1.0,-7
2.0,-12
3.0,-15
4.0,-45
5.0,-42
6.0,-25
7.0,-22
8.0,-15
9.0,-12
10.0,-8
11.0,-12
12.0,-9
13.0,-7
14.0,-9
15.0,-1
16.0,2
17.0,2
18.0,2
19.0,2
20.0,-5
21.0,-7
22.0,-8
23.0,-4
24.0,-2
25.0,-6
26.0,-3
27.0,-11
28.0,-26
29.0,-5
30.0,-2
31.0,16
32.0,21
33.0,5
34.0,3
35.0,2
36.0,21
37.0,18
38.0,12
39.0,88
40.0,53
41.0,31
42.0,100
43.0,68
44.0,35
45.0,22
45.5,-50
46.0,76
47.0,46
48.0,23
49.0,19
50.0,12
51.0,-10
52.0,-10
53.0,-26
54.0,-55
55.0,-33
56.0,-13
57.0,-17
58.0,21
59.0,11
60.0,7
61.0,80
62.0,19
63.0,15
64.0,11
65.0,7
66.0,-1
67.0,3
68.0,-5
69.0,-82
70.0,-49
71.0,-29
72.0,-22
73.0,-23
74.0,-13
75.0,-7
76.0,-9
77.0,6
78.0,-50
79.0,-29
80.0,-32
81.0,-19
82.0,-11
83.0,-68
84.0,-41
85.0,-48
86.0,-59
87.0,-45
88.0,31
89.0,11
90.0,13
90.5,0
