player,isHome,shotType,situation,playerCoordinates,bodyPart,goalMouthLocation,goalMouthCoordinates,goalkeeper,id,time,addedTime,timeSeconds,draw,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,blockCoordinates,goalType
"{'name': 'Lincoln', 'slug': 'lincoln', 'shortName': 'Lincoln', 'position': 'F', 'jerseyNumber': '9', 'userCount': 613, 'gender': 'M', 'id': 905454, 'fieldTranslations': {'nameTranslation': {'ar': 'لينكولن'}, 'shortNameTranslation': {'ar': 'لينكولن'}}}",True,miss,regular,"{'x': 12.8, 'y': 31.7, 'z': 0}",right-foot,close-high,"{'x': 0, 'y': 50.8, 'z': 58.3}","{'name': 'Zoran Popović', 'slug': 'zoran-popovic', 'shortName': 'Z. Popović', 'position': 'G', 'jerseyNumber': '1', 'userCount': 114, 'gender': 'M', 'id': 267437, 'fieldTranslations': {'nameTranslation': {'ar': 'زوران بوبوفيتش', 'bn': 'জোরান পপোভিচ', 'hi': 'ज़ोरान पोपोविक'}, 'shortNameTranslation': {'ar': 'ز. بوبوفيتش', 'bn': 'জেড. পপোভিচ', 'hi': 'ज़ेड. पोपोविक'}}}",6669277,90,3.0,5538,"{'start': {'x': 31.7, 'y': 12.8}, 'end': {'x': 49.2, 'y': 0}, 'goal': {'x': 49.2, 'y': 41.7}}",1,762,138,shot,,
"{'name': 'Uroš Čejić', 'slug': 'uros-cejic', 'shortName': 'U. Cejic', 'position': 'M', 'jerseyNumber': '22', 'userCount': 16, 'gender': 'M', 'id': 1157899, 'fieldTranslations': {'nameTranslation': {'ar': 'أوروش تشيجيك'}, 'shortNameTranslation': {'ar': 'أ. تشيجيك'}}}",True,save,assisted,"{'x': 25.4, 'y': 55.6, 'z': 0}",left-foot,low-centre,"{'x': 0, 'y': 50.6, 'z': 4.4}","{'name': 'Zoran Popović', 'slug': 'zoran-popovic', 'shortName': 'Z. Popović', 'position': 'G', 'jerseyNumber': '1', 'userCount': 114, 'gender': 'M', 'id': 267437, 'fieldTranslations': {'nameTranslation': {'ar': 'زوران بوبوفيتش', 'bn': 'জোরান পপোভিচ', 'hi': 'ज़ोरान पोपोविक'}, 'shortNameTranslation': {'ar': 'ز. بوبوفيتش', 'bn': 'জেড. পপোভিচ', 'hi': 'ज़ेड. पोपोविक'}}}",6669271,90,1.0,5446,"{'start': {'x': 55.6, 'y': 25.4}, 'block': {'x': 50.9, 'y': 1.9}, 'end': {'x': 49.4, 'y': 0}, 'goal': {'x': 49.4, 'y': 95.6}}",1,854,46,shot,"{'x': 1.9, 'y': 50.9, 'z': 0}",
"{'name': 'Branislav Knežević', 'firstName': '', 'lastName': '', 'slug': 'branislav-knezevic', 'shortName': 'B. Knežević', 'position': 'M', 'jerseyNumber': '21', 'userCount': 42, 'gender': 'M', 'id': 1007254, 'fieldTranslations': {'nameTranslation': {'ar': 'برانيسلاف كنيزيفيتش'}, 'shortNameTranslation': {'ar': 'ب. كنيزيفيتش'}}}",False,goal,throw-in-set-piece,"{'x': 9.8, 'y': 41.9, 'z': 0}",left-foot,low-left,"{'x': 0, 'y': 53.7, 'z': 8.9}","{'name': 'Nikola Grujić', 'firstName': 'Nikola Grujic', 'slug': 'nikola-grujic', 'shortName': 'N. Grujic', 'position': 'G', 'jerseyNumber': '45', 'userCount': 35, 'gender': 'M', 'id': 1515520, 'fieldTranslations': {'nameTranslation': {'ar': 'نيكولا غروجيتش'}, 'shortNameTranslation': {'ar': 'ن. غروجيتش'}}}",6669189,81,,4830,"{'start': {'x': 41.9, 'y': 9.8}, 'end': {'x': 46.3, 'y': 0}, 'goal': {'x': 46.3, 'y': 91.1}}",10,570,2130,shot,,regular
"{'name': 'Yohan Bilingi', 'firstName': '', 'lastName': '', 'slug': 'bilingi-yohan', 'shortName': 'Y. Bilingi', 'position': 'D', 'jerseyNumber': '28', 'userCount': 19, 'gender': 'M', 'id': 949370, 'fieldTranslations': {'nameTranslation': {'ar': 'يوهان بيلينغي'}, 'shortNameTranslation': {'ar': 'ي. بيلينغي'}}}",True,miss,throw-in-set-piece,"{'x': 8.6, 'y': 55.2, 'z': 0}",head,left,"{'x': 0, 'y': 64.2, 'z': 9.7}","{'name': 'Zoran Popović', 'slug': 'zoran-popovic', 'shortName': 'Z. Popović', 'position': 'G', 'jerseyNumber': '1', 'userCount': 114, 'gender': 'M', 'id': 267437, 'fieldTranslations': {'nameTranslation': {'ar': 'زوران بوبوفيتش', 'bn': 'জোরান পপোভিচ', 'hi': 'ज़ोरान पोपोविक'}, 'shortNameTranslation': {'ar': 'ز. بوبوفيتش', 'bn': 'জেড. পপোভিচ', 'hi': 'ज़ेड. पोपोविक'}}}",6669138,74,,4388,"{'start': {'x': 55.2, 'y': 8.6}, 'block': {'x': 47.9, 'y': 6.2}, 'end': {'x': 35.8, 'y': 0}, 'goal': {'x': 35.8, 'y': 90.3}}",17,1012,1688,shot,"{'x': 6.2, 'y': 47.9, 'z': 0}",
"{'name': 'Kwaku Karikari', 'firstName': '', 'lastName': '', 'slug': 'kwaku-karikari', 'shortName': 'K. Karikari', 'position': 'F', 'jerseyNumber': '70', 'userCount': 197, 'gender': 'M', 'id': 1399471, 'fieldTranslations': {'nameTranslation': {'ar': 'كواكو كاركارى'}, 'shortNameTranslation': {'ar': 'ك. كاركارى'}}}",False,save,assisted,"{'x': 4.9, 'y': 43.2, 'z': 0}",head,low-left,"{'x': 0, 'y': 54.4, 'z': 7.6}","{'name': 'Nikola Grujić', 'firstName': 'Nikola Grujic', 'slug': 'nikola-grujic', 'shortName': 'N. Grujic', 'position': 'G', 'jerseyNumber': '45', 'userCount': 35, 'gender': 'M', 'id': 1515520, 'fieldTranslations': {'nameTranslation': {'ar': 'نيكولا غروجيتش'}, 'shortNameTranslation': {'ar': 'ن. غروجيتش'}}}",6669372,68,,4044,"{'start': {'x': 43.2, 'y': 4.9}, 'block': {'x': 46.8, 'y': 1}, 'end': {'x': 45.6, 'y': 0}, 'goal': {'x': 45.6, 'y': 92.4}}",23,1356,1344,shot,"{'x': 1, 'y': 46.8, 'z': 0}",
"{'name': 'Brian Ramírez', 'firstName': 'Brian Ramírez', 'lastName': '', 'slug': 'brian-ramirez', 'shortName': 'B. Ramírez', 'position': 'M', 'jerseyNumber': '99', 'userCount': 21, 'gender': 'M', 'id': 1063790, 'fieldTranslations': {'nameTranslation': {'ar': 'براين راميريز'}, 'shortNameTranslation': {'ar': 'ب. راميريز'}}}",True,miss,assisted,"{'x': 29.3, 'y': 54.4, 'z': 0}",left-foot,high-left,"{'x': 0, 'y': 60, 'z': 55.6}","{'name': 'Zoran Popović', 'slug': 'zoran-popovic', 'shortName': 'Z. Popović', 'position': 'G', 'jerseyNumber': '1', 'userCount': 114, 'gender': 'M', 'id': 267437, 'fieldTranslations': {'nameTranslation': {'ar': 'زوران بوبوفيتش', 'bn': 'জোরান পপোভিচ', 'hi': 'ज़ोरान पोपोविक'}, 'shortNameTranslation': {'ar': 'ز. بوبوفيتش', 'bn': 'জেড. পপোভিচ', 'hi': 'ज़ेड. पोपोविक'}}}",6669032,66,,3932,"{'start': {'x': 54.4, 'y': 29.3}, 'end': {'x': 40, 'y': 0}, 'goal': {'x': 40, 'y': 44.4}}",25,1468,1232,shot,,
"{'name': 'Nikola Kuveljić', 'firstName': '', 'lastName': '', 'slug': 'nikola-kuveljic', 'shortName': 'N. Kuveljić', 'position': 'M', 'jerseyNumber': '33', 'userCount': 34, 'gender': 'M', 'id': 948694, 'fieldTranslations': {'nameTranslation': {'ar': 'نيكولا كوفيليتش', 'bn': 'নিকোলা কুভেলজিচ', 'hi': 'निकोला कुवेलजिक'}, 'shortNameTranslation': {'ar': 'ن. كوفيليتش', 'bn': 'এন. কুভেলজিক', 'hi': 'एन. कुवेलजिक'}}}",True,miss,corner,"{'x': 13, 'y': 44, 'z': 0}",left-foot,high,"{'x': 0, 'y': 49.1, 'z': 65.3}","{'name': 'Zoran Popović', 'slug': 'zoran-popovic', 'shortName': 'Z. Popović', 'position': 'G', 'jerseyNumber': '1', 'userCount': 114, 'gender': 'M', 'id': 267437, 'fieldTranslations': {'nameTranslation': {'ar': 'زوران بوبوفيتش', 'bn': 'জোরান পপোভিচ', 'hi': 'ज़ोरान पोपोविक'}, 'shortNameTranslation': {'ar': 'ز. بوبوفيتش', 'bn': 'জেড. পপোভিচ', 'hi': 'ज़ेड. पोपोविक'}}}",6668922,59,,3509,"{'start': {'x': 44, 'y': 13}, 'end': {'x': 50.9, 'y': 0}, 'goal': {'x': 50.9, 'y': 34.7}}",32,1891,809,shot,,
"{'name': 'Brian Ramírez', 'firstName': 'Brian Ramírez', 'lastName': '', 'slug': 'brian-ramirez', 'shortName': 'B. Ramírez', 'position': 'M', 'jerseyNumber': '99', 'userCount': 21, 'gender': 'M', 'id': 1063790, 'fieldTranslations': {'nameTranslation': {'ar': 'براين راميريز'}, 'shortNameTranslation': {'ar': 'ب. راميريز'}}}",True,block,assisted,"{'x': 25.3, 'y': 56, 'z': 0}",left-foot,low-centre,"{'x': 0, 'y': 50.7, 'z': 19}","{'name': 'Zoran Popović', 'slug': 'zoran-popovic', 'shortName': 'Z. Popović', 'position': 'G', 'jerseyNumber': '1', 'userCount': 114, 'gender': 'M', 'id': 267437, 'fieldTranslations': {'nameTranslation': {'ar': 'زوران بوبوفيتش', 'bn': 'জোরান পপোভিচ', 'hi': 'ज़ोरान पोपोविक'}, 'shortNameTranslation': {'ar': 'ز. بوبوفيتش', 'bn': 'জেড. পপোভিচ', 'hi': 'ज़ेड. पोपोविक'}}}",6668921,58,,3472,"{'start': {'x': 56, 'y': 25.3}, 'block': {'x': 55, 'y': 21.6}, 'end': {'x': 49.3, 'y': 0}, 'goal': {'x': 49.3, 'y': 81}}",33,1928,772,shot,"{'x': 21.6, 'y': 55, 'z': 0}",
"{'name': 'Nikola Jovanović', 'firstName': 'Nikola Jovanovic', 'lastName': '', 'slug': 'nikola-jovanovic', 'shortName': 'N. Jovanović', 'position': 'M', 'jerseyNumber': '17', 'userCount': 23, 'gender': 'M', 'id': 1166015, 'fieldTranslations': {'nameTranslation': {'ar': 'نيكولا يوفانوفيتش'}, 'shortNameTranslation': {'ar': 'ن. يوفانوفيتش'}}}",False,miss,free-kick,"{'x': 20.7, 'y': 63, 'z': 0}",left-foot,close-high,"{'x': 0, 'y': 54.6, 'z': 50}","{'name': 'Nikola Grujić', 'firstName': 'Nikola Grujic', 'slug': 'nikola-grujic', 'shortName': 'N. Grujic', 'position': 'G', 'jerseyNumber': '45', 'userCount': 35, 'gender': 'M', 'id': 1515520, 'fieldTranslations': {'nameTranslation': {'ar': 'نيكولا غروجيتش'}, 'shortNameTranslation': {'ar': 'ن. غروجيتش'}}}",6668882,55,,3261,"{'start': {'x': 63, 'y': 20.7}, 'end': {'x': 45.4, 'y': 0}, 'goal': {'x': 45.4, 'y': 50}}",36,2139,561,shot,,
"{'name': 'Clement Lhernault', 'slug': 'clement-lhernault', 'shortName': 'C. Lhernault', 'position': 'M', 'jerseyNumber': '88', 'userCount': 32, 'gender': 'M', 'id': 1513253, 'fieldTranslations': {'nameTranslation': {'ar': 'ليرنو، كلمنت'}, 'shortNameTranslation': {'ar': 'ك. ليرنو'}}}",False,miss,assisted,"{'x': 21.4, 'y': 43.7, 'z': 0}",left-foot,close-right,"{'x': 0, 'y': 42.4, 'z': 12.5}","{'name': 'Nikola Grujić', 'firstName': 'Nikola Grujic', 'slug': 'nikola-grujic', 'shortName': 'N. Grujic', 'position': 'G', 'jerseyNumber': '45', 'userCount': 35, 'gender': 'M', 'id': 1515520, 'fieldTranslations': {'nameTranslation': {'ar': 'نيكولا غروجيتش'}, 'shortNameTranslation': {'ar': 'ن. غروجيتش'}}}",6668792,49,,2895,"{'start': {'x': 43.7, 'y': 21.4}, 'end': {'x': 57.6, 'y': 0}, 'goal': {'x': 57.6, 'y': 87.5}}",42,2505,195,shot,,
"{'name': 'Kwaku Bonsu Osei Gaucho', 'firstName': '', 'lastName': '', 'slug': 'kwaku-bonsu-osei-gaucho', 'shortName': 'K. B. O. Gaucho', 'position': 'F', 'jerseyNumber': '20', 'userCount': 74, 'gender': 'M', 'id': 1009837, 'fieldTranslations': {'nameTranslation': {'ar': 'كواكو بونسو أوسي غاوتشو'}, 'shortNameTranslation': {'ar': 'ك. غاوتشو'}}}",True,miss,assisted,"{'x': 7.6, 'y': 66, 'z': 0}",right-foot,left,"{'x': 0, 'y': 81.2, 'z': 9.7}","{'name': 'Zoran Popović', 'slug': 'zoran-popovic', 'shortName': 'Z. Popović', 'position': 'G', 'jerseyNumber': '1', 'userCount': 114, 'gender': 'M', 'id': 267437, 'fieldTranslations': {'nameTranslation': {'ar': 'زوران بوبوفيتش', 'bn': 'জোরান পপোভিচ', 'hi': 'ज़ोरान पोपोविक'}, 'shortNameTranslation': {'ar': 'ز. بوبوفيتش', 'bn': 'জেড. পপোভিচ', 'hi': 'ज़ेड. पोपोविक'}}}",6668791,47,,2818,"{'start': {'x': 66, 'y': 7.6}, 'end': {'x': 18.8, 'y': 0}, 'goal': {'x': 18.8, 'y': 90.3}}",44,2582,118,shot,,
"{'name': 'Kristian Šekularac', 'slug': 'kristian-sekularac', 'shortName': 'K. Šekularac', 'position': 'M', 'jerseyNumber': '77', 'userCount': 97, 'gender': 'M', 'id': 1087748, 'fieldTranslations': {'nameTranslation': {'ar': 'كريستيان شيكولاراك', 'bn': 'ক্রিস্টিয়ান সেকুলারাক', 'hi': 'क्रिस्टियन सेकुलरैक'}, 'shortNameTranslation': {'ar': 'ك. شيكولاراك', 'bn': 'কে. সেকুলারাক', 'hi': 'के. शेकुलारैक'}}}",False,miss,assisted,"{'x': 26, 'y': 51.1, 'z': 0}",right-foot,high,"{'x': 0, 'y': 53.4, 'z': 73.6}","{'name': 'Nikola Grujić', 'firstName': 'Nikola Grujic', 'slug': 'nikola-grujic', 'shortName': 'N. Grujic', 'position': 'G', 'jerseyNumber': '45', 'userCount': 35, 'gender': 'M', 'id': 1515520, 'fieldTranslations': {'nameTranslation': {'ar': 'نيكولا غروجيتش'}, 'shortNameTranslation': {'ar': 'ن. غروجيتش'}}}",6668505,41,,2458,"{'start': {'x': 51.1, 'y': 26}, 'end': {'x': 46.6, 'y': 0}, 'goal': {'x': 46.6, 'y': 26.4}}",5,242,2458,shot,,
"{'name': 'Simão Pedro', 'firstName': 'Simão Pedro', 'slug': 'simao-pedro', 'shortName': 'S. Pedro', 'position': 'F', 'jerseyNumber': '10', 'userCount': 38, 'gender': 'M', 'id': 2239937, 'fieldTranslations': {'nameTranslation': {'ar': 'سيمون بيدرو'}, 'shortNameTranslation': {'ar': 'س. بيدرو'}}}",False,miss,assisted,"{'x': 11.4, 'y': 38.3, 'z': 0}",right-foot,right,"{'x': 0, 'y': 29.4, 'z': 6.9}","{'name': 'Nikola Grujić', 'firstName': 'Nikola Grujic', 'slug': 'nikola-grujic', 'shortName': 'N. Grujic', 'position': 'G', 'jerseyNumber': '45', 'userCount': 35, 'gender': 'M', 'id': 1515520, 'fieldTranslations': {'nameTranslation': {'ar': 'نيكولا غروجيتش'}, 'shortNameTranslation': {'ar': 'ن. غروجيتش'}}}",6668457,36,,2157,"{'start': {'x': 38.3, 'y': 11.4}, 'end': {'x': 70.6, 'y': 0}, 'goal': {'x': 70.6, 'y': 93.1}}",10,543,2157,shot,,
