player,isHome,shotType,situation,playerCoordinates,bodyPart,goalMouthLocation,goalMouthCoordinates,blockCoordinates,id,time,addedTime,timeSeconds,draw,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,goalType
"{'name': 'Aleksa Vukanović', 'slug': 'aleksa-vukanovic', 'shortName': 'A. Vukanović', 'position': 'F', 'jerseyNumber': '9', 'userCount': 157, 'gender': 'M', 'id': 842317, 'fieldTranslations': {'nameTranslation': {'ar': 'أليكسا فوكانوفيتش', 'bn': 'আলেক্সা ভুকানোভিচ', 'hi': 'अलेक्सा वुकानोविक'}, 'shortNameTranslation': {'ar': 'أ. فوكانوفيتش', 'bn': 'এ. ভুকানোভিচ', 'hi': 'ए. वुकानोविक'}}}",False,save,corner,"{'x': 9.5, 'y': 43.4, 'z': 0}",head,high-centre,"{'x': 0, 'y': 48.5, 'z': 31}","{'x': 0.59999999999999, 'y': 48.6, 'z': 0}",5716431,90,4.0,5590,"{'start': {'x': 43.4, 'y': 9.5}, 'block': {'x': 48.6, 'y': 0.59999999999999}, 'end': {'x': 51.5, 'y': 0}, 'goal': {'x': 51.5, 'y': 69}}",1,710,190,shot,
"{'name': 'Lazar Ranđelović', 'slug': 'lazar-randelovic', 'shortName': 'L. Ranđelović', 'position': 'M', 'jerseyNumber': '77', 'userCount': 316, 'gender': 'M', 'id': 938000, 'fieldTranslations': {'nameTranslation': {'ar': 'لازار راندجيلوفيتش', 'bn': 'লাজার রানডেলোভিচ', 'hi': 'लाज़र रांडेलोविच'}, 'shortNameTranslation': {'ar': 'ل. راندجيلوفيتش', 'bn': 'এল. রানডেলোভিচ', 'hi': 'एल. रांडेलोविच'}}}",False,block,regular,"{'x': 14.2, 'y': 37.8, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 50.3, 'z': 19}","{'x': 12.3, 'y': 39.7, 'z': 0}",5716341,72,,4292,"{'start': {'x': 37.8, 'y': 14.2}, 'block': {'x': 39.7, 'y': 12.3}, 'end': {'x': 49.7, 'y': 0}, 'goal': {'x': 49.7, 'y': 81}}",19,1108,1592,shot,
"{'name': 'Milutin Vidosavljević', 'slug': 'milutin-vidosavljevic', 'shortName': 'M. Vidosavljević', 'position': 'M', 'jerseyNumber': '55', 'userCount': 182, 'gender': 'M', 'id': 858238, 'fieldTranslations': {'nameTranslation': {'ar': 'ميلوتين فيدوسافليفيتش', 'bn': 'মিলুটিন ভিদোসাভলজেভিচ', 'hi': 'मिलुटिन विडोसावलेजेविक'}, 'shortNameTranslation': {'ar': 'م. فيدوسافليفيتش', 'bn': 'এম. ভিদোসাভলজেভিচ', 'hi': 'एम. विडोसावलेजेविक'}}}",False,block,assisted,"{'x': 9.9, 'y': 49.3, 'z': 0}",head,low-centre,"{'x': 0, 'y': 51.2, 'z': 19}","{'x': 7.7, 'y': 49.6, 'z': 0}",5716110,72,,4289,"{'start': {'x': 49.3, 'y': 9.9}, 'block': {'x': 49.6, 'y': 7.7}, 'end': {'x': 48.8, 'y': 0}, 'goal': {'x': 48.8, 'y': 81}}",19,1111,1589,shot,
"{'name': 'Mihajlo Petković', 'firstName': 'Mihajlo', 'lastName': 'Petkovic', 'slug': 'mihajlo-petkovic', 'shortName': 'M. Petković', 'position': 'M', 'jerseyNumber': '21', 'userCount': 153, 'gender': 'M', 'id': 1100966, 'fieldTranslations': {'nameTranslation': {'ar': 'ميهايلو بيتكوفيتش', 'bn': 'মিহাজলো পেটকোভিচ', 'hi': 'मिहाज्लो पेतकोविच'}, 'shortNameTranslation': {'ar': 'م. بيتكوفيتش', 'bn': 'এম. পেটকোভিচ', 'hi': 'एम. पेतकोविच'}}}",True,save,assisted,"{'x': 4.3, 'y': 28.2, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 51.6, 'z': 8.9}","{'x': 0.59999999999999, 'y': 44.9, 'z': 0}",5716082,70,,4187,"{'start': {'x': 28.2, 'y': 4.3}, 'block': {'x': 44.9, 'y': 0.59999999999999}, 'end': {'x': 48.4, 'y': 0}, 'goal': {'x': 48.4, 'y': 91.1}}",21,1213,1487,shot,
"{'name': 'Abdoulaye Cisse', 'firstName': '', 'lastName': '', 'slug': 'abdoulaye-cisse', 'shortName': 'A. Cisse', 'position': 'M', 'jerseyNumber': '6', 'userCount': 107, 'gender': 'M', 'id': 940100, 'fieldTranslations': {'nameTranslation': {'ar': 'عبد الله سي'}, 'shortNameTranslation': {'ar': 'ع. سي'}}}",True,save,set-piece,"{'x': 5.1, 'y': 56.2, 'z': 0}",right-foot,low-right,"{'x': 0, 'y': 47.2, 'z': 3.2}","{'x': 2.2, 'y': 53.2, 'z': 0}",5716501,67,,3996,"{'start': {'x': 56.2, 'y': 5.1}, 'block': {'x': 53.2, 'y': 2.2}, 'end': {'x': 52.8, 'y': 0}, 'goal': {'x': 52.8, 'y': 96.8}}",24,1404,1296,shot,
"{'name': 'Abdoulaye Cisse', 'firstName': '', 'lastName': '', 'slug': 'abdoulaye-cisse', 'shortName': 'A. Cisse', 'position': 'M', 'jerseyNumber': '6', 'userCount': 107, 'gender': 'M', 'id': 940100, 'fieldTranslations': {'nameTranslation': {'ar': 'عبد الله سي'}, 'shortNameTranslation': {'ar': 'ع. سي'}}}",True,block,set-piece,"{'x': 4.5, 'y': 55, 'z': 0}",left-foot,low-right,"{'x': 0, 'y': 46.8, 'z': 19}","{'x': 3.8, 'y': 54.2, 'z': 0}",5716500,67,,3995,"{'start': {'x': 55, 'y': 4.5}, 'block': {'x': 54.2, 'y': 3.8}, 'end': {'x': 53.2, 'y': 0}, 'goal': {'x': 53.2, 'y': 81}}",24,1405,1295,shot,
"{'name': 'Stefan Bukinac', 'firstName': 'Stefan Bukinac', 'lastName': '', 'slug': 'stefan-bukinac', 'shortName': 'S. Bukinac', 'position': 'D', 'jerseyNumber': '33', 'userCount': 193, 'gender': 'M', 'id': 1152947, 'fieldTranslations': {'nameTranslation': {'ar': 'ستيفان بوكيناك'}, 'shortNameTranslation': {'ar': 'س. بوكيناك'}}}",False,save,assisted,"{'x': 13.8, 'y': 27.4, 'z': 0}",left-foot,high-left,"{'x': 0, 'y': 53.6, 'z': 22.8}","{'x': 1.9, 'y': 45.7, 'z': 0}",5716044,58,,3427,"{'start': {'x': 27.4, 'y': 13.8}, 'block': {'x': 45.7, 'y': 1.9}, 'end': {'x': 46.4, 'y': 0}, 'goal': {'x': 46.4, 'y': 77.2}}",33,1973,727,shot,
"{'name': 'Dominic Sadi', 'firstName': 'Dominic Sadi', 'slug': 'sadi-dominic', 'shortName': 'D. Sadi', 'position': 'F', 'jerseyNumber': '30', 'userCount': 184, 'gender': 'M', 'id': 1398550, 'fieldTranslations': {'nameTranslation': {'ar': 'سادي، دومينيك', 'bn': 'সাদি, ডমিনিক', 'hi': 'सादी, डोमिनिक'}, 'shortNameTranslation': {'ar': 'د. سادي', 'bn': 'ডি. সাদি', 'hi': 'डी. डोमिनिक'}}}",True,miss,regular,"{'x': 14.5, 'y': 39.3, 'z': 0}",left-foot,right,"{'x': 0, 'y': 36.5, 'z': 4.2}","{'x': 7.7, 'y': 51.6, 'z': 0}",5715908,48,,2879,"{'start': {'x': 39.3, 'y': 14.5}, 'block': {'x': 51.6, 'y': 7.7}, 'end': {'x': 63.5, 'y': 0}, 'goal': {'x': 63.5, 'y': 95.8}}",43,2521,179,shot,
"{'name': 'Stefan Stanisavljević', 'slug': 'stefan-stanisavljevic', 'shortName': 'S. Stanisavljević', 'position': 'F', 'jerseyNumber': '18', 'userCount': 77, 'gender': 'M', 'id': 1032770, 'fieldTranslations': {'nameTranslation': {'ar': 'ستيفان ستانيسافليفيتش'}, 'shortNameTranslation': {'ar': 'س. ستانيسافليفيتش'}}}",True,save,assisted,"{'x': 5.4, 'y': 52.3, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 49.5, 'z': 19}","{'x': 1.9, 'y': 51.4, 'z': 0}",5715903,48,,2875,"{'start': {'x': 52.3, 'y': 5.4}, 'block': {'x': 51.4, 'y': 1.9}, 'end': {'x': 50.5, 'y': 0}, 'goal': {'x': 50.5, 'y': 81}}",43,2525,175,shot,
"{'name': 'Lazar Ranđelović', 'slug': 'lazar-randelovic', 'shortName': 'L. Ranđelović', 'position': 'M', 'jerseyNumber': '77', 'userCount': 316, 'gender': 'M', 'id': 938000, 'fieldTranslations': {'nameTranslation': {'ar': 'لازار راندجيلوفيتش', 'bn': 'লাজার রানডেলোভিচ', 'hi': 'लाज़र रांडेलोविच'}, 'shortNameTranslation': {'ar': 'ل. راندجيلوفيتش', 'bn': 'এল. রানডেলোভিচ', 'hi': 'एल. रांडेलोविच'}}}",False,save,assisted,"{'x': 10.2, 'y': 25.6, 'z': 0}",right-foot,low-left,"{'x': 0, 'y': 52.2, 'z': 12}","{'x': 1.4, 'y': 46.9, 'z': 0}",5715653,39,,2295,"{'start': {'x': 25.6, 'y': 10.2}, 'block': {'x': 46.9, 'y': 1.4}, 'end': {'x': 47.8, 'y': 0}, 'goal': {'x': 47.8, 'y': 88}}",7,405,2295,shot,
