minute,value
1.0,5
2.0,6
3.0,-10
4.0,-14
5.0,-18
6.0,36
7.0,11
8.0,-17
9.0,-25
10.0,-22
11.0,-23
12.0,-43
13.0,-31
14.0,-22
15.0,-17
16.0,-20
17.0,22
18.0,5
19.0,58
20.0,26
21.0,32
22.0,-22
23.0,-3
24.0,-36
25.0,-50
26.0,-21
27.0,-24
28.0,-29
29.0,-23
30.0,-30
31.0,-18
32.0,-3
33.0,-24
34.0,-14
35.0,-24
36.0,-26
37.0,-48
38.0,32
39.0,3
40.0,-21
41.0,-10
42.0,-12
43.0,-10
44.0,12
45.0,9
45.5,0
46.0,-13
47.0,-21
48.0,-46
49.0,-4
50.0,84
51.0,45
52.0,29
53.0,20
54.0,3
55.0,-19
56.0,-16
57.0,-10
58.0,-11
59.0,-6
60.0,-30
61.0,-8
62.0,16
63.0,13
64.0,21
65.0,25
66.0,25
67.0,19
68.0,37
69.0,30
70.0,53
71.0,24
72.0,-18
73.0,-18
74.0,-11
75.0,-37
76.0,-26
77.0,-14
78.0,-7
79.0,32
80.0,16
81.0,6
82.0,-4
83.0,-3
84.0,7
85.0,-6
86.0,-15
87.0,-12
88.0,-11
89.0,-10
90.0,-9
90.5,-23
