match_id,team_side,team_id,team_name,player_id,player_name,player_slug,player_position,shirt_number,is_substitute,totalPass,accuratePass,totalLongBalls,accurateLongBalls,goalAssist,accurateOwnHalfPasses,totalOwnHalfPasses,accurateOppositionHalfPasses,totalOppositionHalfPasses,aerialWon,duelWon,totalClearance,ballRecovery,goodHighClaim,savedShotsFromInsideTheBox,saves,punches,minutesPlayed,touches,rating,possessionLostCtrl,keeperSaveValue,ratingVersions,totalShots,passValueNormalized,dribbleValueNormalized,defensiveValueNormalized,goalkeeperValueNormalized,statisticsType,total_duels,aerial_duels_total,ground_duels_total,ground_duels_won,ground_duels_lost,pass_accuracy_pct,long_ball_accuracy_pct,cross_accuracy_pct,dribble_success_pct,keeper_sweeper_pct,aerialLost,duelLost,challengeLost,totalContest,wonContest,shotOffTarget,interceptionWon,totalTackle,wonTackle,wasFouled,shotValueNormalized,outfielderBlock,fouls,unsuccessfulTouch,keyPass,totalCross,accurateCross,onTargetScoringAttempt,blockedScoringAttempt,dispossessed,totalOffside,bigChanceCreated,bigChanceMissed,goals,lastManTackle
14015459,home,25736,FK Novi Pazar,1047325,Željko Samčović,zeljko-samcovic,G,1,False,27.0,8.0,23.0,4.0,0.0,4.0,6.0,4.0,21.0,2.0,2.0,3.0,8.0,1.0,3.0,4.0,3.0,90.0,35.0,7.4,19.0,0.6665,"{'original': 7.4, 'alternative': 7.6}",0,0.1,0.0,0.2,0.52,"{'sportSlug': 'football', 'statisticsType': 'player'}",2,2,0,0,0,29.629629629629626,17.391304347826086,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015459,home,25736,FK Novi Pazar,948696,Jovan Marinković,jovan-marinkovic,D,23,False,32.0,18.0,7.0,1.0,0.0,9.0,12.0,9.0,20.0,6.0,11.0,7.0,1.0,,,,,90.0,58.0,7.6,14.0,,"{'original': 7.6, 'alternative': 8.1}",2,0.12,0.04,0.26,,"{'sportSlug': 'football', 'statisticsType': 'player'}",13,7,6,5,1,56.25,14.285714285714285,,100.0,,1.0,2.0,1.0,1.0,1.0,2.0,3.0,3.0,2.0,1.0,-0.38,,,,,,,,,,,,,,
14015459,home,25736,FK Novi Pazar,1023999,Ensar Brunčević,ensar-bruncevic,D,5,False,22.0,19.0,2.0,1.0,0.0,8.0,9.0,11.0,13.0,5.0,6.0,4.0,,,,,,90.0,35.0,6.9,3.0,,"{'original': 6.9, 'alternative': 7.2}",0,0.12,0.04,-0.02,,"{'sportSlug': 'football', 'statisticsType': 'player'}",8,6,2,1,1,86.36363636363636,50.0,,,,1.0,2.0,,,,,2.0,,,1.0,,1.0,1.0,,,,,,,,,,,,
14015459,home,25736,FK Novi Pazar,1981962,Ahmed Hadzimujovic,ahmed-hadzimujovic,D,4,False,27.0,21.0,10.0,6.0,0.0,11.0,13.0,10.0,14.0,1.0,4.0,6.0,4.0,,,,,90.0,45.0,7.6,8.0,,"{'original': 7.6, 'alternative': 7.8}",0,0.19,0.14,0.58,,"{'sportSlug': 'football', 'statisticsType': 'player'}",7,3,4,3,1,77.77777777777779,60.0,,,,2.0,3.0,,,,,3.0,2.0,1.0,1.0,,2.0,1.0,1.0,1.0,,,,,,,,,,
14015459,home,25736,FK Novi Pazar,799179,Nemanja Miletić,nemanja-miletic,D,3,False,29.0,23.0,6.0,2.0,0.0,12.0,13.0,11.0,16.0,1.0,6.0,4.0,5.0,,,,,90.0,56.0,7.5,15.0,,"{'original': 7.5, 'alternative': 7.7}",0,0.28,0.18,0.21,,"{'sportSlug': 'football', 'statisticsType': 'player'}",8,1,7,5,2,79.3103448275862,33.33333333333333,50.0,,,,2.0,1.0,,,,1.0,3.0,2.0,2.0,,,1.0,1.0,4.0,6.0,3.0,,,,,,,,
14015459,home,5362,FK Novi Pazar,940100,Abdoulaye Cisse,abdoulaye-cisse,M,6,False,30.0,25.0,2.0,,0.0,16.0,17.0,9.0,13.0,,2.0,4.0,2.0,,,,,81.0,44.0,7.5,7.0,,"{'original': 7.5, 'alternative': 7}",2,-0.09,0.12,0.24,,"{'sportSlug': 'football', 'statisticsType': 'player'}",4,0,4,2,2,83.33333333333334,,,,,,2.0,,1.0,,,3.0,2.0,1.0,,0.31,,1.0,1.0,,,,1.0,1.0,,,,,,
14015459,home,25736,FK Novi Pazar,1147753,Ivan Davidović,ivan-davidovic,M,24,False,16.0,11.0,3.0,2.0,0.0,5.0,6.0,6.0,10.0,,5.0,3.0,4.0,,,,,90.0,35.0,7.0,9.0,,"{'original': 7, 'alternative': 7.1}",0,0.07,0.12,0.21,,"{'sportSlug': 'football', 'statisticsType': 'player'}",10,1,9,5,4,68.75,66.66666666666666,,50.0,,1.0,5.0,1.0,2.0,1.0,,3.0,2.0,2.0,2.0,,1.0,,,,1.0,,,,2.0,1.0,,,,
14015459,home,25736,FK Novi Pazar,1003429,Matija Malekinušić,matija-malekinusic,M,17,False,18.0,14.0,1.0,1.0,1.0,3.0,3.0,11.0,15.0,1.0,4.0,2.0,4.0,,,,,82.0,33.0,7.4,10.0,,"{'original': 7.4, 'alternative': 7.2}",0,0.77,0.2,-0.1,,"{'sportSlug': 'football', 'statisticsType': 'player'}",9,2,7,3,4,77.77777777777779,100.0,50.0,,,1.0,5.0,1.0,,,,1.0,1.0,1.0,2.0,,,2.0,3.0,2.0,2.0,1.0,,,1.0,,2.0,,,
14015459,home,25736,FK Novi Pazar,1398550,Dominic Sadi,sadi-dominic,M,10,False,4.0,3.0,,,0.0,2.0,3.0,1.0,1.0,,,,2.0,,,,,54.0,8.0,6.4,1.0,,"{'original': 6.4, 'alternative': 6.7}",1,-0.13,,-0.01,,"{'sportSlug': 'football', 'statisticsType': 'player'}",2,0,2,0,2,75.0,,,,,,2.0,,,,1.0,2.0,,,,0.01,,2.0,,,,,,,,,,,,
14015459,home,25736,FK Novi Pazar,1100966,Mihajlo Petković,mihajlo-petkovic,M,21,False,12.0,10.0,3.0,2.0,0.0,4.0,4.0,6.0,8.0,,2.0,,3.0,,,,,73.0,23.0,6.8,7.0,,"{'original': 6.8, 'alternative': 6.7}",3,0.02,0.42,-0.02,,"{'sportSlug': 'football', 'statisticsType': 'player'}",7,0,7,2,5,83.33333333333334,66.66666666666666,,,,,5.0,1.0,4.0,,,,1.0,1.0,1.0,-0.51,,,1.0,,,,2.0,1.0,,1.0,,,,
14015459,home,25736,FK Novi Pazar,1032770,Stefan Stanisavljević,stefan-stanisavljevic,F,18,False,13.0,7.0,,,0.0,2.0,3.0,5.0,10.0,5.0,9.0,2.0,3.0,,,,,90.0,30.0,7.6,12.0,,"{'original': 7.6, 'alternative': 7.2}",2,0.32,-0.2,0.15,,"{'sportSlug': 'football', 'statisticsType': 'player'}",20,13,7,4,3,53.84615384615385,,,,,8.0,11.0,,1.0,,,,,,4.0,0.44,,2.0,5.0,,,,2.0,,,2.0,,1.0,1.0,
14015459,home,25736,FK Novi Pazar,1102770,Semir Alić,semir-alic,M,14,True,7.0,6.0,1.0,,0.0,2.0,2.0,4.0,5.0,,2.0,,,,,,,36.0,11.0,6.6,2.0,,"{'original': 6.6, 'alternative': 6.6}",0,0.07,0.03,-0.06,,"{'sportSlug': 'football', 'statisticsType': 'player'}",5,0,5,2,3,85.71428571428571,,,,,,3.0,2.0,,,,,2.0,1.0,,,,1.0,1.0,,,,,,,,,,,
14015459,home,25736,FK Novi Pazar,944503,Luka Bijelović,luka-bijelovic,F,28,True,2.0,1.0,1.0,,0.0,,,1.0,2.0,,,,,,,,,17.0,8.0,6.5,5.0,,"{'original': 6.5, 'alternative': 6.5}",0,-0.1,0.18,0.0,,"{'sportSlug': 'football', 'statisticsType': 'player'}",3,1,2,0,2,50.0,,,,,1.0,3.0,,1.0,,,,,,,,,,2.0,,,,,,1.0,,,,,
14015459,home,5149,FK Novi Pazar,1152937,Dragan Bojat,dragan-bojat,D,2,True,1.0,1.0,,,0.0,1.0,1.0,,,,,,,,,,,9.0,2.0,6.7,,,"{'original': 6.7, 'alternative': 6.5}",0,0.01,-0.01,0.13,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015459,home,25736,FK Novi Pazar,1175945,Bob Murphy Omoregbe,omoregbe-bob-murphy,F,7,True,1.0,,1.0,,0.0,,,,1.0,,,2.0,1.0,,,,,8.0,3.0,6.4,1.0,,"{'original': 6.4, 'alternative': 6.4}",0,0.0,,-0.03,,"{'sportSlug': 'football', 'statisticsType': 'player'}",1,0,1,0,1,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
14015459,home,25736,FK Novi Pazar,795839,Miloje Preković,miloje-prekovic,G,12,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015459,home,25736,FK Novi Pazar,1153954,Veljko Mirosavic,veljko-mirosavic,D,20,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015459,home,5363,FK Novi Pazar,887054,Samson Iyede,samson-iyede,F,9,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015459,home,25736,FK Novi Pazar,1493919,Zoran Alilović,zoran-alilovic,M,31,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015459,home,25736,FK Novi Pazar,1111781,Jovan Manev,jovan-manev,D,29,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015459,home,25736,FK Novi Pazar,907763,Abdulsamed Abdullahi,abdulsamed-abdullahi,M,8,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015459,home,25736,FK Novi Pazar,999049,Filip Bačkulja,backulja-filip,D,15,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
