minute,value
1.0,2
2.0,2
3.0,3
4.0,3
5.0,-46
6.0,-25
7.0,-23
8.0,-1
9.0,-3
10.0,-10
11.0,12
12.0,-10
13.0,-19
14.0,-17
15.0,-43
16.0,-5
17.0,-4
18.0,-12
19.0,-18
20.0,-34
21.0,-18
22.0,-16
23.0,-21
24.0,-11
25.0,-4
26.0,-2
27.0,2
28.0,14
29.0,11
30.0,37
31.0,34
32.0,25
33.0,20
34.0,17
35.0,61
36.0,32
37.0,17
38.0,1
39.0,20
40.0,-37
41.0,-12
42.0,-9
43.0,-25
44.0,-10
45.0,-7
45.5,45
46.0,-2
47.0,-30
48.0,-25
49.0,-44
50.0,-27
51.0,-21
52.0,-21
53.0,-37
54.0,-50
55.0,-38
56.0,-65
57.0,-40
58.0,-47
59.0,-28
60.0,-26
61.0,-9
62.0,16
63.0,17
64.0,15
65.0,43
66.0,33
67.0,25
68.0,19
69.0,31
70.0,10
71.0,-6
72.0,6
73.0,-4
74.0,6
75.0,8
76.0,11
77.0,8
78.0,7
79.0,5
80.0,-9
81.0,-10
82.0,-5
83.0,-17
84.0,-40
85.0,-22
86.0,-11
87.0,-5
88.0,-1
89.0,-12
90.0,6
90.5,26
