player,isHome,shotType,situation,playerCoordinates,bodyPart,goalMouthLocation,goalMouthCoordinates,id,time,timeSeconds,draw,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,blockCoordinates,goalType
"{'name': 'Stefan Tomović', 'firstName': 'Stefan Tomovic', 'slug': 'stefan-tomovic', 'shortName': 'S. Tomović', 'position': 'M', 'jerseyNumber': '70', 'userCount': 86, 'gender': 'M', 'id': 1063371, 'fieldTranslations': {'nameTranslation': {'ar': 'ستيفان توموفيتش', 'bn': 'স্টেফান তোমোভিচ', 'hi': 'स्टीफ़न टॉमोविक'}, 'shortNameTranslation': {'ar': 'س. توموفيتش', 'bn': 'এস. তোমোভিচ', 'hi': 'एस. टॉमोविक'}}}",False,post,fast-break,"{'x': 2.6, 'y': 39.5, 'z': 0}",left-foot,left,"{'x': 0, 'y': 55.5, 'z': 7.6}",6022663,87,5167,"{'start': {'x': 39.5, 'y': 2.6}, 'end': {'x': 44.5, 'y': 0}, 'goal': {'x': 44.5, 'y': 92.4}}",4,233,2467,shot,,
"{'name': 'Kwaku Bonsu Osei Gaucho', 'firstName': '', 'lastName': '', 'slug': 'kwaku-bonsu-osei-gaucho', 'shortName': 'K. B. O. Gaucho', 'position': 'F', 'jerseyNumber': '20', 'userCount': 74, 'gender': 'M', 'id': 1009837, 'fieldTranslations': {'nameTranslation': {'ar': 'كواكو بونسو أوسي غاوتشو'}, 'shortNameTranslation': {'ar': 'ك. غاوتشو'}}}",False,miss,fast-break,"{'x': 10.5, 'y': 61.3, 'z': 0}",right-foot,left,"{'x': 0, 'y': 80, 'z': 5.6}",6022649,87,5165,"{'start': {'x': 61.3, 'y': 10.5}, 'block': {'x': 44, 'y': 3.6}, 'end': {'x': 20, 'y': 0}, 'goal': {'x': 20, 'y': 94.4}}",4,235,2465,shot,"{'x': 3.6, 'y': 44, 'z': 0}",
"{'name': 'Haris Hajdarević', 'slug': 'haris-hajdarevic', 'shortName': 'H. Hajdarević', 'position': 'M', 'jerseyNumber': '4', 'userCount': 39, 'gender': 'M', 'id': 901590, 'fieldTranslations': {'nameTranslation': {'ar': 'هاريس حاجداريفيتش', 'bn': 'হারিস হাজদারেভিচ', 'hi': 'हारिस हजदारेविक'}, 'shortNameTranslation': {'ar': 'ه. حاجداريفيتش', 'bn': 'এইচ. হাজদারেভিচ', 'hi': 'एच. हजदारेविक'}}}",True,miss,assisted,"{'x': 18.2, 'y': 64.4, 'z': 0}",right-foot,left,"{'x': 0, 'y': 59.3, 'z': 5.6}",6022599,85,5065,"{'start': {'x': 64.4, 'y': 18.2}, 'end': {'x': 40.7, 'y': 0}, 'goal': {'x': 40.7, 'y': 94.4}}",6,335,2365,shot,,
"{'name': 'Kwaku Bonsu Osei Gaucho', 'firstName': '', 'lastName': '', 'slug': 'kwaku-bonsu-osei-gaucho', 'shortName': 'K. B. O. Gaucho', 'position': 'F', 'jerseyNumber': '20', 'userCount': 74, 'gender': 'M', 'id': 1009837, 'fieldTranslations': {'nameTranslation': {'ar': 'كواكو بونسو أوسي غاوتشو'}, 'shortNameTranslation': {'ar': 'ك. غاوتشو'}}}",False,save,throw-in-set-piece,"{'x': 11.6, 'y': 62.4, 'z': 0}",right-foot,low-left,"{'x': 0, 'y': 52.3, 'z': 4.4}",6022529,77,4578,"{'start': {'x': 62.4, 'y': 11.6}, 'block': {'x': 50.2, 'y': 0.5}, 'end': {'x': 47.7, 'y': 0}, 'goal': {'x': 47.7, 'y': 95.6}}",14,822,1878,shot,"{'x': 0.5, 'y': 50.2, 'z': 0}",
"{'name': 'Sadick Abubakar', 'firstName': 'Sadick Abubakar', 'lastName': '', 'slug': 'sadick-abubakar', 'shortName': 'S. Abubakar', 'position': 'D', 'jerseyNumber': '37', 'userCount': 47, 'gender': 'M', 'id': 1147568, 'fieldTranslations': {'nameTranslation': {'ar': 'سادك أبو بكر'}, 'shortNameTranslation': {'ar': 'س. بكر'}}}",True,miss,regular,"{'x': 26, 'y': 58.5, 'z': 0}",right-foot,close-high-right,"{'x': 0, 'y': 43.2, 'z': 43.1}",6022485,74,4410,"{'start': {'x': 58.5, 'y': 26}, 'end': {'x': 56.8, 'y': 0}, 'goal': {'x': 56.8, 'y': 56.9}}",17,990,1710,shot,,
"{'name': 'Martin Novaković', 'firstName': '', 'lastName': '', 'slug': 'martin-novakovic', 'shortName': 'M. Novaković', 'position': 'M', 'jerseyNumber': '30', 'userCount': 57, 'gender': 'M', 'id': 997184, 'fieldTranslations': {'nameTranslation': {'ar': 'مارتن نوفاكوفيتش'}, 'shortNameTranslation': {'ar': 'م. نوفاكوفيتش'}}}",True,block,regular,"{'x': 21.2, 'y': 51.9, 'z': 0}",left-foot,low-left,"{'x': 0, 'y': 54.5, 'z': 19}",6022464,70,4179,"{'start': {'x': 51.9, 'y': 21.2}, 'block': {'x': 49.3, 'y': 12.5}, 'end': {'x': 45.5, 'y': 0}, 'goal': {'x': 45.5, 'y': 81}}",21,1221,1479,shot,"{'x': 12.5, 'y': 49.3, 'z': 0}",
"{'name': 'Borko Duronjić', 'firstName': '', 'lastName': '', 'slug': 'borko-duronjic', 'shortName': 'B. Duronjić', 'position': 'M', 'jerseyNumber': '11', 'userCount': 19, 'gender': 'M', 'id': 356190, 'fieldTranslations': {'nameTranslation': {'ar': 'بوركو دورونجيش', 'bn': 'বোরকো দুরঞ্জিক', 'hi': 'बोर्को दुरोनजीक'}, 'shortNameTranslation': {'ar': 'ب. دورونجيش', 'bn': 'বি. দুরনজিচ', 'hi': 'बी. दुरोनजीक'}}}",True,save,assisted,"{'x': 16.1, 'y': 38.5, 'z': 0}",right-foot,high-centre,"{'x': 0, 'y': 51, 'z': 32.9}",6022452,67,3975,"{'start': {'x': 38.5, 'y': 16.1}, 'block': {'x': 48.2, 'y': 1.4}, 'end': {'x': 49, 'y': 0}, 'goal': {'x': 49, 'y': 67.1}}",24,1425,1275,shot,"{'x': 1.4, 'y': 48.2, 'z': 0}",
"{'name': 'Martin Novaković', 'firstName': '', 'lastName': '', 'slug': 'martin-novakovic', 'shortName': 'M. Novaković', 'position': 'M', 'jerseyNumber': '30', 'userCount': 57, 'gender': 'M', 'id': 997184, 'fieldTranslations': {'nameTranslation': {'ar': 'مارتن نوفاكوفيتش'}, 'shortNameTranslation': {'ar': 'م. نوفاكوفيتش'}}}",True,miss,assisted,"{'x': 31.3, 'y': 38.3, 'z': 0}",right-foot,close-left,"{'x': 0, 'y': 58.2, 'z': 9.7}",6022428,64,3813,"{'start': {'x': 38.3, 'y': 31.3}, 'end': {'x': 41.8, 'y': 0}, 'goal': {'x': 41.8, 'y': 90.3}}",27,1587,1113,shot,,
"{'name': 'Mateja Gašić', 'firstName': 'Mateja Gasic', 'slug': 'mateja-gasic', 'shortName': 'M. Gašić', 'position': 'D', 'jerseyNumber': '66', 'userCount': 40, 'gender': 'M', 'id': 1147541, 'fieldTranslations': {'nameTranslation': {'ar': 'ماتيا غاشيتش'}, 'shortNameTranslation': {'ar': 'م. غاشيتش'}}}",True,miss,regular,"{'x': 15.6, 'y': 46, 'z': 0}",left-foot,high,"{'x': 0, 'y': 55.8, 'z': 76.4}",6022336,57,3363,"{'start': {'x': 46, 'y': 15.6}, 'end': {'x': 44.2, 'y': 0}, 'goal': {'x': 44.2, 'y': 23.6}}",34,2037,663,shot,,
"{'name': 'Miloš Popović', 'firstName': 'Milos Popovic', 'slug': 'milos-popovic', 'shortName': 'M. Popović', 'position': 'M', 'jerseyNumber': '5', 'userCount': 27, 'gender': 'M', 'id': 1165840, 'fieldTranslations': {'nameTranslation': {'ar': 'ميلوش بوبوفيتش'}, 'shortNameTranslation': {'ar': 'م. بوبوفيتش'}}}",True,block,assisted,"{'x': 9.5, 'y': 58.3, 'z': 0}",left-foot,low-right,"{'x': 0, 'y': 46.9, 'z': 19}",6022305,53,3134,"{'start': {'x': 58.3, 'y': 9.5}, 'block': {'x': 55.8, 'y': 4.9}, 'end': {'x': 53.1, 'y': 0}, 'goal': {'x': 53.1, 'y': 81}}",38,2266,434,shot,"{'x': 4.9, 'y': 55.8, 'z': 0}",
"{'name': 'Borko Duronjić', 'firstName': '', 'lastName': '', 'slug': 'borko-duronjic', 'shortName': 'B. Duronjić', 'position': 'M', 'jerseyNumber': '11', 'userCount': 19, 'gender': 'M', 'id': 356190, 'fieldTranslations': {'nameTranslation': {'ar': 'بوركو دورونجيش', 'bn': 'বোরকো দুরঞ্জিক', 'hi': 'बोर्को दुरोनजीक'}, 'shortNameTranslation': {'ar': 'ب. دورونجيش', 'bn': 'বি. দুরনজিচ', 'hi': 'बी. दुरोनजीक'}}}",True,save,free-kick,"{'x': 7.9, 'y': 17.4, 'z': 0}",right-foot,high-centre,"{'x': 0, 'y': 50, 'z': 31.6}",6022276,49,2925,"{'start': {'x': 17.4, 'y': 7.9}, 'block': {'x': 47.7, 'y': 0.5}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 68.4}}",42,2475,225,shot,"{'x': 0.5, 'y': 47.7, 'z': 0}",
