player,isHome,shotType,situation,playerCoordinates,bodyPart,goalMouthLocation,goalMouthCoordinates,id,time,timeSeconds,draw,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,blockCoordinates,goalType
"{'name': 'Sandro Trémoulet', 'slug': 'sandro-tremoulet', 'shortName': 'S. Trémoulet', 'position': 'D', 'jerseyNumber': '18', 'userCount': 165, 'gender': 'M', 'id': 1388249, 'fieldTranslations': {'nameTranslation': {'ar': 'ساندرو تريموليه'}, 'shortNameTranslation': {'ar': 'س. تريموليه'}}}",True,miss,set-piece,"{'x': 9, 'y': 52.9, 'z': 0}",head,right,"{'x': 0, 'y': 37, 'z': 18.1}",6058151,42,2469,"{'start': {'x': 52.9, 'y': 9}, 'end': {'x': 63, 'y': 0}, 'goal': {'x': 63, 'y': 81.9}}",4,231,2469,shot,,
"{'name': 'Ilija Babić', 'slug': 'ilija-babic', 'shortName': 'I. Babić', 'position': 'M', 'jerseyNumber': '21', 'userCount': 55, 'gender': 'M', 'id': 997194, 'fieldTranslations': {'nameTranslation': {'ar': 'إيليا بابيتش'}, 'shortNameTranslation': {'ar': 'إ. بابيتش'}}}",False,save,set-piece,"{'x': 7.5, 'y': 45.5, 'z': 0}",right-foot,high-left,"{'x': 0, 'y': 53.6, 'z': 24.7}",6058150,38,2266,"{'start': {'x': 45.5, 'y': 7.5}, 'block': {'x': 49.5, 'y': 1.1}, 'end': {'x': 46.4, 'y': 0}, 'goal': {'x': 46.4, 'y': 75.3}}",8,434,2266,shot,"{'x': 1.1, 'y': 49.5, 'z': 0}",
"{'name': 'Borko Duronjić', 'firstName': '', 'lastName': '', 'slug': 'borko-duronjic', 'shortName': 'B. Duronjić', 'position': 'M', 'jerseyNumber': '11', 'userCount': 19, 'gender': 'M', 'id': 356190, 'fieldTranslations': {'nameTranslation': {'ar': 'بوركو دورونجيش', 'bn': 'বোরকো দুরঞ্জিক', 'hi': 'बोर्को दुरोनजीक'}, 'shortNameTranslation': {'ar': 'ب. دورونجيش', 'bn': 'বি. দুরনজিচ', 'hi': 'बी. दुरोनजीक'}}}",True,goal,assisted,"{'x': 6.3, 'y': 39.7, 'z': 0}",left-foot,low-left,"{'x': 0, 'y': 52.1, 'z': 5.1}",6021927,37,2167,"{'start': {'x': 39.7, 'y': 6.3}, 'end': {'x': 47.9, 'y': 0}, 'goal': {'x': 47.9, 'y': 94.9}}",9,533,2167,shot,,regular
"{'name': 'Douglas Owusu', 'firstName': 'Owusu', 'lastName': 'Douglas', 'slug': 'owusu-douglas', 'shortName': 'O. Douglas', 'position': 'M', 'jerseyNumber': '35', 'userCount': 634, 'gender': 'M', 'id': 1916326, 'fieldTranslations': {'nameTranslation': {'ar': 'أووسو دوغلاس'}, 'shortNameTranslation': {'ar': 'أ. دوغلاس'}}}",True,miss,set-piece,"{'x': 8.9, 'y': 73.2, 'z': 0}",left-foot,high-left,"{'x': 0, 'y': 58.2, 'z': 77.8}",6021902,36,2125,"{'start': {'x': 73.2, 'y': 8.9}, 'end': {'x': 41.8, 'y': 0}, 'goal': {'x': 41.8, 'y': 22.2}}",10,575,2125,shot,,
"{'name': 'Ilija Babić', 'slug': 'ilija-babic', 'shortName': 'I. Babić', 'position': 'M', 'jerseyNumber': '21', 'userCount': 55, 'gender': 'M', 'id': 997194, 'fieldTranslations': {'nameTranslation': {'ar': 'إيليا بابيتش'}, 'shortNameTranslation': {'ar': 'إ. بابيتش'}}}",False,miss,assisted,"{'x': 13.8, 'y': 32.1, 'z': 0}",right-foot,left,"{'x': 0, 'y': 62.4, 'z': 6.9}",6021924,34,2012,"{'start': {'x': 32.1, 'y': 13.8}, 'end': {'x': 37.6, 'y': 0}, 'goal': {'x': 37.6, 'y': 93.1}}",12,688,2012,shot,,
"{'name': 'Martin Novaković', 'firstName': '', 'lastName': '', 'slug': 'martin-novakovic', 'shortName': 'M. Novaković', 'position': 'M', 'jerseyNumber': '30', 'userCount': 57, 'gender': 'M', 'id': 997184, 'fieldTranslations': {'nameTranslation': {'ar': 'مارتن نوفاكوفيتش'}, 'shortNameTranslation': {'ar': 'م. نوفاكوفيتش'}}}",True,block,set-piece,"{'x': 25.9, 'y': 47, 'z': 0}",left-foot,low-centre,"{'x': 0, 'y': 50.8, 'z': 19}",6021875,32,1882,"{'start': {'x': 47, 'y': 25.9}, 'block': {'x': 47.8, 'y': 16}, 'end': {'x': 49.2, 'y': 0}, 'goal': {'x': 49.2, 'y': 81}}",14,818,1882,shot,"{'x': 16, 'y': 47.8, 'z': 0}",
"{'name': 'Brian Ramírez', 'firstName': 'Brian Ramírez', 'lastName': '', 'slug': 'brian-ramirez', 'shortName': 'B. Ramírez', 'position': 'M', 'jerseyNumber': '99', 'userCount': 21, 'gender': 'M', 'id': 1063790, 'fieldTranslations': {'nameTranslation': {'ar': 'براين راميريز'}, 'shortNameTranslation': {'ar': 'ب. راميريز'}}}",False,miss,set-piece,"{'x': 7.6, 'y': 47.4, 'z': 0}",head,high-left,"{'x': 0, 'y': 59.2, 'z': 63.9}",6021710,24,1415,"{'start': {'x': 47.4, 'y': 7.6}, 'end': {'x': 40.8, 'y': 0}, 'goal': {'x': 40.8, 'y': 36.1}}",22,1285,1415,shot,,
"{'name': 'Miloš Popović', 'firstName': 'Milos Popovic', 'slug': 'milos-popovic', 'shortName': 'M. Popović', 'position': 'M', 'jerseyNumber': '5', 'userCount': 27, 'gender': 'M', 'id': 1165840, 'fieldTranslations': {'nameTranslation': {'ar': 'ميلوش بوبوفيتش'}, 'shortNameTranslation': {'ar': 'م. بوبوفيتش'}}}",True,goal,assisted,"{'x': 24.4, 'y': 66.4, 'z': 0}",right-foot,low-left,"{'x': 0, 'y': 53.8, 'z': 8.2}",6021661,22,1290,"{'start': {'x': 66.4, 'y': 24.4}, 'end': {'x': 46.2, 'y': 0}, 'goal': {'x': 46.2, 'y': 91.8}}",24,1410,1290,shot,,regular
"{'name': 'Nemanja Milunović', 'firstName': '', 'lastName': '', 'slug': 'nemanja-milunovic', 'shortName': 'N. Milunović', 'position': 'D', 'jerseyNumber': '19', 'userCount': 169, 'gender': 'M', 'id': 54775, 'fieldTranslations': {'nameTranslation': {'ar': 'نيمانيا ميلونوفيتش', 'bn': 'নেমাঞ্জা মিলুনোভিচ', 'hi': 'नेमांजा मिलुनोविक'}, 'shortNameTranslation': {'ar': 'ن. ميلونوفيتش', 'bn': 'এন. মিলুনোভিচ', 'hi': 'एन. मिलुनोविक'}}}",False,miss,corner,"{'x': 5.2, 'y': 44.4, 'z': 0}",head,close-high,"{'x': 0, 'y': 53.3, 'z': 59.7}",6021630,18,1052,"{'start': {'x': 44.4, 'y': 5.2}, 'end': {'x': 46.7, 'y': 0}, 'goal': {'x': 46.7, 'y': 40.3}}",28,1648,1052,shot,,
"{'name': 'Yohan Bilingi', 'firstName': '', 'lastName': '', 'slug': 'bilingi-yohan', 'shortName': 'Y. Bilingi', 'position': 'D', 'jerseyNumber': '28', 'userCount': 19, 'gender': 'M', 'id': 949370, 'fieldTranslations': {'nameTranslation': {'ar': 'يوهان بيلينغي'}, 'shortNameTranslation': {'ar': 'ي. بيلينغي'}}}",False,block,corner,"{'x': 8.2, 'y': 51.5, 'z': 0}",head,low-right,"{'x': 0, 'y': 46.9, 'z': 19}",6021629,18,1046,"{'start': {'x': 51.5, 'y': 8.2}, 'block': {'x': 52.9, 'y': 1.1}, 'end': {'x': 53.1, 'y': 0}, 'goal': {'x': 53.1, 'y': 81}}",28,1654,1046,shot,"{'x': 1.1, 'y': 52.9, 'z': 0}",
"{'name': 'Ilija Babić', 'slug': 'ilija-babic', 'shortName': 'I. Babić', 'position': 'M', 'jerseyNumber': '21', 'userCount': 55, 'gender': 'M', 'id': 997194, 'fieldTranslations': {'nameTranslation': {'ar': 'إيليا بابيتش'}, 'shortNameTranslation': {'ar': 'إ. بابيتش'}}}",False,block,fast-break,"{'x': 18.2, 'y': 66.9, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 51.2, 'z': 19}",6021545,15,859,"{'start': {'x': 66.9, 'y': 18.2}, 'block': {'x': 65.5, 'y': 16.8}, 'end': {'x': 48.8, 'y': 0}, 'goal': {'x': 48.8, 'y': 81}}",31,1841,859,shot,"{'x': 16.8, 'y': 65.5, 'z': 0}",
"{'name': 'Ilija Babić', 'slug': 'ilija-babic', 'shortName': 'I. Babić', 'position': 'M', 'jerseyNumber': '21', 'userCount': 55, 'gender': 'M', 'id': 997194, 'fieldTranslations': {'nameTranslation': {'ar': 'إيليا بابيتش'}, 'shortNameTranslation': {'ar': 'إ. بابيتش'}}}",False,miss,assisted,"{'x': 25.7, 'y': 37, 'z': 0}",right-foot,high-right,"{'x': 0, 'y': 37.8, 'z': 51.4}",6021471,9,529,"{'start': {'x': 37, 'y': 25.7}, 'end': {'x': 62.2, 'y': 0}, 'goal': {'x': 62.2, 'y': 48.6}}",37,2171,529,shot,,
"{'name': 'Stephen Chinedu', 'slug': 'chinedu-stephen', 'shortName': 'S. Chinedu', 'position': 'F', 'jerseyNumber': '9', 'userCount': 122, 'gender': 'M', 'id': 999008, 'fieldTranslations': {'nameTranslation': {'ar': 'ستيفن تشينيدو'}, 'shortNameTranslation': {'ar': 'س. تشينيدو'}}}",True,block,assisted,"{'x': 11, 'y': 38.9, 'z': 0}",left-foot,low-right,"{'x': 0, 'y': 47.6, 'z': 19}",6021374,7,410,"{'start': {'x': 38.9, 'y': 11}, 'block': {'x': 41.2, 'y': 9.2}, 'end': {'x': 52.4, 'y': 0}, 'goal': {'x': 52.4, 'y': 81}}",39,2290,410,shot,"{'x': 9.2, 'y': 41.2, 'z': 0}",
