match_id,team_side,team_id,team_name,player_id,player_name,player_slug,player_position,shirt_number,is_substitute,totalPass,accuratePass,totalLongBalls,accurateLongBalls,goalAssist,accurateOwnHalfPasses,totalOwnHalfPasses,accurateOppositionHalfPasses,totalOppositionHalfPasses,ballRecovery,savedShotsFromInsideTheBox,saves,minutesPlayed,touches,rating,possessionLostCtrl,keeperSaveValue,ratingVersions,totalShots,passValueNormalized,dribbleValueNormalized,defensiveValueNormalized,goalkeeperValueNormalized,statisticsType,total_duels,aerial_duels_total,ground_duels_total,ground_duels_won,ground_duels_lost,pass_accuracy_pct,long_ball_accuracy_pct,cross_accuracy_pct,dribble_success_pct,keeper_sweeper_pct,totalCross,accurateCross,aerialLost,aerialWon,duelLost,duelWon,challengeLost,dispossessed,totalContest,wonContest,shotOffTarget,totalClearance,outfielderBlock,interceptionWon,totalTackle,wonTackle,wasFouled,fouls,keyPass,shotValueNormalized,unsuccessfulTouch,onTargetScoringAttempt,blockedScoringAttempt,goals,bigChanceCreated,totalOffside,goodHighClaim,totalKeeperSweeper,accurateKeeperSweeper,bigChanceMissed,hitWoodwork
14015503,home,287019,FK Radnik Surdulica,999008,Stephen Chinedu,chinedu-stephen,F,77,False,18.0,8.0,1.0,1.0,0.0,2.0,5.0,6.0,13.0,1.0,,,83.0,41.0,6.9,20.0,,"{'original': 6.9, 'alternative': 7.3}",1,-0.2,0.31,0.17,,"{'sportSlug': 'football', 'statisticsType': 'player'}",21,9,12,7,5,44.44444444444444,100.0,50.0,,,2.0,1.0,3.0,6.0,8.0,13.0,,2.0,,,,1.0,,,1.0,1.0,6.0,3.0,,-0.45,7.0,,1.0,,,,,,,,
14015503,home,111127,FK Radnik Surdulica,1130262,Đorđe Jovanović,dorde-jovanovic,F,88,True,1.0,1.0,,,0.0,,,1.0,1.0,1.0,,,10.0,6.0,6.6,2.0,,"{'original': 6.6, 'alternative': 6.5}",0,0.01,0.02,0.13,,"{'sportSlug': 'football', 'statisticsType': 'player'}",3,1,2,1,1,100.0,,,,,,,1.0,,2.0,1.0,,,1.0,,,,,,,,1.0,,,,1.0,,,,,,,,,,
14015503,home,111127,FK Radnik Surdulica,901590,Haris Hajdarević,haris-hajdarevic,M,4,True,2.0,1.0,,,0.0,,,1.0,2.0,,,,14.0,5.0,6.3,2.0,,"{'original': 6.3, 'alternative': 6.5}",1,-0.03,0.13,0.0,,"{'sportSlug': 'football', 'statisticsType': 'player'}",5,4,1,1,0,50.0,,,100.0,,,,4.0,,4.0,1.0,,,1.0,1.0,1.0,,,,,,,,,-0.23,1.0,,,,,1.0,,,,,
14015503,home,111127,FK Radnik Surdulica,1544668,Darije Markočević,darije-markocevic,F,49,True,,,,,0.0,,,,,,,,1.0,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",1,0,1,0,1,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
14015503,home,111127,FK Radnik Surdulica,1000660,Savo Rašković,savo-raskovic,M,80,True,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015503,home,37125,FK Radnik Surdulica,1427154,Uroš Filipović,uros-filipovic,D,21,True,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015503,home,35326,FK Radnik Surdulica,1166049,Andrija Lazarević,andrija-lazarevic,F,19,True,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015503,home,111127,FK Radnik Surdulica,1166090,Luka Puzovic,luka-puzovic,M,8,True,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015503,home,241802,FK Radnik Surdulica,357742,Pedro Empis,empis-pedro,D,15,True,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015503,home,111127,FK Radnik Surdulica,954756,Stefan Ilić,stefan-ilic,G,26,True,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015503,home,111127,FK Radnik Surdulica,1031603,Vukašin Bogdanović,vukasin-bogdanovic,F,9,True,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015503,home,202066,FK Radnik Surdulica,997182,Uroš Blagojević,uros-blagojevic,D,33,True,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015503,away,36967,FK Spartak Subotica,1166185,Marin Dulić,marin-dulic,G,12,False,17.0,6.0,14.0,3.0,0.0,5.0,9.0,1.0,8.0,7.0,1.0,2.0,90.0,27.0,5.9,11.0,0.0353,"{'original': 5.9, 'alternative': 6.2}",0,0.0,,-0.21,-0.84,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,35.294117647058826,21.428571428571427,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,1.0,,
14015503,away,36967,FK Spartak Subotica,949370,Yohan Bilingi,bilingi-yohan,D,28,False,13.0,6.0,3.0,,0.0,4.0,7.0,2.0,6.0,1.0,,,45.0,18.0,6.1,7.0,,"{'original': 6.1, 'alternative': 6.2}",1,0.03,0.01,-0.34,,"{'sportSlug': 'football', 'statisticsType': 'player'}",4,3,1,1,0,46.15384615384615,,,,,,,,3.0,,4.0,,,,,,2.0,,,1.0,,,,,-0.12,,,1.0,,,,,,,,
14015503,away,36967,FK Spartak Subotica,54775,Nemanja Milunović,nemanja-milunovic,D,19,False,47.0,23.0,20.0,5.0,0.0,18.0,26.0,5.0,21.0,3.0,,,90.0,72.0,6.3,27.0,,"{'original': 6.3, 'alternative': 7}",1,0.16,0.11,-0.37,,"{'sportSlug': 'football', 'statisticsType': 'player'}",13,4,9,6,3,48.93617021276596,25.0,,100.0,,1.0,,1.0,3.0,4.0,9.0,,1.0,2.0,2.0,1.0,10.0,1.0,2.0,1.0,,3.0,2.0,,-0.53,,,,,,,,,,1.0,
14015503,away,36967,FK Spartak Subotica,1104740,Luka Subotić,luka-subotic,D,15,False,37.0,24.0,14.0,6.0,0.0,15.0,21.0,9.0,16.0,4.0,,,90.0,65.0,6.7,15.0,,"{'original': 6.7, 'alternative': 7.1}",0,0.0,0.08,-0.08,,"{'sportSlug': 'football', 'statisticsType': 'player'}",23,11,12,7,5,64.86486486486487,42.857142857142854,,100.0,,,,5.0,6.0,10.0,13.0,2.0,,2.0,2.0,,10.0,1.0,5.0,2.0,1.0,3.0,3.0,1.0,,2.0,,,,,,,,,,
14015503,away,36967,FK Spartak Subotica,1030841,Leonardo Antonio,leonardo-antonio,M,27,False,18.0,11.0,1.0,,0.0,7.0,13.0,4.0,5.0,1.0,,,45.0,23.0,6.2,7.0,,"{'original': 6.2, 'alternative': 6.2}",0,-0.07,0.08,-0.16,,"{'sportSlug': 'football', 'statisticsType': 'player'}",6,2,4,1,3,61.111111111111114,,,,,,,1.0,1.0,4.0,2.0,1.0,,,,,2.0,,,1.0,,,2.0,,,,,,,,,,,,,
14015503,away,36967,FK Spartak Subotica,224466,Boris Sekulić,boris-sekulic,M,2,False,30.0,22.0,2.0,1.0,0.0,12.0,16.0,10.0,14.0,5.0,,,90.0,45.0,6.6,9.0,,"{'original': 6.6, 'alternative': 6.6}",0,0.02,0.07,-0.11,,"{'sportSlug': 'football', 'statisticsType': 'player'}",3,1,2,1,1,73.33333333333333,50.0,,100.0,,1.0,,,1.0,1.0,2.0,,,1.0,1.0,,2.0,,,,,,1.0,,,,,,,,,,,,,
14015503,away,36967,FK Spartak Subotica,1063790,Brian Ramírez,brian-ramirez,M,99,False,10.0,6.0,,,0.0,3.0,5.0,3.0,5.0,3.0,,,36.0,21.0,6.3,7.0,,"{'original': 6.3, 'alternative': 6.6}",1,-0.02,0.02,-0.09,,"{'sportSlug': 'football', 'statisticsType': 'player'}",10,1,9,4,5,60.0,,,,,1.0,,,1.0,5.0,5.0,1.0,1.0,1.0,,1.0,,,1.0,3.0,1.0,1.0,2.0,1.0,-0.25,,,,,,,,,,,
14015503,away,36967,FK Spartak Subotica,1063371,Stefan Tomović,stefan-tomovic,M,70,False,45.0,40.0,6.0,5.0,0.0,14.0,14.0,26.0,31.0,6.0,,,90.0,67.0,7.2,15.0,,"{'original': 7.2, 'alternative': 6.9}",1,0.75,0.36,-0.17,,"{'sportSlug': 'football', 'statisticsType': 'player'}",9,0,9,4,5,88.88888888888889,83.33333333333334,50.0,25.0,,6.0,3.0,,,5.0,4.0,1.0,1.0,4.0,1.0,1.0,,,,,,3.0,,6.0,-0.46,3.0,,,,2.0,,,,,1.0,1.0
14015503,away,36967,FK Spartak Subotica,1489498,Danijel Kolaric,danijel-kolaric,M,16,False,17.0,14.0,2.0,,0.0,6.0,8.0,8.0,9.0,1.0,,,81.0,37.0,6.6,10.0,,"{'original': 6.6, 'alternative': 6.5}",0,0.06,0.06,-0.03,,"{'sportSlug': 'football', 'statisticsType': 'player'}",9,2,7,3,4,82.35294117647058,,,,,1.0,,2.0,,6.0,3.0,1.0,,,,,2.0,,,1.0,1.0,2.0,3.0,,,5.0,,,,,,,,,,
14015503,away,36967,FK Spartak Subotica,905454,Lincoln,lincoln,F,9,False,20.0,19.0,,,0.0,5.0,6.0,14.0,14.0,,,,63.0,37.0,6.5,9.0,,"{'original': 6.5, 'alternative': 6.5}",0,0.01,0.06,-0.01,,"{'sportSlug': 'football', 'statisticsType': 'player'}",11,3,8,3,5,95.0,,,,,,,2.0,1.0,7.0,4.0,,2.0,2.0,,,,,,1.0,1.0,2.0,1.0,,,4.0,,,,,,,,,,
14015503,away,36967,FK Spartak Subotica,997194,Ilija Babić,ilija-babic,F,21,False,18.0,14.0,,,0.0,3.0,4.0,11.0,14.0,1.0,,,90.0,40.0,6.2,14.0,,"{'original': 6.2, 'alternative': 6.8}",4,-0.15,-0.01,-0.01,,"{'sportSlug': 'football', 'statisticsType': 'player'}",11,2,9,4,5,77.77777777777779,,,33.33333333333333,,1.0,,1.0,1.0,6.0,5.0,,3.0,3.0,1.0,2.0,,,,1.0,1.0,2.0,1.0,,0.26,4.0,1.0,1.0,,,1.0,,,,1.0,
14015503,away,37064,FK Spartak Subotica,1094065,Eldar Mehmedović,eldar-mehmedovic,M,44,True,24.0,19.0,2.0,2.0,0.0,7.0,12.0,12.0,12.0,5.0,,,54.0,42.0,6.8,11.0,,"{'original': 6.8, 'alternative': 6.9}",0,0.16,0.08,-0.16,,"{'sportSlug': 'football', 'statisticsType': 'player'}",16,5,11,6,5,79.16666666666666,100.0,,50.0,,,,2.0,3.0,7.0,9.0,1.0,2.0,2.0,1.0,,,,3.0,,,5.0,1.0,,,3.0,,,,,,,,,,
14015503,away,36967,FK Spartak Subotica,1093730,Nemanja Krsmanović,nemanja-krsmanovic,D,49,True,18.0,8.0,9.0,1.0,0.0,2.0,6.0,6.0,12.0,3.0,,,45.0,35.0,6.8,16.0,,"{'original': 6.8, 'alternative': 6.6}",0,0.11,-0.39,0.15,,"{'sportSlug': 'football', 'statisticsType': 'player'}",3,0,3,2,1,44.44444444444444,11.11111111111111,20.0,,,5.0,1.0,,,1.0,2.0,,,1.0,,,2.0,,,1.0,1.0,1.0,,,,1.0,,,,,,,,,,
14015503,away,36967,FK Spartak Subotica,1649511,Francis Ebuka Nwokeabia,francis-ebuka-nwokeabia,M,6,True,14.0,6.0,2.0,,0.0,2.0,7.0,4.0,7.0,7.0,,,45.0,26.0,6.5,11.0,,"{'original': 6.5, 'alternative': 6.5}",0,-0.04,0.07,0.42,,"{'sportSlug': 'football', 'statisticsType': 'player'}",9,3,6,2,4,42.857142857142854,,,,,1.0,,2.0,1.0,6.0,3.0,3.0,,,,,1.0,2.0,1.0,,,3.0,2.0,,,2.0,,,,,,,,,,
14015503,away,36967,FK Spartak Subotica,1009837,Kwaku Bonsu Osei Gaucho,kwaku-bonsu-osei-gaucho,F,20,True,5.0,4.0,,,0.0,,,4.0,5.0,,,,27.0,11.0,6.4,2.0,,"{'original': 6.4, 'alternative': 7}",2,-0.01,0.11,0.13,,"{'sportSlug': 'football', 'statisticsType': 'player'}",2,0,2,1,1,80.0,,,,,,,,,1.0,1.0,,1.0,,,1.0,,,,,,1.0,,1.0,-0.52,,1.0,,,1.0,,,,,,
14015503,away,241802,FK Spartak Subotica,1957203,Anđelko Pavlović,andjelko-pavlovic,F,11,True,6.0,4.0,,,0.0,,,4.0,6.0,,,,9.0,7.0,6.6,3.0,,"{'original': 6.6, 'alternative': 6.7}",0,-0.16,0.06,0.0,,"{'sportSlug': 'football', 'statisticsType': 'player'}",1,1,0,0,0,66.66666666666666,,,,,,,1.0,,1.0,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,
14015503,away,36967,FK Spartak Subotica,2049924,Ezekiel Ruben,ezekiel-ruben,D,66,True,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015503,away,36967,FK Spartak Subotica,2189184,Kudu Shama Abdul,kudu-shama-abdul,D,25,True,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015503,away,36967,FK Spartak Subotica,1049522,Aleksandar Vulić,aleksandar-vulic,G,1,True,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015503,away,301263,FK Spartak Subotica,1424448,Veljko Jocić,veljko-jocic,M,14,True,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015503,away,36967,FK Spartak Subotica,1981794,Aleksa Trajković,aleksa-trajkovic,M,17,True,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
