match_id,team_side,team_id,team_name,player_id,player_name,player_slug,player_position,shirt_number,is_substitute,totalPass,accuratePass,totalLongBalls,accurateLongBalls,goalAssist,accurateOwnHalfPasses,totalOwnHalfPasses,accurateOppositionHalfPasses,totalOppositionHalfPasses,totalClearance,ballRecovery,savedShotsFromInsideTheBox,penaltyFaced,saves,minutesPlayed,touches,rating,possessionLostCtrl,totalBallCarriesDistance,ballCarriesCount,totalProgression,progressiveBallCarriesCount,keeperSaveValue,ratingVersions,totalShots,passValueNormalized,dribbleValueNormalized,defensiveValueNormalized,goalkeeperValueNormalized,statisticsType,total_duels,aerial_duels_total,ground_duels_total,ground_duels_won,ground_duels_lost,pass_accuracy_pct,long_ball_accuracy_pct,cross_accuracy_pct,dribble_success_pct,keeper_sweeper_pct,totalCross,accurateCross,duelLost,duelWon,challengeLost,totalContest,wonContest,totalTackle,wonTackle,unsuccessfulTouch,wasFouled,fouls,bestBallCarryProgression,totalProgressiveBallCarriesDistance,keyPass,outfielderBlock,aerialLost,aerialWon,interceptionWon,dispossessed,onTargetScoringAttempt,penaltyConceded,shotValueNormalized,shotOffTarget,blockedScoringAttempt,penaltyWon,bigChanceMissed,goals,bigChanceCreated,errorLeadToAShot,errorLeadToAGoal
14015614,away,25737,FK Radnički Niš,370644,Gboly Ariyibi,gboly-ariyibi,M,11,False,17.0,12.0,1.0,1.0,0.0,2.0,2.0,10.0,15.0,2.0,1.0,,,,89.0,41.0,6.7,16.0,171.03728787848,18.0,-22.452954072286,1.0,,"{'original': 6.7, 'alternative': 6.6}",0,0.08,0.13,-0.05,,"{'sportSlug': 'football', 'statisticsType': 'player'}",14,0,14,8,6,70.58823529411765,100.0,,100.0,,2.0,,6.0,8.0,,3.0,3.0,,,4.0,5.0,1.0,19.653174913773,20.51,,,,,1.0,5.0,,,,,,,,,,,
14015614,away,25737,FK Radnički Niš,1000276,Aleksandr Shestyuk,aleksandr-shestyuk,F,9,False,21.0,16.0,,,0.0,8.0,10.0,8.0,11.0,,2.0,,,,66.0,25.0,6.8,8.0,143.19692958556,16.0,-36.635261841132,1.0,,"{'original': 6.8, 'alternative': 7}",1,-0.4,-0.1,-0.01,,"{'sportSlug': 'football', 'statisticsType': 'player'}",5,5,0,0,0,76.19047619047619,,,,,,,3.0,2.0,,,,,,3.0,,,24.321583352622,28.046411552996,,,3.0,2.0,,,1.0,,0.32,,,,,1.0,,,
14015614,away,25737,FK Radnički Niš,1894089,Stefan Nikolić,stefan-nikolic,M,70,True,17.0,11.0,2.0,1.0,0.0,4.0,7.0,7.0,10.0,,2.0,,,,55.0,26.0,6.2,10.0,43.780237111688,8.0,1.9681910745168,1.0,,"{'original': 6.2, 'alternative': 6.3}",2,-0.1,0.16,-0.29,,"{'sportSlug': 'football', 'statisticsType': 'player'}",6,1,5,1,4,64.70588235294117,50.0,,,,1.0,,5.0,1.0,4.0,,,,,3.0,1.0,,9.0505499897954,9.2889129611597,,,1.0,,,,,,-0.36,1.0,1.0,,,,,,
14015614,away,25737,FK Radnički Niš,873419,Issah Abass,abass-issah,F,8,True,3.0,3.0,1.0,1.0,0.0,2.0,2.0,1.0,1.0,,1.0,,,,24.0,8.0,6.5,3.0,14.143799004285,2.0,-7.3474773908012,0.0,,"{'original': 6.5, 'alternative': 6.3}",0,0.01,0.04,0.14,,"{'sportSlug': 'football', 'statisticsType': 'player'}",4,0,4,1,3,100.0,100.0,,,,,,3.0,1.0,,1.0,,,,1.0,1.0,1.0,,,,,,,1.0,1.0,,,,,,,,,,,
14015614,away,25737,FK Radnički Niš,1085212,Ibrahim Mustapha,ibrahim-mustapha,F,23,True,10.0,8.0,,,0.0,5.0,5.0,3.0,5.0,1.0,4.0,,,,24.0,15.0,6.6,5.0,43.147369768803,7.0,22.060483199345,1.0,,"{'original': 6.6, 'alternative': 6.5}",0,0.12,0.08,0.15,,"{'sportSlug': 'football', 'statisticsType': 'player'}",3,1,2,0,2,80.0,,,,,,,2.0,1.0,,1.0,,,,1.0,,,13.218317657983,13.473521291778,1.0,,,1.0,,1.0,,,,,,,,,,,
14015614,away,25737,FK Radnički Niš,989351,Ranko Jokić,ranko-jokic,D,3,True,,,,,0.0,,,,,,,,,,1.0,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015614,away,25737,FK Radnički Niš,1384025,Lamonth Rochester,lamonth-rochester,D,14,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015614,away,25737,FK Radnički Niš,2198962,Djordje Petrović,djordje-petrovic,D,71,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015614,away,25737,FK Radnički Niš,810663,Nikola Srećković,nikola-sreckovic,M,20,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015614,away,25737,FK Radnički Niš,2456158,Petar Maslovarić,petar-maslovaric,G,91,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015614,away,25737,FK Radnički Niš,605446,Bubacar Djaló,bubacar-djalo,M,5,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015614,away,25737,FK Radnički Niš,804837,Dejan Stanivuković,dejan-stanivukovic,G,94,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015614,away,25737,FK Radnički Niš,987906,Oleg Nikiforenko,oleg-nikiforenko,M,7,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
