player,isHome,shotType,situation,playerCoordinates,bodyPart,goalMouthLocation,goalMouthCoordinates,blockCoordinates,id,time,addedTime,timeSeconds,draw,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,goalType
"{'name': 'Sankara Karamoko', 'firstName': 'Sankara Karamoko', 'lastName': '', 'slug': 'sankara-karamoko', 'shortName': 'S. Karamoko', 'position': 'F', 'jerseyNumber': '50', 'userCount': 259, 'gender': 'M', 'id': 1444568, 'fieldTranslations': {'nameTranslation': {'ar': 'سانكارا كاراموكو'}, 'shortNameTranslation': {'ar': 'س. كاراموكو'}}}",False,block,assisted,"{'x': 13.8, 'y': 64, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 48.5, 'z': 19}","{'x': 9.3, 'y': 59.9, 'z': 0}",5534517,90,2.0,5495,"{'start': {'x': 64, 'y': 13.8}, 'block': {'x': 59.9, 'y': 9.3}, 'end': {'x': 51.5, 'y': 0}, 'goal': {'x': 51.5, 'y': 81}}",1,805,95,shot,
"{'name': 'Vasilije Novičić', 'firstName': 'Vasilije Novicic', 'slug': 'vasilije-novicic', 'shortName': 'V. Novićić', 'position': 'M', 'jerseyNumber': '22', 'userCount': 343, 'gender': 'M', 'id': 1957265, 'fieldTranslations': {'nameTranslation': {'ar': 'فاسيليي نوفتيتش'}, 'shortNameTranslation': {'ar': 'ف. نوفتيتش'}}}",False,miss,free-kick,"{'x': 25.9, 'y': 56.4, 'z': 0}",right-foot,close-high,"{'x': 0, 'y': 45, 'z': 59.7}",,5534489,88,,5220,"{'start': {'x': 56.4, 'y': 25.9}, 'end': {'x': 55, 'y': 0}, 'goal': {'x': 55, 'y': 40.3}}",3,180,2520,shot,
"{'name': 'Nikola Bogdanovski', 'firstName': 'Nikola', 'lastName': 'Bogdanovski', 'slug': 'nikola-bogdanovski', 'shortName': 'N. Bogdanovski', 'position': 'M', 'jerseyNumber': '33', 'userCount': 16, 'gender': 'M', 'id': 956793, 'fieldTranslations': {'nameTranslation': {'ar': 'نيكولا بوغدانوفيسكي'}, 'shortNameTranslation': {'ar': 'ن. بوغدانوفيسكي'}}}",True,miss,assisted,"{'x': 22.2, 'y': 71.1, 'z': 0}",left-foot,left,"{'x': 0, 'y': 60, 'z': 12.5}",,5534587,84,,5001,"{'start': {'x': 71.1, 'y': 22.2}, 'end': {'x': 40, 'y': 0}, 'goal': {'x': 40, 'y': 87.5}}",7,399,2301,shot,
"{'name': 'Olivier Thill', 'slug': 'olivier-thill', 'shortName': 'O. Thill', 'position': 'M', 'userCount': 110, 'gender': 'M', 'id': 797763, 'fieldTranslations': {'nameTranslation': {'ar': 'أوليفييه ثيل', 'bn': 'অলিভিয়ার থিল', 'hi': 'ओलिवियर थिल'}, 'shortNameTranslation': {'ar': 'أ. ثيل', 'bn': 'ও. থিল', 'hi': 'ओ. थिल'}}}",False,miss,assisted,"{'x': 9.5, 'y': 50.5, 'z': 0}",head,close-left,"{'x': 0, 'y': 57.3, 'z': 20.8}",,5534412,80,,4784,"{'start': {'x': 50.5, 'y': 9.5}, 'end': {'x': 42.7, 'y': 0}, 'goal': {'x': 42.7, 'y': 79.2}}",11,616,2084,shot,
"{'name': 'Vladimir Miletić', 'firstName': '', 'lastName': '', 'slug': 'vladimir-miletic', 'shortName': 'V. Miletić', 'position': 'M', 'jerseyNumber': '95', 'userCount': 51, 'gender': 'M', 'id': 998786, 'fieldTranslations': {'nameTranslation': {'ar': 'فلاديمير ميليتيتش'}, 'shortNameTranslation': {'ar': 'ف. ميليتيتش'}}}",True,save,assisted,"{'x': 9.9, 'y': 49.3, 'z': 0}",right-foot,low-left,"{'x': 0, 'y': 52.6, 'z': 19}","{'x': 1.9, 'y': 49.6, 'z': 0}",5534390,76,,4542,"{'start': {'x': 49.3, 'y': 9.9}, 'block': {'x': 49.6, 'y': 1.9}, 'end': {'x': 47.4, 'y': 0}, 'goal': {'x': 47.4, 'y': 81}}",15,858,1842,shot,
"{'name': 'Stefan Hajdin', 'firstName': 'Stefan', 'lastName': 'Hajdin', 'slug': 'stefan-hajdin', 'shortName': 'S. Hajdin', 'position': 'D', 'jerseyNumber': '3', 'userCount': 47, 'gender': 'M', 'id': 889448, 'fieldTranslations': {'nameTranslation': {'ar': 'ستيفان حيدين'}, 'shortNameTranslation': {'ar': 'س. حيدين'}}}",True,goal,assisted,"{'x': 9.7, 'y': 45.2, 'z': 0}",left-foot,low-right,"{'x': 0, 'y': 47.2, 'z': 8.9}",,5534323,70,,4157,"{'start': {'x': 45.2, 'y': 9.7}, 'end': {'x': 52.8, 'y': 0}, 'goal': {'x': 52.8, 'y': 91.1}}",21,1243,1457,shot,regular
"{'name': 'Stefan Bukorac', 'firstName': '', 'lastName': '', 'slug': 'stefan-bukorac', 'shortName': 'S. Bukorac', 'position': 'D', 'jerseyNumber': '5', 'userCount': 19, 'gender': 'M', 'id': 795871, 'fieldTranslations': {'nameTranslation': {'ar': 'ستيفان بوكوراك'}, 'shortNameTranslation': {'ar': 'س. بوكوراك'}}}",True,goal,corner,"{'x': 2.9, 'y': 43, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 48.7, 'z': 17.1}",,5534303,66,,3917,"{'start': {'x': 43, 'y': 2.9}, 'end': {'x': 51.3, 'y': 0}, 'goal': {'x': 51.3, 'y': 82.9}}",25,1483,1217,shot,regular
"{'name': 'Andrija Majdevac', 'firstName': '', 'lastName': '', 'slug': 'andrija-majdevac', 'shortName': 'A. Majdevac', 'position': 'F', 'jerseyNumber': '11', 'userCount': 71, 'gender': 'M', 'id': 796223, 'fieldTranslations': {'nameTranslation': {'ar': 'أندريا ماجديفاك', 'bn': 'আন্দ্রিজা মাজদেভাক', 'hi': 'एंड्रीजा मजदेवैक'}, 'shortNameTranslation': {'ar': 'أ. ماجديفاك', 'bn': 'এ. মাজদেভাক', 'hi': 'ए. मजदेवैक'}}}",True,block,corner,"{'x': 13.5, 'y': 49.9, 'z': 0}",right-foot,low-right,"{'x': 0, 'y': 47.8, 'z': 19}","{'x': 10.9, 'y': 50.4, 'z': 0}",5534364,66,,3915,"{'start': {'x': 49.9, 'y': 13.5}, 'block': {'x': 50.4, 'y': 10.9}, 'end': {'x': 52.2, 'y': 0}, 'goal': {'x': 52.2, 'y': 81}}",25,1485,1215,shot,
"{'name': 'Filip Krstić', 'firstName': 'Filip', 'lastName': 'Krstić', 'slug': 'filip-krstic', 'shortName': 'F. Krstić', 'position': 'M', 'jerseyNumber': '4', 'userCount': 16, 'gender': 'M', 'id': 840862, 'fieldTranslations': {'nameTranslation': {'ar': 'فيليب كريستيتش'}, 'shortNameTranslation': {'ar': 'ف. كريستيتش'}}}",True,block,corner,"{'x': 8.6, 'y': 53.2, 'z': 0}",head,low-centre,"{'x': 0, 'y': 51.1, 'z': 19}","{'x': 6.2, 'y': 52, 'z': 0}",5534363,66,,3914,"{'start': {'x': 53.2, 'y': 8.6}, 'block': {'x': 52, 'y': 6.2}, 'end': {'x': 48.9, 'y': 0}, 'goal': {'x': 48.9, 'y': 81}}",25,1486,1214,shot,
"{'name': 'Stefan Hajdin', 'firstName': 'Stefan', 'lastName': 'Hajdin', 'slug': 'stefan-hajdin', 'shortName': 'S. Hajdin', 'position': 'D', 'jerseyNumber': '3', 'userCount': 47, 'gender': 'M', 'id': 889448, 'fieldTranslations': {'nameTranslation': {'ar': 'ستيفان حيدين'}, 'shortNameTranslation': {'ar': 'س. حيدين'}}}",True,block,assisted,"{'x': 14.4, 'y': 31.8, 'z': 0}",right-foot,low-left,"{'x': 0, 'y': 51.9, 'z': 19}","{'x': 8.5, 'y': 38.4, 'z': 0}",5534294,62,,3687,"{'start': {'x': 31.8, 'y': 14.4}, 'block': {'x': 38.4, 'y': 8.5}, 'end': {'x': 48.1, 'y': 0}, 'goal': {'x': 48.1, 'y': 81}}",29,1713,987,shot,
