match_id,team_side,team_id,team_name,player_id,player_name,player_slug,player_position,shirt_number,is_substitute,totalPass,accuratePass,totalLongBalls,accurateLongBalls,goalAssist,accurateOwnHalfPasses,totalOwnHalfPasses,totalOppositionHalfPasses,ballRecovery,errorLeadToAGoal,errorLeadToAShot,savedShotsFromInsideTheBox,saves,totalKeeperSweeper,minutesPlayed,touches,rating,possessionLostCtrl,keeperSaveValue,ratingVersions,totalShots,passValueNormalized,defensiveValueNormalized,goalkeeperValueNormalized,statisticsType,total_duels,aerial_duels_total,ground_duels_total,ground_duels_won,ground_duels_lost,pass_accuracy_pct,long_ball_accuracy_pct,cross_accuracy_pct,dribble_success_pct,keeper_sweeper_pct,accurateOppositionHalfPasses,totalCross,accurateCross,aerialLost,aerialWon,duelLost,duelWon,challengeLost,dispossessed,totalContest,wonContest,interceptionWon,totalTackle,wonTackle,unsuccessfulTouch,wasFouled,fouls,keyPass,dribbleValueNormalized,totalClearance,outfielderBlock,shotOffTarget,onTargetScoringAttempt,goals,shotValueNormalized,blockedScoringAttempt,totalOffside,bigChanceCreated,goodHighClaim,punches,ownGoals
14015446,home,7674,FK Napredak Kruševac,1937361,Lazar Balević,lazar-balevic,G,84,False,15.0,8.0,7.0,1.0,0.0,8.0,12.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,90.0,20.0,5.8,7.0,0.0372,"{'original': 5.8, 'alternative': 5.9}",0,-0.07,-0.56,-0.58,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,53.333333333333336,14.285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015446,home,7674,FK Napredak Kruševac,984877,Uroš Ignjatović,uros-ignjatovic,D,24,False,37.0,30.0,2.0,1.0,0.0,7.0,12.0,25.0,3.0,,,,,,90.0,65.0,6.6,15.0,,"{'original': 6.6, 'alternative': 7}",0,0.25,-0.19,,"{'sportSlug': 'football', 'statisticsType': 'player'}",15,5,10,5,5,81.08108108108108,50.0,20.0,50.0,,23.0,5.0,1.0,4.0,1.0,9.0,6.0,1.0,1.0,2.0,1.0,1.0,3.0,3.0,1.0,1.0,2.0,3.0,0.18,,,,,,,,,,,,
14015446,home,58689,FK Napredak Kruševac,1102161,Nemanja Đeković,nemanja-dekovic,D,25,False,68.0,52.0,21.0,10.0,0.0,32.0,36.0,32.0,4.0,,,,,,90.0,81.0,7.4,18.0,,"{'original': 7.4, 'alternative': 7.1}",0,0.53,-0.1,,"{'sportSlug': 'football', 'statisticsType': 'player'}",8,5,3,1,2,76.47058823529412,47.61904761904761,,,,20.0,,,2.0,3.0,4.0,4.0,1.0,,1.0,,3.0,1.0,1.0,1.0,,,1.0,0.09,5.0,1.0,,,,,,,,,,
14015446,home,7674,FK Napredak Kruševac,795871,Stefan Bukorac,stefan-bukorac,D,5,False,60.0,51.0,8.0,5.0,0.0,35.0,40.0,20.0,5.0,,,,,,90.0,75.0,7.6,11.0,,"{'original': 7.6, 'alternative': 7.4}",2,0.09,-0.17,,"{'sportSlug': 'football', 'statisticsType': 'player'}",15,7,8,4,4,85.0,62.5,,,,16.0,,,4.0,3.0,8.0,7.0,1.0,,1.0,,1.0,2.0,1.0,1.0,2.0,2.0,,0.04,3.0,,1.0,1.0,1.0,0.53,,,,,,
14015446,home,7674,FK Napredak Kruševac,1165834,Luka Drobnjak,luka-drobnjak,D,77,False,54.0,48.0,8.0,4.0,0.0,27.0,29.0,25.0,3.0,,,,,,90.0,72.0,7.5,7.0,,"{'original': 7.5, 'alternative': 7.4}",0,0.29,-0.06,,"{'sportSlug': 'football', 'statisticsType': 'player'}",10,2,8,8,0,88.88888888888889,50.0,,,,21.0,,,,2.0,,10.0,,,,,1.0,2.0,1.0,1.0,6.0,,1.0,-0.09,5.0,,,,,,,,,,,
14015446,home,7674,FK Napredak Kruševac,840862,Filip Krstić,filip-krstic,M,4,False,34.0,27.0,4.0,3.0,0.0,12.0,15.0,19.0,5.0,,,,,,81.0,45.0,7.0,8.0,,"{'original': 7, 'alternative': 7.1}",3,0.16,-0.01,,"{'sportSlug': 'football', 'statisticsType': 'player'}",7,6,1,0,1,79.41176470588235,75.0,,,,15.0,,,,6.0,1.0,6.0,,,,,2.0,,,1.0,,1.0,1.0,0.17,2.0,,1.0,,,-0.24,2.0,,,,,
14015446,home,7674,FK Napredak Kruševac,943362,Miloš Tošeski,milos-toseski,M,22,False,38.0,33.0,4.0,3.0,0.0,12.0,13.0,25.0,7.0,,,,,,60.0,50.0,6.8,8.0,,"{'original': 6.8, 'alternative': 7.5}",1,0.08,-0.02,,"{'sportSlug': 'football', 'statisticsType': 'player'}",4,2,2,2,0,86.8421052631579,75.0,40.0,,,21.0,5.0,2.0,1.0,1.0,1.0,3.0,,,,,,2.0,1.0,,,,4.0,0.01,1.0,,,1.0,,-0.13,,,,,,
14015446,home,7674,FK Napredak Kruševac,799152,Aleksandar Lutovac,aleksandar-lutovac,M,15,False,17.0,11.0,4.0,1.0,0.0,1.0,2.0,15.0,3.0,,,,,,60.0,33.0,6.7,10.0,,"{'original': 6.7, 'alternative': 7.1}",3,0.25,-0.1,,"{'sportSlug': 'football', 'statisticsType': 'player'}",8,2,6,3,3,64.70588235294117,25.0,50.0,60.0,,10.0,2.0,1.0,2.0,,5.0,3.0,1.0,,5.0,3.0,,,,1.0,,,1.0,0.3,,,3.0,,,-0.53,,,,,,
14015446,home,7674,FK Napredak Kruševac,998786,Vladimir Miletić,vladimir-miletic,M,95,False,17.0,13.0,1.0,1.0,0.0,7.0,8.0,9.0,2.0,,,,,,90.0,30.0,6.1,9.0,,"{'original': 6.1, 'alternative': 6.6}",1,0.18,-0.24,,"{'sportSlug': 'football', 'statisticsType': 'player'}",15,3,12,2,10,76.47058823529412,100.0,50.0,,,6.0,2.0,1.0,2.0,1.0,12.0,3.0,1.0,2.0,2.0,,1.0,1.0,1.0,,1.0,5.0,2.0,0.32,1.0,,,1.0,,-0.51,,1.0,,,,
14015446,home,5143,FK Napredak Kruševac,889448,Stefan Hajdin,stefan-hajdin,M,44,False,35.0,28.0,4.0,3.0,0.0,8.0,9.0,26.0,4.0,,,,,,81.0,59.0,7.6,13.0,,"{'original': 7.6, 'alternative': 7.7}",4,0.12,-0.05,,"{'sportSlug': 'football', 'statisticsType': 'player'}",5,2,3,0,3,80.0,75.0,,,,20.0,2.0,,,2.0,3.0,2.0,1.0,,1.0,,2.0,,,2.0,,1.0,,0.04,1.0,,1.0,2.0,1.0,0.47,1.0,,,,,
