match_id,team_side,team_id,team_name,player_id,player_name,player_slug,player_position,shirt_number,is_substitute,totalPass,accuratePass,totalLongBalls,accurateLongBalls,goalAssist,accurateOwnHalfPasses,totalOwnHalfPasses,accurateOppositionHalfPasses,totalOppositionHalfPasses,totalCross,accurateCross,aerialLost,aerialWon,duelLost,duelWon,challengeLost,totalContest,wonContest,onTargetScoringAttempt,goals,totalClearance,outfielderBlock,ballRecovery,totalTackle,wonTackle,errorLeadToAShot,ownGoals,unsuccessfulTouch,wasFouled,fouls,totalOffside,crossNotClaimed,goodHighClaim,savedShotsFromInsideTheBox,saves,totalKeeperSweeper,accurateKeeperSweeper,minutesPlayed,touches,rating,possessionLostCtrl,expectedGoals,expectedAssists,ratingVersions,totalShots,statisticsType,total_duels,aerial_duels_total,ground_duels_total,ground_duels_won,ground_duels_lost,pass_accuracy_pct,long_ball_accuracy_pct,cross_accuracy_pct,dribble_success_pct,keeper_sweeper_pct,interceptionWon,shotOffTarget,keyPass,blockedScoringAttempt,dispossessed,bigChanceCreated,bigChanceMissed,penaltyWon,penaltyConceded
14147367,away,7581,FK Bokelj Kotor,909420,Marko Čavor,marko-cavor,D,29,False,31.0,24.0,6.0,2.0,0.0,12.0,15.0,12.0,16.0,2.0,1.0,1.0,0.0,13.0,6.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,,,,,,,90.0,45.0,6.3,10.0,0.0,0.0,"{'original': 6.3, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",19,1,18,6,12,77.41935483870968,33.33333333333333,50.0,,,2.0,1.0,,,,,,,
14147367,away,7581,FK Bokelj Kotor,1381377,Kristijan Radunović,kristijan-radunovic,M,14,False,49.0,37.0,4.0,2.0,0.0,17.0,19.0,14.0,20.0,0.0,0.0,2.0,3.0,9.0,7.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,,,,,,,90.0,61.0,7.8,13.0,0.31,0.0,"{'original': 7.8, 'alternative': None}",2.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",16,5,11,4,7,75.51020408163265,50.0,,100.0,,4.0,1.0,,,,,,,
14147367,away,7581,FK Bokelj Kotor,1063210,Fatih Muković,fatih-mukovic,M,8,False,65.0,51.0,8.0,3.0,0.0,27.0,29.0,23.0,35.0,0.0,0.0,2.0,1.0,8.0,5.0,1.0,1.0,1.0,0.0,0.0,3.0,0.0,10.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,,,,,,,90.0,75.0,6.6,13.0,0.0,0.0,"{'original': 6.6, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",13,3,10,4,6,78.46153846153847,37.5,,100.0,,3.0,,,,,,,,
14147367,away,120152,FK Bokelj Kotor,1048761,Sotirios Kokkinis,sotirios-kokkinis,M,28,False,19.0,14.0,0.0,0.0,0.0,3.0,6.0,9.0,11.0,0.0,0.0,1.0,0.0,11.0,6.0,1.0,4.0,3.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,,,,,,,72.0,42.0,6.6,10.0,0.45,0.0,"{'original': 6.6, 'alternative': None}",4.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",17,1,16,6,10,73.68421052631578,,,75.0,,1.0,2.0,,1.0,1.0,,,,
14147367,away,7581,FK Bokelj Kotor,138949,Igor Poček,igor-pocek,M,10,False,27.0,17.0,5.0,2.0,0.0,3.0,3.0,14.0,24.0,1.0,0.0,1.0,0.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,72.0,36.0,6.4,8.0,0.0,0.08,"{'original': 6.4, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",9,1,8,0,8,62.96296296296296,40.0,0.0,,,,,2.0,,1.0,,,,
14147367,away,7581,FK Bokelj Kotor,813112,Luka Maraš,luka-maras,M,11,False,22.0,17.0,0.0,0.0,1.0,8.0,8.0,9.0,14.0,3.0,1.0,2.0,1.0,11.0,5.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,,,,,,,83.0,32.0,7.8,8.0,0.21,0.31,"{'original': 7.8, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",16,3,13,4,9,77.27272727272727,,33.33333333333333,100.0,,,,2.0,,2.0,,,,
14147367,away,228024,FK Bokelj Kotor,1218295,Ayumu Nishimura,ayumu-nishimura,F,99,False,17.0,13.0,0.0,0.0,1.0,8.0,10.0,5.0,7.0,0.0,0.0,8.0,0.0,14.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,,,,,,,90.0,35.0,6.5,14.0,0.33,0.21,"{'original': 6.5, 'alternative': None}",2.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",17,8,9,3,6,76.47058823529412,,,,,,,1.0,1.0,2.0,,1.0,,
14147367,away,7581,FK Bokelj Kotor,572018,Velizar Janketić,velizar-janketic,M,7,True,12.0,8.0,1.0,0.0,0.0,2.0,3.0,5.0,8.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,18.0,18.0,6.8,5.0,0.0,0.0,"{'original': 6.8, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",1,0,1,0,1,66.66666666666666,0.0,0.0,,,1.0,,,,,1.0,,,
14147367,away,7581,FK Bokelj Kotor,227396,Šaleta Kordić,saleta-kordic,F,9,True,5.0,1.0,0.0,0.0,0.0,,,1.0,5.0,0.0,0.0,4.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,18.0,6.0,6.4,4.0,0.0,0.0,"{'original': 6.4, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",5,4,1,1,0,20.0,,,,,,,,,,,,,
14147367,away,7581,FK Bokelj Kotor,807177,Žarko Vilotijević,zarko-vilotijevic,M,80,True,5.0,4.0,0.0,0.0,0.0,,,4.0,5.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,7.0,9.0,6.3,3.0,0.0,0.0,"{'original': 6.3, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",3,0,3,0,3,80.0,,,0.0,,,,,,,,,,
14147367,away,7581,FK Bokelj Kotor,1595583,Balša Radević,balsa-radevic,M,27,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,
14147367,away,36019,FK Bokelj Kotor,1405738,Benjamin Krijestarac,benjamin-krijestarac,G,1,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,
14147367,away,241802,FK Bokelj Kotor,2081152,Andrej Kumburovic,andrej-kumburovic,D,4,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,
14147367,away,7581,FK Bokelj Kotor,1565052,Matija Delić,matija-delic,M,31,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,
14147367,away,7581,FK Bokelj Kotor,1185131,Stefan Golubović,stefan-golubovic,F,21,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,
