player,isHome,shotType,situation,playerCoordinates,bodyPart,goalMouthLocation,goalMouthCoordinates,xg,xgot,id,time,addedTime,timeSeconds,draw,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,blockCoordinates,goalType
"{'name': 'Milivoje Raičević', 'slug': 'milivoje-raicevic', 'shortName': 'M. Raičević', 'position': 'M', 'jerseyNumber': '45', 'userCount': 5, 'gender': 'M', 'id': 128765, 'fieldTranslations': {'nameTranslation': {'ar': 'ميليفوي رايتشيفيتش', 'hi': 'मिलिवोजे रायचेविक', 'bn': 'মিলিভোজে রাইচেভিচ'}, 'shortNameTranslation': {'ar': 'م. رايتشيفيتش', 'hi': 'एम. रायचेविक', 'bn': 'এম. রাইসেভিচ'}}}",True,save,regular,"{'x': 6, 'y': 48, 'z': 0}",head,high-centre,"{'x': 0, 'y': 51.2, 'z': 28.6}",0.08358,0.4007,6591643,90,4.0,5595,"{'start': {'x': 48, 'y': 6}, 'end': {'x': 48.8, 'y': 0}, 'goal': {'x': 48.8, 'y': 71.4}}",1,705,195,shot,,
"{'name': 'Marko Čavor', 'firstName': '', 'lastName': '', 'slug': 'marko-cavor', 'shortName': 'M. Čavor', 'position': 'D', 'jerseyNumber': '29', 'userCount': 7, 'gender': 'M', 'id': 909420, 'fieldTranslations': {'nameTranslation': {'ar': 'ماركو تشافور'}, 'shortNameTranslation': {'ar': 'م. تشافور'}}}",False,miss,throw-in-set-piece,"{'x': 25, 'y': 52, 'z': 0}",right-foot,close-high-right,"{'x': 0, 'y': 41, 'z': 57.8}",0.001727,,6591642,90,2.0,5493,"{'start': {'x': 52, 'y': 25}, 'end': {'x': 59, 'y': 0}, 'goal': {'x': 59, 'y': 42.2}}",1,807,93,shot,,
"{'name': 'Ayumu Nishimura', 'firstName': 'Ayumu Nishimura', 'slug': 'ayumu-nishimura', 'shortName': 'A. Nishimura', 'position': 'F', 'userCount': 15, 'gender': 'M', 'id': 1218295, 'fieldTranslations': {'nameTranslation': {'ar': 'أيومو نيشيمورا'}, 'shortNameTranslation': {'ar': 'أ. نيشيمورا'}}}",False,save,regular,"{'x': 8, 'y': 43, 'z': 0}",right-foot,low-right,"{'x': 0, 'y': 45.9, 'z': 9.8}",0.3278,0.7352,6591641,90,1.0,5442,"{'start': {'x': 43, 'y': 8}, 'end': {'x': 54.1, 'y': 0}, 'goal': {'x': 54.1, 'y': 90.2}}",1,858,42,shot,,
"{'name': 'Ayumu Nishimura', 'firstName': 'Ayumu Nishimura', 'slug': 'ayumu-nishimura', 'shortName': 'A. Nishimura', 'position': 'F', 'userCount': 15, 'gender': 'M', 'id': 1218295, 'fieldTranslations': {'nameTranslation': {'ar': 'أيومو نيشيمورا'}, 'shortNameTranslation': {'ar': 'أ. نيشيمورا'}}}",False,block,regular,"{'x': 11, 'y': 71, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}",0.003407,,6591640,88,,5262,"{'start': {'x': 71, 'y': 11}, 'block': {'x': 71, 'y': 11}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",3,138,2562,shot,"{'x': 11, 'y': 71, 'z': 0}",
"{'name': 'Kristijan Radunović', 'firstName': 'Kristijan Radunović', 'lastName': '', 'slug': 'kristijan-radunovic', 'shortName': 'K. Radunović', 'position': 'M', 'jerseyNumber': '14', 'userCount': 3, 'gender': 'M', 'id': 1381377, 'fieldTranslations': {'nameTranslation': {'ar': 'كريستيجان رادونوفيتش'}, 'shortNameTranslation': {'ar': 'ك. رادونوفيتش'}}}",False,goal,regular,"{'x': 13, 'y': 37, 'z': 0}",head,high-right,"{'x': 0, 'y': 46.6, 'z': 24.4}",0.04895,0.3443,6591639,79,,4733,"{'start': {'x': 37, 'y': 13}, 'end': {'x': 53.4, 'y': 0}, 'goal': {'x': 53.4, 'y': 75.6}}",12,667,2033,shot,,regular
"{'name': 'Nenad Krivokapić', 'firstName': 'Nenad', 'lastName': 'Krivokapić', 'slug': 'nenad-krivokapic', 'shortName': 'N. Krivokapić', 'position': 'F', 'jerseyNumber': '11', 'userCount': 33, 'gender': 'M', 'id': 1149284, 'fieldTranslations': {'nameTranslation': {'ar': 'نينا كريفاكبيتش'}, 'shortNameTranslation': {'ar': 'ن. كريفاكبيتش'}}}",True,save,regular,"{'x': 16, 'y': 37, 'z': 0}",left-foot,low-centre,"{'x': 0, 'y': 51, 'z': 9.6}",0.1214,0.05213,6591638,75,,4458,"{'start': {'x': 37, 'y': 16}, 'end': {'x': 49, 'y': 0}, 'goal': {'x': 49, 'y': 90.4}}",16,942,1758,shot,,
"{'name': 'Aldin Adžović', 'firstName': '', 'lastName': '', 'slug': 'aldin-adzovic', 'shortName': 'A. Adžović', 'position': 'M', 'jerseyNumber': '5', 'userCount': 3, 'gender': 'M', 'id': 797928, 'fieldTranslations': {'nameTranslation': {'ar': 'ألديـن أديـزوفيتش', 'hi': 'एल्डिन अडज़ोविक', 'bn': 'আলডিন অ্যাডজোভিচ'}, 'shortNameTranslation': {'ar': 'أ. أديـزوفيتش', 'hi': 'ए. अदज़ोविक', 'bn': 'এ. অ্যাডজোভিচ'}}}",True,block,regular,"{'x': 31, 'y': 47, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}",0.004146,,6591637,75,,4454,"{'start': {'x': 47, 'y': 31}, 'block': {'x': 47, 'y': 31}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",16,946,1754,shot,"{'x': 31, 'y': 47, 'z': 0}",
"{'name': 'Petar Bogdanović', 'firstName': '', 'lastName': '', 'slug': 'petar-bogdanovic', 'shortName': 'P. Bogdanović', 'position': 'M', 'jerseyNumber': '7', 'userCount': 13, 'gender': 'M', 'id': 1408188, 'fieldTranslations': {'nameTranslation': {'ar': 'بيتر بوغدانوفيتش'}, 'shortNameTranslation': {'ar': 'ب. بوغدانوفيتش'}}}",True,miss,regular,"{'x': 14, 'y': 32, 'z': 0}",right-foot,close-high-right,"{'x': 0, 'y': 41.6, 'z': 53.3}",0.09503,,6591636,67,,4013,"{'start': {'x': 32, 'y': 14}, 'end': {'x': 58.4, 'y': 0}, 'goal': {'x': 58.4, 'y': 46.7}}",24,1387,1313,shot,,
"{'name': 'Kristijan Radunović', 'firstName': 'Kristijan Radunović', 'lastName': '', 'slug': 'kristijan-radunovic', 'shortName': 'K. Radunović', 'position': 'M', 'jerseyNumber': '14', 'userCount': 3, 'gender': 'M', 'id': 1381377, 'fieldTranslations': {'nameTranslation': {'ar': 'كريستيجان رادونوفيتش'}, 'shortNameTranslation': {'ar': 'ك. رادونوفيتش'}}}",False,miss,corner,"{'x': 4, 'y': 44, 'z': 0}",head,close-high-left,"{'x': 0, 'y': 56.7, 'z': 51.1}",0.2574,,6591635,65,,3869,"{'start': {'x': 44, 'y': 4}, 'end': {'x': 43.3, 'y': 0}, 'goal': {'x': 43.3, 'y': 48.9}}",26,1531,1169,shot,,
"{'name': 'Đorđe Maksimović', 'slug': 'djordje-maksimovic', 'shortName': 'Đ. Maksimović', 'position': 'F', 'jerseyNumber': '44', 'userCount': 12, 'gender': 'M', 'id': 905970, 'fieldTranslations': {'nameTranslation': {'ar': 'دورجي ماكسيموفيتش'}, 'shortNameTranslation': {'ar': 'د. ماكسيموفيتش'}}}",True,goal,regular,"{'x': 8, 'y': 54, 'z': 0}",right-foot,high-left,"{'x': 0, 'y': 54.5, 'z': 20.7}",0.4764,0.7912,6591634,63,,3740,"{'start': {'x': 54, 'y': 8}, 'end': {'x': 45.5, 'y': 0}, 'goal': {'x': 45.5, 'y': 79.3}}",28,1660,1040,shot,,regular
