minute,value
1.0,7
2.0,11
3.0,-8
4.0,9
5.0,-37
6.0,-19
7.0,-43
8.0,-26
9.0,-45
10.0,-21
11.0,-6
12.0,20
13.0,14
14.0,-28
15.0,-10
16.0,-5
17.0,-31
18.0,-21
19.0,-9
20.0,-46
21.0,-4
22.0,21
23.0,18
24.0,36
25.0,14
26.0,82
27.0,46
28.0,100
29.0,57
30.0,36
31.0,-22
32.0,-41
33.0,-35
34.0,-21
35.0,-6
36.0,-2
37.0,5
38.0,-9
39.0,3
40.0,14
41.0,7
42.0,2
43.0,-40
44.0,-46
45.0,-87
45.5,-10
46.0,-4
47.0,-18
48.0,-9
49.0,-8
50.0,-7
51.0,-49
52.0,-58
53.0,-31
54.0,-52
55.0,-41
56.0,-24
57.0,56
58.0,32
59.0,34
60.0,32
61.0,47
62.0,22
63.0,11
64.0,23
65.0,20
66.0,36
67.0,57
68.0,31
69.0,17
70.0,17
71.0,12
72.0,8
73.0,15
74.0,5
75.0,-26
76.0,-49
77.0,-34
78.0,-26
79.0,-24
80.0,-36
81.0,-9
82.0,9
83.0,11
84.0,9
85.0,4
86.0,-23
87.0,-5
88.0,-15
89.0,20
90.0,12
