player,isHome,shotType,situation,playerCoordinates,bodyPart,goalMouthLocation,goalMouthCoordinates,blockCoordinates,id,time,addedTime,timeSeconds,draw,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,goalType
"{'name': 'Stefan Despotovski', 'firstName': 'Stefan Despotovski', 'slug': 'stefan-despotovski', 'shortName': 'S. Despotovski', 'position': 'D', 'jerseyNumber': '2', 'userCount': 73, 'gender': 'M', 'id': 1104741, 'fieldTranslations': {'nameTranslation': {'ar': 'ستيفان ديسبوتوفسكي'}, 'shortNameTranslation': {'ar': 'س. ديسبوتوفسكي'}}}",True,block,assisted,"{'x': 15.2, 'y': 41.9, 'z': 0}",left-foot,low-centre,"{'x': 0, 'y': 50.3, 'z': 19}","{'x': 5.4, 'y': 46.9, 'z': 0}",5389765,90,7.0,5811,"{'start': {'x': 41.9, 'y': 15.2}, 'block': {'x': 46.9, 'y': 5.4}, 'end': {'x': 49.7, 'y': 0}, 'goal': {'x': 49.7, 'y': 81}}",1,489,411,shot,
"{'name': 'John Mary', 'slug': 'john-mary', 'shortName': 'J. Mary', 'position': 'F', 'jerseyNumber': '28', 'userCount': 155, 'gender': 'M', 'id': 795913, 'fieldTranslations': {'nameTranslation': {'ar': 'جون ماري', 'bn': 'জন মেরি', 'hi': 'जॉन मैरी'}, 'shortNameTranslation': {'ar': 'ج. ماري', 'bn': 'জে. মেরি', 'hi': 'जे. मैरी'}}}",False,miss,regular,"{'x': 47.7, 'y': 65.8, 'z': 0}",right-foot,left,"{'x': 0, 'y': 62.9, 'z': 15.3}","{'x': 16.2, 'y': 49.3, 'z': 0}",5389761,90,7.0,5768,"{'start': {'x': 65.8, 'y': 47.7}, 'block': {'x': 49.3, 'y': 16.2}, 'end': {'x': 37.1, 'y': 0}, 'goal': {'x': 37.1, 'y': 84.7}}",1,532,368,shot,
"{'name': 'Uroš Kabić', 'firstName': '', 'lastName': '', 'slug': 'uros-kabic', 'shortName': 'U. Kabić', 'position': 'M', 'jerseyNumber': '17', 'userCount': 254, 'gender': 'M', 'id': 1087489, 'fieldTranslations': {'nameTranslation': {'ar': 'أوروس كابيتش', 'bn': 'উরোস কাবিচ', 'hi': 'उरोस काबिक'}, 'shortNameTranslation': {'ar': 'أ. كابيتش', 'bn': 'ইউ. কাবিচ', 'hi': 'यू. काबिक'}}}",True,save,regular,"{'x': 21.9, 'y': 71.4, 'z': 0}",left-foot,low-left,"{'x': 0, 'y': 53.7, 'z': 7.6}","{'x': 1.6, 'y': 49.8, 'z': 0}",5389760,90,6.0,5746,"{'start': {'x': 71.4, 'y': 21.9}, 'block': {'x': 49.8, 'y': 1.6}, 'end': {'x': 46.3, 'y': 0}, 'goal': {'x': 46.3, 'y': 92.4}}",1,554,346,shot,
"{'name': 'John Mary', 'slug': 'john-mary', 'shortName': 'J. Mary', 'position': 'F', 'jerseyNumber': '28', 'userCount': 155, 'gender': 'M', 'id': 795913, 'fieldTranslations': {'nameTranslation': {'ar': 'جون ماري', 'bn': 'জন মেরি', 'hi': 'जॉन मैरी'}, 'shortNameTranslation': {'ar': 'ج. ماري', 'bn': 'জে. মেরি', 'hi': 'जे. मैरी'}}}",False,miss,fast-break,"{'x': 51.3, 'y': 47.2, 'z': 0}",right-foot,left,"{'x': 0, 'y': 75.3, 'z': 6.9}",,5389720,90,4.0,5600,"{'start': {'x': 47.2, 'y': 51.3}, 'end': {'x': 24.7, 'y': 0}, 'goal': {'x': 24.7, 'y': 93.1}}",1,700,200,shot,
"{'name': 'Diogo Bezerra', 'firstName': 'Diogo Bezerra', 'lastName': '', 'slug': 'diogo-bezerra', 'shortName': 'D. Bezerra', 'position': 'M', 'jerseyNumber': '7', 'userCount': 184, 'gender': 'M', 'id': 1176881, 'fieldTranslations': {'nameTranslation': {'ar': 'دييغو بيزيرا'}, 'shortNameTranslation': {'ar': 'د. بيزيرا'}}}",True,save,assisted,"{'x': 28.8, 'y': 25.4, 'z': 0}",right-foot,low-left,"{'x': 0, 'y': 53.4, 'z': 3.8}","{'x': 1.4, 'y': 46.6, 'z': 0}",5389657,84,,5023,"{'start': {'x': 25.4, 'y': 28.8}, 'block': {'x': 46.6, 'y': 1.4}, 'end': {'x': 46.6, 'y': 0}, 'goal': {'x': 46.6, 'y': 96.2}}",7,377,2323,shot,
"{'name': 'Jay Enem', 'slug': 'tyron-enem-jay-ifeanyi-junior', 'shortName': 'J. Enem', 'position': 'F', 'jerseyNumber': '42', 'userCount': 583, 'gender': 'M', 'id': 1937553, 'fieldTranslations': {'nameTranslation': {'ar': 'جاي إينيم'}, 'shortNameTranslation': {'ar': 'ج. إينيم'}}}",True,block,assisted,"{'x': 13.3, 'y': 51.9, 'z': 0}",head,low-centre,"{'x': 0, 'y': 49.5, 'z': 19}","{'x': 10.7, 'y': 51.6, 'z': 0}",5389777,69,,4094,"{'start': {'x': 51.9, 'y': 13.3}, 'block': {'x': 51.6, 'y': 10.7}, 'end': {'x': 50.5, 'y': 0}, 'goal': {'x': 50.5, 'y': 81}}",22,1306,1394,shot,
"{'name': 'Miljan Momčilović', 'slug': 'miljan-momcilovic', 'shortName': 'M. Momčilović', 'position': 'M', 'jerseyNumber': '14', 'userCount': 46, 'gender': 'M', 'id': 1000367, 'fieldTranslations': {'nameTranslation': {'ar': 'ميلجان مومتشيلوفيتش'}, 'shortNameTranslation': {'ar': 'م. مومتشيلوفيتش'}}}",True,miss,set-piece,"{'x': 7.1, 'y': 57.7, 'z': 0}",head,high,"{'x': 0, 'y': 44.4, 'z': 77.8}",,5389593,68,,4020,"{'start': {'x': 57.7, 'y': 7.1}, 'end': {'x': 55.6, 'y': 0}, 'goal': {'x': 55.6, 'y': 22.2}}",23,1380,1320,shot,
"{'name': 'Yusuf Bamidele', 'slug': 'yusuf-bamidele', 'shortName': 'B. I. Yusuf', 'position': 'F', 'jerseyNumber': '11', 'userCount': 573, 'gender': 'M', 'id': 1020116, 'fieldTranslations': {'nameTranslation': {'ar': 'يوسف باميديل'}, 'shortNameTranslation': {'ar': 'ي. باميديل'}}}",False,miss,fast-break,"{'x': 11.9, 'y': 29.1, 'z': 0}",left-foot,close-high-left,"{'x': 0, 'y': 56, 'z': 58.3}",,5389581,64,,3820,"{'start': {'x': 29.1, 'y': 11.9}, 'end': {'x': 44, 'y': 0}, 'goal': {'x': 44, 'y': 41.7}}",27,1580,1120,shot,
"{'name': 'Henry Addo', 'slug': 'addo-henry', 'shortName': 'H. Addo', 'position': 'M', 'jerseyNumber': '43', 'userCount': 225, 'gender': 'M', 'id': 1183887, 'fieldTranslations': {'nameTranslation': {'ar': 'هنري أدو'}, 'shortNameTranslation': {'ar': 'ه. أدو'}}}",True,miss,assisted,"{'x': 26.1, 'y': 24.8, 'z': 0}",right-foot,high-right,"{'x': 0, 'y': 38.7, 'z': 79.2}",,5389578,63,,3762,"{'start': {'x': 24.8, 'y': 26.1}, 'end': {'x': 61.3, 'y': 0}, 'goal': {'x': 61.3, 'y': 20.8}}",28,1638,1062,shot,
"{'name': 'Dragan Kokanović', 'slug': 'dragan-kokanovic', 'shortName': 'D. Kokanović', 'position': 'M', 'jerseyNumber': '20', 'userCount': 54, 'gender': 'M', 'id': 1114797, 'fieldTranslations': {'nameTranslation': {'ar': 'دراغان كوكانوفيتش'}, 'shortNameTranslation': {'ar': 'د. كوكانوفيتش'}}}",False,miss,assisted,"{'x': 25, 'y': 59.7, 'z': 0}",left-foot,high-left,"{'x': 0, 'y': 56.1, 'z': 65.3}",,5389577,63,,3732,"{'start': {'x': 59.7, 'y': 25}, 'end': {'x': 43.9, 'y': 0}, 'goal': {'x': 43.9, 'y': 34.7}}",28,1668,1032,shot,
"{'name': 'Vukan Savićević', 'slug': 'vukan-savicevic', 'shortName': 'V. Savićević', 'position': 'M', 'jerseyNumber': '8', 'userCount': 75, 'gender': 'M', 'id': 257071, 'fieldTranslations': {'nameTranslation': {'ar': 'فوكان سافييفيتش', 'bn': 'ভুকান সাভিসেভিচ', 'hi': 'वुकान सविसेविक'}, 'shortNameTranslation': {'ar': 'ف. سافييفيتش', 'bn': 'ভি. সাভিচেভিচ', 'hi': 'वी. सविसेविक'}}}",False,miss,regular,"{'x': 27.9, 'y': 61.3, 'z': 0}",right-foot,high,"{'x': 0, 'y': 53.3, 'z': 61.1}",,5389562,59,,3530,"{'start': {'x': 61.3, 'y': 27.9}, 'end': {'x': 46.7, 'y': 0}, 'goal': {'x': 46.7, 'y': 38.9}}",32,1870,830,shot,
