player,isHome,shotType,situation,playerCoordinates,bodyPart,goalMouthLocation,goalMouthCoordinates,blockCoordinates,id,time,addedTime,timeSeconds,draw,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,goalType
"{'name': 'Ibrahim Tanko', 'firstName': '', 'lastName': '', 'slug': 'ibrahim-tanko', 'shortName': 'I. Tanko', 'position': 'F', 'jerseyNumber': '9', 'userCount': 53, 'gender': 'M', 'id': 895905, 'fieldTranslations': {'nameTranslation': {'ar': 'إبراهيم تانكو'}, 'shortNameTranslation': {'ar': 'إ. تانكو'}}}",False,save,assisted,"{'x': 8.8, 'y': 46.4, 'z': 0}",head,low-centre,"{'x': 0, 'y': 51.4, 'z': 14.6}","{'x': 1.1, 'y': 48.9, 'z': 0}",5730170,90,4.0,5615,"{'start': {'x': 46.4, 'y': 8.8}, 'block': {'x': 48.9, 'y': 1.1}, 'end': {'x': 48.6, 'y': 0}, 'goal': {'x': 48.6, 'y': 85.4}}",1,685,215,shot,
"{'name': 'Đorđe Skoko', 'slug': 'dorde-skoko', 'shortName': 'Đ. Skoko', 'position': 'D', 'jerseyNumber': '26', 'userCount': 52, 'gender': 'M', 'id': 1468253, 'fieldTranslations': {'nameTranslation': {'ar': 'دورجي سكوكو'}, 'shortNameTranslation': {'ar': 'د. سكوكو'}}}",False,miss,corner,"{'x': 9.7, 'y': 53.3, 'z': 0}",head,right,"{'x': 0, 'y': 39, 'z': 11.1}",,5730151,90,,5355,"{'start': {'x': 53.3, 'y': 9.7}, 'end': {'x': 61, 'y': 0}, 'goal': {'x': 61, 'y': 88.9}}",1,45,2655,shot,
"{'name': 'Mamane Amadou Sabo', 'slug': 'mamane-amadou-sabo', 'shortName': 'M. A. Sabo', 'position': 'M', 'jerseyNumber': '6', 'userCount': 199, 'gender': 'M', 'id': 1435246, 'fieldTranslations': {'nameTranslation': {'ar': 'ماماني أمدو سابو'}, 'shortNameTranslation': {'ar': 'م. سابو'}}}",False,block,regular,"{'x': 20.7, 'y': 30.1, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 49, 'z': 19}","{'x': 12.8, 'y': 38.1, 'z': 0}",5730150,89,,5314,"{'start': {'x': 30.1, 'y': 20.7}, 'block': {'x': 38.1, 'y': 12.8}, 'end': {'x': 51, 'y': 0}, 'goal': {'x': 51, 'y': 81}}",2,86,2614,shot,
"{'name': 'Žarko Udovičić', 'slug': 'zarko-udovicic', 'shortName': 'Ž. Udovičić', 'position': 'D', 'jerseyNumber': '33', 'userCount': 17, 'gender': 'M', 'id': 795938, 'fieldTranslations': {'nameTranslation': {'ar': 'زاركو أودوفيتشيتش', 'bn': 'জারকো উডোভিচ', 'hi': 'ज़ारको उदोविचिक'}, 'shortNameTranslation': {'ar': 'ز. أودوفيتشيتش', 'bn': 'জেড. উডোভিচ', 'hi': 'ज़ेड. उदोविचिक'}}}",True,save,set-piece,"{'x': 28.2, 'y': 50.7, 'z': 0}",left-foot,high-right,"{'x': 0, 'y': 46.3, 'z': 24.1}","{'x': 4.9, 'y': 53.2, 'z': 0}",5730206,88,,5220,"{'start': {'x': 50.7, 'y': 28.2}, 'block': {'x': 53.2, 'y': 4.9}, 'end': {'x': 53.7, 'y': 0}, 'goal': {'x': 53.7, 'y': 75.9}}",3,180,2520,shot,
"{'name': 'Mamane Amadou Sabo', 'slug': 'mamane-amadou-sabo', 'shortName': 'M. A. Sabo', 'position': 'M', 'jerseyNumber': '6', 'userCount': 199, 'gender': 'M', 'id': 1435246, 'fieldTranslations': {'nameTranslation': {'ar': 'ماماني أمدو سابو'}, 'shortNameTranslation': {'ar': 'م. سابو'}}}",False,miss,free-kick,"{'x': 22.4, 'y': 68.7, 'z': 0}",right-foot,high,"{'x': 0, 'y': 46.9, 'z': 61.1}",,5730091,83,,4975,"{'start': {'x': 68.7, 'y': 22.4}, 'end': {'x': 53.1, 'y': 0}, 'goal': {'x': 53.1, 'y': 38.9}}",8,425,2275,shot,
"{'name': 'Uroš Ljubomirac', 'firstName': '', 'lastName': '', 'slug': 'uros-ljubomirac', 'shortName': 'U. Ljubomirac', 'position': 'M', 'jerseyNumber': '77', 'userCount': 7, 'gender': 'M', 'id': 892174, 'fieldTranslations': {'nameTranslation': {'ar': 'أوروس ليوبوميراك', 'bn': 'উরোস লুবোমিরাক', 'hi': 'उरोस लुबोमिराक'}, 'shortNameTranslation': {'ar': 'أ. ليوبوميراك', 'bn': 'ইউ. জুবোমিরাক', 'hi': 'यू. लुजोमिराक'}}}",True,goal,assisted,"{'x': 7.9, 'y': 55.6, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 50.1, 'z': 14.6}",,5730068,80,,4788,"{'start': {'x': 55.6, 'y': 7.9}, 'end': {'x': 49.9, 'y': 0}, 'goal': {'x': 49.9, 'y': 85.4}}",11,612,2088,shot,regular
"{'name': 'Petar Petrović', 'firstName': 'Petar', 'lastName': 'Petrović', 'slug': 'petar-petrovic', 'shortName': 'P. Petrović', 'position': 'D', 'jerseyNumber': '21', 'userCount': 51, 'gender': 'M', 'id': 1500275, 'fieldTranslations': {'nameTranslation': {'ar': 'بيتر بيتروفيتش'}, 'shortNameTranslation': {'ar': 'ب. بيتروفيتش'}}}",False,block,assisted,"{'x': 31.5, 'y': 50.1, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 50.2, 'z': 19}","{'x': 22, 'y': 50, 'z': 0}",5730058,79,,4710,"{'start': {'x': 50.1, 'y': 31.5}, 'block': {'x': 50, 'y': 22}, 'end': {'x': 49.8, 'y': 0}, 'goal': {'x': 49.8, 'y': 81}}",12,690,2010,shot,
"{'name': 'Mamane Amadou Sabo', 'slug': 'mamane-amadou-sabo', 'shortName': 'M. A. Sabo', 'position': 'M', 'jerseyNumber': '6', 'userCount': 199, 'gender': 'M', 'id': 1435246, 'fieldTranslations': {'nameTranslation': {'ar': 'ماماني أمدو سابو'}, 'shortNameTranslation': {'ar': 'م. سابو'}}}",False,block,regular,"{'x': 28.1, 'y': 44.6, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 50.9, 'z': 19}","{'x': 13.6, 'y': 46.9, 'z': 0}",5730038,76,,4520,"{'start': {'x': 44.6, 'y': 28.1}, 'block': {'x': 46.9, 'y': 13.6}, 'end': {'x': 49.1, 'y': 0}, 'goal': {'x': 49.1, 'y': 81}}",15,880,1820,shot,
"{'name': 'Ibrahim Tanko', 'firstName': '', 'lastName': '', 'slug': 'ibrahim-tanko', 'shortName': 'I. Tanko', 'position': 'F', 'jerseyNumber': '9', 'userCount': 53, 'gender': 'M', 'id': 895905, 'fieldTranslations': {'nameTranslation': {'ar': 'إبراهيم تانكو'}, 'shortNameTranslation': {'ar': 'إ. تانكو'}}}",False,miss,assisted,"{'x': 8.5, 'y': 58.1, 'z': 0}",right-foot,right,"{'x': 0, 'y': 39.7, 'z': 25}",,5730030,75,,4448,"{'start': {'x': 58.1, 'y': 8.5}, 'end': {'x': 60.3, 'y': 0}, 'goal': {'x': 60.3, 'y': 75}}",16,952,1748,shot,
"{'name': 'Aleksa Radonjić', 'firstName': '', 'lastName': '', 'slug': 'aleksa-radonjic', 'shortName': 'A. Radonjić', 'position': 'M', 'jerseyNumber': '20', 'userCount': 14, 'gender': 'M', 'id': 1468252, 'fieldTranslations': {'nameTranslation': {'ar': 'أليكسه رادونيتش'}, 'shortNameTranslation': {'ar': 'أ. رادونيتش'}}}",False,save,assisted,"{'x': 28.5, 'y': 22.1, 'z': 0}",right-foot,high-centre,"{'x': 0, 'y': 49, 'z': 25.3}","{'x': 2.4, 'y': 47.5, 'z': 0}",5729934,66,,3937,"{'start': {'x': 22.1, 'y': 28.5}, 'block': {'x': 47.5, 'y': 2.4}, 'end': {'x': 51, 'y': 0}, 'goal': {'x': 51, 'y': 74.7}}",25,1463,1237,shot,
