player,isHome,shotType,goalType,situation,playerCoordinates,bodyPart,goalMouthLocation,goalMouthCoordinates,id,time,addedTime,timeSeconds,draw,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,blockCoordinates
"{'name': 'Dušan Jovančić', 'firstName': '', 'lastName': '', 'slug': 'dusan-jovancic', 'shortName': 'D.\xa0Jovančić', 'position': 'D', 'jerseyNumber': '77', 'userCount': 61, 'gender': 'M', 'id': 267523, 'fieldTranslations': {'nameTranslation': {'ar': 'دوشان جوفانشيتش', 'bn': 'দুসান জোভানসিক', 'hi': 'दुसान जोवान्चीक'}, 'shortNameTranslation': {'ar': 'د. جوفانشيتش', 'bn': 'ডি. জোভানসিক', 'hi': 'डी. जोवान्चीक'}}}",False,goal,regular,set-piece,"{'x': 6.4, 'y': 56.4, 'z': 0}",right-foot,low-left,"{'x': 0, 'y': 53.9, 'z': 3.2}",5790924,90,3.0,5560,"{'start': {'x': 56.4, 'y': 6.4}, 'end': {'x': 46.1, 'y': 0}, 'goal': {'x': 46.1, 'y': 96.8}}",1,740,160,shot,
"{'name': 'Slobodan Tedić', 'slug': 'slobodan-tedic', 'shortName': 'S. Tedić', 'position': 'F', 'jerseyNumber': '9', 'userCount': 284, 'gender': 'M', 'id': 905103, 'fieldTranslations': {'nameTranslation': {'ar': 'سلوبودان تيديتش', 'bn': 'স্লোবোডান টেডিক', 'hi': 'स्लोबोदान टेडिच'}, 'shortNameTranslation': {'ar': 'س. تيديتش', 'bn': 'এস. টেডিক', 'hi': 'एस. टेडिच'}}}",False,save,,penalty,"{'x': 11.5, 'y': 50, 'z': 0}",right-foot,low-right,"{'x': 0, 'y': 45.8, 'z': 3.8}",5790920,90,3.0,5558,"{'start': {'x': 50, 'y': 11.5}, 'block': {'x': 49.8, 'y': 0.59999999999999}, 'end': {'x': 54.2, 'y': 0}, 'goal': {'x': 54.2, 'y': 96.2}}",1,742,158,shot,"{'x': 0.59999999999999, 'y': 49.8, 'z': 0}"
"{'name': 'Milan Pavkov', 'slug': 'milan-pavkov', 'shortName': 'M. Pavkov', 'position': 'F', 'jerseyNumber': '50', 'userCount': 375, 'gender': 'M', 'id': 804183, 'fieldTranslations': {'nameTranslation': {'ar': 'ميلان بافكوف', 'bn': 'মিলান পাভকভ', 'hi': 'मिलन पावकोव'}, 'shortNameTranslation': {'ar': 'م. بافكوف', 'bn': 'এম. পাভকোভ', 'hi': 'एम. पावकोव'}}}",False,save,,throw-in-set-piece,"{'x': 11.6, 'y': 54, 'z': 0}",head,low-left,"{'x': 0, 'y': 52, 'z': 7}",5790888,89,,5290,"{'start': {'x': 54, 'y': 11.6}, 'block': {'x': 52.5, 'y': 0.3}, 'end': {'x': 48, 'y': 0}, 'goal': {'x': 48, 'y': 93}}",2,110,2590,shot,"{'x': 0.3, 'y': 52.5, 'z': 0}"
"{'name': 'Aleksandar Varjačić', 'firstName': '', 'lastName': '', 'slug': 'aleksandar-varjacic', 'shortName': 'A. Varjačić', 'position': 'D', 'jerseyNumber': '17', 'userCount': 12, 'gender': 'M', 'id': 795855, 'fieldTranslations': {'nameTranslation': {'ar': 'ألكسندر فارجاتجيتش'}, 'shortNameTranslation': {'ar': 'أ. فارجاتجيتش'}}}",True,miss,,assisted,"{'x': 7.3, 'y': 56.8, 'z': 0}",right-foot,high-right,"{'x': 0, 'y': 43.2, 'z': 80.6}",5790853,85,,5077,"{'start': {'x': 56.8, 'y': 7.3}, 'end': {'x': 56.8, 'y': 0}, 'goal': {'x': 56.8, 'y': 19.4}}",6,323,2377,shot,
"{'name': 'Slobodan Tedić', 'slug': 'slobodan-tedic', 'shortName': 'S. Tedić', 'position': 'F', 'jerseyNumber': '9', 'userCount': 284, 'gender': 'M', 'id': 905103, 'fieldTranslations': {'nameTranslation': {'ar': 'سلوبودان تيديتش', 'bn': 'স্লোবোডান টেডিক', 'hi': 'स्लोबोदान टेडिच'}, 'shortNameTranslation': {'ar': 'س. تيديتش', 'bn': 'এস. টেডিক', 'hi': 'एस. टेडिच'}}}",False,miss,,regular,"{'x': 6.3, 'y': 50.5, 'z': 0}",left-foot,left,"{'x': 0, 'y': 63.2, 'z': 8.3}",5791006,85,,5056,"{'start': {'x': 50.5, 'y': 6.3}, 'block': {'x': 38.8, 'y': 2.7}, 'end': {'x': 36.8, 'y': 0}, 'goal': {'x': 36.8, 'y': 91.7}}",6,344,2356,shot,"{'x': 2.7, 'y': 38.8, 'z': 0}"
"{'name': 'Slobodan Tedić', 'slug': 'slobodan-tedic', 'shortName': 'S. Tedić', 'position': 'F', 'jerseyNumber': '9', 'userCount': 284, 'gender': 'M', 'id': 905103, 'fieldTranslations': {'nameTranslation': {'ar': 'سلوبودان تيديتش', 'bn': 'স্লোবোডান টেডিক', 'hi': 'स्लोबोदान टेडिच'}, 'shortNameTranslation': {'ar': 'س. تيديتش', 'bn': 'এস. টেডিক', 'hi': 'एस. टेडिच'}}}",False,save,,assisted,"{'x': 7.6, 'y': 51.1, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 51, 'z': 9.5}",5791005,85,,5055,"{'start': {'x': 51.1, 'y': 7.6}, 'block': {'x': 52.3, 'y': 0.5}, 'end': {'x': 49, 'y': 0}, 'goal': {'x': 49, 'y': 90.5}}",6,345,2355,shot,"{'x': 0.5, 'y': 52.3, 'z': 0}"
"{'name': 'Milan Pavkov', 'slug': 'milan-pavkov', 'shortName': 'M. Pavkov', 'position': 'F', 'jerseyNumber': '50', 'userCount': 375, 'gender': 'M', 'id': 804183, 'fieldTranslations': {'nameTranslation': {'ar': 'ميلان بافكوف', 'bn': 'মিলান পাভকভ', 'hi': 'मिलन पावकोव'}, 'shortNameTranslation': {'ar': 'م. بافكوف', 'bn': 'এম. পাভকোভ', 'hi': 'एम. पावकोव'}}}",False,miss,,corner,"{'x': 8.8, 'y': 53.6, 'z': 0}",head,close-high-left,"{'x': 0, 'y': 59, 'z': 59.7}",5790831,83,,4955,"{'start': {'x': 53.6, 'y': 8.8}, 'end': {'x': 41, 'y': 0}, 'goal': {'x': 41, 'y': 40.3}}",8,445,2255,shot,
"{'name': 'Milan Pavkov', 'slug': 'milan-pavkov', 'shortName': 'M. Pavkov', 'position': 'F', 'jerseyNumber': '50', 'userCount': 375, 'gender': 'M', 'id': 804183, 'fieldTranslations': {'nameTranslation': {'ar': 'ميلان بافكوف', 'bn': 'মিলান পাভকভ', 'hi': 'मिलन पावकोव'}, 'shortNameTranslation': {'ar': 'م. بافكوف', 'bn': 'এম. পাভকোভ', 'hi': 'एम. पावकोव'}}}",False,save,,assisted,"{'x': 10.8, 'y': 49.1, 'z': 0}",head,low-left,"{'x': 0, 'y': 53.7, 'z': 13.3}",5790830,83,,4929,"{'start': {'x': 49.1, 'y': 10.8}, 'block': {'x': 49.8, 'y': 0.59999999999999}, 'end': {'x': 46.3, 'y': 0}, 'goal': {'x': 46.3, 'y': 86.7}}",8,471,2229,shot,"{'x': 0.59999999999999, 'y': 49.8, 'z': 0}"
"{'name': 'Irfan Hadžić', 'slug': 'irfan-hadzic', 'shortName': 'I. Hadžić', 'position': 'F', 'jerseyNumber': '9', 'userCount': 36, 'gender': 'M', 'id': 173957, 'fieldTranslations': {'nameTranslation': {'ar': 'عرفان حادزيتش', 'bn': 'ইরফান হাদজিচ', 'hi': 'इरफ़ान हडज़िक'}, 'shortNameTranslation': {'ar': 'ع. حادزيتش', 'bn': 'আই. হাদজিচ', 'hi': 'आई. हडज़िक'}}}",True,block,,assisted,"{'x': 15.8, 'y': 63.8, 'z': 0}",left-foot,low-centre,"{'x': 0, 'y': 50.5, 'z': 19}",5790791,81,,4830,"{'start': {'x': 63.8, 'y': 15.8}, 'block': {'x': 61.6, 'y': 13.3}, 'end': {'x': 49.5, 'y': 0}, 'goal': {'x': 49.5, 'y': 81}}",10,570,2130,shot,"{'x': 13.3, 'y': 61.6, 'z': 0}"
"{'name': 'Veljko Radosavljević', 'firstName': 'Veljko Radosavljevic', 'slug': 'veljko-radosavljevic', 'shortName': 'V. Radosavljević', 'position': 'M', 'jerseyNumber': '86', 'userCount': 35, 'gender': 'M', 'id': 1595518, 'fieldTranslations': {'nameTranslation': {'ar': 'فيلجكو رادوسافليفيتش'}, 'shortNameTranslation': {'ar': 'ف. رادوسافليفيتش'}}}",False,miss,,assisted,"{'x': 8.3, 'y': 48.5, 'z': 0}",head,right,"{'x': 0, 'y': 40.5, 'z': 16.7}",5790778,79,,4717,"{'start': {'x': 48.5, 'y': 8.3}, 'end': {'x': 59.5, 'y': 0}, 'goal': {'x': 59.5, 'y': 83.3}}",12,683,2017,shot,
