match_id,team_side,team_id,team_name,player_id,player_name,player_slug,player_position,shirt_number,is_substitute,totalPass,accuratePass,totalLongBalls,accurateLongBalls,goalAssist,accurateOwnHalfPasses,totalOwnHalfPasses,accurateOppositionHalfPasses,totalOppositionHalfPasses,aerialWon,duelWon,totalClearance,ballRecovery,wasFouled,goodHighClaim,savedShotsFromInsideTheBox,penaltySave,penaltyFaced,saves,punches,minutesPlayed,touches,rating,possessionLostCtrl,keeperSaveValue,ratingVersions,totalShots,passValueNormalized,dribbleValueNormalized,defensiveValueNormalized,goalkeeperValueNormalized,statisticsType,total_duels,aerial_duels_total,ground_duels_total,ground_duels_won,ground_duels_lost,pass_accuracy_pct,long_ball_accuracy_pct,cross_accuracy_pct,dribble_success_pct,keeper_sweeper_pct,totalCross,accurateCross,aerialLost,duelLost,dispossessed,totalContest,wonContest,bigChanceMissed,shotOffTarget,onTargetScoringAttempt,goals,outfielderBlock,interceptionWon,fouls,keyPass,shotValueNormalized,challengeLost,totalTackle,wonTackle,blockedScoringAttempt,bigChanceCreated,unsuccessfulTouch,penaltyWon,totalOffside,penaltyConceded,penaltyMiss
14015474,home,7771,FK Mladost Lučani,1595643,Jovan Ćirić,jovan-ciric,F,25,False,12.0,6.0,,,0.0,1.0,1.0,5.0,11.0,,5.0,1.0,2.0,4.0,,,,,,,89.0,33.0,7.2,14.0,,"{'original': 7.2, 'alternative': 6.9}",2,0.03,0.49,0.16,,"{'sportSlug': 'football', 'statisticsType': 'player'}",10,3,7,5,2,50.0,,,100.0,,,,3.0,5.0,2.0,1.0,1.0,,,1.0,,,1.0,,,-0.53,,,,1.0,,5.0,,3.0,,
14015474,home,7771,FK Mladost Lučani,173957,Irfan Hadžić,irfan-hadzic,F,9,True,7.0,5.0,2.0,2.0,0.0,2.0,2.0,3.0,5.0,1.0,2.0,3.0,,1.0,,,,,,,23.0,14.0,6.5,2.0,,"{'original': 6.5, 'alternative': 6.7}",1,-0.03,0.17,0.18,,"{'sportSlug': 'football', 'statisticsType': 'player'}",7,5,2,1,1,71.42857142857143,100.0,,,,,,4.0,5.0,,,,,,,,,1.0,,,-0.38,1.0,,,1.0,,,,,,
14015474,home,25733,FK Mladost Lučani,1595520,Đorđe Marinković,djordje-marinkovic,M,15,True,9.0,6.0,,,0.0,2.0,2.0,4.0,7.0,1.0,2.0,,,1.0,,,,,,,23.0,11.0,6.4,3.0,,"{'original': 6.4, 'alternative': 6.7}",0,0.02,0.01,-0.05,,"{'sportSlug': 'football', 'statisticsType': 'player'}",4,2,2,1,1,66.66666666666666,,,,,,,1.0,2.0,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,
14015474,home,7771,FK Mladost Lučani,1859501,Aleksa Milošević,aleksa-milosevic,D,20,True,,,,,0.0,,,,,,,,,,,,,,,,1.0,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",1,0,1,0,1,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,1.0,
14015474,home,7771,FK Mladost Lučani,126558,Petar Bojić,petar-bojic,M,10,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015474,home,5160,FK Mladost Lučani,177037,Miloš Mijić,milos-mijic,M,14,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015474,home,7771,FK Mladost Lučani,1030454,Filip Žunić,filip-zunic,D,18,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015474,home,7771,FK Mladost Lučani,111313,Milan Joksimović,milan-joksimovic,D,12,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015474,home,7771,FK Mladost Lučani,1166128,Bogdan Matijasevic,bogdan-matijasevic,G,23,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015474,home,7771,FK Mladost Lučani,150667,Nikola Boranijašević,nikola-boranijasevic,D,28,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015474,home,241802,FK Mladost Lučani,280827,Danilo Pantić,danilo-pantic,M,5,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015474,home,324865,FK Mladost Lučani,2162392,David Đokić,david-dokic,F,36,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015474,away,5148,FK Čukarički,1165958,Lazar Kaličanin,lazar-kalicanin,G,12,False,19.0,18.0,3.0,2.0,0.0,16.0,16.0,2.0,3.0,1.0,1.0,,9.0,,1.0,3.0,,1.0,3.0,,90.0,31.0,7.9,1.0,0.0428,"{'original': 7.9, 'alternative': 7.2}",0,0.08,-0.05,-0.05,0.05,"{'sportSlug': 'football', 'statisticsType': 'player'}",1,1,0,0,0,94.73684210526315,66.66666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015474,away,5148,FK Čukarički,1464578,Lazar Stojanović,lazar-stojanovic,D,29,False,31.0,22.0,7.0,1.0,0.0,12.0,14.0,10.0,17.0,,,,1.0,,,,,,,,45.0,34.0,5.4,12.0,,"{'original': 5.4, 'alternative': 5.7}",0,0.17,0.08,-0.58,,"{'sportSlug': 'football', 'statisticsType': 'player'}",4,1,3,0,3,70.96774193548387,14.285714285714285,,,,2.0,,1.0,4.0,,,,,,,,,,4.0,,,,,,,,1.0,,,1.0,
14015474,away,5148,FK Čukarički,38574,Nenad Tomović,nenad-tomovic,D,4,False,78.0,74.0,13.0,11.0,0.0,42.0,44.0,32.0,34.0,2.0,2.0,8.0,4.0,,,,,,,,90.0,95.0,8.1,5.0,,"{'original': 8.1, 'alternative': 7.8}",0,0.43,0.18,0.64,,"{'sportSlug': 'football', 'statisticsType': 'player'}",5,4,1,0,1,94.87179487179486,84.61538461538461,100.0,,,1.0,1.0,2.0,3.0,,,,,,,,4.0,,,1.0,,1.0,,,,1.0,1.0,,,,
14015474,away,5148,FK Čukarički,1392796,Milan Đoković,milan-dokovic,D,26,False,87.0,82.0,5.0,3.0,0.0,45.0,45.0,37.0,42.0,,3.0,1.0,10.0,,,,,,,,90.0,103.0,7.0,11.0,,"{'original': 7, 'alternative': 7.2}",0,0.34,0.06,0.13,,"{'sportSlug': 'football', 'statisticsType': 'player'}",10,2,8,3,5,94.25287356321839,60.0,,33.33333333333333,,2.0,,2.0,7.0,,3.0,1.0,,,,,1.0,3.0,2.0,,,1.0,2.0,2.0,,,1.0,,,,
14015474,away,5148,FK Čukarički,988549,Bojica Nikčević,nikcevic-bojica,M,17,False,13.0,7.0,1.0,,0.0,5.0,5.0,2.0,8.0,1.0,2.0,,2.0,,,,,,,,75.0,30.0,6.8,11.0,,"{'original': 6.8, 'alternative': 6.9}",1,0.15,0.0,-0.05,,"{'sportSlug': 'football', 'statisticsType': 'player'}",3,2,1,1,0,53.84615384615385,,75.0,,,4.0,3.0,1.0,1.0,,,,,,,,,,,1.0,-0.03,,1.0,1.0,1.0,,2.0,,,,
14015474,away,5148,FK Čukarički,1008225,Sambou Sissoko,sambou-sissoko,M,14,False,54.0,49.0,5.0,4.0,0.0,20.0,22.0,29.0,32.0,1.0,2.0,,6.0,,,,,,,,62.0,62.0,6.6,8.0,,"{'original': 6.6, 'alternative': 6.8}",1,0.12,0.2,-0.02,,"{'sportSlug': 'football', 'statisticsType': 'player'}",8,4,4,1,3,90.74074074074075,80.0,,,,,,3.0,6.0,1.0,,,,,1.0,,,1.0,2.0,,-0.04,,1.0,,,,2.0,,,,
14015474,away,5148,FK Čukarički,345141,Marko Docić,marko-docic,M,5,False,78.0,68.0,4.0,1.0,0.0,24.0,26.0,44.0,52.0,1.0,3.0,,4.0,,,,,,,,90.0,96.0,7.6,18.0,,"{'original': 7.6, 'alternative': 7.8}",0,0.48,0.16,-0.07,,"{'sportSlug': 'football', 'statisticsType': 'player'}",5,2,3,2,1,87.17948717948718,25.0,41.66666666666667,100.0,,12.0,5.0,1.0,2.0,,1.0,1.0,,,,,,,1.0,5.0,,,1.0,1.0,,1.0,1.0,,,,
14015474,away,3403,FK Čukarički,926607,Nemanja Tošić,nemanja-tosic,M,6,False,66.0,54.0,3.0,1.0,0.0,18.0,22.0,36.0,44.0,4.0,9.0,,7.0,1.0,,,,,,,90.0,89.0,7.2,20.0,,"{'original': 7.2, 'alternative': 7.8}",2,0.25,0.19,-0.06,,"{'sportSlug': 'football', 'statisticsType': 'player'}",11,6,5,5,0,81.81818181818183,33.33333333333333,50.0,,,6.0,3.0,2.0,2.0,,,,,1.0,,,,,,2.0,-0.3,,4.0,3.0,1.0,,3.0,,,,
14015474,away,5148,FK Čukarički,1981976,Filip Matijašević,filip-matijasevic,F,22,False,19.0,15.0,1.0,1.0,0.0,7.0,8.0,8.0,11.0,,,,1.0,,,,,,,,62.0,32.0,6.1,11.0,,"{'original': 6.1, 'alternative': 6.7}",2,-0.08,0.02,-0.04,,"{'sportSlug': 'football', 'statisticsType': 'player'}",4,3,1,0,1,78.94736842105263,100.0,16.666666666666664,,,6.0,1.0,3.0,4.0,,1.0,,,,1.0,,,,,1.0,0.33,,,,1.0,,1.0,,,,
14015474,away,5148,FK Čukarički,905103,Slobodan Tedić,slobodan-tedic,F,9,False,31.0,18.0,,,0.0,1.0,2.0,17.0,29.0,3.0,7.0,,,3.0,,,,,,,90.0,47.0,6.0,18.0,,"{'original': 6, 'alternative': 6.7}",6,-0.98,0.06,-0.13,,"{'sportSlug': 'football', 'statisticsType': 'player'}",15,6,9,4,5,58.06451612903226,,,,,,,3.0,8.0,3.0,,,4.0,1.0,4.0,,,,1.0,1.0,-0.6,1.0,1.0,1.0,1.0,,2.0,,1.0,,1.0
14015474,away,5148,FK Čukarički,1165971,Uroš Miladinović,uros-miladinovic,F,90,False,30.0,23.0,1.0,1.0,0.0,5.0,7.0,18.0,23.0,,3.0,,1.0,2.0,,,,,,,75.0,51.0,6.2,22.0,,"{'original': 6.2, 'alternative': 6.8}",2,-0.3,0.1,-0.02,,"{'sportSlug': 'football', 'statisticsType': 'player'}",11,1,10,3,7,76.66666666666667,100.0,,50.0,,4.0,,1.0,8.0,6.0,2.0,1.0,,1.0,1.0,,,,,1.0,-0.51,,,,,,3.0,,,,
14015474,away,5148,FK Čukarički,267523,Dušan Jovančić,dusan-jovancic,M,77,True,41.0,37.0,4.0,2.0,0.0,14.0,16.0,23.0,25.0,1.0,2.0,,5.0,,,,,,,,45.0,53.0,7.2,5.0,,"{'original': 7.2, 'alternative': 7.3}",1,0.04,0.12,-0.04,,"{'sportSlug': 'football', 'statisticsType': 'player'}",6,1,5,1,4,90.2439024390244,50.0,,,,1.0,,,4.0,,,,,,1.0,1.0,,,3.0,,0.32,1.0,1.0,,,,,,,,
14015474,away,5148,FK Čukarički,834586,Lazar Tufegdžić,lazar-tufegdzic,M,7,True,8.0,7.0,3.0,3.0,0.0,2.0,2.0,5.0,6.0,,,,3.0,,,,,,,,28.0,11.0,6.5,1.0,,"{'original': 6.5, 'alternative': 7.3}",2,0.18,0.28,0.13,,"{'sportSlug': 'football', 'statisticsType': 'player'}",1,1,0,0,0,87.5,100.0,100.0,,,1.0,1.0,1.0,1.0,,,,,1.0,,,,,,2.0,-0.68,,,,1.0,1.0,,,,,
14015474,away,5148,FK Čukarički,98436,Srđan Mijailović,srdan-mijailovic,M,8,True,23.0,20.0,2.0,2.0,0.0,8.0,8.0,12.0,15.0,1.0,1.0,1.0,1.0,,,,,,,,28.0,32.0,6.6,8.0,,"{'original': 6.6, 'alternative': 6.7}",0,0.15,0.09,0.15,,"{'sportSlug': 'football', 'statisticsType': 'player'}",3,2,1,0,1,86.95652173913044,100.0,33.33333333333333,,,3.0,1.0,1.0,2.0,,,,,,,,,1.0,1.0,,,,,,,,2.0,,,,
14015474,away,5148,FK Čukarički,804183,Milan Pavkov,milan-pavkov,F,50,True,,,,,0.0,,,,,2.0,3.0,,,1.0,,,,,,,15.0,6.0,6.9,1.0,,"{'original': 6.9, 'alternative': 7.6}",3,,,0.0,,"{'sportSlug': 'football', 'statisticsType': 'player'}",4,2,2,1,1,,,,,,,,,1.0,1.0,,,,1.0,2.0,,,,,,0.41,,,,,,,1.0,,,
14015474,away,5148,FK Čukarički,1595518,Veljko Radosavljević,veljko-radosavljevic,M,86,True,7.0,5.0,,,0.0,,,5.0,7.0,2.0,3.0,,1.0,1.0,,,,,,,15.0,12.0,7.0,4.0,,"{'original': 7, 'alternative': 7}",1,0.12,0.01,-0.01,,"{'sportSlug': 'football', 'statisticsType': 'player'}",3,2,1,1,0,71.42857142857143,,50.0,,,2.0,1.0,,,,,,1.0,1.0,,,,,,1.0,-0.28,,,,,,1.0,,,,
14015474,away,48614,FK Čukarički,792127,Nikola Mirković,nikola-mirkovic,G,1,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015474,away,5148,FK Čukarički,1446160,Aboubacar Cisse,aboubacar-cisse,F,20,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015474,away,5148,FK Čukarički,69362,Miloš Cvetković,milos-cvetkovic,D,27,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015474,away,5148,FK Čukarički,795850,Nemanja Miletić,nemanja-miletic,D,73,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015474,away,33584,FK Čukarički,947437,Paul Mbong,paul-mbong,F,88,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015474,away,5148,FK Čukarički,976131,Andreja Stojanović,andreja-stojanovic,D,3,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
