minute,value
1.0,9
2.0,10
3.0,11
4.0,15
5.0,100
6.0,87
7.0,48
8.0,31
9.0,21
10.0,6
11.0,1
12.0,4
13.0,5
14.0,9
15.0,7
16.0,5
17.0,-10
18.0,-4
19.0,-8
20.0,-6
21.0,30
22.0,16
23.0,-31
24.0,65
25.0,36
26.0,-36
27.0,24
28.0,5
29.0,-8
30.0,-12
31.0,-51
32.0,-83
33.0,-55
34.0,-100
35.0,-78
36.0,-49
37.0,-26
38.0,-11
39.0,-1
40.0,1
41.0,31
42.0,24
43.0,100
44.0,54
45.0,27
45.5,30
46.0,-41
47.0,-15
48.0,-9
49.0,-16
50.0,-15
51.0,-1
52.0,5
53.0,-10
54.0,-4
55.0,-8
56.0,20
57.0,9
58.0,-11
59.0,-8
60.0,-45
61.0,-49
62.0,-30
63.0,-38
64.0,-68
65.0,-59
66.0,-34
67.0,-46
68.0,-42
69.0,-23
70.0,-13
71.0,-9
72.0,-15
73.0,-29
74.0,-18
75.0,-17
76.0,44
77.0,20
78.0,12
79.0,-12
80.0,-24
81.0,-19
82.0,-18
83.0,-87
84.0,-52
85.0,-26
86.0,-17
87.0,-96
88.0,-53
89.0,-63
90.0,-30
90.5,-50
