player,isHome,shotType,situation,playerCoordinates,bodyPart,goalMouthLocation,goalMouthCoordinates,blockCoordinates,id,time,addedTime,timeSeconds,draw,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,goalType
"{'name': 'Mirko Ivanić', 'slug': 'mirko-ivanic', 'shortName': 'M. Ivanić', 'position': 'M', 'jerseyNumber': '4', 'userCount': 1280, 'gender': 'M', 'id': 278763, 'fieldTranslations': {'nameTranslation': {'ar': 'ميركو إيفانيش', 'bn': 'মিরকো ইভানিচ', 'hi': 'मिर्को इवानिक'}, 'shortNameTranslation': {'ar': 'م. إيفانيش', 'bn': 'এম. ইভানিচ', 'hi': 'एम. इवानिक'}}}",False,save,fast-break,"{'x': 18.9, 'y': 38.9, 'z': 0}",right-foot,low-right,"{'x': 0, 'y': 45.7, 'z': 12.7}","{'x': 5.9, 'y': 45.8, 'z': 0}",5717235,90,6.0,5741,"{'start': {'x': 38.9, 'y': 18.9}, 'block': {'x': 45.8, 'y': 5.9}, 'end': {'x': 54.3, 'y': 0}, 'goal': {'x': 54.3, 'y': 87.3}}",1,559,341,shot,
"{'name': 'Vasilije Kostov', 'slug': 'vasilije-kostov', 'shortName': 'V. Kostov', 'position': 'M', 'jerseyNumber': '22', 'userCount': 2752, 'gender': 'M', 'id': 1825955, 'fieldTranslations': {'nameTranslation': {'ar': 'فاسيليي كوستوف'}, 'shortNameTranslation': {'ar': 'ف. كوستوف'}}}",False,miss,regular,"{'x': 22.3, 'y': 71.4, 'z': 0}",right-foot,left,"{'x': 0, 'y': 59.8, 'z': 12.5}",,5717224,90,3.0,5566,"{'start': {'x': 71.4, 'y': 22.3}, 'end': {'x': 40.2, 'y': 0}, 'goal': {'x': 40.2, 'y': 87.5}}",1,734,166,shot,
"{'name': 'Bruno Duarte', 'slug': 'bruno-duarte', 'shortName': 'B. Duarte', 'position': 'F', 'jerseyNumber': '17', 'userCount': 1529, 'gender': 'M', 'id': 878830, 'fieldTranslations': {'nameTranslation': {'ar': 'برونو دوارتي', 'bn': 'ব্রুনো ডুয়ার্তে', 'hi': 'ब्रूनो डुआर्टे'}, 'shortNameTranslation': {'ar': 'ب. دوارتي', 'bn': 'বি. ডুয়ার্তে', 'hi': 'बी. डुआर्टे'}}}",False,save,assisted,"{'x': 5.2, 'y': 45.1, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 51.6, 'z': 19}","{'x': 0.90000000000001, 'y': 47.8, 'z': 0}",5717187,85,,5077,"{'start': {'x': 45.1, 'y': 5.2}, 'block': {'x': 47.8, 'y': 0.90000000000001}, 'end': {'x': 48.4, 'y': 0}, 'goal': {'x': 48.4, 'y': 81}}",6,323,2377,shot,
"{'name': 'Jovan Milošević', 'firstName': 'Jovan Milosevic', 'lastName': '', 'slug': 'jovan-milosevic', 'shortName': 'J. Milošević', 'position': 'F', 'jerseyNumber': '7', 'userCount': 2321, 'gender': 'M', 'id': 1154491, 'fieldTranslations': {'nameTranslation': {'ar': 'يوفان ميلوسيفيتش', 'bn': 'জোভান মিলোসেভিচ', 'hi': 'जोवन मिलोसेवीक'}, 'shortNameTranslation': {'ar': 'ي. ميلوسيفيتش', 'bn': 'জে. মিলোসেভিচ', 'hi': 'जे. मिलोसेवीक'}}}",True,miss,assisted,"{'x': 9.5, 'y': 49.7, 'z': 0}",right-foot,right,"{'x': 0, 'y': 37.5, 'z': 36.1}",,5717145,77,,4613,"{'start': {'x': 49.7, 'y': 9.5}, 'end': {'x': 62.5, 'y': 0}, 'goal': {'x': 62.5, 'y': 63.9}}",14,787,1913,shot,
"{'name': 'Jovan Milošević', 'firstName': 'Jovan Milosevic', 'lastName': '', 'slug': 'jovan-milosevic', 'shortName': 'J. Milošević', 'position': 'F', 'jerseyNumber': '7', 'userCount': 2321, 'gender': 'M', 'id': 1154491, 'fieldTranslations': {'nameTranslation': {'ar': 'يوفان ميلوسيفيتش', 'bn': 'জোভান মিলোসেভিচ', 'hi': 'जोवन मिलोसेवीक'}, 'shortNameTranslation': {'ar': 'ي. ميلوسيفيتش', 'bn': 'জে. মিলোসেভিচ', 'hi': 'जे. मिलोसेवीक'}}}",True,goal,assisted,"{'x': 3.8, 'y': 52.6, 'z': 0}",left-foot,high-centre,"{'x': 0, 'y': 50.1, 'z': 22.8}",,5717057,74,,4396,"{'start': {'x': 52.6, 'y': 3.8}, 'end': {'x': 49.9, 'y': 0}, 'goal': {'x': 49.9, 'y': 77.2}}",17,1004,1696,shot,regular
"{'name': 'Mario Jurčevič', 'firstName': '', 'lastName': '', 'slug': 'mario-jurcevic', 'shortName': 'M. Jurčevič', 'position': 'D', 'jerseyNumber': '4', 'userCount': 361, 'gender': 'M', 'id': 555538, 'fieldTranslations': {'nameTranslation': {'ar': 'ماريو يوركيفيتش', 'bn': 'মারিও জুরচেভিচ', 'hi': 'मारियो जुरसेविक'}, 'shortNameTranslation': {'ar': 'م. يوركيفيتش', 'bn': 'এম. জুরচেভিচ', 'hi': 'एम. जुरसेविक'}}}",True,miss,assisted,"{'x': 10.5, 'y': 39.3, 'z': 0}",left-foot,right,"{'x': 0, 'y': 28.1, 'z': 5.6}","{'x': 3.6, 'y': 52.5, 'z': 0}",5717835,74,,4395,"{'start': {'x': 39.3, 'y': 10.5}, 'block': {'x': 52.5, 'y': 3.6}, 'end': {'x': 71.9, 'y': 0}, 'goal': {'x': 71.9, 'y': 94.4}}",17,1005,1695,shot,
"{'name': 'Marko Arnautović', 'slug': 'marko-arnautovic', 'shortName': 'M. Arnautović', 'position': 'F', 'jerseyNumber': '89', 'userCount': 8563, 'gender': 'M', 'sofascoreId': 'm.arnautovic7', 'id': 21927, 'fieldTranslations': {'nameTranslation': {'ar': 'ماركو أرناوتوفيتش', 'bn': 'মার্কো আরনাউটোভিচ', 'hi': 'मार्को अर्नौटोविक'}, 'shortNameTranslation': {'ar': 'م. أرناوتوفيتش', 'bn': 'এম. আরনাউটোভিচ', 'hi': 'एम. अर्नौटोविक'}}}",False,miss,assisted,"{'x': 8.9, 'y': 46.2, 'z': 0}",left-foot,high,"{'x': 0, 'y': 54.8, 'z': 88.9}",,5717034,71,,4206,"{'start': {'x': 46.2, 'y': 8.9}, 'end': {'x': 45.2, 'y': 0}, 'goal': {'x': 45.2, 'y': 11.1}}",20,1194,1506,shot,
"{'name': 'Demba Seck', 'slug': 'demba-seck', 'shortName': 'D. Seck', 'position': 'M', 'jerseyNumber': '19', 'userCount': 1135, 'gender': 'M', 'id': 1012248, 'fieldTranslations': {'nameTranslation': {'ar': 'ديمبا سيك', 'bn': 'ডেম্বা সেক', 'hi': 'डेम्बा सेक'}, 'shortNameTranslation': {'ar': 'د. سيك', 'bn': 'ডি. সেক', 'hi': 'डी. सेक'}}}",True,save,regular,"{'x': 22, 'y': 56.4, 'z': 0}",left-foot,low-left,"{'x': 0, 'y': 52.9, 'z': 1.3}","{'x': 1.9, 'y': 49.6, 'z': 0}",5717022,69,,4085,"{'start': {'x': 56.4, 'y': 22}, 'block': {'x': 49.6, 'y': 1.9}, 'end': {'x': 47.1, 'y': 0}, 'goal': {'x': 47.1, 'y': 98.7}}",22,1315,1385,shot,
"{'name': 'Andrej Kostić', 'firstName': 'Andrej', 'lastName': 'Kostić', 'slug': 'andrej-kostic', 'shortName': 'A. Kostić', 'position': 'F', 'jerseyNumber': '9', 'userCount': 1085, 'gender': 'M', 'id': 1819171, 'fieldTranslations': {'nameTranslation': {'ar': 'أندري كوستيتش'}, 'shortNameTranslation': {'ar': 'أ. كوستيتش'}}}",True,block,corner,"{'x': 9.1, 'y': 48.3, 'z': 0}",left-foot,low-centre,"{'x': 0, 'y': 49.3, 'z': 19}","{'x': 7.5, 'y': 48.7, 'z': 0}",5717009,66,,3946,"{'start': {'x': 48.3, 'y': 9.1}, 'block': {'x': 48.7, 'y': 7.5}, 'end': {'x': 50.7, 'y': 0}, 'goal': {'x': 50.7, 'y': 81}}",25,1454,1246,shot,
"{'name': 'Nikola Simic', 'firstName': 'Nikola Simic', 'slug': 'nikola-simic', 'shortName': 'N. Simić', 'position': 'D', 'jerseyNumber': '40', 'userCount': 685, 'gender': 'M', 'id': 1427163, 'fieldTranslations': {'nameTranslation': {'ar': 'نيكولا سيميتش'}, 'shortNameTranslation': {'ar': 'ن. سيميتش'}}}",True,block,corner,"{'x': 8.2, 'y': 43.6, 'z': 0}",head,low-centre,"{'x': 0, 'y': 49.2, 'z': 19}","{'x': 5, 'y': 46.4, 'z': 0}",5717008,66,,3944,"{'start': {'x': 43.6, 'y': 8.2}, 'block': {'x': 46.4, 'y': 5}, 'end': {'x': 50.8, 'y': 0}, 'goal': {'x': 50.8, 'y': 81}}",25,1456,1244,shot,
