match_id,team_side,team_id,team_name,player_id,player_name,player_slug,player_position,shirt_number,is_substitute,totalPass,accuratePass,totalLongBalls,accurateLongBalls,goalAssist,accurateOwnHalfPasses,totalOwnHalfPasses,accurateOppositionHalfPasses,totalOppositionHalfPasses,totalClearance,ballRecovery,savedShotsFromInsideTheBox,saves,punches,minutesPlayed,touches,rating,possessionLostCtrl,keeperSaveValue,ratingVersions,totalShots,passValueNormalized,dribbleValueNormalized,defensiveValueNormalized,goalkeeperValueNormalized,statisticsType,total_duels,aerial_duels_total,ground_duels_total,ground_duels_won,ground_duels_lost,pass_accuracy_pct,long_ball_accuracy_pct,cross_accuracy_pct,dribble_success_pct,keeper_sweeper_pct,totalCross,aerialLost,aerialWon,duelLost,duelWon,challengeLost,totalContest,wonContest,interceptionWon,totalTackle,fouls,keyPass,dispossessed,wonTackle,blockedScoringAttempt,wasFouled,shotValueNormalized,accurateCross,bigChanceCreated,bigChanceMissed,shotOffTarget,onTargetScoringAttempt,unsuccessfulTouch,outfielderBlock,errorLeadToAShot,totalOffside,goals,clearanceOffLine,goodHighClaim,hitWoodwork
14015461,home,1892,FK Partizan,286121,Yanis Karabelyov,yanis-karabelyov,M,28,True,40.0,38.0,,,0.0,17.0,17.0,21.0,23.0,1.0,5.0,,,,45.0,47.0,7.9,3.0,,"{'original': 7.9, 'alternative': 7.2}",1,0.3,0.16,0.75,,"{'sportSlug': 'football', 'statisticsType': 'player'}",5,3,2,1,1,95.0,,,,,,2.0,1.0,3.0,2.0,1.0,,,,,,,,,,1.0,-0.17,,,,1.0,,1.0,1.0,,,,1.0,,
14015461,home,5152,FK Partizan,19191,Bibars Natcho,bibars-natcho,M,10,True,20.0,16.0,1.0,1.0,0.0,5.0,5.0,11.0,15.0,1.0,2.0,,,,28.0,30.0,7.3,9.0,,"{'original': 7.3, 'alternative': 7}",0,0.4,0.16,0.16,,"{'sportSlug': 'football', 'statisticsType': 'player'}",1,0,1,1,0,80.0,100.0,40.0,,,5.0,,,,1.0,,,,,,,3.0,,,,1.0,,2.0,,,,,1.0,,,,,,,
14015461,home,5152,FK Partizan,1819171,Andrej Kostić,andrej-kostic,F,9,True,9.0,6.0,,,0.0,3.0,5.0,3.0,4.0,,2.0,,,,28.0,13.0,6.3,6.0,,"{'original': 6.3, 'alternative': 6.5}",1,-0.03,0.0,-0.04,,"{'sportSlug': 'football', 'statisticsType': 'player'}",4,2,2,0,2,66.66666666666666,,,,,,,2.0,2.0,2.0,,,,,,1.0,,1.0,,1.0,,0.0,,,,,,2.0,,,,,,,
14015461,home,5152,FK Partizan,252121,Ghayas Zahid,ghayas-zahid,M,29,True,14.0,12.0,,,0.0,3.0,3.0,9.0,11.0,1.0,1.0,,,,10.0,18.0,6.9,2.0,,"{'original': 6.9, 'alternative': 6.9}",0,0.09,0.17,0.18,,"{'sportSlug': 'football', 'statisticsType': 'player'}",1,0,1,1,0,85.71428571428571,,,,,,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,
14015461,home,282203,FK Partizan,1500279,Dusan Jovanović,dusan-jovanovic,F,42,True,,,,,0.0,,,,,,,,,,14.0,,6.4,,,"{'original': 6.4, 'alternative': 6.3}",0,,0.14,0.0,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,-0.53,,,,,,,,,1.0,,,,
14015461,home,5152,FK Partizan,1584964,Bogdan Kostić,bogdan-kostic,M,99,True,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015461,home,5152,FK Partizan,805932,Aranđel Stojković,arandel-stojkovic,D,2,True,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015461,home,5152,FK Partizan,1147544,Vukašin Đurđević,vukasin-durdevic,D,24,True,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015461,home,5152,FK Partizan,807245,Miloš Krunić,milos-krunic,G,31,True,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015461,home,24356,FK Partizan,1409357,Ivan Vasiljević,ivan-vasiljevic,D,21,True,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015461,home,77629,FK Partizan,1218053,Ibrahim Zubairu,zubairu-ibrahim,F,39,True,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015461,away,5149,FK Crvena zvezda,603946,Matheus,matheus,G,1,False,32.0,26.0,16.0,10.0,0.0,18.0,19.0,8.0,13.0,2.0,14.0,3.0,4.0,1.0,90.0,47.0,8.8,6.0,0.3466,"{'original': 8.8, 'alternative': 7.9}",0,0.3,-0.03,0.33,0.33,"{'sportSlug': 'football', 'statisticsType': 'player'}",3,3,0,0,0,81.25,62.5,,,,,,3.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,
14015461,away,5149,FK Crvena zvezda,1019333,Young-woo Seol,young-woo-seol,D,66,False,53.0,47.0,3.0,2.0,0.0,27.0,30.0,20.0,23.0,2.0,9.0,,,,90.0,80.0,7.2,13.0,,"{'original': 7.2, 'alternative': 7.3}",0,0.42,0.04,-0.03,,"{'sportSlug': 'football', 'statisticsType': 'player'}",4,1,3,3,0,88.67924528301887,66.66666666666666,60.0,,,5.0,1.0,,1.0,3.0,,,,1.0,2.0,,3.0,,2.0,,1.0,,3.0,1.0,,,,2.0,,,,,,,
14015461,away,5149,FK Crvena zvezda,1146225,Stefan Leković,stefan-lekovic,D,25,False,48.0,47.0,,,0.0,35.0,35.0,12.0,13.0,6.0,1.0,,,,90.0,59.0,6.9,1.0,,"{'original': 6.9, 'alternative': 6.8}",0,0.19,0.13,-0.03,,"{'sportSlug': 'football', 'statisticsType': 'player'}",3,2,1,1,0,97.91666666666666,,,,,,1.0,1.0,1.0,2.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,
14015461,away,5149,FK Crvena zvezda,227224,Miloš Veljković,milos-veljkovic,D,13,False,47.0,39.0,5.0,1.0,0.0,27.0,30.0,12.0,17.0,8.0,2.0,,,,90.0,59.0,6.6,8.0,,"{'original': 6.6, 'alternative': 6.6}",0,0.26,0.06,-0.02,,"{'sportSlug': 'football', 'statisticsType': 'player'}",6,5,1,1,0,82.97872340425532,20.0,,,,,4.0,1.0,4.0,2.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
14015461,away,5149,FK Crvena zvezda,904400,Nair Tiknizyan,nair-tiknizyan,D,23,False,20.0,18.0,,,0.0,8.0,8.0,10.0,12.0,,2.0,,,,45.0,27.0,6.9,3.0,,"{'original': 6.9, 'alternative': 6.8}",0,-0.16,0.01,0.56,,"{'sportSlug': 'football', 'statisticsType': 'player'}",1,0,1,0,1,90.0,,,,,,,,1.0,,,,,1.0,,2.0,1.0,,,,,,,,,,,1.0,1.0,,,,,,
14015461,away,5149,FK Crvena zvezda,1825955,Vasilije Kostov,vasilije-kostov,M,22,False,33.0,24.0,7.0,2.0,0.0,9.0,12.0,15.0,21.0,,7.0,,,,90.0,46.0,6.2,15.0,,"{'original': 6.2, 'alternative': 6.4}",1,-0.11,0.01,-0.09,,"{'sportSlug': 'football', 'statisticsType': 'player'}",8,0,8,2,6,72.72727272727273,28.57142857142857,50.0,,,2.0,,,6.0,2.0,2.0,1.0,,,1.0,1.0,,2.0,1.0,,1.0,-0.04,1.0,,,1.0,,2.0,1.0,,,,,,
14015461,away,5149,FK Crvena zvezda,827371,Timi Max Elšnik,timi-max-elsnik,M,21,False,59.0,48.0,6.0,3.0,0.0,25.0,28.0,23.0,31.0,,6.0,,,,90.0,71.0,7.6,11.0,,"{'original': 7.6, 'alternative': 7.7}",2,0.22,0.12,0.3,,"{'sportSlug': 'football', 'statisticsType': 'player'}",10,2,8,5,3,81.35593220338984,50.0,,,,,2.0,,5.0,5.0,2.0,,,1.0,2.0,1.0,,,1.0,,3.0,0.32,,,,,2.0,,2.0,,,1.0,,,
14015461,away,5149,FK Crvena zvezda,1131048,Tomás Händel,tomas-handel,M,20,False,43.0,39.0,1.0,1.0,0.0,18.0,20.0,21.0,23.0,2.0,4.0,,,,81.0,55.0,6.8,6.0,,"{'original': 6.8, 'alternative': 6.9}",1,0.15,0.04,0.42,,"{'sportSlug': 'football', 'statisticsType': 'player'}",7,1,6,1,5,90.69767441860465,100.0,50.0,,,2.0,1.0,,6.0,1.0,,,,1.0,1.0,4.0,1.0,1.0,1.0,,,-0.07,1.0,,,1.0,,,2.0,,,,,,
14015461,away,5149,FK Crvena zvezda,278763,Mirko Ivanić,mirko-ivanic,M,4,False,46.0,34.0,5.0,4.0,0.0,12.0,13.0,22.0,33.0,3.0,3.0,,,,90.0,68.0,7.5,19.0,,"{'original': 7.5, 'alternative': 7.4}",3,0.31,0.55,-0.02,,"{'sportSlug': 'football', 'statisticsType': 'player'}",8,0,8,4,4,73.91304347826086,80.0,,100.0,,1.0,,,4.0,4.0,,4.0,4.0,1.0,,2.0,1.0,3.0,,1.0,,0.28,,1.0,,,2.0,2.0,,,,,,,1.0
14015461,away,5149,FK Crvena zvezda,110701,Aleksandar Katai,aleksandar-katai,F,10,False,25.0,22.0,3.0,3.0,0.0,7.0,7.0,15.0,18.0,,4.0,,,,59.0,32.0,6.7,7.0,,"{'original': 6.7, 'alternative': 6.5}",1,0.08,0.32,-0.09,,"{'sportSlug': 'football', 'statisticsType': 'player'}",5,1,4,1,3,88.0,100.0,,,,1.0,,1.0,3.0,2.0,2.0,,,,1.0,1.0,,,1.0,,,-0.36,,,1.0,,1.0,2.0,,,,,,,
14015461,away,5149,FK Crvena zvezda,21927,Marko Arnautović,marko-arnautovic,F,89,False,20.0,16.0,1.0,,0.0,2.0,3.0,14.0,17.0,,,,,,72.0,31.0,6.6,7.0,,"{'original': 6.6, 'alternative': 7.4}",3,-0.26,0.2,0.0,,"{'sportSlug': 'football', 'statisticsType': 'player'}",6,3,3,2,1,80.0,,,100.0,,,2.0,1.0,3.0,3.0,,1.0,1.0,1.0,,,2.0,1.0,,,1.0,-0.59,,1.0,1.0,3.0,,2.0,,,,,,,
14015461,away,5149,FK Crvena zvezda,1100641,Nikola Stanković,nikola-stankovic,M,24,True,11.0,7.0,3.0,1.0,0.0,4.0,5.0,3.0,6.0,2.0,1.0,,,,45.0,28.0,6.4,9.0,,"{'original': 6.4, 'alternative': 6.6}",0,-0.03,0.06,-0.07,,"{'sportSlug': 'football', 'statisticsType': 'player'}",5,0,5,1,4,63.63636363636363,33.33333333333333,,,,2.0,,,4.0,1.0,2.0,,,2.0,1.0,2.0,,,,,,,,,,,,1.0,,,,,,,
14015461,away,5149,FK Crvena zvezda,802665,Nemanja Radonjić,nemanja-radonjic,M,49,True,7.0,4.0,1.0,,0.0,,1.0,4.0,6.0,1.0,1.0,,,,31.0,10.0,7.5,3.0,,"{'original': 7.5, 'alternative': 7.1}",1,-0.1,0.11,-0.06,,"{'sportSlug': 'football', 'statisticsType': 'player'}",4,2,2,1,1,57.14285714285714,,,,,,1.0,1.0,2.0,2.0,1.0,,,,,,,,,,1.0,0.51,,,,,1.0,,,,,1.0,,,
14015461,away,5149,FK Crvena zvezda,878830,Bruno Duarte,bruno-duarte,F,17,True,10.0,6.0,,,0.0,3.0,4.0,3.0,6.0,,2.0,,,,18.0,18.0,6.3,7.0,,"{'original': 6.3, 'alternative': 6.8}",1,-0.27,0.33,0.0,,"{'sportSlug': 'football', 'statisticsType': 'player'}",6,4,2,1,1,60.0,,,,,1.0,2.0,2.0,3.0,3.0,,,,,1.0,,,1.0,,,,-0.72,,,1.0,,1.0,1.0,,,,,,,
14015461,away,5149,FK Crvena zvezda,867608,Rodrigão,rodrigao-prado,D,5,True,2.0,1.0,1.0,,0.0,1.0,1.0,,1.0,2.0,,,,,9.0,6.0,6.9,1.0,,"{'original': 6.9, 'alternative': 6.7}",0,0.01,,0.23,,"{'sportSlug': 'football', 'statisticsType': 'player'}",2,1,1,1,0,50.0,,,,,,,1.0,,2.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,
14015461,away,5149,FK Crvena zvezda,1133882,Franklin Tebo,franklin-tebo,D,30,True,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015461,away,5149,FK Crvena zvezda,1974511,Luka Zarić,luka-zaric,M,40,True,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015461,away,5149,FK Crvena zvezda,797083,Omri Glazer,omri-glazer,G,18,True,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015461,away,5149,FK Crvena zvezda,1136280,Shavy Warren Babicka,babicka-shavy-warren,F,80,True,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015461,away,5149,FK Crvena zvezda,939721,Milson,milson,M,7,True,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015461,away,5149,FK Crvena zvezda,1493918,Adem Avdić,adem-avdic,D,71,True,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015461,away,5149,FK Crvena zvezda,1516318,Mahmudu Bajo,bajo,M,6,True,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
