player,isHome,shotType,situation,playerCoordinates,bodyPart,goalMouthLocation,goalMouthCoordinates,xg,id,time,addedTime,timeSeconds,draw,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,blockCoordinates,xgot,goalType
"{'name': 'Georgios Makrydakis', 'firstName': 'Georgios', 'lastName': 'Makrydakis', 'slug': 'makrydakis-georgios', 'shortName': 'G. Makrydakis', 'position': 'D', 'jerseyNumber': '56', 'userCount': 8, 'gender': 'M', 'id': 1440632, 'fieldTranslations': {'nameTranslation': {'ar': 'جورجيوس ماكريدكيس'}, 'shortNameTranslation': {'ar': 'ج. ماكريدكيس'}}}",True,miss,regular,"{'x': 24, 'y': 31, 'z': 0}",left-foot,close-high-left,"{'x': 0, 'y': 58.7, 'z': 46.7}",0.05239,6575434,90,3.0,5551,"{'start': {'x': 31, 'y': 24}, 'end': {'x': 41.3, 'y': 0}, 'goal': {'x': 41.3, 'y': 53.3}}",1,749,151,shot,,,
"{'name': 'Žarko Korać', 'firstName': 'Žarko', 'lastName': 'Korać', 'slug': 'zarko-korac', 'shortName': 'Ž. Korać', 'position': 'F', 'jerseyNumber': '11', 'userCount': 12, 'gender': 'M', 'id': 54752, 'fieldTranslations': {'nameTranslation': {'ar': 'زاركو كوراچ'}, 'shortNameTranslation': {'ar': 'ز. كوراچ'}}}",True,block,regular,"{'x': 26, 'y': 39, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}",0.02259,6575433,90,3.0,5547,"{'start': {'x': 39, 'y': 26}, 'block': {'x': 39, 'y': 26}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",1,753,147,shot,"{'x': 26, 'y': 39, 'z': 0}",,
"{'name': 'Ognjen Rolović', 'firstName': '', 'lastName': '', 'slug': 'ognjen-rolovic', 'shortName': 'O. Rolović', 'position': 'F', 'jerseyNumber': '19', 'userCount': 6, 'gender': 'M', 'id': 196634, 'fieldTranslations': {'nameTranslation': {'ar': 'أوغنيين رولوفيتش', 'hi': 'ओग्जेन रोलोविच', 'bn': 'ওগনজেন রোলোভিচ'}, 'shortNameTranslation': {'ar': 'أ. رولوفيتش', 'hi': 'ओ. रोलोविक', 'bn': 'ও. রোলোভিচ'}}}",False,save,regular,"{'x': 14, 'y': 40, 'z': 0}",left-foot,low-right,"{'x': 0, 'y': 46.8, 'z': 7.1}",0.1622,6575432,88,,5240,"{'start': {'x': 40, 'y': 14}, 'end': {'x': 53.2, 'y': 0}, 'goal': {'x': 53.2, 'y': 92.9}}",3,160,2540,shot,,0.5738,
"{'name': 'Mario Gjolaj', 'firstName': '', 'lastName': '', 'slug': 'mario-gjolaj', 'shortName': 'M. Gjolaj', 'position': 'M', 'jerseyNumber': '14', 'userCount': 11, 'gender': 'M', 'id': 1063202, 'fieldTranslations': {'nameTranslation': {'ar': 'ماريو جولاي'}, 'shortNameTranslation': {'ar': 'م. جولاي'}}}",False,miss,corner,"{'x': 21, 'y': 39, 'z': 0}",right-foot,close-left,"{'x': 0, 'y': 57, 'z': 16.6}",0.04344,6575431,85,,5074,"{'start': {'x': 39, 'y': 21}, 'end': {'x': 43, 'y': 0}, 'goal': {'x': 43, 'y': 83.4}}",6,326,2374,shot,,,
"{'name': 'Mario Gjolaj', 'firstName': '', 'lastName': '', 'slug': 'mario-gjolaj', 'shortName': 'M. Gjolaj', 'position': 'M', 'jerseyNumber': '14', 'userCount': 11, 'gender': 'M', 'id': 1063202, 'fieldTranslations': {'nameTranslation': {'ar': 'ماريو جولاي'}, 'shortNameTranslation': {'ar': 'م. جولاي'}}}",False,save,regular,"{'x': 10, 'y': 66, 'z': 0}",right-foot,low-right,"{'x': 0, 'y': 45.7, 'z': 1.4}",0.1859,6575430,83,,4979,"{'start': {'x': 66, 'y': 10}, 'end': {'x': 54.3, 'y': 0}, 'goal': {'x': 54.3, 'y': 98.6}}",8,421,2279,shot,,0.3704,
"{'name': 'Ognjen Rolović', 'firstName': '', 'lastName': '', 'slug': 'ognjen-rolovic', 'shortName': 'O. Rolović', 'position': 'F', 'jerseyNumber': '19', 'userCount': 6, 'gender': 'M', 'id': 196634, 'fieldTranslations': {'nameTranslation': {'ar': 'أوغنيين رولوفيتش', 'hi': 'ओग्जेन रोलोविच', 'bn': 'ওগনজেন রোলোভিচ'}, 'shortNameTranslation': {'ar': 'أ. رولوفيتش', 'hi': 'ओ. रोलोविक', 'bn': 'ও. রোলোভিচ'}}}",False,save,regular,"{'x': 12, 'y': 51, 'z': 0}",head,low-centre,"{'x': 0, 'y': 48.7, 'z': 18.3}",0.05245,6575429,81,,4825,"{'start': {'x': 51, 'y': 12}, 'end': {'x': 51.3, 'y': 0}, 'goal': {'x': 51.3, 'y': 81.7}}",10,575,2125,shot,,0.02174,
"{'name': 'Lazar Šekularac', 'firstName': 'Lazar Šekularac', 'slug': 'lazar-sekularac', 'shortName': 'L. Šekularac', 'position': 'D', 'jerseyNumber': '27', 'userCount': 20, 'gender': 'M', 'id': 1190521, 'fieldTranslations': {'nameTranslation': {'ar': 'لازار شيكولاراك'}, 'shortNameTranslation': {'ar': 'ل. شيكولاراك'}}}",True,miss,corner,"{'x': 34, 'y': 32, 'z': 0}",left-foot,close-high-left,"{'x': 0, 'y': 58, 'z': 57.5}",0.009608,6575428,77,,4617,"{'start': {'x': 32, 'y': 34}, 'end': {'x': 42, 'y': 0}, 'goal': {'x': 42, 'y': 42.5}}",14,783,1917,shot,,,
"{'name': 'Takeru Komiya', 'firstName': '', 'lastName': '', 'slug': 'takeru-komiya', 'shortName': 'T. Komiya', 'position': 'F', 'userCount': 25, 'gender': 'M', 'id': 1391884, 'fieldTranslations': {'nameTranslation': {'ar': 'تاكيرو كومييا'}, 'shortNameTranslation': {'ar': 'ت. كومييا'}}}",True,block,regular,"{'x': 7, 'y': 66, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}",0.1668,6575427,76,,4524,"{'start': {'x': 66, 'y': 7}, 'block': {'x': 66, 'y': 7}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",15,876,1824,shot,"{'x': 7, 'y': 66, 'z': 0}",,
"{'name': 'Petar Bogdanović', 'firstName': '', 'lastName': '', 'slug': 'petar-bogdanovic', 'shortName': 'P. Bogdanović', 'position': 'M', 'jerseyNumber': '7', 'userCount': 13, 'gender': 'M', 'id': 1408188, 'fieldTranslations': {'nameTranslation': {'ar': 'بيتر بوغدانوفيتش'}, 'shortNameTranslation': {'ar': 'ب. بوغدانوفيتش'}}}",False,block,regular,"{'x': 23, 'y': 42, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}",0.01212,6575426,73,,4378,"{'start': {'x': 42, 'y': 23}, 'block': {'x': 42, 'y': 23}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",18,1022,1678,shot,"{'x': 23, 'y': 42, 'z': 0}",,
"{'name': 'Žarko Korać', 'firstName': 'Žarko', 'lastName': 'Korać', 'slug': 'zarko-korac', 'shortName': 'Ž. Korać', 'position': 'F', 'jerseyNumber': '11', 'userCount': 12, 'gender': 'M', 'id': 54752, 'fieldTranslations': {'nameTranslation': {'ar': 'زاركو كوراچ'}, 'shortNameTranslation': {'ar': 'ز. كوراچ'}}}",True,save,free-kick,"{'x': 26, 'y': 44, 'z': 0}",right-foot,high-left,"{'x': 0, 'y': 52.8, 'z': 27.3}",0.1405,6575435,61,,3626,"{'start': {'x': 44, 'y': 26}, 'end': {'x': 47.2, 'y': 0}, 'goal': {'x': 47.2, 'y': 72.7}}",30,1774,926,shot,,0.4565,
