minute,value
1.0,-4
2.0,-7
3.0,-8
4.0,-9
5.0,-10
6.0,-10
7.0,62
8.0,32
9.0,8
10.0,10
11.0,55
12.0,27
13.0,17
14.0,4
15.0,-35
16.0,-26
17.0,-8
18.0,-14
19.0,-21
20.0,-11
21.0,-6
22.0,18
23.0,-24
24.0,-14
25.0,-13
26.0,33
27.0,8
28.0,35
29.0,27
30.0,11
31.0,-35
32.0,-26
33.0,-67
34.0,-44
35.0,-62
36.0,-35
37.0,-24
38.0,-22
39.0,-23
40.0,-12
41.0,-55
42.0,-35
43.0,-30
44.0,22
45.0,2
45.5,16
46.0,1
47.0,14
48.0,-39
49.0,-26
50.0,-46
51.0,-75
52.0,-54
53.0,-32
54.0,-45
55.0,-30
56.0,-31
57.0,-24
58.0,-28
59.0,-33
60.0,-67
61.0,-69
62.0,-46
63.0,-36
64.0,-29
65.0,-29
66.0,-67
67.0,-53
68.0,-41
69.0,-30
70.0,-39
71.0,-25
72.0,-35
73.0,-27
74.0,-66
75.0,-23
76.0,-20
77.0,-22
78.0,-24
79.0,-18
80.0,-32
81.0,-52
82.0,-33
83.0,-28
84.0,-30
85.0,-27
86.0,-24
87.0,-21
88.0,12
89.0,-9
90.0,-62
90.5,-74
