minute,value
0.0,0
1.0,-12
2.0,-8
3.0,38
4.0,94
5.0,53
6.0,31
7.0,17
8.0,17
9.0,79
10.0,47
11.0,33
12.0,19
13.0,-11
14.0,-12
15.0,-13
16.0,-4
17.0,-4
18.0,-8
19.0,-11
20.0,-8
21.0,-32
22.0,-41
23.0,-26
24.0,-100
25.0,-73
26.0,-39
27.0,-24
28.0,-16
29.0,-15
30.0,-66
31.0,-42
32.0,-27
33.0,49
34.0,79
35.0,74
36.0,22
37.0,-22
38.0,-6
39.0,-15
40.0,-13
41.0,48
42.0,50
43.0,58
44.0,99
45.0,58
45.5,10
46.0,-3
47.0,-3
48.0,-3
49.0,-13
50.0,-12
51.0,-3
52.0,-8
53.0,-6
54.0,74
55.0,42
56.0,-47
57.0,-60
58.0,-67
59.0,-42
60.0,-100
61.0,-72
62.0,-41
63.0,-29
64.0,-19
65.0,-7
66.0,-10
67.0,-13
68.0,-29
69.0,-39
70.0,-25
71.0,-16
72.0,59
73.0,30
74.0,13
75.0,42
76.0,29
77.0,51
78.0,4
79.0,2
80.0,-9
81.0,19
82.0,9
83.0,6
84.0,-7
85.0,-13
86.0,-16
87.0,-7
88.0,-9
89.0,-10
90.0,25
90.5,120
