player,isHome,shotType,situation,playerCoordinates,bodyPart,goalMouthLocation,goalMouthCoordinates,xg,id,time,addedTime,timeSeconds,draw,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,xgot,blockCoordinates,goalType
"{'name': 'Ivan Bulatović', 'slug': 'ivan-bulatovic', 'shortName': 'I. Bulatović', 'position': 'F', 'jerseyNumber': '11', 'userCount': 46, 'gender': 'M', 'id': 894403, 'fieldTranslations': {'nameTranslation': {'ar': 'إيفان بولاتوفيتش'}, 'shortNameTranslation': {'ar': 'إ. بولاتوفيتش'}}}",True,miss,regular,"{'x': 10, 'y': 59, 'z': 0}",right-foot,close-right,"{'x': 0, 'y': 41.4, 'z': 33.4}",0.1405,6577627,90,3.0,5548,"{'start': {'x': 59, 'y': 10}, 'end': {'x': 58.6, 'y': 0}, 'goal': {'x': 58.6, 'y': 66.6}}",1,752,148,shot,,,
"{'name': 'Milan Vušurović', 'slug': 'milan-vusurovic', 'shortName': 'M. Vušurović', 'position': 'M', 'jerseyNumber': '17', 'userCount': 20, 'gender': 'M', 'id': 287757, 'fieldTranslations': {'nameTranslation': {'ar': 'ميلان فوسوروفيتش', 'hi': 'मिलन वुसुरोविक', 'bn': 'মিলান ভুসুরোভিচ'}, 'shortNameTranslation': {'ar': 'م. فوسوروفيتش', 'hi': 'एम. वुसुरोविक', 'bn': 'এম. ভুসুরোভিচ'}}}",True,miss,regular,"{'x': 5, 'y': 69, 'z': 0}",right-foot,close-right,"{'x': 0, 'y': 43.6, 'z': 9.9}",0.1,6577625,90,2.0,5487,"{'start': {'x': 69, 'y': 5}, 'end': {'x': 56.4, 'y': 0}, 'goal': {'x': 56.4, 'y': 90.1}}",1,813,87,shot,,,
"{'name': 'Ivan Bulatović', 'slug': 'ivan-bulatovic', 'shortName': 'I. Bulatović', 'position': 'F', 'jerseyNumber': '11', 'userCount': 46, 'gender': 'M', 'id': 894403, 'fieldTranslations': {'nameTranslation': {'ar': 'إيفان بولاتوفيتش'}, 'shortNameTranslation': {'ar': 'إ. بولاتوفيتش'}}}",True,save,regular,"{'x': 15, 'y': 43, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 49, 'z': 1}",0.1563,6577623,90,1.0,5403,"{'start': {'x': 43, 'y': 15}, 'end': {'x': 51, 'y': 0}, 'goal': {'x': 51, 'y': 99}}",1,897,3,shot,0.1567,,
"{'name': 'Darko Zorić', 'slug': 'darko-zoric', 'shortName': 'D. Zorić', 'position': 'M', 'jerseyNumber': '18', 'userCount': 13, 'gender': 'M', 'id': 154655, 'fieldTranslations': {'nameTranslation': {'ar': 'داركو زوريتش'}, 'shortNameTranslation': {'ar': 'د. زوريتش'}}}",False,miss,free-kick,"{'x': 29, 'y': 55, 'z': 0}",left-foot,close-right,"{'x': 0, 'y': 43.9, 'z': 8.5}",0.0009814,6577631,86,,5144,"{'start': {'x': 55, 'y': 29}, 'end': {'x': 56.1, 'y': 0}, 'goal': {'x': 56.1, 'y': 91.5}}",5,256,2444,shot,,,
"{'name': 'Darko Zorić', 'slug': 'darko-zoric', 'shortName': 'D. Zorić', 'position': 'M', 'jerseyNumber': '18', 'userCount': 13, 'gender': 'M', 'id': 154655, 'fieldTranslations': {'nameTranslation': {'ar': 'داركو زوريتش'}, 'shortNameTranslation': {'ar': 'د. زوريتش'}}}",False,save,regular,"{'x': 7, 'y': 70, 'z': 0}",right-foot,low-right,"{'x': 0, 'y': 45.8, 'z': 10.5}",0.0522,6577621,83,,4965,"{'start': {'x': 70, 'y': 7}, 'end': {'x': 54.2, 'y': 0}, 'goal': {'x': 54.2, 'y': 89.5}}",8,435,2265,shot,0.06131,,
"{'name': 'Lazar Mijović', 'slug': 'lazar-mijovic', 'shortName': 'L. Mijović', 'position': 'M', 'jerseyNumber': '18', 'userCount': 36, 'gender': 'M', 'id': 1005616, 'fieldTranslations': {'nameTranslation': {'ar': 'لازار ميوفيتش', 'hi': 'लज़ार मिजोविक', 'bn': 'লাজার মিজোভিচ'}, 'shortNameTranslation': {'ar': 'ل. ميوفيتش', 'hi': 'एल. मिजोविक', 'bn': 'এল. মিজোভিচ'}}}",True,save,regular,"{'x': 22, 'y': 51, 'z': 0}",left-foot,high-centre,"{'x': 0, 'y': 50, 'z': 28.2}",0.09842,6577619,83,,4939,"{'start': {'x': 51, 'y': 22}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 71.8}}",8,461,2239,shot,0.3349,,
"{'name': 'Velimir Ljutica', 'firstName': '', 'lastName': '', 'slug': 'velimir-ljutica', 'shortName': 'V. Ljutica', 'position': 'D', 'jerseyNumber': '32', 'userCount': 36, 'gender': 'M', 'id': 1392904, 'fieldTranslations': {'nameTranslation': {'ar': 'فليمير ليوتيكا'}, 'shortNameTranslation': {'ar': 'ف. ليوتيكا'}}}",False,miss,corner,"{'x': 5, 'y': 62, 'z': 0}",head,close-high,"{'x': 0, 'y': 53.5, 'z': 46}",0.06907,6577617,82,,4863,"{'start': {'x': 62, 'y': 5}, 'end': {'x': 46.5, 'y': 0}, 'goal': {'x': 46.5, 'y': 54}}",9,537,2163,shot,,,
"{'name': 'Ivan Bulatović', 'slug': 'ivan-bulatovic', 'shortName': 'I. Bulatović', 'position': 'F', 'jerseyNumber': '11', 'userCount': 46, 'gender': 'M', 'id': 894403, 'fieldTranslations': {'nameTranslation': {'ar': 'إيفان بولاتوفيتش'}, 'shortNameTranslation': {'ar': 'إ. بولاتوفيتش'}}}",True,miss,corner,"{'x': 8, 'y': 70, 'z': 0}",head,close-high-right,"{'x': 0, 'y': 41.7, 'z': 40.5}",0.01066,6577615,80,,4775,"{'start': {'x': 70, 'y': 8}, 'end': {'x': 58.3, 'y': 0}, 'goal': {'x': 58.3, 'y': 59.5}}",11,625,2075,shot,,,
"{'name': 'Marko Milickovic', 'slug': 'marko-milickovic', 'shortName': 'M. Milickovic', 'position': 'M', 'jerseyNumber': '10', 'userCount': 28, 'gender': 'M', 'id': 890615, 'fieldTranslations': {'nameTranslation': {'ar': 'ماركو ميليكوفيتش', 'hi': 'मार्को मिलिकोविच', 'bn': 'মার্কো মিলিকোভিচ'}, 'shortNameTranslation': {'ar': 'م. ميليكوفيتش', 'hi': 'एम. मिलिकोविच', 'bn': 'এম. মিলিকোভিচ'}}}",True,save,regular,"{'x': 10, 'y': 41, 'z': 0}",right-foot,low-left,"{'x': 0, 'y': 52.1, 'z': 2.8}",0.3062,6577614,75,,4451,"{'start': {'x': 41, 'y': 10}, 'end': {'x': 47.9, 'y': 0}, 'goal': {'x': 47.9, 'y': 97.2}}",16,949,1751,shot,0.5661,,
"{'name': 'Ilija Martinović', 'slug': 'ilija-martinovic', 'shortName': 'I. Martinović', 'position': 'D', 'jerseyNumber': '25', 'userCount': 22, 'gender': 'M', 'id': 286837, 'fieldTranslations': {'nameTranslation': {'ar': 'إيليا مارتينوفيتش', 'hi': 'इलिजा मार्टिनोविक', 'bn': 'ইলিজা মার্টিনোভিচ'}, 'shortNameTranslation': {'ar': 'إ. مارتينوفيتش', 'hi': 'ई. मार्टिनोविक', 'bn': 'আই. মার্টিনোভিচ'}}}",False,block,regular,"{'x': 27, 'y': 73, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}",0.003581,6577612,74,,4431,"{'start': {'x': 73, 'y': 27}, 'block': {'x': 73, 'y': 27}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",17,969,1731,shot,,"{'x': 27, 'y': 73, 'z': 0}",
"{'name': 'Jovan Dašić', 'firstName': '', 'lastName': '', 'slug': 'jovan-dasic', 'shortName': 'J. Dašić', 'position': 'M', 'jerseyNumber': '17', 'userCount': 9, 'gender': 'M', 'id': 1005622, 'fieldTranslations': {'nameTranslation': {'ar': 'يوفان داشيتش', 'hi': 'जोवन दासिच', 'bn': 'জোভান দাসিচ'}, 'shortNameTranslation': {'ar': 'ي. داشيتش', 'hi': 'जे. दासिच', 'bn': 'জে. দাসিচ'}}}",False,miss,throw-in-set-piece,"{'x': 3, 'y': 61, 'z': 0}",head,close-right,"{'x': 0, 'y': 40.8, 'z': 9.3}",0.07435,6577610,71,,4237,"{'start': {'x': 61, 'y': 3}, 'end': {'x': 59.2, 'y': 0}, 'goal': {'x': 59.2, 'y': 90.7}}",20,1163,1537,shot,,,
"{'name': 'Danilo Vukanić', 'slug': 'danilo-vukanic', 'shortName': 'D. Vukanić', 'position': 'M', 'jerseyNumber': '44', 'userCount': 48, 'gender': 'M', 'id': 1423515, 'fieldTranslations': {'nameTranslation': {'ar': 'دانييلو فوكانيتش'}, 'shortNameTranslation': {'ar': 'د. فوكانيتش'}}}",True,save,regular,"{'x': 21, 'y': 33, 'z': 0}",right-foot,high-centre,"{'x': 0, 'y': 51, 'z': 28}",0.04613,6577608,69,,4094,"{'start': {'x': 33, 'y': 21}, 'end': {'x': 49, 'y': 0}, 'goal': {'x': 49, 'y': 72}}",22,1306,1394,shot,0.0483,,
