match_id,team_side,team_id,team_name,player_id,player_name,player_slug,player_position,shirt_number,is_substitute,totalPass,accuratePass,totalLongBalls,accurateLongBalls,goalAssist,accurateOwnHalfPasses,totalOwnHalfPasses,accurateOppositionHalfPasses,totalOppositionHalfPasses,totalCross,accurateCross,aerialLost,aerialWon,duelLost,duelWon,challengeLost,totalContest,wonContest,onTargetScoringAttempt,goals,totalClearance,outfielderBlock,interceptionWon,ballRecovery,totalTackle,wonTackle,errorLeadToAShot,ownGoals,unsuccessfulTouch,wasFouled,fouls,totalOffside,crossNotClaimed,goodHighClaim,savedShotsFromInsideTheBox,saves,totalKeeperSweeper,accurateKeeperSweeper,minutesPlayed,touches,rating,possessionLostCtrl,expectedGoals,expectedAssists,ratingVersions,totalShots,statisticsType,total_duels,aerial_duels_total,ground_duels_total,ground_duels_won,ground_duels_lost,pass_accuracy_pct,long_ball_accuracy_pct,cross_accuracy_pct,dribble_success_pct,keeper_sweeper_pct,shotOffTarget,dispossessed,keyPass,bigChanceCreated,penaltyMiss,blockedScoringAttempt,penaltyWon,bigChanceMissed,penaltySave,penaltyFaced,penaltyConceded
14147376,home,241802,FK Budućnost Podgorica,1871041,Matija Jovanovic,matija-jovanovic,M,99,True,1.0,1.0,0.0,0.0,0.0,,,1.0,1.0,0.0,0.0,2.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,21.0,7.0,6.5,3.0,0.0,0.0,"{'original': 6.5, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",6,2,4,0,4,100.0,,,0.0,,,,,,,,,,,,
14147376,home,5143,FK Budućnost Podgorica,357712,Zoran Petrović,zoran-petrovic,M,25,True,4.0,3.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,8.0,5.0,6.6,1.0,0.0,0.14,"{'original': 6.6, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",1,0,1,0,1,75.0,,,,,,,1.0,,,,,,,,
14147376,home,5143,FK Budućnost Podgorica,1005619,Filip Domazetović,filip-domazetovic,G,21,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,
14147376,home,241802,FK Budućnost Podgorica,858601,Marin Galić,marin-galic,D,23,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,
14147376,home,287219,FK Budućnost Podgorica,2081027,Petar Vujović,petar-vujovic,M,26,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,
14147376,home,5143,FK Budućnost Podgorica,1423503,Andrej Camaj,camaj-andrej,F,24,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,
14147376,home,2414,FK Budućnost Podgorica,976992,Luka Štor,luka-stor,F,70,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,
14147376,away,36019,FK Mornar Bar,1498808,Vasilije Stojanović,vasilije-stojanovic,G,13,False,17.0,10.0,10.0,5.0,0.0,7.0,9.0,2.0,7.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,0.0,0.0,90.0,21.0,7.6,9.0,0.0,0.0,"{'original': 7.6, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",2,0,2,1,1,58.82352941176471,50.0,,,,,,,,,,,,1.0,1.0,
14147376,away,405944,FK Mornar Bar,839270,Luka Malešević,luka-malesevic,D,6,False,21.0,15.0,6.0,3.0,0.0,10.0,12.0,5.0,9.0,2.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,11.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,57.0,27.0,6.6,7.0,0.0,0.0,"{'original': 6.6, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",5,0,5,1,4,71.42857142857143,50.0,0.0,,,,,,,,,,,,,
14147376,away,36019,FK Mornar Bar,189001,Jovan Baošić,jovan-baosic,D,15,False,3.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,3.0,4.0,3.0,1.0,0.0,0.0,"{'original': 3, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",1,0,1,0,1,66.66666666666666,0.0,,,,,,,,,,,,,,1.0
14147376,away,36019,FK Mornar Bar,286837,Ilija Martinović,ilija-martinovic,D,25,False,47.0,40.0,1.0,0.0,0.0,14.0,17.0,25.0,27.0,1.0,0.0,1.0,3.0,7.0,5.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,,,,,,,90.0,61.0,6.6,8.0,0.25,0.06,"{'original': 6.6, 'alternative': None}",3.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",12,4,8,2,6,85.1063829787234,0.0,0.0,,,1.0,,1.0,,,1.0,,,,,
14147376,away,36019,FK Mornar Bar,171431,Nikola Stijepović,nikola-stijepovic,D,33,False,45.0,36.0,10.0,4.0,0.0,20.0,22.0,15.0,21.0,0.0,0.0,3.0,0.0,8.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,90.0,53.0,6.3,9.0,0.0,0.0,"{'original': 6.3, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",9,3,6,1,5,80.0,40.0,,,,,,,,,,,,,,
14147376,away,36019,FK Mornar Bar,843005,Marko Đurišić,marko-durisic,M,8,False,33.0,31.0,0.0,0.0,0.0,12.0,13.0,18.0,19.0,1.0,0.0,0.0,0.0,5.0,7.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,10.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,,,,,,70.0,46.0,6.8,5.0,0.0,0.01,"{'original': 6.8, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",12,0,12,7,5,93.93939393939394,,0.0,100.0,,,,1.0,,,1.0,,,,,
14147376,away,36019,FK Mornar Bar,94261,Andrija Kaluđerović,andrija-kaluderovic,M,4,False,56.0,50.0,4.0,3.0,0.0,24.0,24.0,26.0,32.0,1.0,0.0,0.0,0.0,7.0,9.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,,10.0,6.0,5.0,0.0,0.0,0.0,3.0,1.0,0.0,,,,,,,90.0,70.0,7.8,12.0,0.01,0.07,"{'original': 7.8, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",16,0,16,9,7,89.28571428571429,75.0,0.0,,,1.0,1.0,4.0,,,,,,,,
14147376,away,36019,FK Mornar Bar,894450,Yann Michael Yao,yann-michael-yao,M,11,False,52.0,44.0,5.0,4.0,0.0,18.0,18.0,23.0,30.0,7.0,1.0,2.0,0.0,9.0,9.0,1.0,3.0,2.0,0.0,0.0,2.0,0.0,4.0,16.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,,,,,,,90.0,77.0,7.3,14.0,0.0,0.03,"{'original': 7.3, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",18,2,16,9,7,84.61538461538461,80.0,14.285714285714285,66.66666666666666,,,1.0,1.0,,,,,,,,
14147376,away,36019,FK Mornar Bar,1484678,Vukas Dragović,vukas-dragovic,M,99,False,22.0,18.0,2.0,1.0,0.0,6.0,7.0,12.0,15.0,0.0,0.0,3.0,1.0,9.0,9.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,,6.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,,,,,,,57.0,36.0,6.7,11.0,0.06,0.0,"{'original': 6.7, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",18,4,14,8,6,81.81818181818183,50.0,,100.0,,1.0,1.0,,,,,,,,,
14147376,away,36019,FK Mornar Bar,95583,Stefan Denković,stefan-denkovic,M,7,False,26.0,20.0,1.0,0.0,0.0,6.0,6.0,14.0,20.0,3.0,1.0,1.0,0.0,10.0,9.0,0.0,8.0,6.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,,,,,,70.0,50.0,7.1,11.0,0.0,0.24,"{'original': 7.1, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",19,1,18,9,9,76.92307692307693,0.0,33.33333333333333,75.0,,,2.0,1.0,,,,,,,,
14147376,away,36019,FK Mornar Bar,856483,Balša Sekulić,balsa-sekulic,F,9,False,29.0,26.0,1.0,0.0,0.0,12.0,13.0,14.0,16.0,0.0,0.0,2.0,1.0,12.0,10.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,2.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,,,,,,,87.0,52.0,6.3,11.0,0.03,0.0,"{'original': 6.3, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",22,3,19,9,10,89.65517241379311,0.0,,0.0,,1.0,2.0,,,,,,,,,
14147376,away,36019,FK Mornar Bar,1392904,Velimir Ljutica,velimir-ljutica,D,32,True,14.0,9.0,3.0,1.0,0.0,4.0,6.0,5.0,8.0,1.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,33.0,21.0,6.8,4.0,0.07,0.0,"{'original': 6.8, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",5,1,4,2,2,64.28571428571429,33.33333333333333,0.0,,,1.0,1.0,,,,,,,,,
14147376,away,36019,FK Mornar Bar,154655,Darko Zorić,darko-zoric,M,18,True,14.0,13.0,1.0,1.0,0.0,1.0,1.0,12.0,13.0,1.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,33.0,21.0,6.9,0.0,0.05,0.0,"{'original': 6.9, 'alternative': None}",2.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",5,1,4,0,4,92.85714285714286,100.0,0.0,,,1.0,,,,,,,,,,
14147376,away,36019,FK Mornar Bar,1005622,Jovan Dašić,jovan-dasic,M,17,True,7.0,5.0,1.0,0.0,0.0,3.0,3.0,2.0,4.0,0.0,0.0,1.0,0.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,,,,,,,20.0,12.0,6.4,5.0,0.07,0.0,"{'original': 6.4, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",6,1,5,1,4,71.42857142857143,0.0,,,,1.0,1.0,,,,,,,,,
14147376,away,36019,FK Mornar Bar,941133,Petar Vukčević,petar-vukcevic,M,19,True,14.0,12.0,0.0,0.0,0.0,3.0,3.0,9.0,11.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,20.0,17.0,7.1,2.0,0.0,0.14,"{'original': 7.1, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",2,0,2,2,0,85.71428571428571,,100.0,100.0,,,,2.0,,,,,,,,
14147376,away,7727,FK Mornar Bar,1112732,Bojan Pavićević,bojan-pavicevic,F,97,True,2.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,3.0,3.0,,0.0,0.0,0.0,,0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",1,0,1,1,0,100.0,,,,,,,,,,,,,,,
14147376,away,36019,FK Mornar Bar,187341,Stefan Popović,stefan-popovic,G,12,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,
14147376,away,36019,FK Mornar Bar,226224,Filip Mitrović,filip-mitrovic,D,16,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,
14147376,away,36019,FK Mornar Bar,1002892,Balša Dubljević,balsa-dubljevic,M,23,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,
14147376,away,7727,FK Mornar Bar,1961866,Lazar Zlatičanin,lazar-zlaticanin,F,31,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,
