match_id,team_side,team_id,team_name,player_id,player_name,player_slug,player_position,shirt_number,is_substitute,totalPass,accuratePass,totalLongBalls,accurateLongBalls,goalAssist,accurateOwnHalfPasses,totalOwnHalfPasses,accurateOppositionHalfPasses,totalOppositionHalfPasses,totalCross,accurateCross,aerialLost,aerialWon,duelLost,duelWon,challengeLost,totalContest,wonContest,onTargetScoringAttempt,goals,totalClearance,outfielderBlock,interceptionWon,ballRecovery,totalTackle,wonTackle,errorLeadToAShot,ownGoals,unsuccessfulTouch,wasFouled,fouls,totalOffside,crossNotClaimed,goodHighClaim,savedShotsFromInsideTheBox,saves,totalKeeperSweeper,accurateKeeperSweeper,minutesPlayed,touches,rating,possessionLostCtrl,expectedGoals,expectedAssists,ratingVersions,totalShots,statisticsType,total_duels,aerial_duels_total,ground_duels_total,ground_duels_won,ground_duels_lost,pass_accuracy_pct,long_ball_accuracy_pct,cross_accuracy_pct,dribble_success_pct,keeper_sweeper_pct,shotOffTarget,dispossessed,keyPass,bigChanceCreated,penaltyMiss,blockedScoringAttempt,penaltyWon,bigChanceMissed,penaltySave,penaltyFaced,penaltyConceded
14147376,home,5143,FK Budućnost Podgorica,55655,Milan Mijatović,milan-mijatovic,G,1,False,25.0,22.0,4.0,2.0,0.0,17.0,18.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,90.0,27.0,7.3,4.0,0.0,0.0,"{'original': 7.3, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",1,0,1,1,0,88.0,50.0,,,,,,,,,,,,,,
14147376,home,5143,FK Budućnost Podgorica,138935,Momčilo Raspopović,momcilo-raspopovic,D,20,False,49.0,35.0,10.0,2.0,0.0,14.0,19.0,19.0,28.0,4.0,0.0,0.0,1.0,9.0,7.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,82.0,55.0,6.8,12.0,0.26,0.0,"{'original': 6.8, 'alternative': None}",2.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",16,1,15,6,9,71.42857142857143,20.0,0.0,0.0,,2.0,,,,,,,,,,
14147376,home,5143,FK Budućnost Podgorica,1030472,Miomir Đuričković,miomir-durickovic,D,4,False,71.0,61.0,8.0,3.0,0.0,28.0,30.0,32.0,38.0,2.0,1.0,1.0,1.0,10.0,6.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,3.0,13.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,90.0,90.0,7.1,14.0,0.0,0.0,"{'original': 7.1, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",16,2,14,5,9,85.91549295774648,37.5,50.0,,,,1.0,,,,,,,,,
14147376,home,5143,FK Budućnost Podgorica,1085082,Damjan Dakić,damjan-dakic,D,35,False,64.0,63.0,1.0,1.0,0.0,50.0,50.0,12.0,12.0,0.0,0.0,1.0,0.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,11.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,,,,,,,90.0,80.0,7.5,7.0,0.02,0.0,"{'original': 7.5, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",12,1,11,2,9,98.4375,100.0,,,,1.0,,,,,,,,,,
14147376,home,5143,FK Budućnost Podgorica,792102,Ilya Serikov,ilya-serikov,D,5,False,76.0,67.0,0.0,0.0,0.0,39.0,42.0,28.0,32.0,0.0,0.0,1.0,3.0,7.0,6.0,2.0,0.0,0.0,1.0,1.0,4.0,0.0,,15.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,90.0,87.0,7.7,16.0,0.46,0.0,"{'original': 7.7, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",13,4,9,3,6,88.1578947368421,,,,,,,,,,,,,,,
14147376,home,5143,FK Budućnost Podgorica,2081029,Matija Rakcevic,matija-rakcevic,M,14,False,28.0,28.0,2.0,2.0,0.0,8.0,8.0,17.0,17.0,0.0,0.0,0.0,1.0,9.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,,,,,,,53.0,34.0,6.7,6.0,0.0,0.0,"{'original': 6.7, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",11,1,10,1,9,100.0,100.0,,,,,1.0,,,,,,,,,
14147376,home,5143,FK Budućnost Podgorica,1606673,Lazar Savović,lazar-savovic,M,22,False,41.0,33.0,6.0,3.0,0.0,13.0,16.0,19.0,24.0,1.0,1.0,1.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,69.0,49.0,6.8,7.0,0.0,0.26,"{'original': 6.8, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",5,1,4,1,3,80.48780487804879,50.0,100.0,0.0,,,,2.0,,,,,,,,
14147376,home,5143,FK Budućnost Podgorica,1016595,Ivan Bojović,ivan-bojovic,M,77,False,15.0,9.0,2.0,1.0,1.0,,1.0,9.0,14.0,3.0,1.0,0.0,1.0,10.0,4.0,2.0,3.0,2.0,1.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,,,,,,,53.0,29.0,6.7,10.0,0.87,0.59,"{'original': 6.7, 'alternative': None}",2.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",14,1,13,3,10,60.0,50.0,33.33333333333333,66.66666666666666,,1.0,2.0,1.0,1.0,1.0,,,,,,
14147376,home,5143,FK Budućnost Podgorica,1423515,Danilo Vukanić,danilo-vukanic,M,44,False,43.0,34.0,7.0,4.0,0.0,15.0,18.0,19.0,25.0,1.0,0.0,2.0,1.0,15.0,4.0,1.0,3.0,2.0,2.0,1.0,1.0,0.0,1.0,8.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,,,,,,,90.0,59.0,7.8,11.0,0.65,0.19,"{'original': 7.8, 'alternative': None}",3.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",19,3,16,3,13,79.06976744186046,57.14285714285714,0.0,66.66666666666666,,,1.0,3.0,,,1.0,,,,,
14147376,home,5143,FK Budućnost Podgorica,287757,Milan Vušurović,milan-vusurovic,M,17,False,50.0,42.0,7.0,4.0,0.0,20.0,23.0,22.0,27.0,4.0,1.0,0.0,1.0,6.0,7.0,0.0,4.0,3.0,1.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,,,,,,,90.0,75.0,7.0,14.0,0.25,0.0,"{'original': 7, 'alternative': None}",2.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",13,1,12,6,6,84.0,57.14285714285714,25.0,75.0,,1.0,1.0,,,,,,,,,
14147376,home,5143,FK Budućnost Podgorica,894403,Ivan Bulatović,ivan-bulatovic,F,11,False,10.0,9.0,1.0,1.0,0.0,1.0,1.0,8.0,9.0,0.0,0.0,3.0,0.0,14.0,4.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,,,,,,,90.0,31.0,7.7,3.0,0.31,0.31,"{'original': 7.7, 'alternative': None}",3.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",18,3,15,4,11,90.0,100.0,,50.0,,2.0,2.0,1.0,1.0,,,1.0,,,,
14147376,home,5148,FK Budućnost Podgorica,1005616,Lazar Mijović,lazar-mijovic,M,88,True,11.0,8.0,0.0,0.0,0.0,2.0,3.0,6.0,8.0,0.0,0.0,0.0,0.0,11.0,3.0,0.0,4.0,3.0,1.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,37.0,29.0,6.7,7.0,0.1,0.11,"{'original': 6.7, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",14,0,14,3,11,72.72727272727273,,,75.0,,,4.0,2.0,,,,,,,,
14147376,home,5143,FK Budućnost Podgorica,890615,Marko Milickovic,marko-milickovic,M,10,True,22.0,16.0,3.0,1.0,0.0,5.0,7.0,11.0,15.0,2.0,1.0,1.0,1.0,4.0,5.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,,,,,,37.0,31.0,6.6,7.0,0.31,0.0,"{'original': 6.6, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",9,2,7,4,3,72.72727272727273,33.33333333333333,50.0,100.0,,,,,,,,,1.0,,,
