player,isHome,shotType,situation,playerCoordinates,bodyPart,goalMouthLocation,goalMouthCoordinates,blockCoordinates,id,time,addedTime,timeSeconds,draw,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,goalType
"{'name': 'José Mulato', 'slug': 'jose-mulato', 'shortName': 'J. Mulato', 'position': 'F', 'jerseyNumber': '90', 'userCount': 91, 'gender': 'M', 'id': 1018513, 'fieldTranslations': {'nameTranslation': {'ar': 'خوسيه مولاتو'}, 'shortNameTranslation': {'ar': 'خ. مولاتو'}}}",True,block,set-piece,"{'x': 7.9, 'y': 64.4, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 49.5, 'z': 19}","{'x': 6.7, 'y': 62.3, 'z': 0}",5491825,90,13.0,6161,"{'start': {'x': 64.4, 'y': 7.9}, 'block': {'x': 62.3, 'y': 6.7}, 'end': {'x': 50.5, 'y': 0}, 'goal': {'x': 50.5, 'y': 81}}",1,139,761,shot,
"{'name': 'Stefan Tomović', 'firstName': 'Stefan Tomovic', 'slug': 'stefan-tomovic', 'shortName': 'S. Tomović', 'position': 'M', 'jerseyNumber': '70', 'userCount': 86, 'gender': 'M', 'id': 1063371, 'fieldTranslations': {'nameTranslation': {'ar': 'ستيفان توموفيتش', 'bn': 'স্টেফান তোমোভিচ', 'hi': 'स्टीफ़न टॉमोविक'}, 'shortNameTranslation': {'ar': 'س. توموفيتش', 'bn': 'এস. তোমোভিচ', 'hi': 'एस. टॉमोविक'}}}",True,save,penalty,"{'x': 11.5, 'y': 50, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 48.4, 'z': 16.5}","{'x': 0.90000000000001, 'y': 50.2, 'z': 0}",5491824,90,13.0,6158,"{'start': {'x': 50, 'y': 11.5}, 'block': {'x': 50.2, 'y': 0.90000000000001}, 'end': {'x': 51.6, 'y': 0}, 'goal': {'x': 51.6, 'y': 83.5}}",1,142,758,shot,
"{'name': 'Luka Subotić', 'firstName': 'Luka Subotic', 'lastName': '', 'slug': 'luka-subotic', 'shortName': 'L. Subotić', 'position': 'D', 'jerseyNumber': '15', 'userCount': 63, 'gender': 'M', 'id': 1104740, 'fieldTranslations': {'nameTranslation': {'ar': 'لوكا سوبوتيش', 'bn': 'লুকা সুবোটিক', 'hi': 'लुका सुबोटिक'}, 'shortNameTranslation': {'ar': 'ل. سوبوتيش', 'bn': 'এল. সুবোটিক', 'hi': 'एल. सुबोटिक'}}}",True,goal,corner,"{'x': 10, 'y': 40.3, 'z': 0}",head,low-left,"{'x': 0, 'y': 53.9, 'z': 7}",,5491720,90,5.0,5644,"{'start': {'x': 40.3, 'y': 10}, 'end': {'x': 46.1, 'y': 0}, 'goal': {'x': 46.1, 'y': 93}}",1,656,244,shot,regular
"{'name': 'Dario Pavković', 'firstName': 'Dario Pavkovic', 'lastName': '', 'slug': 'dario-pavkovic', 'shortName': 'D. Pavković', 'position': 'F', 'jerseyNumber': '90', 'userCount': 33, 'gender': 'M', 'id': 1186164, 'fieldTranslations': {'nameTranslation': {'ar': 'داريو بافكوفيتش'}, 'shortNameTranslation': {'ar': 'د. بافكوفيتش'}}}",True,save,assisted,"{'x': 22.3, 'y': 26.8, 'z': 0}",right-foot,low-left,"{'x': 0, 'y': 52.3, 'z': 3.8}","{'x': 1.8, 'y': 46.9, 'z': 0}",5491556,86,,5112,"{'start': {'x': 26.8, 'y': 22.3}, 'block': {'x': 46.9, 'y': 1.8}, 'end': {'x': 47.7, 'y': 0}, 'goal': {'x': 47.7, 'y': 96.2}}",5,288,2412,shot,
"{'name': 'Dario Pavković', 'firstName': 'Dario Pavkovic', 'lastName': '', 'slug': 'dario-pavkovic', 'shortName': 'D. Pavković', 'position': 'F', 'jerseyNumber': '90', 'userCount': 33, 'gender': 'M', 'id': 1186164, 'fieldTranslations': {'nameTranslation': {'ar': 'داريو بافكوفيتش'}, 'shortNameTranslation': {'ar': 'د. بافكوفيتش'}}}",True,save,assisted,"{'x': 10.2, 'y': 48.3, 'z': 0}",head,low-centre,"{'x': 0, 'y': 50.7, 'z': 12}","{'x': 1.4, 'y': 49.6, 'z': 0}",5491555,85,,5068,"{'start': {'x': 48.3, 'y': 10.2}, 'block': {'x': 49.6, 'y': 1.4}, 'end': {'x': 49.3, 'y': 0}, 'goal': {'x': 49.3, 'y': 88}}",6,332,2368,shot,
"{'name': 'Aleksa Trajković', 'firstName': 'Aleksa Trajkovic', 'slug': 'aleksa-trajkovic', 'shortName': 'A. Trajković', 'position': 'M', 'jerseyNumber': '17', 'userCount': 22, 'gender': 'M', 'id': 1981794, 'fieldTranslations': {'nameTranslation': {'ar': 'أليكس تراجكوفيتش'}, 'shortNameTranslation': {'ar': 'أ. تراجكوفيتش'}}}",True,post,regular,"{'x': 14.1, 'y': 58.5, 'z': 0}",right-foot,right,"{'x': 0, 'y': 44.7, 'z': 5.7}",,5491547,84,,5000,"{'start': {'x': 58.5, 'y': 14.1}, 'end': {'x': 55.3, 'y': 0}, 'goal': {'x': 55.3, 'y': 94.3}}",7,400,2300,shot,
"{'name': 'Dario Pavković', 'firstName': 'Dario Pavkovic', 'lastName': '', 'slug': 'dario-pavkovic', 'shortName': 'D. Pavković', 'position': 'F', 'jerseyNumber': '90', 'userCount': 33, 'gender': 'M', 'id': 1186164, 'fieldTranslations': {'nameTranslation': {'ar': 'داريو بافكوفيتش'}, 'shortNameTranslation': {'ar': 'د. بافكوفيتش'}}}",True,miss,assisted,"{'x': 9.8, 'y': 51.9, 'z': 0}",head,left,"{'x': 0, 'y': 66.4, 'z': 18.1}",,5491434,67,,3981,"{'start': {'x': 51.9, 'y': 9.8}, 'end': {'x': 33.6, 'y': 0}, 'goal': {'x': 33.6, 'y': 81.9}}",24,1419,1281,shot,
"{'name': 'Vladimir Vitorović', 'slug': 'vladimir-vitorovic', 'shortName': 'V. Vitorovic', 'position': 'D', 'jerseyNumber': '3', 'userCount': 9, 'gender': 'M', 'id': 913382, 'fieldTranslations': {'nameTranslation': {'ar': 'فلاديمير فيتوروفيتش'}, 'shortNameTranslation': {'ar': 'ف. فيتوروفيتش'}}}",True,block,assisted,"{'x': 22, 'y': 33, 'z': 0}",left-foot,low-centre,"{'x': 0, 'y': 51.3, 'z': 19}","{'x': 19.9, 'y': 34.5, 'z': 0}",5491433,67,,3961,"{'start': {'x': 33, 'y': 22}, 'block': {'x': 34.5, 'y': 19.9}, 'end': {'x': 48.7, 'y': 0}, 'goal': {'x': 48.7, 'y': 81}}",24,1439,1261,shot,
"{'name': 'Abdulsamed Abdullahi', 'slug': 'abdulsamed-abdullahi', 'shortName': 'A. Abdullahi', 'position': 'M', 'jerseyNumber': '8', 'userCount': 106, 'gender': 'M', 'id': 907763, 'fieldTranslations': {'nameTranslation': {'ar': 'عبدالسلام عبد اللهي'}, 'shortNameTranslation': {'ar': 'ع. اللهي'}}}",False,save,assisted,"{'x': 9.7, 'y': 64.4, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 51.6, 'z': 4.4}","{'x': 7.2, 'y': 60.8, 'z': 0}",5491473,65,,3872,"{'start': {'x': 64.4, 'y': 9.7}, 'block': {'x': 60.8, 'y': 7.2}, 'end': {'x': 48.4, 'y': 0}, 'goal': {'x': 48.4, 'y': 95.6}}",26,1528,1172,shot,
"{'name': 'Leonardo Antonio', 'firstName': '', 'lastName': '', 'slug': 'leonardo-antonio', 'shortName': 'L. Antonio', 'position': 'M', 'jerseyNumber': '27', 'userCount': 23, 'gender': 'M', 'id': 1030841, 'fieldTranslations': {'nameTranslation': {'ar': 'ليوناردو أنطونيو'}, 'shortNameTranslation': {'ar': 'ل. أنطونيو'}}}",True,miss,corner,"{'x': 4.3, 'y': 53.8, 'z': 0}",head,high,"{'x': 0, 'y': 48.7, 'z': 72.2}",,5491388,59,,3539,"{'start': {'x': 53.8, 'y': 4.3}, 'end': {'x': 51.3, 'y': 0}, 'goal': {'x': 51.3, 'y': 27.8}}",32,1861,839,shot,
