minute,value
1.0,-1
2.0,-1
3.0,-1
4.0,-1
5.0,-32
6.0,-15
7.0,-6
8.0,-1
9.0,3
10.0,16
11.0,61
12.0,35
13.0,2
14.0,-20
15.0,16
16.0,-8
17.0,-18
18.0,-1
19.0,-8
20.0,-40
21.0,-32
22.0,-60
23.0,-60
24.0,-37
25.0,-20
26.0,-22
27.0,-49
28.0,56
29.0,10
30.0,4
31.0,-26
32.0,-11
33.0,-6
34.0,-1
35.0,16
36.0,16
37.0,18
38.0,11
39.0,-13
40.0,11
41.0,12
42.0,58
43.0,30
44.0,1
45.0,16
45.5,15
46.0,-8
47.0,-3
48.0,-27
49.0,-31
50.0,-11
51.0,-4
52.0,6
53.0,34
54.0,28
55.0,15
56.0,3
57.0,5
58.0,26
59.0,32
60.0,76
61.0,54
62.0,35
63.0,15
64.0,28
65.0,39
66.0,14
67.0,51
68.0,37
69.0,24
70.0,28
71.0,25
72.0,-23
73.0,-14
74.0,9
75.0,-2
76.0,-3
77.0,-15
78.0,-9
79.0,-11
80.0,-5
81.0,10
82.0,14
83.0,16
84.0,64
85.0,55
86.0,38
87.0,83
88.0,55
89.0,41
90.0,28
90.5,90
