player,isHome,shotType,goalType,situation,playerCoordinates,bodyPart,goalMouthLocation,goalMouthCoordinates,xg,xgot,id,time,addedTime,timeSeconds,draw,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,blockCoordinates
"{'name': 'Žarko Popović', 'firstName': '', 'lastName': '', 'slug': 'zarko-popovic', 'shortName': 'Ž. Popović', 'position': 'M', 'jerseyNumber': '4', 'userCount': 5, 'gender': 'M', 'id': 1030468, 'fieldTranslations': {'nameTranslation': {'ar': 'زاركو بوبوفيتش'}, 'shortNameTranslation': {'ar': 'ز. بوبوفيتش'}}}",True,goal,regular,regular,"{'x': 10, 'y': 43, 'z': 0}",left-foot,high-right,"{'x': 0, 'y': 48.1, 'z': 22.2}",0.2833,0.6514,6649762,90,3.0,5536,"{'start': {'x': 43, 'y': 10}, 'end': {'x': 51.9, 'y': 0}, 'goal': {'x': 51.9, 'y': 77.8}}",1,764,136,shot,
"{'name': 'Andrej Pupović', 'slug': 'andrej-pupovic', 'shortName': 'A. Pupović', 'position': 'D', 'jerseyNumber': '91', 'userCount': 5, 'gender': 'M', 'id': 1000577, 'fieldTranslations': {'nameTranslation': {'ar': 'أندري بوبوفيتش'}, 'shortNameTranslation': {'ar': 'أ. بوبوفيتش'}}}",True,block,,set-piece,"{'x': 24, 'y': 44, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}",0.005488,,6649761,90,2.0,5472,"{'start': {'x': 44, 'y': 24}, 'block': {'x': 44, 'y': 24}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",1,828,72,shot,"{'x': 24, 'y': 44, 'z': 0}"
"{'name': 'Alija Krnić', 'slug': 'alija-krnic', 'shortName': 'A. Krnić', 'position': 'M', 'userCount': 4, 'gender': 'M', 'id': 886236, 'fieldTranslations': {'nameTranslation': {'ar': 'أليجا كرنيتش'}, 'shortNameTranslation': {'ar': 'أ. كرنيتش'}}}",True,miss,,regular,"{'x': 13, 'y': 19, 'z': 0}",left-foot,close-right,"{'x': 0, 'y': 42.8, 'z': 7.9}",0.04704,,6649760,90,,5348,"{'start': {'x': 19, 'y': 13}, 'end': {'x': 57.2, 'y': 0}, 'goal': {'x': 57.2, 'y': 92.1}}",1,52,2648,shot,
"{'name': 'Danilo Pešukić', 'firstName': '', 'lastName': '', 'slug': 'danilo-pesukic', 'shortName': 'D. Pešukić', 'position': 'D', 'jerseyNumber': '29', 'userCount': 7, 'gender': 'M', 'id': 882142, 'fieldTranslations': {'nameTranslation': {'ar': 'دانييلو بيشوكيتش'}, 'shortNameTranslation': {'ar': 'د. بيشوكيتش'}}}",True,save,,regular,"{'x': 20, 'y': 75, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 50.6, 'z': 14.9}",0.01721,0.007401,6649759,77,,4593,"{'start': {'x': 75, 'y': 20}, 'end': {'x': 49.4, 'y': 0}, 'goal': {'x': 49.4, 'y': 85.1}}",14,807,1893,shot,
"{'name': 'Alija Krnić', 'slug': 'alija-krnic', 'shortName': 'A. Krnić', 'position': 'M', 'userCount': 4, 'gender': 'M', 'id': 886236, 'fieldTranslations': {'nameTranslation': {'ar': 'أليجا كرنيتش'}, 'shortNameTranslation': {'ar': 'أ. كرنيتش'}}}",True,block,,regular,"{'x': 14, 'y': 37, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}",0.0234,,6649758,75,,4487,"{'start': {'x': 37, 'y': 14}, 'block': {'x': 37, 'y': 14}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",16,913,1787,shot,"{'x': 14, 'y': 37, 'z': 0}"
"{'name': 'Zaim Divanović', 'firstName': '', 'lastName': '', 'slug': 'zaim-divanovic', 'shortName': 'Z. Divanović', 'position': 'M', 'jerseyNumber': '23', 'userCount': 13, 'gender': 'M', 'id': 959010, 'fieldTranslations': {'nameTranslation': {'ar': 'زايم ديفانوفيتش', 'hi': 'ज़ैम दिवानोविक', 'bn': 'জাইম ডিভানোভিচ'}, 'shortNameTranslation': {'ar': 'ز. ديفانوفيتش', 'hi': 'ज़ेड. दिवानोविक', 'bn': 'জেড. ডিভানোভিচ'}}}",True,miss,,regular,"{'x': 25, 'y': 45, 'z': 0}",right-foot,close-left,"{'x': 0, 'y': 57.7, 'z': 4.3}",0.009116,,6649757,72,,4296,"{'start': {'x': 45, 'y': 25}, 'end': {'x': 42.3, 'y': 0}, 'goal': {'x': 42.3, 'y': 95.7}}",19,1104,1596,shot,
"{'name': 'Adnan Bašić', 'slug': 'adnan-basic', 'shortName': 'A. Bašić', 'position': 'F', 'jerseyNumber': '10', 'userCount': 6, 'gender': 'M', 'id': 791606, 'fieldTranslations': {'nameTranslation': {'ar': 'عدنان باشيتش'}, 'shortNameTranslation': {'ar': 'ع. باشيتش'}}}",True,block,,regular,"{'x': 11, 'y': 56, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}",0.2394,,6649756,72,,4277,"{'start': {'x': 56, 'y': 11}, 'block': {'x': 56, 'y': 11}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",19,1123,1577,shot,"{'x': 11, 'y': 56, 'z': 0}"
"{'name': 'Balša Mrvaljević', 'firstName': 'Balša', 'lastName': 'Mrvaljević', 'slug': 'balsa-mrvaljevic', 'shortName': 'B. Mrvaljević', 'position': 'M', 'jerseyNumber': '18', 'userCount': 30, 'gender': 'M', 'id': 1149289, 'fieldTranslations': {'nameTranslation': {'ar': 'بالشا مرفالييفيتش'}, 'shortNameTranslation': {'ar': 'ب. مرفالييفيتش'}}}",False,save,,regular,"{'x': 16, 'y': 45, 'z': 0}",right-foot,low-left,"{'x': 0, 'y': 53.1, 'z': 12}",0.06123,0.3257,6649755,60,,3553,"{'start': {'x': 45, 'y': 16}, 'end': {'x': 46.9, 'y': 0}, 'goal': {'x': 46.9, 'y': 88}}",31,1847,853,shot,
"{'name': 'Anđelko Jovanović', 'firstName': '', 'lastName': '', 'slug': 'andelko-jovanovic', 'shortName': 'A. Jovanović', 'position': 'M', 'jerseyNumber': '10', 'userCount': 4, 'gender': 'M', 'id': 1030487, 'fieldTranslations': {'nameTranslation': {'ar': 'أنجيلكو يوفانوفيتش', 'hi': 'एन्डेल्को जोवानोविक', 'bn': 'আন্দ্রেকো জোভানোভিচ'}, 'shortNameTranslation': {'ar': 'أ. يوفانوفيتش', 'hi': 'ए. जोवानोविक', 'bn': 'এ. জোভানোভিচ'}}}",False,save,,set-piece,"{'x': 37, 'y': 28, 'z': 0}",left-foot,low-left,"{'x': 0, 'y': 52.7, 'z': 11}",0.07564,0.056,6649754,58,,3458,"{'start': {'x': 28, 'y': 37}, 'end': {'x': 47.3, 'y': 0}, 'goal': {'x': 47.3, 'y': 89}}",33,1942,758,shot,
"{'name': 'Miguel Rodrigues', 'slug': 'miguel-rodrigues', 'shortName': 'M. Rodrigues', 'position': 'D', 'userCount': 28, 'gender': 'M', 'id': 232450, 'fieldTranslations': {'nameTranslation': {'ar': 'ميغيل رودريغيز'}, 'shortNameTranslation': {'ar': 'م. رودريغيز'}}}",False,miss,,corner,"{'x': 6, 'y': 43, 'z': 0}",head,close-high,"{'x': 0, 'y': 48.6, 'z': 45}",0.1708,,6649753,57,,3380,"{'start': {'x': 43, 'y': 6}, 'end': {'x': 51.4, 'y': 0}, 'goal': {'x': 51.4, 'y': 55}}",34,2020,680,shot,
