player,isHome,shotType,goalType,situation,playerCoordinates,bodyPart,goalMouthLocation,goalMouthCoordinates,xg,xgot,id,time,addedTime,timeSeconds,draw,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,blockCoordinates
"{'name': 'Balša Mrvaljević', 'firstName': 'Balša', 'lastName': 'Mrvaljević', 'slug': 'balsa-mrvaljevic', 'shortName': 'B. Mrvaljević', 'position': 'M', 'jerseyNumber': '18', 'userCount': 30, 'gender': 'M', 'id': 1149289, 'fieldTranslations': {'nameTranslation': {'ar': 'بالشا مرفالييفيتش'}, 'shortNameTranslation': {'ar': 'ب. مرفالييفيتش'}}}",False,save,,regular,"{'x': 24, 'y': 35, 'z': 0}",left-foot,high-centre,"{'x': 0, 'y': 51.5, 'z': 34.2}",0.052,0.03038,6649752,56,,3351,"{'start': {'x': 35, 'y': 24}, 'end': {'x': 48.5, 'y': 0}, 'goal': {'x': 48.5, 'y': 65.8}}",35,2049,651,shot,
"{'name': 'Stefan Fićović', 'slug': 'stefan-ficovic', 'shortName': 'S. Fićović', 'position': 'M', 'jerseyNumber': '18', 'userCount': 9, 'gender': 'M', 'id': 889063, 'fieldTranslations': {'nameTranslation': {'ar': 'ستيفان فيتشوفيتش'}, 'shortNameTranslation': {'ar': 'س. فيتشوفيتش'}}}",True,goal,regular,regular,"{'x': 3, 'y': 71, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 48.8, 'z': 6.1}",0.0192,0.04217,6649751,54,,3205,"{'start': {'x': 71, 'y': 3}, 'end': {'x': 51.2, 'y': 0}, 'goal': {'x': 51.2, 'y': 93.9}}",37,2195,505,shot,
"{'name': 'Viktor Živojinović', 'slug': 'viktor-zivojinovic', 'shortName': 'V. Živojinović', 'position': 'M', 'userCount': 35, 'gender': 'M', 'id': 989177, 'fieldTranslations': {'nameTranslation': {'ar': 'فيكتور زيفوجينوفيتش'}, 'shortNameTranslation': {'ar': 'ف. زيفوجينوفيتش'}}}",True,post,,regular,"{'x': 10, 'y': 31, 'z': 0}",left-foot,left,"{'x': 0, 'y': 55.5, 'z': 22}",0.07482,,6649750,44,,2615,"{'start': {'x': 31, 'y': 10}, 'end': {'x': 44.5, 'y': 0}, 'goal': {'x': 44.5, 'y': 78}}",2,85,2615,shot,
"{'name': 'Stefan Fićović', 'slug': 'stefan-ficovic', 'shortName': 'S. Fićović', 'position': 'M', 'jerseyNumber': '18', 'userCount': 9, 'gender': 'M', 'id': 889063, 'fieldTranslations': {'nameTranslation': {'ar': 'ستيفان فيتشوفيتش'}, 'shortNameTranslation': {'ar': 'س. فيتشوفيتش'}}}",True,block,,regular,"{'x': 34, 'y': 30, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}",0.002283,,6649749,43,,2553,"{'start': {'x': 30, 'y': 34}, 'block': {'x': 30, 'y': 34}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",3,147,2553,shot,"{'x': 34, 'y': 30, 'z': 0}"
"{'name': 'Marko Merdović', 'firstName': '', 'lastName': '', 'slug': 'merdovic-marko', 'shortName': 'M. Merdović', 'position': 'D', 'jerseyNumber': '44', 'userCount': 10, 'gender': 'M', 'id': 986362, 'fieldTranslations': {'nameTranslation': {'ar': 'ميردوفيتش، ماركو', 'hi': 'मेरडोविक, मार्को', 'bn': 'মারডোভিচ, মার্ক'}, 'shortNameTranslation': {'ar': 'م. ميردوفيتش', 'hi': 'एम. मेरडोविक', 'bn': 'এম. মারডোভিচ'}}}",True,save,,corner,"{'x': 9, 'y': 41, 'z': 0}",head,high-centre,"{'x': 0, 'y': 51, 'z': 31.9}",0.06948,0.05595,6649748,34,,2008,"{'start': {'x': 41, 'y': 9}, 'end': {'x': 49, 'y': 0}, 'goal': {'x': 49, 'y': 68.1}}",12,692,2008,shot,
"{'name': 'Stefan Fićović', 'slug': 'stefan-ficovic', 'shortName': 'S. Fićović', 'position': 'M', 'jerseyNumber': '18', 'userCount': 9, 'gender': 'M', 'id': 889063, 'fieldTranslations': {'nameTranslation': {'ar': 'ستيفان فيتشوفيتش'}, 'shortNameTranslation': {'ar': 'س. فيتشوفيتش'}}}",True,block,,corner,"{'x': 19, 'y': 46, 'z': 0}",left-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}",0.02129,,6649747,33,,1978,"{'start': {'x': 46, 'y': 19}, 'block': {'x': 46, 'y': 19}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",13,722,1978,shot,"{'x': 19, 'y': 46, 'z': 0}"
"{'name': 'Luka Uskoković', 'slug': 'luka-uskokovic', 'shortName': 'L. Uskoković', 'position': 'D', 'jerseyNumber': '4', 'userCount': 31, 'gender': 'M', 'id': 605370, 'fieldTranslations': {'nameTranslation': {'ar': 'لوكا أوسكوكوفيتش', 'hi': 'लुका उसकोकोविच', 'bn': 'লুকা উস্কোকোভিচ'}, 'shortNameTranslation': {'ar': 'ل. أوسكوكوفيتش', 'hi': 'एल. उसकोकोविच', 'bn': 'এল. উস্কোকোভিচ'}}}",False,miss,,corner,"{'x': 12, 'y': 41, 'z': 0}",left-foot,close-high-left,"{'x': 0, 'y': 57.1, 'z': 54.4}",0.1536,,6649746,30,,1772,"{'start': {'x': 41, 'y': 12}, 'end': {'x': 42.9, 'y': 0}, 'goal': {'x': 42.9, 'y': 45.6}}",16,928,1772,shot,
"{'name': 'Balša Mrvaljević', 'firstName': 'Balša', 'lastName': 'Mrvaljević', 'slug': 'balsa-mrvaljevic', 'shortName': 'B. Mrvaljević', 'position': 'M', 'jerseyNumber': '18', 'userCount': 30, 'gender': 'M', 'id': 1149289, 'fieldTranslations': {'nameTranslation': {'ar': 'بالشا مرفالييفيتش'}, 'shortNameTranslation': {'ar': 'ب. مرفالييفيتش'}}}",False,miss,,corner,"{'x': 21, 'y': 37, 'z': 0}",left-foot,close-left,"{'x': 0, 'y': 57.7, 'z': 10.2}",0.04063,,6649745,24,,1434,"{'start': {'x': 37, 'y': 21}, 'end': {'x': 42.3, 'y': 0}, 'goal': {'x': 42.3, 'y': 89.8}}",22,1266,1434,shot,
"{'name': 'Žarko Popović', 'firstName': '', 'lastName': '', 'slug': 'zarko-popovic', 'shortName': 'Ž. Popović', 'position': 'M', 'jerseyNumber': '4', 'userCount': 5, 'gender': 'M', 'id': 1030468, 'fieldTranslations': {'nameTranslation': {'ar': 'زاركو بوبوفيتش'}, 'shortNameTranslation': {'ar': 'ز. بوبوفيتش'}}}",True,goal,regular,throw-in-set-piece,"{'x': 22, 'y': 57, 'z': 0}",left-foot,low-right,"{'x': 0, 'y': 47.8, 'z': 7.7}",0.02683,0.1464,6649744,9,,523,"{'start': {'x': 57, 'y': 22}, 'end': {'x': 52.2, 'y': 0}, 'goal': {'x': 52.2, 'y': 92.3}}",37,2177,523,shot,
"{'name': 'Neđeljko Kovinić', 'firstName': '', 'lastName': '', 'slug': 'nedeljko-kovinic', 'shortName': 'N. Kovinić', 'position': 'F', 'jerseyNumber': '9', 'userCount': 22, 'gender': 'M', 'id': 1130148, 'fieldTranslations': {'nameTranslation': {'ar': 'نيديلكو كوفينيتش'}, 'shortNameTranslation': {'ar': 'ن. كوفينيتش'}}}",True,goal,regular,regular,"{'x': 12, 'y': 43, 'z': 0}",right-foot,high-centre,"{'x': 0, 'y': 51.1, 'z': 32.4}",0.1865,0.7672,6649743,4,,201,"{'start': {'x': 43, 'y': 12}, 'end': {'x': 48.9, 'y': 0}, 'goal': {'x': 48.9, 'y': 67.6}}",42,2499,201,shot,
"{'name': 'Žarko Popović', 'firstName': '', 'lastName': '', 'slug': 'zarko-popovic', 'shortName': 'Ž. Popović', 'position': 'M', 'jerseyNumber': '4', 'userCount': 5, 'gender': 'M', 'id': 1030468, 'fieldTranslations': {'nameTranslation': {'ar': 'زاركو بوبوفيتش'}, 'shortNameTranslation': {'ar': 'ز. بوبوفيتش'}}}",True,block,,throw-in-set-piece,"{'x': 20, 'y': 59, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}",0.0413,,6649742,3,,142,"{'start': {'x': 59, 'y': 20}, 'block': {'x': 59, 'y': 20}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",43,2558,142,shot,"{'x': 20, 'y': 59, 'z': 0}"
