minute,value
0.0,0
1.0,-66
2.0,-35
3.0,-24
4.0,-18
5.0,-18
6.0,-2
7.0,5
8.0,1
9.0,5
10.0,9
11.0,-5
12.0,-1
13.0,-31
14.0,75
15.0,38
16.0,23
17.0,3
18.0,-31
19.0,-17
20.0,-11
21.0,-2
22.0,45
23.0,28
24.0,16
25.0,14
26.0,8
27.0,-6
28.0,-10
29.0,-67
30.0,-100
31.0,-71
32.0,-48
33.0,-60
34.0,-32
35.0,-15
36.0,-10
37.0,-7
38.0,-8
39.0,-2
40.0,-12
41.0,-4
42.0,59
43.0,34
44.0,-57
45.0,-22
45.5,5
46.0,-6
47.0,35
48.0,23
49.0,-26
50.0,60
51.0,37
52.0,24
53.0,14
54.0,11
55.0,27
56.0,10
57.0,6
58.0,-26
59.0,-14
60.0,-5
61.0,-83
62.0,-45
63.0,-20
64.0,-7
65.0,-5
66.0,9
67.0,10
68.0,16
69.0,15
70.0,9
71.0,6
72.0,-50
73.0,-34
74.0,-41
75.0,-19
76.0,26
77.0,13
78.0,8
79.0,7
80.0,-5
81.0,11
82.0,1
83.0,-40
84.0,-24
85.0,26
86.0,7
87.0,15
88.0,17
89.0,-115
90.0,-75
90.5,10
