match_id,team_side,team_id,team_name,player_id,player_name,player_slug,player_position,shirt_number,is_substitute,totalPass,accuratePass,totalLongBalls,accurateLongBalls,goalAssist,accurateOwnHalfPasses,totalOwnHalfPasses,accurateOppositionHalfPasses,totalOppositionHalfPasses,totalCross,accurateCross,aerialLost,aerialWon,duelLost,duelWon,challengeLost,totalContest,wonContest,onTargetScoringAttempt,goals,totalClearance,clearanceOffLine,outfielderBlock,interceptionWon,ballRecovery,totalTackle,wonTackle,errorLeadToAShot,ownGoals,unsuccessfulTouch,wasFouled,fouls,totalOffside,crossNotClaimed,goodHighClaim,savedShotsFromInsideTheBox,saves,totalKeeperSweeper,accurateKeeperSweeper,minutesPlayed,touches,rating,possessionLostCtrl,expectedGoals,expectedAssists,ratingVersions,totalShots,statisticsType,total_duels,aerial_duels_total,ground_duels_total,ground_duels_won,ground_duels_lost,pass_accuracy_pct,long_ball_accuracy_pct,cross_accuracy_pct,dribble_success_pct,keeper_sweeper_pct,penaltyWon,dispossessed,keyPass,shotOffTarget,bigChanceCreated,penaltyMiss,blockedScoringAttempt,penaltySave,penaltyFaced,penaltyConceded,hitWoodwork,bigChanceMissed
15280985,home,7581,FK Bokelj Kotor,927881,Stefan Spasojević,stefan-spasojevic,G,88,False,21.0,15.0,7.0,1.0,0.0,12.0,13.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,1.0,0.0,90.0,25.0,6.9,4.0,0.0,0.0,"{'original': 6.9, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,71.42857142857143,14.285714285714285,,,0.0,,,,,,,,,,,,
15280985,home,7581,FK Bokelj Kotor,813112,Luka Maraš,luka-maras,D,11,False,37.0,27.0,9.0,3.0,0.0,10.0,14.0,16.0,22.0,4.0,0.0,0.0,3.0,8.0,13.0,0.0,7.0,6.0,0.0,0.0,2.0,,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,,,,,,,90.0,58.0,6.9,12.0,0.0,0.0,"{'original': 6.9, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",21,3,18,10,8,72.97297297297297,33.33333333333333,0.0,85.71428571428571,,1.0,,,,,,,,,,,
15280985,home,7581,FK Bokelj Kotor,1103876,Drago Bumbar,drago-bumbar,D,15,False,42.0,26.0,11.0,3.0,0.0,16.0,18.0,7.0,18.0,1.0,0.0,0.0,0.0,8.0,3.0,0.0,1.0,1.0,0.0,0.0,2.0,,1.0,3.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,,,,,,,90.0,52.0,6.1,19.0,0.0,0.0,"{'original': 6.1, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",11,0,11,3,8,61.904761904761905,27.27272727272727,0.0,100.0,,,,,,,,,,,,,
15280985,home,7581,FK Bokelj Kotor,94246,Igor Ćuković,igor-cukovic,D,26,False,69.0,59.0,14.0,11.0,0.0,45.0,47.0,10.0,14.0,0.0,0.0,3.0,6.0,5.0,8.0,1.0,0.0,0.0,0.0,0.0,1.0,,0.0,4.0,21.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,90.0,74.0,6.7,12.0,0.0,0.0,"{'original': 6.7, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",13,9,4,2,2,85.5072463768116,78.57142857142857,,,,,,,,,,,,,,,
15280985,home,7581,FK Bokelj Kotor,1218106,Andrija Krivokapić,andrija-krivokapic,D,23,False,34.0,25.0,5.0,2.0,0.0,18.0,20.0,7.0,14.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,,0.0,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,67.0,40.0,6.1,8.0,0.0,0.0,"{'original': 6.1, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",3,0,3,1,2,73.52941176470588,40.0,0.0,,,,1.0,1.0,,,,,,,,,
15280985,home,7581,FK Bokelj Kotor,1381377,Kristijan Radunović,kristijan-radunovic,M,14,False,24.0,18.0,2.0,1.0,0.0,8.0,12.0,10.0,12.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,,0.0,,11.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,,,,,,,46.0,26.0,6.2,5.0,0.0,0.0,"{'original': 6.2, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",7,0,7,3,4,75.0,50.0,,100.0,,,,,,,,,,,,,
15280985,home,7581,FK Bokelj Kotor,1149081,Bakir Nurkovic,bakir-nurkovic,M,31,False,31.0,25.0,2.0,2.0,0.0,15.0,19.0,10.0,12.0,2.0,1.0,4.0,1.0,16.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,,1.0,,9.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,,,,,,90.0,47.0,6.3,17.0,0.29,0.0,"{'original': 6.3, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",19,5,14,2,12,80.64516129032258,100.0,50.0,0.0,,,1.0,1.0,1.0,,,,,,,,
15280985,home,7581,FK Bokelj Kotor,909420,Marko Čavor,marko-cavor,M,29,False,16.0,10.0,2.0,1.0,0.0,5.0,7.0,5.0,9.0,2.0,0.0,1.0,1.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,46.0,20.0,6.5,6.0,0.0,0.0,"{'original': 6.5, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",7,2,5,3,2,62.5,50.0,0.0,,,,,,,,,,,,,,
15280985,home,7581,FK Bokelj Kotor,572018,Velizar Janketić,velizar-janketic,M,7,False,22.0,17.0,0.0,0.0,0.0,6.0,8.0,11.0,14.0,4.0,2.0,0.0,0.0,5.0,4.0,0.0,2.0,1.0,0.0,0.0,0.0,,0.0,,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,,,,,,,90.0,30.0,6.6,5.0,0.0,0.25,"{'original': 6.6, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",9,0,9,4,5,77.27272727272727,,50.0,50.0,,,1.0,1.0,1.0,,,,,,,,
15280985,home,7581,FK Bokelj Kotor,138949,Igor Poček,igor-pocek,M,10,False,22.0,16.0,1.0,0.0,1.0,6.0,9.0,10.0,13.0,1.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,,3.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,,,,,,,59.0,28.0,6.6,6.0,1.01,0.36,"{'original': 6.6, 'alternative': None}",2.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",7,0,7,3,4,72.72727272727273,0.0,0.0,,,,1.0,1.0,1.0,1.0,1.0,,,,,,
15280985,home,7581,FK Bokelj Kotor,227396,Šaleta Kordić,saleta-kordic,F,9,False,11.0,9.0,1.0,0.0,0.0,4.0,5.0,5.0,6.0,0.0,0.0,3.0,2.0,10.0,4.0,0.0,1.0,1.0,2.0,1.0,0.0,,0.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,,,,,,,67.0,24.0,7.2,8.0,0.45,0.0,"{'original': 7.2, 'alternative': None}",2.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",14,5,9,2,7,81.81818181818183,0.0,,100.0,,,3.0,,,,,,,,,,
15280985,home,7581,FK Bokelj Kotor,1606668,Zarija Mugoša,zarija-mugosa,M,16,True,16.0,10.0,6.0,3.0,0.0,4.0,5.0,6.0,11.0,3.0,2.0,2.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,44.0,21.0,6.4,11.0,0.04,0.29,"{'original': 6.4, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",7,2,5,1,4,62.5,50.0,66.66666666666666,,,,,1.0,,,,1.0,,,,,
15280985,home,7581,FK Bokelj Kotor,1031066,Vitinho,vitinho,M,77,True,36.0,31.0,2.0,1.0,0.0,20.0,21.0,10.0,14.0,1.0,0.0,1.0,0.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,8.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,,,,,,,44.0,45.0,6.3,4.0,0.0,0.0,"{'original': 6.3, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",15,1,14,5,9,86.11111111111111,50.0,0.0,,,,,,,,,1.0,,,,,
