match_id,team_side,team_id,team_name,player_id,player_name,player_slug,player_position,shirt_number,is_substitute,totalPass,accuratePass,totalLongBalls,accurateLongBalls,goalAssist,accurateOwnHalfPasses,totalOwnHalfPasses,accurateOppositionHalfPasses,totalOppositionHalfPasses,totalCross,accurateCross,aerialLost,aerialWon,duelLost,duelWon,challengeLost,totalContest,wonContest,onTargetScoringAttempt,goals,totalClearance,clearanceOffLine,outfielderBlock,interceptionWon,ballRecovery,totalTackle,wonTackle,errorLeadToAShot,ownGoals,unsuccessfulTouch,wasFouled,fouls,totalOffside,crossNotClaimed,goodHighClaim,savedShotsFromInsideTheBox,saves,totalKeeperSweeper,accurateKeeperSweeper,minutesPlayed,touches,rating,possessionLostCtrl,expectedGoals,expectedAssists,ratingVersions,totalShots,statisticsType,total_duels,aerial_duels_total,ground_duels_total,ground_duels_won,ground_duels_lost,pass_accuracy_pct,long_ball_accuracy_pct,cross_accuracy_pct,dribble_success_pct,keeper_sweeper_pct,penaltyWon,dispossessed,keyPass,shotOffTarget,bigChanceCreated,penaltyMiss,blockedScoringAttempt,penaltySave,penaltyFaced,penaltyConceded,hitWoodwork,bigChanceMissed
15280985,home,7581,FK Bokelj Kotor,1486746,Alhassan Baba Musah,alhassan-baba-musah,M,19,True,13.0,9.0,0.0,0.0,0.0,2.0,2.0,7.0,11.0,3.0,0.0,0.0,0.0,1.0,4.0,0.0,4.0,3.0,0.0,0.0,0.0,,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,,,,,,31.0,21.0,6.8,4.0,0.0,0.0,"{'original': 6.8, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",5,0,5,4,1,69.23076923076923,,0.0,75.0,,,,,,,,,,,,,
15280985,home,7581,FK Bokelj Kotor,1185131,Stefan Golubović,stefan-golubovic,F,21,True,1.0,1.0,0.0,0.0,0.0,1.0,1.0,,,0.0,0.0,1.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,,,,,,,23.0,7.0,6.4,3.0,0.0,0.0,"{'original': 6.4, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",7,1,6,1,5,100.0,,,,,,1.0,,,,,,,,,,
15280985,home,7581,FK Bokelj Kotor,877368,Bogdan Stamenković,bogdan-stamenkovic,M,99,True,9.0,7.0,0.0,0.0,0.0,1.0,1.0,6.0,8.0,1.0,0.0,1.0,1.0,3.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,23.0,12.0,6.5,2.0,0.0,0.0,"{'original': 6.5, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",5,2,3,1,2,77.77777777777779,,0.0,100.0,,,,,,,,,,,,,
15280985,home,7581,FK Bokelj Kotor,1391906,Dragan Ćetković,dragan-cetkovic,G,1,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,
15280985,home,241802,FK Bokelj Kotor,1650228,Stefan  Mrsulja,stefan-mrsulja,D,17,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,
15280985,home,7581,FK Bokelj Kotor,807177,Žarko Vilotijević,zarko-vilotijevic,M,80,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,
15280985,home,7581,FK Bokelj Kotor,1063210,Fatih Muković,fatih-mukovic,M,8,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,
15280985,away,6219,FK Jedinstvo Bijelo Polje,905682,Rijad Dzafic,rijad-dzafic,G,71,False,19.0,16.0,11.0,9.0,0.0,6.0,7.0,9.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,90.0,24.0,7.4,6.0,0.0,0.0,"{'original': 7.4, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,84.21052631578947,81.81818181818183,,,0.0,,,,,,,,1.0,1.0,,,
15280985,away,6219,FK Jedinstvo Bijelo Polje,807581,Miloš Nikolić,milos-nikolic,D,23,False,33.0,25.0,5.0,1.0,0.0,8.0,9.0,11.0,14.0,0.0,0.0,0.0,5.0,1.0,6.0,0.0,0.0,0.0,1.0,1.0,2.0,,0.0,5.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,84.0,39.0,7.7,10.0,0.62,0.0,"{'original': 7.7, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",7,5,2,1,1,75.75757575757575,20.0,,,,,,,,,,,,,,,
15280985,away,6219,FK Jedinstvo Bijelo Polje,960227,Ognjen Obradović,ognjen-obradovic,D,6,False,35.0,29.0,8.0,6.0,0.0,13.0,14.0,8.0,10.0,0.0,0.0,2.0,3.0,8.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,7.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,90.0,39.0,7.1,9.0,0.0,0.0,"{'original': 7.1, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",16,5,11,5,6,82.85714285714286,75.0,,,,,,,,,,,,,,,
15280985,away,6219,FK Jedinstvo Bijelo Polje,1381385,Nihad Balić,nihad-balic,D,2,False,31.0,25.0,4.0,3.0,0.0,13.0,13.0,8.0,13.0,1.0,0.0,0.0,1.0,12.0,4.0,1.0,2.0,1.0,0.0,0.0,2.0,,0.0,6.0,14.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,90.0,47.0,6.5,13.0,0.0,0.0,"{'original': 6.5, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",16,1,15,3,12,80.64516129032258,75.0,0.0,50.0,,,,,,,,1.0,,,1.0,,
15280985,away,6219,FK Jedinstvo Bijelo Polje,808565,Haris Banda,haris-banda,M,24,False,27.0,16.0,14.0,7.0,0.0,5.0,6.0,10.0,20.0,1.0,0.0,1.0,0.0,5.0,5.0,2.0,0.0,0.0,0.0,0.0,2.0,,1.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,65.0,34.0,6.6,14.0,0.0,0.0,"{'original': 6.6, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",10,1,9,5,4,59.25925925925925,50.0,0.0,,,,1.0,1.0,,,,,,,,,
15280985,away,6219,FK Jedinstvo Bijelo Polje,1536333,Stefan Radojevic,stefan-radojevic,M,8,False,24.0,21.0,2.0,2.0,0.0,7.0,9.0,13.0,14.0,1.0,1.0,2.0,4.0,9.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,2.0,13.0,2.0,2.0,0.0,0.0,3.0,1.0,1.0,0.0,,,,,,,90.0,37.0,7.0,8.0,0.0,0.0,"{'original': 7, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",17,6,11,4,7,87.5,100.0,100.0,,,,,,,,,,,,,,
15280985,away,6219,FK Jedinstvo Bijelo Polje,1185130,Arsenije Čepić,arsenije-cepic,M,15,False,52.0,46.0,4.0,2.0,0.0,19.0,21.0,24.0,28.0,1.0,0.0,0.0,2.0,7.0,10.0,1.0,1.0,0.0,1.0,0.0,1.0,,1.0,4.0,14.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,,,,,,90.0,70.0,7.4,8.0,0.21,0.0,"{'original': 7.4, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",17,2,15,8,7,88.46153846153845,50.0,0.0,0.0,,,,,,,,,,,,,
15280985,away,6219,FK Jedinstvo Bijelo Polje,2246412,Lucas Estabio,lucas-estabio,M,32,False,37.0,29.0,5.0,3.0,0.0,11.0,12.0,18.0,25.0,5.0,1.0,0.0,0.0,22.0,14.0,1.0,9.0,8.0,3.0,1.0,0.0,,0.0,1.0,5.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,0.0,,,,,,,90.0,84.0,8.6,17.0,0.51,1.09,"{'original': 8.6, 'alternative': None}",4.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",36,0,36,14,22,78.37837837837837,60.0,20.0,88.88888888888889,,,2.0,4.0,1.0,,,,,,,1.0,
15280985,away,6219,FK Jedinstvo Bijelo Polje,1131050,Andrej Cvijović,andrej-cvijovic,F,33,False,21.0,14.0,7.0,2.0,0.0,3.0,5.0,10.0,15.0,1.0,0.0,2.0,0.0,13.0,4.0,1.0,3.0,2.0,1.0,0.0,1.0,,0.0,2.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,,,,,,90.0,36.0,6.4,13.0,0.27,0.0,"{'original': 6.4, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",17,2,15,4,11,66.66666666666666,28.57142857142857,0.0,66.66666666666666,,,2.0,,,,,,,,,,
15280985,away,6219,FK Jedinstvo Bijelo Polje,54752,Žarko Korać,zarko-korac,F,11,False,18.0,13.0,0.0,0.0,0.0,4.0,4.0,9.0,14.0,0.0,0.0,4.0,6.0,9.0,11.0,0.0,0.0,0.0,1.0,1.0,1.0,,0.0,,2.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,0.0,,,,,,,78.0,32.0,7.4,16.0,0.44,0.0,"{'original': 7.4, 'alternative': None}",3.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",20,10,10,5,5,72.22222222222221,,,,,,,,1.0,,,1.0,,,,,
15280985,away,6219,FK Jedinstvo Bijelo Polje,1000576,Andrej Đukić,andrej-dukic,F,30,False,11.0,4.0,0.0,0.0,0.0,1.0,2.0,3.0,8.0,5.0,0.0,3.0,0.0,15.0,5.0,2.0,3.0,1.0,1.0,0.0,1.0,,0.0,,2.0,7.0,4.0,0.0,0.0,1.0,3.0,2.0,0.0,,,,,,,78.0,27.0,7.1,11.0,0.21,0.27,"{'original': 7.1, 'alternative': None}",2.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",20,3,17,5,12,36.36363636363637,,0.0,33.33333333333333,,,,1.0,1.0,,,,,,,,
15280985,away,6219,FK Jedinstvo Bijelo Polje,1391891,Danis Kolić,danis-kolic,F,22,True,13.0,10.0,0.0,0.0,0.0,1.0,1.0,9.0,12.0,1.0,1.0,0.0,0.0,5.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,,0.0,,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,,,,,,,25.0,24.0,7.0,9.0,0.0,0.54,"{'original': 7, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",7,0,7,2,5,76.92307692307693,,100.0,0.0,,,1.0,1.0,,1.0,,,,,,,
15280985,away,6219,FK Jedinstvo Bijelo Polje,874418,Mirza Idrizović,mirza-idrizovic,F,10,True,3.0,3.0,1.0,1.0,0.0,,,3.0,3.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,,,,,,,12.0,3.0,6.4,0.0,0.0,0.0,"{'original': 6.4, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",3,1,2,0,2,100.0,100.0,,,,,,,,,,,,,,,
15280985,away,6219,FK Jedinstvo Bijelo Polje,1382874,Aldin Mušović,aldin-musovic,F,9,True,8.0,7.0,0.0,0.0,0.0,1.0,1.0,5.0,6.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,,,,,,,12.0,14.0,6.3,3.0,0.54,0.0,"{'original': 6.3, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",3,0,3,2,1,87.5,,,,,,,1.0,,,,1.0,,,,,1.0
15280985,away,6219,FK Jedinstvo Bijelo Polje,1424818,Srđan Šćepanović,srdan-scepanovic,D,55,True,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,6.0,,6.4,0.0,0.0,0.0,"{'original': 6.4, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,0.0,,,,,,,,,,,
15280985,away,6219,FK Jedinstvo Bijelo Polje,1134689,Goran Aković,goran-akovic,G,44,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,
15280985,away,6219,FK Jedinstvo Bijelo Polje,1190521,Lazar Šekularac,lazar-sekularac,D,27,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,
15280985,away,6219,FK Jedinstvo Bijelo Polje,1030476,Alden Škrijelj,alden-skrijelj,M,7,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,
15280985,away,6219,FK Jedinstvo Bijelo Polje,2444869,Pavle  Božović,pavle-bozovic,F,4,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,
15280985,away,6219,FK Jedinstvo Bijelo Polje,2444992,Balsa Barovic,balsa-barovic,F,17,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,
