player,isHome,shotType,situation,playerCoordinates,bodyPart,goalMouthLocation,goalMouthCoordinates,blockCoordinates,xg,id,time,addedTime,timeSeconds,draw,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,xgot,goalType
"{'name': 'Zarija Mugoša', 'slug': 'zarija-mugosa', 'shortName': 'Z. Mugoša', 'position': 'D', 'jerseyNumber': '16', 'userCount': 7, 'gender': 'M', 'id': 1606668, 'fieldTranslations': {'nameTranslation': {'ar': 'زاريا موغوشا'}, 'shortNameTranslation': {'ar': 'ز. موغوشا'}}}",True,block,regular,"{'x': 25, 'y': 57, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}","{'x': 25, 'y': 57, 'z': 0}",0.04133,6826505,90,3.0,5571,"{'start': {'x': 57, 'y': 25}, 'block': {'x': 57, 'y': 25}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",1,729,171,shot,,
"{'name': 'Aldin Mušović', 'firstName': '', 'lastName': '', 'slug': 'aldin-musovic', 'shortName': 'A. Mušović', 'position': 'F', 'jerseyNumber': '9', 'userCount': 9, 'gender': 'M', 'id': 1382874, 'fieldTranslations': {'nameTranslation': {'ar': 'ألدين موشوفيتش'}, 'shortNameTranslation': {'ar': 'أ. موشوفيتش'}}}",False,block,regular,"{'x': 4, 'y': 54, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}","{'x': 4, 'y': 54, 'z': 0}",0.5382,6826504,89,,5327,"{'start': {'x': 54, 'y': 4}, 'block': {'x': 54, 'y': 4}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",2,73,2627,shot,,
"{'name': 'Danis Kolić', 'firstName': 'Danis', 'lastName': 'Kolic', 'slug': 'danis-kolic', 'shortName': 'D. Kolić', 'position': 'M', 'jerseyNumber': '22', 'userCount': 8, 'gender': 'M', 'id': 1391891, 'fieldTranslations': {'nameTranslation': {'ar': 'دانيش كوليتش'}, 'shortNameTranslation': {'ar': 'د. كوليتش'}}}",False,save,regular,"{'x': 21, 'y': 59, 'z': 0}",right-foot,low-right,"{'x': 0, 'y': 45.3, 'z': 8.3}",,0.004021,6826503,89,,5298,"{'start': {'x': 59, 'y': 21}, 'end': {'x': 54.7, 'y': 0}, 'goal': {'x': 54.7, 'y': 91.7}}",2,102,2598,shot,0.1124,
"{'name': 'Velizar Janketić', 'firstName': '', 'lastName': '', 'slug': 'velizar-janketic', 'shortName': 'V. Janketić', 'position': 'M', 'jerseyNumber': '7', 'userCount': 13, 'gender': 'M', 'id': 572018, 'fieldTranslations': {'nameTranslation': {'ar': 'فيليزار جانكيتش', 'bn': 'ভেলিজার জানকেটিচ', 'hi': 'वेलिज़ार जानकेटिक'}, 'shortNameTranslation': {'ar': 'ف. جانكيتش', 'bn': 'ভি. জানকেটিক', 'hi': 'वी. जानकेटिक'}}}",True,miss,free-kick,"{'x': 27, 'y': 41, 'z': 0}",right-foot,close-high,"{'x': 0, 'y': 54.4, 'z': 47.8}",,0.00102,6826510,88,,5242,"{'start': {'x': 41, 'y': 27}, 'end': {'x': 45.6, 'y': 0}, 'goal': {'x': 45.6, 'y': 52.2}}",3,158,2542,shot,,
"{'name': 'Vitinho', 'slug': 'vitinho', 'shortName': 'Vitinho', 'position': 'M', 'jerseyNumber': '77', 'userCount': 13, 'gender': 'M', 'id': 1031066, 'fieldTranslations': {'nameTranslation': {'ar': 'فيتينيو'}, 'shortNameTranslation': {'ar': 'فيتينيو'}}}",True,goal,own-goal,"{'x': 20, 'y': 39, 'z': 0}",other,low-centre,"{'x': 0, 'y': 50, 'z': 20}",,,6826506,85,,5078,"{'start': {'x': 39, 'y': 20}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",6,322,2378,shot,,own
"{'name': 'Lucas Estabio', 'firstName': 'Lucas', 'lastName': 'Estabio', 'slug': 'lucas-estabio', 'shortName': 'L. Estabio', 'position': 'F', 'jerseyNumber': '32', 'userCount': 8, 'gender': 'M', 'id': 2246412, 'fieldTranslations': {'nameTranslation': {'ar': 'لوكاس استابيو'}, 'shortNameTranslation': {'ar': 'ل. استابيو'}}}",False,save,regular,"{'x': 9, 'y': 33, 'z': 0}",right-foot,high-centre,"{'x': 0, 'y': 49.8, 'z': 24.2}",,0.1657,6826502,83,,4942,"{'start': {'x': 33, 'y': 9}, 'end': {'x': 50.2, 'y': 0}, 'goal': {'x': 50.2, 'y': 75.8}}",8,458,2242,shot,0.06014,
"{'name': 'Lucas Estabio', 'firstName': 'Lucas', 'lastName': 'Estabio', 'slug': 'lucas-estabio', 'shortName': 'L. Estabio', 'position': 'F', 'jerseyNumber': '32', 'userCount': 8, 'gender': 'M', 'id': 2246412, 'fieldTranslations': {'nameTranslation': {'ar': 'لوكاس استابيو'}, 'shortNameTranslation': {'ar': 'ل. استابيو'}}}",False,save,free-kick,"{'x': 7, 'y': 8, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 51.4, 'z': 12.9}",,0.1007,6826509,82,,4911,"{'start': {'x': 8, 'y': 7}, 'end': {'x': 48.6, 'y': 0}, 'goal': {'x': 48.6, 'y': 87.1}}",9,489,2211,shot,0.06613,
"{'name': 'Lucas Estabio', 'firstName': 'Lucas', 'lastName': 'Estabio', 'slug': 'lucas-estabio', 'shortName': 'L. Estabio', 'position': 'F', 'jerseyNumber': '32', 'userCount': 8, 'gender': 'M', 'id': 2246412, 'fieldTranslations': {'nameTranslation': {'ar': 'لوكاس استابيو'}, 'shortNameTranslation': {'ar': 'ل. استابيو'}}}",False,post,regular,"{'x': 16, 'y': 37, 'z': 0}",right-foot,high,"{'x': 0, 'y': 44.7, 'z': 41.7}",,0.1339,6826501,72,,4308,"{'start': {'x': 37, 'y': 16}, 'end': {'x': 55.3, 'y': 0}, 'goal': {'x': 55.3, 'y': 58.3}}",19,1092,1608,shot,,
"{'name': 'Andrej Đukić', 'firstName': '', 'lastName': '', 'slug': 'andrej-dukic', 'shortName': 'A. Đukić', 'position': 'M', 'userCount': 15, 'gender': 'M', 'id': 1000576, 'fieldTranslations': {'nameTranslation': {'ar': 'أندري ديوكيتش'}, 'shortNameTranslation': {'ar': 'أ. ديوكيتش'}}}",False,save,regular,"{'x': 13, 'y': 64, 'z': 0}",right-foot,high-right,"{'x': 0, 'y': 47.2, 'z': 23.6}",,0.2046,6826500,61,,3639,"{'start': {'x': 64, 'y': 13}, 'end': {'x': 52.8, 'y': 0}, 'goal': {'x': 52.8, 'y': 76.4}}",30,1761,939,shot,0.3916,
"{'name': 'Andrej Cvijović', 'firstName': '', 'lastName': '', 'slug': 'andrej-cvijovic', 'shortName': 'A. Cvijović', 'position': 'M', 'jerseyNumber': '33', 'userCount': 4, 'gender': 'M', 'id': 1131050, 'fieldTranslations': {'nameTranslation': {'ar': 'أندريه سفييوفيتش'}, 'shortNameTranslation': {'ar': 'أ. سفييوفيتش'}}}",False,save,regular,"{'x': 10, 'y': 40, 'z': 0}",right-foot,high-centre,"{'x': 0, 'y': 48.8, 'z': 22.7}",,0.267,6826499,61,,3635,"{'start': {'x': 40, 'y': 10}, 'end': {'x': 51.2, 'y': 0}, 'goal': {'x': 51.2, 'y': 77.3}}",30,1765,935,shot,0.1842,
