player,isHome,shotType,situation,playerCoordinates,bodyPart,goalMouthLocation,goalMouthCoordinates,blockCoordinates,xg,id,time,addedTime,timeSeconds,draw,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,xgot,goalType
"{'name': 'Žarko Korać', 'firstName': 'Žarko', 'lastName': 'Korać', 'slug': 'zarko-korac', 'shortName': 'Ž. Korać', 'position': 'F', 'jerseyNumber': '11', 'userCount': 12, 'gender': 'M', 'id': 54752, 'fieldTranslations': {'nameTranslation': {'ar': 'زاركو كوراچ'}, 'shortNameTranslation': {'ar': 'ز. كوراچ'}}}",False,goal,free-kick,"{'x': 21, 'y': 44, 'z': 0}",right-foot,high-left,"{'x': 0, 'y': 52.9, 'z': 26.6}",,0.1832,6826508,56,,3357,"{'start': {'x': 44, 'y': 21}, 'end': {'x': 47.1, 'y': 0}, 'goal': {'x': 47.1, 'y': 73.4}}",35,2043,657,shot,0.6483,regular
"{'name': 'Vitinho', 'slug': 'vitinho', 'shortName': 'Vitinho', 'position': 'M', 'jerseyNumber': '77', 'userCount': 13, 'gender': 'M', 'id': 1031066, 'fieldTranslations': {'nameTranslation': {'ar': 'فيتينيو'}, 'shortNameTranslation': {'ar': 'فيتينيو'}}}",True,block,corner,"{'x': 26, 'y': 62, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}","{'x': 26, 'y': 62, 'z': 0}",0.001798,6826498,50,,2978,"{'start': {'x': 62, 'y': 26}, 'block': {'x': 62, 'y': 26}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",41,2422,278,shot,,
"{'name': 'Andrej Đukić', 'firstName': '', 'lastName': '', 'slug': 'andrej-dukic', 'shortName': 'A. Đukić', 'position': 'M', 'userCount': 15, 'gender': 'M', 'id': 1000576, 'fieldTranslations': {'nameTranslation': {'ar': 'أندري ديوكيتش'}, 'shortNameTranslation': {'ar': 'أ. ديوكيتش'}}}",False,miss,throw-in-set-piece,"{'x': 20, 'y': 70, 'z': 0}",right-foot,close-left,"{'x': 0, 'y': 56.5, 'z': 0.5}",,0.003941,6826497,49,,2908,"{'start': {'x': 70, 'y': 20}, 'end': {'x': 43.5, 'y': 0}, 'goal': {'x': 43.5, 'y': 99.5}}",42,2492,208,shot,,
"{'name': 'Bakir Nurkovic', 'firstName': 'Bakir Nurkovic', 'slug': 'bakir-nurkovic', 'shortName': 'B. Nurković', 'position': 'M', 'jerseyNumber': '30', 'userCount': 70, 'gender': 'M', 'id': 1149081, 'fieldTranslations': {'nameTranslation': {'ar': 'ليديا وارن'}, 'shortNameTranslation': {'ar': 'ل. وارن'}}}",True,miss,regular,"{'x': 9, 'y': 51, 'z': 0}",left-foot,close-high-right,"{'x': 0, 'y': 41.4, 'z': 47.4}",,0.286,6826496,47,,2803,"{'start': {'x': 51, 'y': 9}, 'end': {'x': 58.6, 'y': 0}, 'goal': {'x': 58.6, 'y': 52.6}}",44,2597,103,shot,,
"{'name': 'Lucas Estabio', 'firstName': 'Lucas', 'lastName': 'Estabio', 'slug': 'lucas-estabio', 'shortName': 'L. Estabio', 'position': 'F', 'jerseyNumber': '32', 'userCount': 8, 'gender': 'M', 'id': 2246412, 'fieldTranslations': {'nameTranslation': {'ar': 'لوكاس استابيو'}, 'shortNameTranslation': {'ar': 'ل. استابيو'}}}",False,goal,regular,"{'x': 13, 'y': 64, 'z': 0}",right-foot,low-right,"{'x': 0, 'y': 48, 'z': 13.8}",,0.1052,6826495,44,,2640,"{'start': {'x': 64, 'y': 13}, 'end': {'x': 52, 'y': 0}, 'goal': {'x': 52, 'y': 86.2}}",2,60,2640,shot,0.1785,regular
"{'name': 'Igor Poček', 'slug': 'igor-pocek', 'shortName': 'I. Poček', 'position': 'M', 'jerseyNumber': '10', 'userCount': 15, 'gender': 'M', 'id': 138949, 'fieldTranslations': {'nameTranslation': {'ar': 'إيغور بوتشيك'}, 'shortNameTranslation': {'ar': 'إ. بوتشيك'}}}",True,save,penalty,"{'x': 10, 'y': 50, 'z': 0}",right-foot,low-right,"{'x': 0, 'y': 46.8, 'z': 18.2}",,0.76,6826507,42,,2471,"{'start': {'x': 50, 'y': 10}, 'end': {'x': 53.2, 'y': 0}, 'goal': {'x': 53.2, 'y': 81.8}}",4,229,2471,shot,0.81,
"{'name': 'Žarko Korać', 'firstName': 'Žarko', 'lastName': 'Korać', 'slug': 'zarko-korac', 'shortName': 'Ž. Korać', 'position': 'F', 'jerseyNumber': '11', 'userCount': 12, 'gender': 'M', 'id': 54752, 'fieldTranslations': {'nameTranslation': {'ar': 'زاركو كوراچ'}, 'shortNameTranslation': {'ar': 'ز. كوراچ'}}}",False,miss,set-piece,"{'x': 9, 'y': 57, 'z': 0}",head,close-high-right,"{'x': 0, 'y': 41.9, 'z': 42.2}",,0.1162,6826494,33,,1926,"{'start': {'x': 57, 'y': 9}, 'end': {'x': 58.1, 'y': 0}, 'goal': {'x': 58.1, 'y': 57.8}}",13,774,1926,shot,,
"{'name': 'Miloš Nikolić', 'firstName': '', 'lastName': '', 'slug': 'milos-nikolic', 'shortName': 'M. Nikolić', 'position': 'D', 'jerseyNumber': '23', 'userCount': 10, 'gender': 'M', 'id': 807581, 'fieldTranslations': {'nameTranslation': {'ar': 'ميلوش نيكوليتش'}, 'shortNameTranslation': {'ar': 'م. نيكوليتش'}}}",False,goal,regular,"{'x': 4, 'y': 51, 'z': 0}",right-foot,low-right,"{'x': 0, 'y': 45.7, 'z': 4.8}",,0.6239,6826493,30,,1749,"{'start': {'x': 51, 'y': 4}, 'end': {'x': 54.3, 'y': 0}, 'goal': {'x': 54.3, 'y': 95.2}}",16,951,1749,shot,0.9132,regular
"{'name': 'Arsenije Čepić', 'firstName': 'Arsenije', 'lastName': 'Čepić', 'slug': 'arsenije-cepic', 'shortName': 'A. Čepić', 'position': 'M', 'jerseyNumber': '15', 'userCount': 9, 'gender': 'M', 'id': 1185130, 'fieldTranslations': {'nameTranslation': {'ar': 'أرسينيي جيبيتش'}, 'shortNameTranslation': {'ar': 'أ. جيبيتش'}}}",False,save,corner,"{'x': 3, 'y': 40, 'z': 0}",head,low-left,"{'x': 0, 'y': 54.7, 'z': 15.1}",,0.2121,6826492,29,,1732,"{'start': {'x': 40, 'y': 3}, 'end': {'x': 45.3, 'y': 0}, 'goal': {'x': 45.3, 'y': 84.9}}",17,968,1732,shot,0.4958,
"{'name': 'Šaleta Kordić', 'firstName': '', 'lastName': '', 'slug': 'saleta-kordic', 'shortName': 'Š. Kordić', 'position': 'F', 'jerseyNumber': '9', 'userCount': 4, 'gender': 'M', 'id': 227396, 'fieldTranslations': {'nameTranslation': {'ar': 'شاليتا كورديتش', 'bn': 'শ্যালেট কোর্ডিচ', 'hi': 'शालेटा कोर्डिक'}, 'shortNameTranslation': {'ar': 'ش. كورديتش', 'bn': 'এস. কোর্ডিক', 'hi': 'एस. कोर्डिक'}}}",True,save,regular,"{'x': 15, 'y': 44, 'z': 0}",head,low-right,"{'x': 0, 'y': 45.8, 'z': 17.7}",,0.08644,6826491,22,,1263,"{'start': {'x': 44, 'y': 15}, 'end': {'x': 54.2, 'y': 0}, 'goal': {'x': 54.2, 'y': 82.3}}",24,1437,1263,shot,0.2919,
"{'name': 'Šaleta Kordić', 'firstName': '', 'lastName': '', 'slug': 'saleta-kordic', 'shortName': 'Š. Kordić', 'position': 'F', 'jerseyNumber': '9', 'userCount': 4, 'gender': 'M', 'id': 227396, 'fieldTranslations': {'nameTranslation': {'ar': 'شاليتا كورديتش', 'bn': 'শ্যালেট কোর্ডিচ', 'hi': 'शालेटा कोर्डिक'}, 'shortNameTranslation': {'ar': 'ش. كورديتش', 'bn': 'এস. কোর্ডিক', 'hi': 'एस. कोर्डिक'}}}",True,goal,regular,"{'x': 8, 'y': 60, 'z': 0}",left-foot,low-centre,"{'x': 0, 'y': 50.6, 'z': 19.1}",,0.3622,6826490,14,,782,"{'start': {'x': 60, 'y': 8}, 'end': {'x': 49.4, 'y': 0}, 'goal': {'x': 49.4, 'y': 80.9}}",32,1918,782,shot,0.2922,regular
"{'name': 'Nihad Balić', 'firstName': 'Nihad Balić', 'lastName': '', 'slug': 'nihad-balic', 'shortName': 'N. Balić', 'position': 'D', 'jerseyNumber': '21', 'userCount': 4, 'gender': 'M', 'id': 1381385, 'fieldTranslations': {'nameTranslation': {'ar': 'نيهاد باليتش'}, 'shortNameTranslation': {'ar': 'ن. باليتش'}}}",False,block,regular,"{'x': 26, 'y': 29, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}","{'x': 26, 'y': 29, 'z': 0}",0.003013,6826489,13,,759,"{'start': {'x': 29, 'y': 26}, 'block': {'x': 29, 'y': 26}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",33,1941,759,shot,,
"{'name': 'Igor Poček', 'slug': 'igor-pocek', 'shortName': 'I. Poček', 'position': 'M', 'jerseyNumber': '10', 'userCount': 15, 'gender': 'M', 'id': 138949, 'fieldTranslations': {'nameTranslation': {'ar': 'إيغور بوتشيك'}, 'shortNameTranslation': {'ar': 'إ. بوتشيك'}}}",True,miss,regular,"{'x': 6, 'y': 58, 'z': 0}",left-foot,close-left,"{'x': 0, 'y': 58.4, 'z': 17.3}",,0.2537,6826488,2,,109,"{'start': {'x': 58, 'y': 6}, 'end': {'x': 41.6, 'y': 0}, 'goal': {'x': 41.6, 'y': 82.7}}",44,2591,109,shot,,
"{'name': 'Žarko Korać', 'firstName': 'Žarko', 'lastName': 'Korać', 'slug': 'zarko-korac', 'shortName': 'Ž. Korać', 'position': 'F', 'jerseyNumber': '11', 'userCount': 12, 'gender': 'M', 'id': 54752, 'fieldTranslations': {'nameTranslation': {'ar': 'زاركو كوراچ'}, 'shortNameTranslation': {'ar': 'ز. كوراچ'}}}",False,block,set-piece,"{'x': 10, 'y': 56, 'z': 0}",head,low-centre,"{'x': 0, 'y': 50, 'z': 20}","{'x': 10, 'y': 56, 'z': 0}",0.1383,6826487,1,,44,"{'start': {'x': 56, 'y': 10}, 'block': {'x': 56, 'y': 10}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",45,2656,44,shot,,
