player,isHome,shotType,situation,playerCoordinates,bodyPart,goalMouthLocation,goalMouthCoordinates,blockCoordinates,xg,id,time,addedTime,timeSeconds,draw,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,goalType,xgot
"{'name': 'Dušan Vuković', 'firstName': '', 'lastName': '', 'slug': 'dusan-vukovic', 'shortName': 'D. Vuković', 'position': 'M', 'jerseyNumber': '77', 'userCount': 24, 'gender': 'M', 'id': 1103884, 'fieldTranslations': {'nameTranslation': {'ar': 'دوشان فوكوفيتش'}, 'shortNameTranslation': {'ar': 'د. فوكوفيتش'}}}",True,miss,regular,"{'x': 14, 'y': 37, 'z': 0}",right-foot,close-high-right,"{'x': 0, 'y': 41.3, 'z': 40.5}",,0.05527,6529427,60,,3544,"{'start': {'x': 37, 'y': 14}, 'end': {'x': 58.7, 'y': 0}, 'goal': {'x': 58.7, 'y': 59.5}}",31,1856,844,shot,,
"{'name': 'Lazar Mijović', 'slug': 'lazar-mijovic', 'shortName': 'L. Mijović', 'position': 'M', 'jerseyNumber': '88', 'userCount': 36, 'gender': 'M', 'id': 1005616, 'fieldTranslations': {'nameTranslation': {'ar': 'لازار ميوفيتش', 'hi': 'लज़ार मिजोविक', 'bn': 'লাজার মিজোভিচ'}, 'shortNameTranslation': {'ar': 'ل. ميوفيتش', 'hi': 'एल. मिजोविक', 'bn': 'এল. মিজোভিচ'}}}",False,save,regular,"{'x': 20, 'y': 59, 'z': 0}",left-foot,low-centre,"{'x': 0, 'y': 48.6, 'z': 2.9}",,0.08744,6529426,54,,3236,"{'start': {'x': 59, 'y': 20}, 'end': {'x': 51.4, 'y': 0}, 'goal': {'x': 51.4, 'y': 97.1}}",37,2164,536,shot,,0.0376
"{'name': 'Ilya Serikov', 'slug': 'ilya-serikov', 'shortName': 'I. Serikov', 'position': 'D', 'jerseyNumber': '5', 'userCount': 40, 'gender': 'M', 'id': 792102, 'fieldTranslations': {'nameTranslation': {'ar': 'إيليا سيريكوف'}, 'shortNameTranslation': {'ar': 'إ. سيريكوف'}}}",False,miss,corner,"{'x': 10, 'y': 65, 'z': 0}",head,close-high-left,"{'x': 0, 'y': 56.5, 'z': 40.4}",,0.01643,6529425,52,,3061,"{'start': {'x': 65, 'y': 10}, 'end': {'x': 43.5, 'y': 0}, 'goal': {'x': 43.5, 'y': 59.6}}",39,2339,361,shot,,
"{'name': 'Zoran Petrović', 'slug': 'zoran-petrovic', 'shortName': 'Z. Petrović', 'position': 'F', 'jerseyNumber': '25', 'userCount': 16, 'gender': 'M', 'id': 357712, 'fieldTranslations': {'nameTranslation': {'ar': 'زوران بيتروفيتش', 'hi': 'ज़ोरान पेत्रोविक', 'bn': 'জোরান পেট্রোভিক'}, 'shortNameTranslation': {'ar': 'ز. بيتروفيتش', 'hi': 'ज़ेड. पेत्रोविक', 'bn': 'জেড. পেট্রোভিক'}}}",False,block,corner,"{'x': 12, 'y': 32, 'z': 0}",left-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}","{'x': 12, 'y': 32, 'z': 0}",0.0156,6529424,51,,3014,"{'start': {'x': 32, 'y': 12}, 'block': {'x': 32, 'y': 12}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",40,2386,314,shot,,
"{'name': 'Balša Mrvaljević', 'firstName': 'Balša', 'lastName': 'Mrvaljević', 'slug': 'balsa-mrvaljevic', 'shortName': 'B. Mrvaljević', 'position': 'M', 'jerseyNumber': '18', 'userCount': 30, 'gender': 'M', 'id': 1149289, 'fieldTranslations': {'nameTranslation': {'ar': 'بالشا مرفالييفيتش'}, 'shortNameTranslation': {'ar': 'ب. مرفالييفيتش'}}}",True,miss,throw-in-set-piece,"{'x': 11, 'y': 74, 'z': 0}",right-foot,close-right,"{'x': 0, 'y': 41.1, 'z': 38.1}",,0.01456,6529423,48,,2841,"{'start': {'x': 74, 'y': 11}, 'end': {'x': 58.9, 'y': 0}, 'goal': {'x': 58.9, 'y': 61.9}}",43,2559,141,shot,,
"{'name': 'Jagoš Roganović', 'slug': 'jagos-roganovic', 'shortName': 'J. Roganović', 'position': 'M', 'jerseyNumber': '29', 'userCount': 7, 'gender': 'M', 'id': 1620437, 'fieldTranslations': {'nameTranslation': {'ar': 'ياجوش روجانوفيتش'}, 'shortNameTranslation': {'ar': 'ي. روجانوفيتش'}}}",True,miss,regular,"{'x': 27, 'y': 49, 'z': 0}",right-foot,close-left,"{'x': 0, 'y': 57.8, 'z': 3.7}",,0.002404,6529422,45,2.0,2818,"{'start': {'x': 49, 'y': 27}, 'end': {'x': 42.2, 'y': 0}, 'goal': {'x': 42.2, 'y': 96.3}}",1,2582,118,shot,,
"{'name': 'Jagoš Roganović', 'slug': 'jagos-roganovic', 'shortName': 'J. Roganović', 'position': 'M', 'jerseyNumber': '29', 'userCount': 7, 'gender': 'M', 'id': 1620437, 'fieldTranslations': {'nameTranslation': {'ar': 'ياجوش روجانوفيتش'}, 'shortNameTranslation': {'ar': 'ي. روجانوفيتش'}}}",True,miss,throw-in-set-piece,"{'x': 10, 'y': 49, 'z': 0}",head,close-high,"{'x': 0, 'y': 54.1, 'z': 58}",,0.07469,6529421,45,1.0,2734,"{'start': {'x': 49, 'y': 10}, 'end': {'x': 45.9, 'y': 0}, 'goal': {'x': 45.9, 'y': 42}}",1,2666,34,shot,,
"{'name': 'Dušan Vuković', 'firstName': '', 'lastName': '', 'slug': 'dusan-vukovic', 'shortName': 'D. Vuković', 'position': 'M', 'jerseyNumber': '77', 'userCount': 24, 'gender': 'M', 'id': 1103884, 'fieldTranslations': {'nameTranslation': {'ar': 'دوشان فوكوفيتش'}, 'shortNameTranslation': {'ar': 'د. فوكوفيتش'}}}",True,miss,regular,"{'x': 21, 'y': 74, 'z': 0}",right-foot,close-left,"{'x': 0, 'y': 58.4, 'z': 17.7}",,0.00994,6529420,42,,2479,"{'start': {'x': 74, 'y': 21}, 'end': {'x': 41.6, 'y': 0}, 'goal': {'x': 41.6, 'y': 82.3}}",4,221,2479,shot,,
"{'name': 'Petar Grbić', 'firstName': '', 'lastName': '', 'slug': 'petar-grbic', 'shortName': 'P. Grbić', 'position': 'M', 'userCount': 40, 'gender': 'M', 'id': 57341, 'fieldTranslations': {'nameTranslation': {'ar': 'بيتر غربيش', 'hi': 'पीटर ग्रबिक', 'bn': 'পেটার গ্রিবিক'}, 'shortNameTranslation': {'ar': 'ب. غربيش', 'hi': 'पी. ग्रबिक', 'bn': 'পি. গ্রিবিক'}}}",False,block,regular,"{'x': 14, 'y': 31, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}","{'x': 14, 'y': 31, 'z': 0}",0.0367,6529419,31,,1801,"{'start': {'x': 31, 'y': 14}, 'block': {'x': 31, 'y': 14}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",15,899,1801,shot,,
"{'name': 'Petar Grbić', 'firstName': '', 'lastName': '', 'slug': 'petar-grbic', 'shortName': 'P. Grbić', 'position': 'M', 'userCount': 40, 'gender': 'M', 'id': 57341, 'fieldTranslations': {'nameTranslation': {'ar': 'بيتر غربيش', 'hi': 'पीटर ग्रबिक', 'bn': 'পেটার গ্রিবিক'}, 'shortNameTranslation': {'ar': 'ب. غربيش', 'hi': 'पी. ग्रबिक', 'bn': 'পি. গ্রিবিক'}}}",False,miss,regular,"{'x': 24, 'y': 23, 'z': 0}",right-foot,close-left,"{'x': 0, 'y': 56.5, 'z': 16}",,0.02275,6529418,29,,1725,"{'start': {'x': 23, 'y': 24}, 'end': {'x': 43.5, 'y': 0}, 'goal': {'x': 43.5, 'y': 84}}",17,975,1725,shot,,
"{'name': 'Momčilo Raspopović', 'slug': 'momcilo-raspopovic', 'shortName': 'M. Raspopović', 'position': 'D', 'jerseyNumber': '20', 'userCount': 41, 'gender': 'M', 'id': 138935, 'fieldTranslations': {'nameTranslation': {'ar': 'مومسيلو راسبوبوفيتش', 'hi': 'मोमचिलो रास्पोपोविक', 'bn': 'মোমচিলো রাস্পোপোভিচ'}, 'shortNameTranslation': {'ar': 'م. راسبوبوفيتش', 'hi': 'एम. रास्पोपोविक', 'bn': 'এম. রাস্পোপোভিচ'}}}",False,miss,regular,"{'x': 9, 'y': 27, 'z': 0}",head,close-high-left,"{'x': 0, 'y': 58.8, 'z': 48.9}",,0.00341,6529417,26,,1558,"{'start': {'x': 27, 'y': 9}, 'end': {'x': 41.2, 'y': 0}, 'goal': {'x': 41.2, 'y': 51.1}}",20,1142,1558,shot,,
"{'name': 'Dušan Vuković', 'firstName': '', 'lastName': '', 'slug': 'dusan-vukovic', 'shortName': 'D. Vuković', 'position': 'M', 'jerseyNumber': '77', 'userCount': 24, 'gender': 'M', 'id': 1103884, 'fieldTranslations': {'nameTranslation': {'ar': 'دوشان فوكوفيتش'}, 'shortNameTranslation': {'ar': 'د. فوكوفيتش'}}}",True,miss,free-kick,"{'x': 27, 'y': 69, 'z': 0}",right-foot,close-left,"{'x': 0, 'y': 57.7, 'z': 30.8}",,0.0006717,6529438,23,,1354,"{'start': {'x': 69, 'y': 27}, 'end': {'x': 42.3, 'y': 0}, 'goal': {'x': 42.3, 'y': 69.2}}",23,1346,1354,shot,,
"{'name': 'Lazar Mijović', 'slug': 'lazar-mijovic', 'shortName': 'L. Mijović', 'position': 'M', 'jerseyNumber': '88', 'userCount': 36, 'gender': 'M', 'id': 1005616, 'fieldTranslations': {'nameTranslation': {'ar': 'لازار ميوفيتش', 'hi': 'लज़ार मिजोविक', 'bn': 'লাজার মিজোভিচ'}, 'shortNameTranslation': {'ar': 'ل. ميوفيتش', 'hi': 'एल. मिजोविक', 'bn': 'এল. মিজোভিচ'}}}",False,block,regular,"{'x': 16, 'y': 68, 'z': 0}",left-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}","{'x': 16, 'y': 68, 'z': 0}",0.06777,6529416,18,,1027,"{'start': {'x': 68, 'y': 16}, 'block': {'x': 68, 'y': 16}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",28,1673,1027,shot,,
"{'name': 'Zoran Petrović', 'slug': 'zoran-petrovic', 'shortName': 'Z. Petrović', 'position': 'F', 'jerseyNumber': '25', 'userCount': 16, 'gender': 'M', 'id': 357712, 'fieldTranslations': {'nameTranslation': {'ar': 'زوران بيتروفيتش', 'hi': 'ज़ोरान पेत्रोविक', 'bn': 'জোরান পেট্রোভিক'}, 'shortNameTranslation': {'ar': 'ز. بيتروفيتش', 'hi': 'ज़ेड. पेत्रोविक', 'bn': 'জেড. পেট্রোভিক'}}}",False,miss,regular,"{'x': 12, 'y': 36, 'z': 0}",right-foot,close-right,"{'x': 0, 'y': 40.8, 'z': 14.2}",,0.1616,6529415,15,,876,"{'start': {'x': 36, 'y': 12}, 'end': {'x': 59.2, 'y': 0}, 'goal': {'x': 59.2, 'y': 85.8}}",31,1824,876,shot,,
"{'name': 'Balša Mrvaljević', 'firstName': 'Balša', 'lastName': 'Mrvaljević', 'slug': 'balsa-mrvaljevic', 'shortName': 'B. Mrvaljević', 'position': 'M', 'jerseyNumber': '18', 'userCount': 30, 'gender': 'M', 'id': 1149289, 'fieldTranslations': {'nameTranslation': {'ar': 'بالشا مرفالييفيتش'}, 'shortNameTranslation': {'ar': 'ب. مرفالييفيتش'}}}",True,miss,regular,"{'x': 6, 'y': 70, 'z': 0}",right-foot,close-high-right,"{'x': 0, 'y': 41.7, 'z': 56.2}",,0.0881,6529414,15,,843,"{'start': {'x': 70, 'y': 6}, 'end': {'x': 58.3, 'y': 0}, 'goal': {'x': 58.3, 'y': 43.8}}",31,1857,843,shot,,
"{'name': 'Dušan Vuković', 'firstName': '', 'lastName': '', 'slug': 'dusan-vukovic', 'shortName': 'D. Vuković', 'position': 'M', 'jerseyNumber': '77', 'userCount': 24, 'gender': 'M', 'id': 1103884, 'fieldTranslations': {'nameTranslation': {'ar': 'دوشان فوكوفيتش'}, 'shortNameTranslation': {'ar': 'د. فوكوفيتش'}}}",True,miss,regular,"{'x': 28, 'y': 42, 'z': 0}",left-foot,close-right,"{'x': 0, 'y': 43.6, 'z': 0.3}",,0.004762,6529413,14,,803,"{'start': {'x': 42, 'y': 28}, 'end': {'x': 56.4, 'y': 0}, 'goal': {'x': 56.4, 'y': 99.7}}",32,1897,803,shot,,
"{'name': 'Dušan Vuković', 'firstName': '', 'lastName': '', 'slug': 'dusan-vukovic', 'shortName': 'D. Vuković', 'position': 'M', 'jerseyNumber': '77', 'userCount': 24, 'gender': 'M', 'id': 1103884, 'fieldTranslations': {'nameTranslation': {'ar': 'دوشان فوكوفيتش'}, 'shortNameTranslation': {'ar': 'د. فوكوفيتش'}}}",True,save,regular,"{'x': 23, 'y': 47, 'z': 0}",right-foot,low-right,"{'x': 0, 'y': 46.1, 'z': 19.3}",,0.07438,6529412,10,,591,"{'start': {'x': 47, 'y': 23}, 'end': {'x': 53.9, 'y': 0}, 'goal': {'x': 53.9, 'y': 80.7}}",36,2109,591,shot,,0.2726
"{'name': 'Ilya Serikov', 'slug': 'ilya-serikov', 'shortName': 'I. Serikov', 'position': 'D', 'jerseyNumber': '5', 'userCount': 40, 'gender': 'M', 'id': 792102, 'fieldTranslations': {'nameTranslation': {'ar': 'إيليا سيريكوف'}, 'shortNameTranslation': {'ar': 'إ. سيريكوف'}}}",False,goal,corner,"{'x': 8, 'y': 50, 'z': 0}",head,low-right,"{'x': 0, 'y': 46.8, 'z': 13.2}",,0.1056,6529411,9,,508,"{'start': {'x': 50, 'y': 8}, 'end': {'x': 53.2, 'y': 0}, 'goal': {'x': 53.2, 'y': 86.8}}",37,2192,508,shot,regular,0.4422
"{'name': 'Marko Milickovic', 'slug': 'marko-milickovic', 'shortName': 'M. Milickovic', 'position': 'M', 'jerseyNumber': '10', 'userCount': 28, 'gender': 'M', 'id': 890615, 'fieldTranslations': {'nameTranslation': {'ar': 'ماركو ميليكوفيتش', 'hi': 'मार्को मिलिकोविच', 'bn': 'মার্কো মিলিকোভিচ'}, 'shortNameTranslation': {'ar': 'م. ميليكوفيتش', 'hi': 'एम. मिलिकोविच', 'bn': 'এম. মিলিকোভিচ'}}}",False,save,regular,"{'x': 29, 'y': 24, 'z': 0}",right-foot,high-centre,"{'x': 0, 'y': 48.6, 'z': 24.1}",,0.02736,6529410,4,,218,"{'start': {'x': 24, 'y': 29}, 'end': {'x': 51.4, 'y': 0}, 'goal': {'x': 51.4, 'y': 75.9}}",42,2482,218,shot,,0.02316
"{'name': 'Balša Mrvaljević', 'firstName': 'Balša', 'lastName': 'Mrvaljević', 'slug': 'balsa-mrvaljevic', 'shortName': 'B. Mrvaljević', 'position': 'M', 'jerseyNumber': '18', 'userCount': 30, 'gender': 'M', 'id': 1149289, 'fieldTranslations': {'nameTranslation': {'ar': 'بالشا مرفالييفيتش'}, 'shortNameTranslation': {'ar': 'ب. مرفالييفيتش'}}}",True,save,regular,"{'x': 14, 'y': 57, 'z': 0}",left-foot,low-centre,"{'x': 0, 'y': 48.8, 'z': 0.9}",,0.1243,6529409,3,,146,"{'start': {'x': 57, 'y': 14}, 'end': {'x': 51.2, 'y': 0}, 'goal': {'x': 51.2, 'y': 99.1}}",43,2554,146,shot,,0.1069
