player,isHome,shotType,situation,playerCoordinates,bodyPart,goalMouthLocation,goalMouthCoordinates,blockCoordinates,xg,id,time,addedTime,timeSeconds,draw,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,goalType,xgot
"{'name': 'Lazar Mijović', 'slug': 'lazar-mijovic', 'shortName': 'L. Mijović', 'position': 'M', 'jerseyNumber': '88', 'userCount': 36, 'gender': 'M', 'id': 1005616, 'fieldTranslations': {'nameTranslation': {'ar': 'لازار ميوفيتش', 'hi': 'लज़ार मिजोविक', 'bn': 'লাজার মিজোভিচ'}, 'shortNameTranslation': {'ar': 'ل. ميوفيتش', 'hi': 'एल. मिजोविक', 'bn': 'এল. মিজোভিচ'}}}",False,block,regular,"{'x': 23, 'y': 67, 'z': 0}",left-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}","{'x': 23, 'y': 67, 'z': 0}",0.01724,6529436,90,2.0,5488,"{'start': {'x': 67, 'y': 23}, 'block': {'x': 67, 'y': 23}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",1,812,88,shot,,
"{'name': 'Anđelko Jovanović', 'firstName': '', 'lastName': '', 'slug': 'andelko-jovanovic', 'shortName': 'A. Jovanović', 'position': 'M', 'jerseyNumber': '10', 'userCount': 4, 'gender': 'M', 'id': 1030487, 'fieldTranslations': {'nameTranslation': {'ar': 'أنجيلكو يوفانوفيتش', 'hi': 'एन्डेल्को जोवानोविक', 'bn': 'আন্দ্রেকো জোভানোভিচ'}, 'shortNameTranslation': {'ar': 'أ. يوفانوفيتش', 'hi': 'ए. जोवानोविक', 'bn': 'এ. জোভানোভিচ'}}}",True,goal,regular,"{'x': 6, 'y': 48, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 49.1, 'z': 19.3}",,0.454,6529435,90,,5358,"{'start': {'x': 48, 'y': 6}, 'end': {'x': 50.9, 'y': 0}, 'goal': {'x': 50.9, 'y': 80.7}}",1,42,2658,shot,regular,0.6089
"{'name': 'Miguel Rodrigues', 'slug': 'miguel-rodrigues', 'shortName': 'M. Rodrigues', 'position': 'D', 'userCount': 28, 'gender': 'M', 'id': 232450, 'fieldTranslations': {'nameTranslation': {'ar': 'ميغيل رودريغيز'}, 'shortNameTranslation': {'ar': 'م. رودريغيز'}}}",True,save,set-piece,"{'x': 11, 'y': 58, 'z': 0}",head,low-right,"{'x': 0, 'y': 45.7, 'z': 7.1}",,0.0831,6529434,86,,5158,"{'start': {'x': 58, 'y': 11}, 'end': {'x': 54.3, 'y': 0}, 'goal': {'x': 54.3, 'y': 92.9}}",5,242,2458,shot,,0.3265
"{'name': 'Balša Mrvaljević', 'firstName': 'Balša', 'lastName': 'Mrvaljević', 'slug': 'balsa-mrvaljevic', 'shortName': 'B. Mrvaljević', 'position': 'M', 'jerseyNumber': '18', 'userCount': 30, 'gender': 'M', 'id': 1149289, 'fieldTranslations': {'nameTranslation': {'ar': 'بالشا مرفالييفيتش'}, 'shortNameTranslation': {'ar': 'ب. مرفالييفيتش'}}}",True,save,regular,"{'x': 22, 'y': 65, 'z': 0}",left-foot,low-left,"{'x': 0, 'y': 52.3, 'z': 7.6}",,0.0488,6529433,81,,4849,"{'start': {'x': 65, 'y': 22}, 'end': {'x': 47.7, 'y': 0}, 'goal': {'x': 47.7, 'y': 92.4}}",10,551,2149,shot,,0.2277
"{'name': 'Lazar Savović', 'slug': 'lazar-savovic', 'shortName': 'L. Savović', 'position': 'M', 'jerseyNumber': '22', 'userCount': 105, 'gender': 'M', 'id': 1606673, 'fieldTranslations': {'nameTranslation': {'ar': 'لازار سافوفيتش'}, 'shortNameTranslation': {'ar': 'ل. سافوفيتش'}}}",False,miss,regular,"{'x': 21, 'y': 68, 'z': 0}",right-foot,close-left,"{'x': 0, 'y': 58.5, 'z': 16.6}",,0.002305,6529432,75,,4494,"{'start': {'x': 68, 'y': 21}, 'end': {'x': 41.5, 'y': 0}, 'goal': {'x': 41.5, 'y': 83.4}}",16,906,1794,shot,,
"{'name': 'Davor Kontić', 'firstName': '', 'lastName': '', 'slug': 'davor-kontic', 'shortName': 'D. Kontić', 'position': 'M', 'jerseyNumber': '8', 'userCount': 7, 'gender': 'M', 'id': 929719, 'fieldTranslations': {'nameTranslation': {'ar': 'دافور كونتيش', 'hi': 'डेवोर कोंटिक', 'bn': 'দাভোর কন্টিচ'}, 'shortNameTranslation': {'ar': 'د. كونتيش', 'hi': 'डी. कोंटिक', 'bn': 'ডি. কন্টিচ'}}}",True,goal,regular,"{'x': 12, 'y': 40, 'z': 0}",left-foot,low-centre,"{'x': 0, 'y': 51.7, 'z': 6.1}",,0.2279,6529431,73,,4363,"{'start': {'x': 40, 'y': 12}, 'end': {'x': 48.3, 'y': 0}, 'goal': {'x': 48.3, 'y': 93.9}}",18,1037,1663,shot,regular,0.1938
"{'name': 'Momčilo Raspopović', 'slug': 'momcilo-raspopovic', 'shortName': 'M. Raspopović', 'position': 'D', 'jerseyNumber': '20', 'userCount': 41, 'gender': 'M', 'id': 138935, 'fieldTranslations': {'nameTranslation': {'ar': 'مومسيلو راسبوبوفيتش', 'hi': 'मोमचिलो रास्पोपोविक', 'bn': 'মোমচিলো রাস্পোপোভিচ'}, 'shortNameTranslation': {'ar': 'م. راسبوبوفيتش', 'hi': 'एम. रास्पोपोविक', 'bn': 'এম. রাস্পোপোভিচ'}}}",False,post,corner,"{'x': 8, 'y': 60, 'z': 0}",head,high,"{'x': 0, 'y': 44.5, 'z': 38.2}",,0.08563,6529430,70,,4191,"{'start': {'x': 60, 'y': 8}, 'end': {'x': 55.5, 'y': 0}, 'goal': {'x': 55.5, 'y': 61.8}}",21,1209,1491,shot,,
"{'name': 'Dušan Vuković', 'firstName': '', 'lastName': '', 'slug': 'dusan-vukovic', 'shortName': 'D. Vuković', 'position': 'M', 'jerseyNumber': '77', 'userCount': 24, 'gender': 'M', 'id': 1103884, 'fieldTranslations': {'nameTranslation': {'ar': 'دوشان فوكوفيتش'}, 'shortNameTranslation': {'ar': 'د. فوكوفيتش'}}}",True,goal,penalty,"{'x': 10, 'y': 50, 'z': 0}",right-foot,low-right,"{'x': 0, 'y': 45.7, 'z': 16.9}",,0.76,6529437,67,,3992,"{'start': {'x': 50, 'y': 10}, 'end': {'x': 54.3, 'y': 0}, 'goal': {'x': 54.3, 'y': 83.1}}",24,1408,1292,shot,penalty,0.81
"{'name': 'Zoran Petrović', 'slug': 'zoran-petrovic', 'shortName': 'Z. Petrović', 'position': 'F', 'jerseyNumber': '25', 'userCount': 16, 'gender': 'M', 'id': 357712, 'fieldTranslations': {'nameTranslation': {'ar': 'زوران بيتروفيتش', 'hi': 'ज़ोरान पेत्रोविक', 'bn': 'জোরান পেট্রোভিক'}, 'shortNameTranslation': {'ar': 'ز. بيتروفيتش', 'hi': 'ज़ेड. पेत्रोविक', 'bn': 'জেড. পেট্রোভিক'}}}",False,block,regular,"{'x': 14, 'y': 54, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}","{'x': 14, 'y': 54, 'z': 0}",0.07118,6529429,63,,3741,"{'start': {'x': 54, 'y': 14}, 'block': {'x': 54, 'y': 14}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",28,1659,1041,shot,,
"{'name': 'Balša Mrvaljević', 'firstName': 'Balša', 'lastName': 'Mrvaljević', 'slug': 'balsa-mrvaljevic', 'shortName': 'B. Mrvaljević', 'position': 'M', 'jerseyNumber': '18', 'userCount': 30, 'gender': 'M', 'id': 1149289, 'fieldTranslations': {'nameTranslation': {'ar': 'بالشا مرفالييفيتش'}, 'shortNameTranslation': {'ar': 'ب. مرفالييفيتش'}}}",True,block,throw-in-set-piece,"{'x': 20, 'y': 48, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}","{'x': 20, 'y': 48, 'z': 0}",0.004612,6529428,60,,3594,"{'start': {'x': 48, 'y': 20}, 'block': {'x': 48, 'y': 20}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",31,1806,894,shot,,
