match_id,team_side,team_id,team_name,player_id,player_name,player_slug,player_position,shirt_number,is_substitute,totalPass,accuratePass,totalLongBalls,accurateLongBalls,goalAssist,accurateOwnHalfPasses,totalOwnHalfPasses,accurateOppositionHalfPasses,totalOppositionHalfPasses,totalCross,accurateCross,aerialLost,aerialWon,duelLost,duelWon,challengeLost,totalContest,wonContest,onTargetScoringAttempt,goals,totalClearance,outfielderBlock,ballRecovery,totalTackle,wonTackle,errorLeadToAShot,ownGoals,unsuccessfulTouch,wasFouled,fouls,totalOffside,crossNotClaimed,goodHighClaim,saves,totalKeeperSweeper,accurateKeeperSweeper,minutesPlayed,touches,rating,possessionLostCtrl,expectedGoals,expectedAssists,ratingVersions,totalShots,statisticsType,total_duels,aerial_duels_total,ground_duels_total,ground_duels_won,ground_duels_lost,pass_accuracy_pct,long_ball_accuracy_pct,cross_accuracy_pct,dribble_success_pct,keeper_sweeper_pct,interceptionWon,keyPass,dispossessed,shotOffTarget,blockedScoringAttempt,bigChanceCreated,penaltyWon,savedShotsFromInsideTheBox,penaltyConceded,hitWoodwork
14147308,home,327162,Mladost DG,931333,Petar Radulović,petar-radulovic,G,25,False,34.0,27.0,14.0,7.0,0.0,25.0,28.0,2.0,6.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,90.0,39.0,6.6,8.0,0.0,0.0,"{'original': 6.6, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",2,1,1,0,1,79.41176470588235,50.0,,,0.0,,,,,,,,,,
14147308,home,481825,Mladost DG,1800480,Nikola  Ukšanović,nikola-uksanovic,D,66,False,30.0,20.0,3.0,1.0,0.0,9.0,15.0,10.0,14.0,4.0,2.0,1.0,1.0,11.0,7.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,6.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,,,,,,90.0,40.0,6.5,13.0,0.0,0.13,"{'original': 6.5, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",18,2,16,6,10,66.66666666666666,33.33333333333333,50.0,0.0,,2.0,3.0,,,,,,,,
14147308,home,241802,Mladost DG,232450,Miguel Rodrigues,miguel-rodrigues,D,30,False,44.0,36.0,4.0,0.0,0.0,23.0,29.0,9.0,11.0,0.0,0.0,2.0,2.0,8.0,6.0,1.0,0.0,0.0,1.0,0.0,3.0,1.0,14.0,4.0,2.0,0.0,0.0,1.0,1.0,2.0,0.0,,,,,,90.0,58.0,7.4,8.0,0.08,0.0,"{'original': 7.4, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",14,4,10,4,6,81.81818181818183,0.0,,,,4.0,1.0,,,,,,,,
14147308,home,327162,Mladost DG,605370,Luka Uskoković,luka-uskokovic,D,4,False,57.0,50.0,6.0,3.0,0.0,33.0,36.0,15.0,19.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,13.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,90.0,68.0,6.7,7.0,0.0,0.0,"{'original': 6.7, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",4,0,4,1,3,87.71929824561403,50.0,,0.0,,3.0,,,,,,,,,
14147308,home,327162,Mladost DG,1381381,Matije Badnjar,matije-badnjar,D,3,False,38.0,28.0,4.0,2.0,0.0,14.0,18.0,13.0,17.0,3.0,1.0,0.0,0.0,8.0,8.0,0.0,3.0,2.0,0.0,0.0,2.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,,,,,90.0,52.0,6.9,11.0,0.0,0.0,"{'original': 6.9, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",16,0,16,8,8,73.68421052631578,50.0,33.33333333333333,66.66666666666666,,2.0,,,,,,,,,
14147308,home,327162,Mladost DG,1163021,Nelson Augustin Cordoba,nelson-augustin-cordoba,M,28,False,46.0,41.0,2.0,2.0,0.0,23.0,24.0,17.0,21.0,0.0,0.0,1.0,0.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,90.0,56.0,6.8,9.0,0.0,0.0,"{'original': 6.8, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",13,1,12,1,11,89.13043478260869,100.0,,,,2.0,,1.0,,,,,,,
14147308,home,327162,Mladost DG,929719,Davor Kontić,davor-kontic,M,8,False,52.0,51.0,2.0,2.0,0.0,33.0,33.0,15.0,16.0,0.0,0.0,0.0,0.0,8.0,8.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,90.0,65.0,8.0,5.0,0.23,0.01,"{'original': 8, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",16,0,16,8,8,98.07692307692307,100.0,,100.0,,3.0,1.0,1.0,,,,,,,
14147308,home,7887,Mladost DG,1149289,Balša Mrvaljević,balsa-mrvaljevic,M,18,False,22.0,14.0,0.0,0.0,0.0,2.0,4.0,12.0,18.0,2.0,1.0,2.0,0.0,12.0,8.0,0.0,7.0,4.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,,,,,,83.0,50.0,7.0,13.0,0.28,0.01,"{'original': 7, 'alternative': None}",5.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",20,2,18,8,10,63.63636363636363,,50.0,57.14285714285714,,,1.0,2.0,2.0,1.0,,,,,
14147308,home,327162,Mladost DG,1103884,Dušan Vuković,dusan-vukovic,M,77,False,31.0,28.0,3.0,1.0,0.0,12.0,12.0,16.0,19.0,1.0,1.0,1.0,1.0,14.0,7.0,0.0,3.0,1.0,2.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,5.0,1.0,0.0,,,,,,68.0,61.0,7.1,15.0,0.91,0.12,"{'original': 7.1, 'alternative': None}",6.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",21,2,19,6,13,90.32258064516128,33.33333333333333,100.0,33.33333333333333,,1.0,1.0,5.0,4.0,,,,,,
14147308,home,327162,Mladost DG,1497156,Lazar Knezevic,lazar-knezevic,M,7,False,26.0,19.0,0.0,0.0,1.0,6.0,7.0,13.0,19.0,6.0,2.0,1.0,0.0,10.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,90.0,37.0,7.4,10.0,0.0,0.45,"{'original': 7.4, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",13,1,12,3,9,73.07692307692307,,33.33333333333333,100.0,,,1.0,,,,1.0,1.0,,,
