minute,value
1.0,-1
2.0,14
3.0,11
4.0,6
5.0,3
6.0,1
7.0,-2
8.0,-12
9.0,10
10.0,4
11.0,3
12.0,-8
13.0,-2
14.0,-24
15.0,-15
16.0,24
17.0,16
18.0,10
19.0,47
20.0,23
21.0,15
22.0,7
23.0,32
24.0,41
25.0,46
26.0,43
27.0,100
28.0,83
29.0,80
30.0,60
31.0,39
32.0,24
33.0,5
34.0,6
35.0,15
36.0,48
37.0,15
38.0,-18
39.0,11
40.0,-23
41.0,-48
42.0,-27
43.0,29
44.0,14
45.0,36
45.5,-10
46.0,5
47.0,20
48.0,37
49.0,15
50.0,14
51.0,16
52.0,3
53.0,5
54.0,39
55.0,34
56.0,26
57.0,18
58.0,19
59.0,16
60.0,36
61.0,22
62.0,11
63.0,-25
64.0,-13
65.0,13
66.0,8
67.0,13
68.0,44
69.0,38
70.0,24
71.0,10
72.0,47
73.0,29
74.0,19
75.0,9
76.0,19
77.0,38
78.0,25
79.0,22
80.0,16
81.0,19
82.0,15
83.0,7
84.0,4
85.0,14
86.0,7
87.0,4
88.0,6
89.0,29
90.0,8
90.5,24
