player,isHome,shotType,situation,playerCoordinates,bodyPart,goalMouthLocation,goalMouthCoordinates,blockCoordinates,goalkeeper,id,time,addedTime,timeSeconds,draw,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType
"{'name': 'Dušan Zagar', 'firstName': 'Dusan Zagar', 'slug': 'dusan-zagar', 'shortName': 'D. Zagar', 'position': 'M', 'jerseyNumber': '10', 'userCount': 37, 'gender': 'M', 'id': 2059299, 'fieldTranslations': {'nameTranslation': {'ar': 'دوشان زاغار'}, 'shortNameTranslation': {'ar': 'د. زاغار'}}}",True,save,assisted,"{'x': 11.6, 'y': 72.6, 'z': 0}",right-foot,low-right,"{'x': 0, 'y': 46.4, 'z': 11.4}","{'x': 1.8, 'y': 55.8, 'z': 0}","{'name': 'Lazar Radojičić', 'firstName': '', 'lastName': '', 'slug': 'lazar-radojicic', 'shortName': 'L. Radojicic', 'position': 'G', 'jerseyNumber': '23', 'userCount': 12, 'gender': 'M', 'id': 1424357, 'fieldTranslations': {'nameTranslation': {'ar': 'لازار رادويوتشيتش'}, 'shortNameTranslation': {'ar': 'ل. رادويوتشيتش'}}}",6817410,90,1.0,5413,"{'start': {'x': 72.6, 'y': 11.6}, 'block': {'x': 55.8, 'y': 1.8}, 'end': {'x': 53.6, 'y': 0}, 'goal': {'x': 53.6, 'y': 88.6}}",1,887,13,shot
"{'name': 'Luka Zorić', 'firstName': 'Luka', 'lastName': 'Zorić', 'slug': 'luka-zoric', 'shortName': 'L. Zorić', 'position': 'M', 'jerseyNumber': '3', 'userCount': 43, 'gender': 'M', 'id': 1111989, 'fieldTranslations': {'nameTranslation': {'ar': 'لوكا زوريتش'}, 'shortNameTranslation': {'ar': 'ل. زوريتش'}}}",False,block,set-piece,"{'x': 27.8, 'y': 51.7, 'z': 0}",left-foot,low-centre,"{'x': 0, 'y': 49.4, 'z': 19}","{'x': 25.9, 'y': 51.6, 'z': 0}","{'name': 'Ognjen Čančarević', 'slug': 'ognjen-cancarevic', 'shortName': 'O. Čančarević', 'position': 'G', 'jerseyNumber': '55', 'userCount': 203, 'gender': 'M', 'id': 795899, 'fieldTranslations': {'nameTranslation': {'ar': 'أوجنجين تشاناريفيتش', 'bn': 'ওগনজেন ক্যানচারেভিচ', 'hi': 'ओग्जेन चांचारेविक'}, 'shortNameTranslation': {'ar': 'أ. تشاناريفيتش', 'bn': 'ও. কানকারেভিচ', 'hi': 'ओ. चांचारेविक'}}}",6817407,84,,4983,"{'start': {'x': 51.7, 'y': 27.8}, 'block': {'x': 51.6, 'y': 25.9}, 'end': {'x': 50.6, 'y': 0}, 'goal': {'x': 50.6, 'y': 81}}",7,417,2283,shot
"{'name': 'Ismael Casas', 'slug': 'ismael-casas', 'shortName': 'I. Casas', 'position': 'D', 'jerseyNumber': '45', 'userCount': 43, 'gender': 'M', 'id': 966572, 'fieldTranslations': {'nameTranslation': {'ar': 'إسماعيل كاساس', 'bn': 'ইসমাইল কাসাস', 'hi': 'इस्माइल कासास'}, 'shortNameTranslation': {'ar': 'إ. كاساس', 'bn': 'আই. কাসাস', 'hi': 'आई. कासास'}}}",True,miss,assisted,"{'x': 17.9, 'y': 64.2, 'z': 0}",right-foot,high,"{'x': 0, 'y': 44.4, 'z': 87.5}",,"{'name': 'Lazar Radojičić', 'firstName': '', 'lastName': '', 'slug': 'lazar-radojicic', 'shortName': 'L. Radojicic', 'position': 'G', 'jerseyNumber': '23', 'userCount': 12, 'gender': 'M', 'id': 1424357, 'fieldTranslations': {'nameTranslation': {'ar': 'لازار رادويوتشيتش'}, 'shortNameTranslation': {'ar': 'ل. رادويوتشيتش'}}}",6817404,77,,4584,"{'start': {'x': 64.2, 'y': 17.9}, 'end': {'x': 55.6, 'y': 0}, 'goal': {'x': 55.6, 'y': 12.5}}",14,816,1884,shot
"{'name': 'Nikola Krstić', 'firstName': '', 'lastName': '', 'slug': 'nikola-krstic', 'shortName': 'N. Krstić', 'position': 'M', 'jerseyNumber': '25', 'userCount': 68, 'gender': 'M', 'id': 1481264, 'fieldTranslations': {'nameTranslation': {'ar': 'نيكولا كريستيتش'}, 'shortNameTranslation': {'ar': 'ن. كريستيتش'}}}",True,save,throw-in-set-piece,"{'x': 15.3, 'y': 57.3, 'z': 0}",left-foot,low-right,"{'x': 0, 'y': 48, 'z': 7}","{'x': 1.8, 'y': 50, 'z': 0}","{'name': 'Lazar Radojičić', 'firstName': '', 'lastName': '', 'slug': 'lazar-radojicic', 'shortName': 'L. Radojicic', 'position': 'G', 'jerseyNumber': '23', 'userCount': 12, 'gender': 'M', 'id': 1424357, 'fieldTranslations': {'nameTranslation': {'ar': 'لازار رادويوتشيتش'}, 'shortNameTranslation': {'ar': 'ل. رادويوتشيتش'}}}",6817398,72,,4292,"{'start': {'x': 57.3, 'y': 15.3}, 'block': {'x': 50, 'y': 1.8}, 'end': {'x': 52, 'y': 0}, 'goal': {'x': 52, 'y': 93}}",19,1108,1592,shot
"{'name': 'Josué Tiendrebeogo', 'slug': 'josue-tiendrebeogo', 'shortName': 'J. Tiendrebeogo', 'position': 'M', 'jerseyNumber': '18', 'userCount': 1801, 'gender': 'M', 'id': 1897363, 'fieldTranslations': {'nameTranslation': {'ar': 'خوسيه تييندريبيوغو'}, 'shortNameTranslation': {'ar': 'خ. تييندريبيوغو'}}}",True,block,throw-in-set-piece,"{'x': 13.2, 'y': 72.4, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 48.9, 'z': 19}","{'x': 9.2, 'y': 65.9, 'z': 0}","{'name': 'Lazar Radojičić', 'firstName': '', 'lastName': '', 'slug': 'lazar-radojicic', 'shortName': 'L. Radojicic', 'position': 'G', 'jerseyNumber': '23', 'userCount': 12, 'gender': 'M', 'id': 1424357, 'fieldTranslations': {'nameTranslation': {'ar': 'لازار رادويوتشيتش'}, 'shortNameTranslation': {'ar': 'ل. رادويوتشيتش'}}}",6817399,72,,4287,"{'start': {'x': 72.4, 'y': 13.2}, 'block': {'x': 65.9, 'y': 9.2}, 'end': {'x': 51.1, 'y': 0}, 'goal': {'x': 51.1, 'y': 81}}",19,1113,1587,shot
"{'name': 'Luka Luković', 'firstName': '', 'lastName': '', 'slug': 'luka-lukovic', 'shortName': 'L. Luković', 'position': 'M', 'jerseyNumber': '8', 'userCount': 42, 'gender': 'M', 'id': 314246, 'fieldTranslations': {'nameTranslation': {'ar': 'لوكا لوكوفيتش', 'bn': 'লুকা লুকোভিচ', 'hi': 'लुका लुकोविक'}, 'shortNameTranslation': {'ar': 'ل. لوكوفيتش', 'bn': 'এল. লুকোভিচ', 'hi': 'एल. लुकोविक'}}}",True,save,corner,"{'x': 4.5, 'y': 66.7, 'z': 0}",right-foot,low-right,"{'x': 0, 'y': 47.3, 'z': 17.7}","{'x': 0.7, 'y': 53.4, 'z': 0}","{'name': 'Lazar Radojičić', 'firstName': '', 'lastName': '', 'slug': 'lazar-radojicic', 'shortName': 'L. Radojicic', 'position': 'G', 'jerseyNumber': '23', 'userCount': 12, 'gender': 'M', 'id': 1424357, 'fieldTranslations': {'nameTranslation': {'ar': 'لازار رادويوتشيتش'}, 'shortNameTranslation': {'ar': 'ل. رادويوتشيتش'}}}",6817395,67,,4013,"{'start': {'x': 66.7, 'y': 4.5}, 'block': {'x': 53.4, 'y': 0.7}, 'end': {'x': 52.7, 'y': 0}, 'goal': {'x': 52.7, 'y': 82.3}}",24,1387,1313,shot
"{'name': 'Oriyomi Lebi', 'firstName': 'Oriyomi Lebi', 'slug': 'oriyomi-lebi', 'shortName': 'O. Lebi', 'position': 'F', 'jerseyNumber': '19', 'userCount': 51, 'gender': 'M', 'id': 1917883, 'fieldTranslations': {'nameTranslation': {'ar': 'أوريومي ليبي'}, 'shortNameTranslation': {'ar': 'أ. ليبي'}}}",True,block,assisted,"{'x': 14.7, 'y': 43.6, 'z': 0}",left-foot,low-centre,"{'x': 0, 'y': 49.6, 'z': 19}","{'x': 9.4, 'y': 46, 'z': 0}","{'name': 'Lazar Radojičić', 'firstName': '', 'lastName': '', 'slug': 'lazar-radojicic', 'shortName': 'L. Radojicic', 'position': 'G', 'jerseyNumber': '23', 'userCount': 12, 'gender': 'M', 'id': 1424357, 'fieldTranslations': {'nameTranslation': {'ar': 'لازار رادويوتشيتش'}, 'shortNameTranslation': {'ar': 'ل. رادويوتشيتش'}}}",6817394,65,,3862,"{'start': {'x': 43.6, 'y': 14.7}, 'block': {'x': 46, 'y': 9.4}, 'end': {'x': 50.4, 'y': 0}, 'goal': {'x': 50.4, 'y': 81}}",26,1538,1162,shot
"{'name': 'Martin Novaković', 'firstName': '', 'lastName': '', 'slug': 'martin-novakovic', 'shortName': 'M. Novaković', 'position': 'M', 'jerseyNumber': '30', 'userCount': 57, 'gender': 'M', 'id': 997184, 'fieldTranslations': {'nameTranslation': {'ar': 'مارتن نوفاكوفيتش'}, 'shortNameTranslation': {'ar': 'م. نوفاكوفيتش'}}}",False,miss,assisted,"{'x': 14.4, 'y': 55.6, 'z': 0}",right-foot,close-right,"{'x': 0, 'y': 43.5, 'z': 2.8}",,"{'name': 'Ognjen Čančarević', 'slug': 'ognjen-cancarevic', 'shortName': 'O. Čančarević', 'position': 'G', 'jerseyNumber': '55', 'userCount': 203, 'gender': 'M', 'id': 795899, 'fieldTranslations': {'nameTranslation': {'ar': 'أوجنجين تشاناريفيتش', 'bn': 'ওগনজেন ক্যানচারেভিচ', 'hi': 'ओग्जेन चांचारेविक'}, 'shortNameTranslation': {'ar': 'أ. تشاناريفيتش', 'bn': 'ও. কানকারেভিচ', 'hi': 'ओ. चांचारेविक'}}}",6817393,61,,3636,"{'start': {'x': 55.6, 'y': 14.4}, 'end': {'x': 56.5, 'y': 0}, 'goal': {'x': 56.5, 'y': 97.2}}",30,1764,936,shot
"{'name': 'Farid Boulaya', 'slug': 'farid-boulaya', 'shortName': 'F. Boulaya', 'position': 'M', 'jerseyNumber': '37', 'userCount': 1357, 'gender': 'M', 'id': 229722, 'fieldTranslations': {'nameTranslation': {'ar': 'فريد بولاية', 'bn': 'ফরিদ বাউলয়া', 'hi': 'फ़रीद बौलाया'}, 'shortNameTranslation': {'ar': 'ف. بولاية', 'bn': 'এফ. বাউলয়া', 'hi': 'एफ. बौलाया'}}}",True,miss,assisted,"{'x': 14.8, 'y': 32.9, 'z': 0}",right-foot,high-right,"{'x': 0, 'y': 40.3, 'z': 66.7}",,"{'name': 'Lazar Radojičić', 'firstName': '', 'lastName': '', 'slug': 'lazar-radojicic', 'shortName': 'L. Radojicic', 'position': 'G', 'jerseyNumber': '23', 'userCount': 12, 'gender': 'M', 'id': 1424357, 'fieldTranslations': {'nameTranslation': {'ar': 'لازار رادويوتشيتش'}, 'shortNameTranslation': {'ar': 'ل. رادويوتشيتش'}}}",6817391,59,,3507,"{'start': {'x': 32.9, 'y': 14.8}, 'end': {'x': 59.7, 'y': 0}, 'goal': {'x': 59.7, 'y': 33.3}}",32,1893,807,shot
"{'name': 'Charly Keita', 'firstName': '', 'lastName': '', 'slug': 'keita-charly', 'shortName': 'C. Keita', 'position': 'F', 'jerseyNumber': '99', 'userCount': 56, 'gender': 'M', 'id': 1137495, 'fieldTranslations': {'nameTranslation': {'ar': 'كييتا، تشارلي'}, 'shortNameTranslation': {'ar': 'ت. كييتا'}}}",True,save,assisted,"{'x': 9.3, 'y': 54.5, 'z': 0}",right-foot,high-right,"{'x': 0, 'y': 47.1, 'z': 23.4}","{'x': 6.7, 'y': 53.4, 'z': 0}","{'name': 'Lazar Radojičić', 'firstName': '', 'lastName': '', 'slug': 'lazar-radojicic', 'shortName': 'L. Radojicic', 'position': 'G', 'jerseyNumber': '23', 'userCount': 12, 'gender': 'M', 'id': 1424357, 'fieldTranslations': {'nameTranslation': {'ar': 'لازار رادويوتشيتش'}, 'shortNameTranslation': {'ar': 'ل. رادويوتشيتش'}}}",6836102,52,,3062,"{'start': {'x': 54.5, 'y': 9.3}, 'block': {'x': 53.4, 'y': 6.7}, 'end': {'x': 52.9, 'y': 0}, 'goal': {'x': 52.9, 'y': 76.6}}",39,2338,362,shot
