minute,value
0.0,0
1.0,29
2.0,39
3.0,22
4.0,55
5.0,32
6.0,11
7.0,7
8.0,-25
9.0,-10
10.0,-5
11.0,11
12.0,6
13.0,-80
14.0,-40
15.0,-23
16.0,-9
17.0,56
18.0,27
19.0,16
20.0,10
21.0,6
22.0,-2
23.0,-26
24.0,-21
25.0,-13
26.0,-8
27.0,-1
28.0,-11
29.0,5
30.0,-1
31.0,-6
32.0,-10
33.0,-7
34.0,-6
35.0,-44
36.0,-32
37.0,-100
38.0,-69
39.0,-42
40.0,-28
41.0,-12
42.0,-31
43.0,-4
44.0,-3
45.0,35
45.5,-10
46.0,0
47.0,55
48.0,-65
49.0,-20
50.0,-47
51.0,-29
52.0,-27
53.0,-17
54.0,-5
55.0,-1
56.0,40
57.0,24
58.0,15
59.0,9
60.0,86
61.0,38
62.0,18
63.0,-31
64.0,-7
65.0,-10
66.0,6
67.0,-115
68.0,-67
69.0,-10
70.0,-7
71.0,-5
72.0,-71
73.0,-39
74.0,-21
75.0,75
76.0,38
77.0,67
78.0,40
79.0,18
80.0,-11
81.0,-10
82.0,10
83.0,6
84.0,-6
85.0,-17
86.0,-5
87.0,5
88.0,15
89.0,9
90.0,-31
90.5,5
